Potential (V),Capacity (Ah),Current (A)
3.79816193,0.1887019495,0.0479937237
3.79843295,0.188769541,0.0479938853
3.7987168,0.1888371325,0.0479942849
3.79899431,0.188904724,0.0479939158
3.79927038,0.1889723154,0.0479940043
3.7995598,0.1890399069,0.0479937054
3.79983052,0.1891074984,0.0479939036
3.80011849,0.1891750899,0.0479941355
3.80039601,0.1892426813,0.0479937999
3.8006736,0.1893102728,0.0479941202
3.80096203,0.1893778643,0.0479936566
3.80123641,0.1894454558,0.0479940195
3.80152522,0.1895130473,0.0479941995
3.80180457,0.1895806387,0.0479937847
3.80208499,0.1896482303,0.0479941568
3.80237647,0.1897158218,0.0479937237
3.80265017,0.1897834132,0.0479938914
3.80293944,0.1898510047,0.0479942087
3.80322016,0.1899185962,0.0479938426
3.80350118,0.1899861877,0.0479940866
3.80379427,0.1900537792,0.0479937755
3.80407156,0.1901213707,0.0479938487
3.80436297,0.1901889622,0.0479942209
3.80464476,0.1902565537,0.0479938426
3.80492693,0.1903241451,0.0479940439
3.80522162,0.1903917366,0.0479937267
3.80549875,0.1904593281,0.0479940104
3.80579176,0.1905269196,0.0479941965
3.80607531,0.1905945111,0.0479938701
3.8063587,0.1906621026,0.0479939921
3.80665439,0.1907296941,0.0479936779
3.80693343,0.1907972856,0.047993867
3.80722782,0.1908648771,0.0479942056
3.80751273,0.1909324685,0.0479938487
3.80779827,0.19100006,0.0479941446
3.8080954,0.1910676515,0.047993803
3.80837505,0.191135243,0.0479939097
3.80867158,0.1912028345,0.0479941965
3.80895734,0.191270426,0.0479938762
3.8092418,0.1913380175,0.0479941111
3.80954222,0.191405609,0.0479937664
3.80982317,0.1914732005,0.0479939951
3.81012061,0.191540792,0.047994227
3.81040851,0.1916083835,0.0479938426
3.81069411,0.191675975,0.0479940592
3.81099522,0.1917435665,0.0479937389
3.81127953,0.1918111581,0.0479939555
3.81157788,0.1918787496,0.0479941324
3.81186632,0.1919463411,0.0479938975
3.81215521,0.1920139326,0.0479940531
3.81245746,0.1920815241,0.047993742
3.81273932,0.1921491156,0.0479939006
3.81303997,0.1922167071,0.0479942056
3.8133297,0.1922842986,0.0479938243
3.81362119,0.1923518901,0.0479940226
3.81392145,0.1924194816,0.0479937115
3.81420874,0.1924870731,0.0479938091
3.81450901,0.1925546646,0.0479942361
3.81479958,0.1926222561,0.0479938548
3.81509091,0.1926898476,0.0479939677
3.81539606,0.192757439,0.0479937359
3.81568182,0.1928250305,0.0479939585
3.8159843,0.192892622,0.0479941812
3.81627357,0.1929602135,0.0479938335
3.81656872,0.193027805,0.0479940897
3.81687502,0.1930953965,0.047993681
3.81716032,0.1931629879,0.0479938914
3.8174651,0.1932305794,0.0479942117
3.81775826,0.1932981709,0.0479938274
3.81805318,0.1933657624,0.0479940378
3.81836116,0.1934333539,0.0479937389
3.81864814,0.1935009454,0.0479939341
3.81895207,0.1935685369,0.0479941965
3.8192473,0.1936361283,0.0479938335
3.81954451,0.1937037198,0.0479940195
3.81984799,0.1937713113,0.0479937237
3.8201397,0.1938389028,0.0479939585
3.8204473,0.1939064942,0.0479942544
3.82074245,0.1939740857,0.0479937999
3.82103829,0.1940416772,0.0479940836
3.82134749,0.1941092687,0.0479937359
3.82163836,0.1941768602,0.0479938853
3.82194596,0.1942444517,0.0479941904
3.82224218,0.1943120431,0.0479937633
3.82253947,0.1943796346,0.0479941233
3.82284905,0.1944472261,0.0479936962
3.82313947,0.1945148176,0.047993928
3.8234479,0.1945824091,0.0479943185
3.82374603,0.1946500006,0.0479939372
3.82404752,0.1947175921,0.0479940561
3.82435802,0.1947851837,0.0479937328
3.82465095,0.1948527752,0.0479938579
3.82496153,0.1949203667,0.047994288
3.82525882,0.1949879582,0.0479939158
3.82555824,0.1950555498,0.0479940866
3.82587286,0.1951231413,0.0479937908
3.82616527,0.1951907328,0.0479939128
3.82647401,0.1952583243,0.0479942117
3.8267755,0.1953259159,0.0479940012
3.82707477,0.1953935074,0.0479940775
3.82738809,0.1954610989,0.0479937511
3.82768263,0.1955286904,0.0479939616
3.82799512,0.1955962819,0.0479941782
3.82829576,0.1956638734,0.0479938914
3.82859794,0.1957314648,0.0479939921
3.82891393,0.1957990563,0.0479937237
3.82920809,0.1958666478,0.047993867
3.82952073,0.1959342392,0.0479941843
3.82982222,0.1960018307,0.0479938762
3.83012638,0.1960694221,0.0479939951
3.83044016,0.1961370136,0.0479937145
3.83073768,0.1962046051,0.0479939768
3.83105024,0.1962721966,0.0479942056
3.83135234,0.1963397881,0.0479937725
3.83165619,0.1964073796,0.0479940073
3.8319718,0.196474971,0.0479936535
3.83227009,0.1965425625,0.047993989
3.83258539,0.196610154,0.0479941751
3.83288963,0.1966777455,0.0479938335
3.83319448,0.196745337,0.0479940622
3.8335107,0.1968129285,0.0479937389
3.83381135,0.19688052,0.0479939616
3.83412491,0.1969481115,0.047994169
3.83443181,0.197015703,0.0479939158
3.83473529,0.1970832945,0.0479940317
3.8350535,0.197150886,0.0479937694
3.83535377,0.1972184775,0.0479938884
3.83567022,0.197286069,0.0479941599
3.8359756,0.1973536604,0.0479937481
3.83628335,0.1974212519,0.0479940439
3.83659996,0.1974888434,0.0479935956
3.83690168,0.1975564349,0.0479939067
3.8372192,0.1976240264,0.0479942087
3.83752626,0.1976916179,0.0479938579
3.83783332,0.1977592094,0.0479940439
3.83815359,0.1978268009,0.0479937603
3.83845562,0.1978943924,0.047993864
3.8387736,0.1979619839,0.0479941873
3.83907829,0.1980295754,0.047993864
3.83938956,0.1980971669,0.0479941568
3.83970899,0.1981647584,0.0479936566
3.84001032,0.1982323498,0.0479939707
3.84032937,0.1982999413,0.0479943002
3.84063758,0.1983675328,0.0479938304
3.84094877,0.1984351243,0.0479940989
3.84126866,0.1985027158,0.0479936871
3.84157305,0.1985703073,0.0479938762
3.84189194,0.1986378988,0.0479942483
3.84220198,0.1987054903,0.0479938304
3.84251118,0.1987730818,0.0479940348
3.84283153,0.1988406733,0.0479936932
3.84313653,0.1989082648,0.0479939128
3.84345749,0.1989758563,0.0479943185
3.843767,0.1990434478,0.0479937633
3.84407773,0.1991110393,0.0479940897
3.84440082,0.1991786308,0.0479937237
3.84470567,0.1992462223,0.0479939677
3.84502709,0.1993138138,0.0479943093
3.84533743,0.1993814053,0.0479938426
3.84564824,0.1994489968,0.0479940226
3.84596935,0.1995165883,0.0479938182
3.84627824,0.1995841797,0.0479938609
3.84659699,0.1996517712,0.0479942605
3.84691016,0.1997193627,0.0479938548
3.84722165,0.1997869542,0.0479940653
3.84754643,0.1998545457,0.0479937115
3.84785166,0.1999221372,0.0479939951
3.84817453,0.1999897287,0.0479941843
3.8484848,0.2000573202,0.0479938396
3.8487985,0.2001249117,0.0479941202
3.84912366,0.2001925032,0.0479936901
3.8494308,0.2002600947,0.0479939311
3.84975214,0.2003276862,0.0479942727
3.85006592,0.2003952777,0.0479938091
3.85037719,0.2004628691,0.0479939707
3.85070372,0.2005304606,0.0479937054
3.85100987,0.2005980521,0.0479940531
3.85133418,0.2006656436,0.0479943246
3.85164583,0.2007332351,0.047993925
3.85195778,0.2008008266,0.0479940775
3.85228462,0.200868418,0.0479936718
3.85259229,0.2009360095,0.0479939585
3.85291546,0.2010036009,0.0479941538
3.85322917,0.2010711924,0.0479938579
3.85354402,0.2011387839,0.0479940439
3.85386887,0.2012063754,0.0479937298
3.85417708,0.2012739669,0.047993925
3.85450087,0.2013415584,0.0479942056
3.85481373,0.2014091499,0.047993803
3.85512958,0.2014767414,0.0479941446
3.85545665,0.2015443329,0.0479936688
3.85576501,0.2016119244,0.0479938975
3.85608711,0.2016795159,0.0479942666
3.85639998,0.2017471073,0.047993864
3.85671735,0.2018146988,0.0479940226
3.85704281,0.2018822903,0.0479936718
3.85735034,0.2019498818,0.0479939311
3.85767542,0.2020174733,0.0479943185
3.85798882,0.2020850648,0.0479938487
3.85830482,0.2021526563,0.04799405
3.85863349,0.2022202478,0.0479937664
3.85894017,0.2022878393,0.0479939189
3.85926388,0.2023554308,0.0479942422
3.85958072,0.2024230223,0.0479938487
3.8598958,0.2024906138,0.0479940378
3.86022027,0.2025582053,0.0479936718
3.86053199,0.2026257968,0.0479939738
3.86085639,0.2026933883,0.0479941446
3.86117307,0.2027609798,0.0479939585
3.86148746,0.2028285713,0.0479940805
3.86181461,0.2028961628,0.0479937481
3.86212289,0.2029637543,0.0479940012
3.86244981,0.2030313458,0.0479941538
3.86276306,0.2030989373,0.0479939311
3.86307745,0.2031665289,0.0479940256
3.86340704,0.2032341204,0.0479938213
3.86371632,0.2033017119,0.0479939433
3.86404102,0.2033693034,0.047994227
3.86435595,0.2034368949,0.0479937969
3.86467034,0.2035044864,0.0479940378
3.86499909,0.2035720779,0.0479936322
3.86531051,0.2036396695,0.0479940744
3.86563452,0.203707261,0.0479942636
3.86594762,0.2037748525,0.0479938304
3.86626385,0.203842444,0.0479941141
3.86659023,0.2039100355,0.0479937603
3.8668989,0.203977627,0.0479939311
3.8672268,0.2040452186,0.0479941843
3.86754112,0.2041128101,0.0479939707
3.86785597,0.2041804016,0.0479940256
3.86818037,0.2042479931,0.0479937633
3.86849225,0.2043155847,0.0479938609
3.86881832,0.2043831762,0.0479942483
3.86913233,0.2044507677,0.0479939219
3.86944688,0.2045183592,0.0479941538
3.86977296,0.2045859507,0.0479937115
3.87008285,0.2046535422,0.0479940043
3.87040755,0.2047211338,0.0479942117
3.87072111,0.2047887253,0.0479938426
3.87103779,0.2048563168,0.0479940714
3.87136417,0.2049239083,0.047993803
3.87167254,0.2049914998,0.0479939219
3.87200044,0.2050590913,0.0479942148
3.87231331,0.2051266829,0.0479939128
3.87262824,0.2051942744,0.047994166
3.87295752,0.2052618659,0.047993684
3.87326459,0.2053294574,0.0479939799
3.87359128,0.2053970489,0.0479941751
3.87390163,0.2054646404,0.0479937938
3.87421663,0.2055322319,0.0479940439
3.87454439,0.2055998234,0.0479936901
3.87485275,0.2056674149,0.0479939341
3.87517738,0.2057350064,0.0479942056
3.87549223,0.2058025979,0.0479938152
3.8758077,0.2058701895,0.0479941507
3.87613385,0.205937781,0.0479937633
3.87644153,0.2060053726,0.0479939646
3.87676508,0.2060729641,0.0479942117
3.87707742,0.2061405556,0.0479938792
3.87739403,0.2062081471,0.0479940531
3.87771881,0.2062757387,0.0479937664
3.87802763,0.2063433302,0.0479939433
3.87835057,0.2064109217,0.0479943307
3.87866321,0.2064785132,0.0479938152
3.87897822,0.2065461048,0.047994105
3.87930392,0.2066136962,0.0479936657
3.87961129,0.2066812877,0.0479939616
3.87993347,0.2067488793,0.0479942788
3.88024871,0.2068164707,0.0479939128
3.88056379,0.2068840623,0.0479941751
3.88088727,0.2069516538,0.0479937664
3.88119602,0.2070192453,0.0479939341
3.88151927,0.2070868368,0.0479942361
3.88183038,0.2071544283,0.0479938945
3.88214516,0.2072220198,0.0479942148
3.88246986,0.2072896113,0.0479937084
3.88277693,0.2073572028,0.0479939524
3.88310102,0.2074247944,0.0479942453
3.8834129,0.2074923859,0.0479938213
3.88372607,0.2075599774,0.0479940531
3.88405101,0.2076275689,0.047993684
3.88435769,0.2076951604,0.0479940378
3.88468117,0.2077627519,0.0479942087
3.88499351,0.2078303434,0.0479938792
3.88530668,0.2078979349,0.0479940165
3.88563024,0.2079655264,0.0479936718
3.88593708,0.2080331179,0.0479938792
3.88625865,0.2081007094,0.0479943032
3.88657022,0.2081683009,0.0479939433
3.88688325,0.2082358924,0.04799405
3.88720864,0.2083034839,0.0479937267
3.88751334,0.2083710754,0.0479939799
3.88783644,0.208438667,0.0479941873
3.88814465,0.2085062585,0.047993803
3.88845775,0.20857385,0.0479940927
3.88878459,0.2086414415,0.047993745
3.88908914,0.208709033,0.0479939494
3.88941155,0.2087766246,0.0479943459
3.88972381,0.2088442161,0.0479938762
3.89003576,0.2089118076,0.0479940836
3.89035779,0.2089793991,0.0479937481
3.89066463,0.2090469906,0.0479938853
3.89098437,0.2091145822,0.0479942575
3.89129495,0.2091821737,0.0479937969
3.89160714,0.2092497652,0.0479941721
3.89192947,0.2093173567,0.0479937328
3.8922357,0.2093849482,0.0479939341
3.89255689,0.2094525398,0.0479942727
3.89286778,0.2095201313,0.0479938609
3.89317782,0.2095877228,0.0479940317
3.893501,0.2096553144,0.0479938975
3.8938073,0.2097229059,0.0479938548
3.89412621,0.2097904974,0.0479941721
3.89443755,0.2098580889,0.0479939036
3.89474927,0.2099256804,0.0479940378
3.89507192,0.209993272,0.0479937725
3.89537692,0.2100608635,0.0479939555
3.89569682,0.210128455,0.0479942239
3.89600633,0.2101960466,0.0479939006
3.89631821,0.2102636381,0.0479940195
3.89664001,0.2103312296,0.0479937389
3.89694578,0.2103988211,0.0479938853
3.89726522,0.2104664126,0.0479941721
3.8975748,0.2105340041,0.0479938701
3.89788439,0.2106015956,0.0479940073
3.89820673,0.2106691871,0.0479937877
3.89851074,0.2107367787,0.0479940317
3.89883148,0.2108043702,0.0479942514
3.89914198,0.2108719617,0.0479938579
3.89945096,0.2109395532,0.0479940775
3.89977307,0.2110071447,0.0479936932
3.90007746,0.2110747362,0.0479937816
3.90039499,0.2111423277,0.0479941721
3.90070397,0.2112099192,0.0479938304
3.90101539,0.2112775107,0.0479939738
3.90133834,0.2113451023,0.0479938457
3.9016419,0.2114126938,0.0479938792
3.90195927,0.2114802853,0.0479941294
3.90227031,0.2115478768,0.0479940043
3.90257898,0.2116154683,0.0479941172
3.90290056,0.2116830598,0.0479937298
3.90320358,0.2117506513,0.0479939006
3.90352309,0.2118182428,0.0479942758
3.90383031,0.2118858343,0.0479939067
3.90414074,0.2119534259,0.0479941111
3.90446155,0.2120210174,0.0479937237
3.90476343,0.2120886089,0.0479939189
3.90508394,0.2121562004,0.0479942117
3.90539223,0.2122237919,0.0479938853
3.90570059,0.2122913834,0.0479940805
3.90602278,0.2123589749,0.0479937328
3.90632595,0.2124265664,0.0479939982
3.90664409,0.2124941579,0.0479942666
3.90695231,0.2125617494,0.0479939585
3.90726121,0.2126293409,0.0479940378
3.90758233,0.2126969324,0.0479937694
3.90788359,0.2127645239,0.0479938975
3.9082025,0.2128321154,0.0479942544
3.90851308,0.2128997069,0.0479938975
3.9088206,0.2129672984,0.0479939951
3.90913981,0.2130348899,0.0479937664
3.90944299,0.2131024815,0.047994047
3.90976174,0.213170073,0.0479942788
3.91006995,0.2132376645,0.0479938091
3.91037847,0.213305256,0.0479940805
3.91069921,0.2133728475,0.0479938548
3.911002,0.213440439,0.0479939311
3.91132121,0.2135080306,0.0479942636
3.91162943,0.2135756221,0.0479938213
3.9119384,0.2136432136,0.0479941141
3.91225784,0.2137108051,0.0479937542
3.91256125,0.2137783966,0.0479938853
3.91287954,0.2138459881,0.0479941843
3.9131889,0.2139135796,0.0479939738
3.91349459,0.2139811711,0.0479941141
3.91381678,0.2140487626,0.0479937328
3.91411843,0.2141163541,0.047993989
3.9144397,0.2141839457,0.0479941995
3.91474738,0.2142515372,0.0479938701
3.91505537,0.2143191287,0.0479940836
3.9153758,0.2143867202,0.0479937084
3.91567874,0.2144543117,0.047993986
3.91599673,0.2145219032,0.0479941873
3.91630571,0.2145894947,0.0479937847
3.91661416,0.2146570862,0.0479940805
3.91693482,0.2147246777,0.0479937633
3.91723608,0.2147922693,0.0479939738
3.91755529,0.2148598608,0.0479942453
3.91786259,0.2149274523,0.0479938945
3.91817294,0.2149950438,0.0479940378
3.91849421,0.2150626353,0.0479937572
3.91879571,0.2151302267,0.0479939189
3.91911736,0.2151978182,0.0479941965
3.91942505,0.2152654097,0.0479938426
3.9197354,0.2153330012,0.0479940226
3.92005354,0.2154005927,0.0479937847
3.92035717,0.2154681843,0.0479939372
3.92067783,0.2155357758,0.0479942483
3.92098559,0.2156033672,0.0479938304
3.92129426,0.2156709587,0.0479940226
3.92161409,0.2157385502,0.0479936596
3.92192039,0.2158061417,0.0479938426
3.92223754,0.2158737332,0.0479942148
3.92254522,0.2159413247,0.0479938518
3.92285313,0.2160089163,0.0479940195
3.92317555,0.2160765078,0.0479937206
3.92347766,0.2161440993,0.0479939128
3.9237974,0.2162116908,0.0479943337
3.92410691,0.2162792823,0.0479939311
3.92441628,0.2163468739,0.0479940134
3.92473633,0.2164144654,0.0479937054
3.92503622,0.2164820569,0.0479939921
3.92535673,0.2165496484,0.0479941416
3.92566609,0.21661724,0.0479939616
3.92597438,0.2166848315,0.0479940775
3.92629619,0.216752423,0.0479937755
3.92659898,0.2168200145,0.0479938579
3.92691758,0.216887606,0.04799423
3.92722626,0.2169551975,0.047993928
3.92753585,0.217022789,0.0479940653
3.92785643,0.2170903805,0.0479938121
3.92816052,0.217157972,0.0479939006
3.92848042,0.2172255636,0.047994288
3.92878902,0.2172931551,0.0479938365
3.9290967,0.2173607466,0.0479940958
3.92941935,0.2174283381,0.0479937816
3.92972268,0.2174959297,0.0479940043
3.93004135,0.2175635212,0.0479941812
3.93035079,0.2176311127,0.0479938518
3.93066054,0.2176987042,0.0479940897
3.93098272,0.2177662957,0.0479936901
3.93128399,0.2178338873,0.0479939402
3.93160389,0.2179014788,0.0479942392
3.93191379,0.2179690703,0.0479938701
3.93222254,0.2180366618,0.04799405
3.93254358,0.2181042534,0.0479938243
3.93284905,0.218171845,0.0479940073
3.93316643,0.2182394365,0.0479942392
3.93347327,0.218307028,0.0479938701
3.93378714,0.2183746196,0.0479940622
3.93410703,0.2184422111,0.0479937664
3.9344093,0.2185098026,0.0479939006
3.93472996,0.2185773941,0.0479942514
3.93503909,0.2186449857,0.047993925
3.93534868,0.2187125772,0.0479939646
3.93566927,0.2187801687,0.0479937847
3.9359729,0.2188477603,0.0479939616
3.93629349,0.2189153518,0.0479942544
3.93660117,0.2189829433,0.0479938487
3.93691343,0.2190505349,0.0479941111
3.93723402,0.2191181264,0.0479937511
3.93753811,0.2191857179,0.0479940073
3.93785748,0.2192533095,0.047994227
3.93816852,0.219320901,0.0479938731
3.93847597,0.2193884925,0.0479940805
3.93880061,0.219456084,0.0479936688
3.93910302,0.2195236756,0.0479939982
3.93942391,0.2195912671,0.0479942453
3.93973297,0.2196588586,0.0479937755
3.94004615,0.2197265834,0.0479941599
3.94036673,0.219794175,0.0479937359
3.94067136,0.2198617665,0.0479939402
3.94099218,0.219929358,0.047994227
3.94129978,0.2199969495,0.0479938182
3.9416109,0.220064541,0.047994047
3.94193439,0.2201321326,0.0479938274
3.94223734,0.2201997241,0.0479940104
3.94255877,0.2202673156,0.04799423
3.94286744,0.2203349071,0.0479938487
3.94317772,0.2204024986,0.0479941416
3.94349983,0.2204700901,0.0479937206
3.94380309,0.2205376816,0.0479939707
3.94412497,0.2206052732,0.0479942605
3.9444351,0.2206728647,0.047993806
3.9447437,0.2207404562,0.0479940317
3.94506864,0.2208080477,0.0479937206
3.94537288,0.2208756392,0.0479939219
3.94569248,0.2209432307,0.047994291
3.9460039,0.2210108222,0.0479938853
3.94631479,0.2210784138,0.0479941355
3.94663713,0.2211460053,0.0479937359
3.9469423,0.2212135968,0.0479939494
3.94726334,0.2212811883,0.0479941538
3.947575,0.2213487798,0.047993864
3.94788535,0.2214163713,0.0479940287
3.94820892,0.2214839628,0.0479937542
3.948514,0.2215515544,0.0479939982
3.94883535,0.2216191459,0.0479943246
3.94914655,0.2216867374,0.0479939799
3.94945591,0.2217543289,0.0479941294
3.94977894,0.2218219204,0.0479937694
3.95008502,0.221889512,0.0479939158
3.95040492,0.2219571035,0.0479942575
3.95071635,0.222024695,0.0479937572
3.95102709,0.2220922865,0.0479940744
3.95135218,0.222159878,0.0479937237
3.95165513,0.2222274695,0.0479939494
3.95197602,0.222295061,0.0479942361
3.95228745,0.2223626525,0.0479938914
3.95259902,0.222430244,0.0479940256
3.95292236,0.2224978355,0.047993742
3.95322913,0.2225654271,0.0479939738
3.9535504,0.2226330186,0.0479942148
3.9538616,0.2227006101,0.0479939036
3.95417165,0.2227682016,0.0479941416
3.95449773,0.2228357931,0.047993745
3.95480412,0.2229033846,0.047993864
3.95512448,0.2229709762,0.0479942666
3.95543514,0.2230385677,0.0479939158
3.95574908,0.2231061592,0.0479941416
3.95607219,0.2231737507,0.0479937694
3.95637873,0.2232413423,0.0479939341
3.95670107,0.2233089338,0.0479942087
3.95701135,0.2233765253,0.047993867
3.95732492,0.2234441169,0.0479941111
3.95764856,0.2235117084,0.0479938213
3.95795388,0.2235793,0.0479940104
3.95827759,0.2236468915,0.04799423
3.95858887,0.2237144831,0.0479938731
3.9589006,0.2237820746,0.0479941843
3.95922653,0.2238496662,0.0479937664
3.95953124,0.2239172577,0.0479940561
3.95985411,0.2239848492,0.047994291
3.96016508,0.2240524408,0.0479938335
3.96047865,0.2241200323,0.0479941751
3.96080252,0.2241876239,0.0479936596
3.96110944,0.2242552155,0.0479939433
3.96143201,0.2243228071,0.0479943124
3.96174473,0.2243903986,0.047993867
3.96205639,0.2244579902,0.0479940897
3.96238263,0.2245255817,0.0479937511
3.96268978,0.2245931733,0.0479939829
3.96301281,0.2246607649,0.0479942148
3.96332439,0.2247283564,0.0479938457
3.96363925,0.224795948,0.0479941568
3.96396282,0.2248635395,0.0479937298
3.96426867,0.2249311311,0.0479939677
3.96459262,0.2249987227,0.047994291
3.96490603,0.2250663142,0.0479939982
3.96521982,0.2251339057,0.047994108
3.96554568,0.2252014972,0.0479937938
3.96585153,0.2252690888,0.0479938792
3.96617616,0.2253366803,0.0479942239
3.9664898,0.2254042718,0.0479938945
3.96680535,0.2254718634,0.0479940866
3.96712953,0.2255394549,0.0479938213
3.967435,0.2256070464,0.0479938487
3.96775987,0.2256746379,0.0479941934
3.96807251,0.2257422294,0.0479938884
3.96838493,0.225809821,0.0479940317
3.96871316,0.2258774125,0.0479936993
3.9690187,0.225945004,0.0479939524
3.9693425,0.2260125955,0.0479942178
3.96965721,0.226080187,0.0479939067
3.96997299,0.2261477786,0.0479940622
3.970299,0.2262153701,0.0479937969
3.9706047,0.2262829616,0.047993989
3.97092926,0.2263505531,0.0479942361
3.97124412,0.2264181446,0.0479937999
3.97155807,0.2264857361,0.0479940439
3.97188301,0.2265533277,0.047993864
3.97219245,0.2266209192,0.0479939341
3.97251823,0.2266885108,0.047994288
3.97283156,0.2267561023,0.0479938426
3.97314627,0.2268236938,0.0479941019
3.97347358,0.2268912854,0.0479938091
3.97378012,0.2269588769,0.0479938731
3.97410774,0.2270264684,0.0479942575
3.97441962,0.22709406,0.0479938274
3.97473479,0.2271616515,0.04799405
3.97506217,0.227229243,0.0479937847
3.97537169,0.2272968346,0.0479939921
3.97569427,0.2273644261,0.0479942605
3.97600989,0.2274320176,0.0479938426
3.97632399,0.2274996091,0.0479940927
3.97665275,0.2275672006,0.0479936444
3.97696128,0.2276347921,0.0479939311
3.9772853,0.2277023836,0.0479943032
3.97759925,0.2277699751,0.0479938579
3.97791404,0.2278375666,0.0479940226
3.97824333,0.2279051582,0.0479937206
3.97855033,0.2279727497,0.0479939311
3.97887726,0.2280403412,0.0479942026
3.97919235,0.2281079327,0.0479939006
3.97950759,0.2281755243,0.0479940592
3.97983757,0.2282431158,0.0479937847
3.98014465,0.2283107074,0.0479940378
3.98047104,0.2283782989,0.0479940897
3.98078621,0.2284458904,0.0479938792
3.98110405,0.2285134819,0.0479942178
3.98143243,0.2285810734,0.0479937206
3.98174103,0.228648665,0.0479939219
3.98206689,0.2287162565,0.0479941568
3.98238236,0.228783848,0.0479938579
3.98269807,0.2288514395,0.047994047
3.98302667,0.228919031,0.047993803
3.98333543,0.2289866226,0.0479939555
3.98366297,0.2290542141,0.0479943032
3.98397867,0.2291218056,0.0479938121
3.98429338,0.2291893972,0.0479940592
3.98462115,0.2292569886,0.0479937664
3.98493105,0.2293245801,0.0479939524
3.98525637,0.2293921716,0.0479941873
3.98557361,0.2294597631,0.0479938304
3.98589045,0.2295273547,0.0479940897
3.98621967,0.2295949462,0.0479937786
3.98653072,0.2296625377,0.0479939585
3.98685826,0.2297301292,0.0479942544
3.98717419,0.2297977207,0.0479938457
3.98749264,0.2298653123,0.047994047
3.98782178,0.2299329038,0.0479937237
3.98813199,0.2300004954,0.0479940012
3.98845915,0.2300680869,0.0479942849
3.98877684,0.2301356784,0.0479939677
3.98909422,0.2302032699,0.0479941263
3.98942344,0.2302708615,0.0479937633
3.98973494,0.230338453,0.0479940317
3.99006309,0.2304060445,0.0479942239
3.99037796,0.230473636,0.0479938853
3.99069878,0.2305412276,0.0479941995
3.99102876,0.2306088191,0.0479937359
3.99133835,0.2306764107,0.047993989
3.99166719,0.2307440022,0.0479943429
3.99198664,0.2308115937,0.0479938518
3.99230524,0.2308791853,0.0479940592
3.99263568,0.2309467768,0.0479937908
3.99294535,0.2310143683,0.0479939799
3.99327404,0.2310819599,0.0479941965
3.99359257,0.2311495514,0.047993864
3.99391041,0.2312171429,0.0479940622
3.99423925,0.2312847345,0.047993803
3.99455182,0.231352326,0.0479939707
3.99488211,0.2314199176,0.0479942514
3.99519812,0.2314875091,0.0479938823
3.99551787,0.2315551006,0.0479940592
3.99584923,0.2316226922,0.0479937389
3.99616256,0.2316902837,0.0479939616
3.99649133,0.2317578753,0.0479942605
3.99680734,0.2318254668,0.0479939067
3.99712671,0.2318930583,0.0479941324
3.99745867,0.2319606499,0.0479937847
3.99777232,0.2320282415,0.0479939585
3.99810024,0.232095833,0.0479941782
3.998419,0.2321634245,0.0479938701
3.99873798,0.232231016,0.0479941263
3.99907148,0.2322986076,0.0479937877
3.99938451,0.2323661991,0.0479940165
3.99971533,0.2324337906,0.0479943002
4.0000331,0.2325013821,0.047993864
4.00035308,0.2325689737,0.0479941477
4.00068543,0.2326365652,0.0479938243
4.00099885,0.2327041568,0.0479939829
4.00133005,0.2327717483,0.0479942453
4.0016482,0.2328393399,0.0479939006
4.0019691,0.2329069314,0.0479941111
4.0023003,0.2329745229,0.0479937969
4.00261494,0.2330421145,0.0479939829
4.00294614,0.233109706,0.0479942788
4.00326528,0.2331772976,0.0479938213
4.00358473,0.2332448892,0.0479941995
4.00391731,0.2333124807,0.0479937847
4.00423072,0.2333800723,0.0479939524
4.00456216,0.2334476639,0.0479942697
4.0048813,0.2335152554,0.0479939768
4.00520204,0.2335828469,0.0479940409
4.00553462,0.2336504384,0.0479937481
4.0058517,0.23371803,0.0479939585
4.00618306,0.2337856216,0.0479942636
4.0065035,0.2338532131,0.0479939372
4.00682508,0.2339208047,0.0479940836
4.00715827,0.2339883963,0.0479938274
4.00747482,0.2340559878,0.047993986
4.0078048,0.2341235794,0.0479942849
4.00812868,0.2341911709,0.0479939677
4.00844927,0.2342587625,0.0479941233
4.00878452,0.2343263541,0.0479938609
4.00909977,0.2343939457,0.0479940012
4.00943105,0.2344615373,0.0479943734
4.00975248,0.2345291288,0.0479938274
4.0100759,0.2345967203,0.0479940409
4.01041024,0.2346643119,0.047993864
4.01072518,0.2347319034,0.0479939677
4.01105867,0.234799495,0.0479942727
4.01138034,0.2348670865,0.0479939311
4.01170314,0.2349346781,0.0479941019
4.01203572,0.2350022696,0.0479937938
4.01235288,0.2350698612,0.047993986
4.01268554,0.2351374527,0.0479942727
4.01300926,0.2352050442,0.047993925
4.01333436,0.2352726358,0.0479940622
4.01366655,0.2353402273,0.0479938762
4.01398615,0.2354078189,0.0479940531
4.01431873,0.2354754104,0.0479941629
4.01463971,0.2355430019,0.047993928
4.01496557,0.2356105935,0.047994108
4.01529983,0.235678185,0.0479937603
4.0156176,0.2357457766,0.0479940104
4.01595025,0.2358133681,0.0479940989
4.0162736,0.2358809596,0.0479938426
4.01659862,0.2359485511,0.0479940805
4.01693524,0.2360161426,0.0479937328
4.01725309,0.2360837342,0.0479939951
4.0175872,0.2361513257,0.0479942331
4.01791039,0.2362189173,0.047993925
4.01823541,0.2362865088,0.0479939982
4.01857219,0.2363541003,0.0479937054
