Potential (V),Capacity (Ah),Current (A)
3.57476737,0.093194413,0.0479941355
3.57496548,0.0932620044,0.0479938853
3.57516663,0.0933295959,0.0479940104
3.57537649,0.0933971873,0.0479936444
3.57557024,0.0934647787,0.0479938853
3.57577735,0.0935323701,0.0479941385
3.57597568,0.0935999615,0.0479938487
3.57617432,0.093667553,0.0479940317
3.57638189,0.0937351444,0.0479936932
3.57657488,0.0938027358,0.047993864
3.57677939,0.0938703272,0.047994105
3.57697749,0.0939379186,0.0479938243
3.57717674,0.0940055101,0.0479940805
3.577384,0.0940731015,0.047993742
3.57757661,0.094140693,0.0479938914
3.57778303,0.0942082844,0.0479942239
3.57797999,0.0942758758,0.0479939036
3.57817794,0.0943434673,0.0479941019
3.57838513,0.0944110587,0.0479936322
3.57857651,0.0944786501,0.0479938762
3.57878263,0.0945462415,0.0479941507
3.57897623,0.0946138329,0.0479938426
3.57917089,0.0946814243,0.0479940378
3.57937907,0.0947490158,0.0479937237
3.57956931,0.0948166072,0.0479939829
3.57977574,0.0948841986,0.0479941904
3.57996933,0.09495179,0.0479938152
3.58016637,0.0950193814,0.0479940134
3.58037264,0.0950869728,0.0479936383
3.58056318,0.0951545643,0.0479938243
3.58076861,0.0952221557,0.0479940317
3.58096443,0.0952897471,0.047993806
3.58115856,0.0953573385,0.0479940226
3.5813646,0.09542493,0.0479936932
3.58155415,0.0954925214,0.0479939036
3.58175775,0.0955601128,0.0479941568
3.58195486,0.0956277042,0.0479938243
3.58214953,0.0956952956,0.0479940409
3.58235572,0.095762887,0.047993745
3.58254428,0.0958304785,0.0479939585
3.58275078,0.0958980699,0.0479942453
3.58294622,0.0959656613,0.0479936901
3.58314104,0.0960332527,0.0479940226
3.58334334,0.0961008441,0.0479935986
3.5835348,0.0961684356,0.0479939738
3.58373771,0.096236027,0.0479941843
3.58393261,0.0963036184,0.0479938701
3.58412766,0.0963712098,0.0479940104
3.58433263,0.0964388012,0.0479936657
3.58452119,0.0965063927,0.047993925
3.58472509,0.0965739841,0.0479940561
3.58492121,0.0966415755,0.0479938274
3.58511649,0.0967091669,0.0479940958
3.58532154,0.0967767583,0.0479937328
3.58551018,0.0968443498,0.0479938091
3.58571431,0.0969119412,0.0479942331
3.58590714,0.0969795326,0.047993806
3.58610349,0.097047124,0.0479940653
3.58631037,0.0971147155,0.04799362
3.58649901,0.0971823069,0.047993864
3.58670261,0.0972498984,0.0479941812
3.58689636,0.0973174898,0.0479938213
3.58709057,0.0973850812,0.0479940104
3.58729707,0.0974526727,0.0479936474
3.58748746,0.0975202641,0.0479938518
3.58768923,0.0975878556,0.0479941355
3.58788329,0.097655447,0.0479937999
3.58807872,0.0977230385,0.0479940744
3.58828407,0.0977906299,0.0479936078
3.58847095,0.0978582213,0.047993745
3.58867692,0.0979258127,0.0479941111
3.58886983,0.0979934041,0.0479938884
3.58906595,0.0980609956,0.0479940073
3.58926985,0.098128587,0.0479936474
3.58945887,0.0981961785,0.0479939097
3.58966186,0.0982637699,0.0479941934
3.589855,0.0983313613,0.0479938091
3.59005013,0.0983989527,0.047993989
3.59025258,0.0984665441,0.0479936352
3.59044099,0.0985341356,0.0479938304
3.59064459,0.098601727,0.0479941812
3.5908362,0.0986693184,0.0479937054
3.5910308,0.0987369099,0.0479940897
3.59123577,0.0988045013,0.0479937145
3.59142418,0.0988720927,0.0479938823
3.59162762,0.0989396842,0.0479942392
3.59182115,0.0990072756,0.0479938213
3.59201436,0.0990748671,0.0479941904
3.59221926,0.0991424585,0.0479936291
3.59240927,0.09921005,0.0479938396
3.59260898,0.0992776414,0.0479941446
3.59280113,0.0993452328,0.0479938152
3.59299549,0.0994128243,0.0479940043
3.59319947,0.0994804157,0.0479936291
3.59338788,0.0995480072,0.0479939646
3.59359155,0.0996155986,0.0479940927
3.59378454,0.09968319,0.0479937999
3.59397555,0.0997507814,0.047993986
3.59418022,0.0998183729,0.0479936932
3.59436755,0.0998859643,0.0479939189
3.5945668,0.0999535557,0.0479941751
3.59475895,0.1000211472,0.0479937999
3.59495148,0.1000887386,0.0479940195
3.59515424,0.1001563301,0.0479937572
3.5953425,0.1002239215,0.0479938701
3.5955419,0.1002915129,0.0479942453
3.59573504,0.1003591043,0.0479938243
3.59592482,0.1004266958,0.0479940805
3.59612766,0.1004942872,0.0479936444
3.59631149,0.1005618787,0.0479939829
3.59651341,0.1006294701,0.0479942209
3.59670288,0.1006970615,0.0479938182
3.59689419,0.100764653,0.0479941141
3.59709466,0.1008322444,0.0479936291
3.59727803,0.1008998358,0.0479939097
3.59747736,0.1009674273,0.0479941568
3.59766676,0.1010350187,0.0479939494
3.59785791,0.1011026101,0.0479940592
3.59805609,0.1011702016,0.0479937664
3.59824068,0.101237793,0.0479938335
3.59843749,0.1013053844,0.0479942636
3.59862582,0.1013729759,0.0479938701
3.59881393,0.1014405672,0.047993986
3.59901302,0.1015081586,0.0479936718
3.59919693,0.10157575,0.0479937786
3.59939281,0.1016433414,0.0479941355
3.59957924,0.1017109328,0.0479938487
3.59976581,0.1017785242,0.0479940226
3.599963,0.1018461156,0.0479936688
3.60014347,0.1019137071,0.0479938792
3.6003386,0.1019812985,0.0479941629
3.60052449,0.1020488898,0.0479938335
3.6007087,0.1021164813,0.047993986
3.60090436,0.1021840726,0.0479936627
3.60108215,0.1022516641,0.0479938548
3.60127621,0.1023192555,0.0479940744
3.60145882,0.1023868469,0.0479937542
3.60164219,0.1024544383,0.0479939829
3.60183586,0.1025220297,0.0479937511
3.60201221,0.1025896211,0.0479938945
3.6022039,0.1026572125,0.0479941416
3.60238567,0.1027248039,0.047993806
3.60256667,0.1027923953,0.0479939707
3.60275905,0.1028599867,0.0479936871
3.60293356,0.1029275781,0.0479938548
3.60312174,0.1029951695,0.047994288
3.60330091,0.1030627609,0.047993806
3.60347795,0.1031303523,0.0479940134
3.60366842,0.1031979437,0.0479935803
3.60383973,0.1032655351,0.0479938945
3.60402859,0.1033331266,0.0479940989
3.60420402,0.103400718,0.0479938121
3.60438396,0.1034683094,0.0479940226
3.60456901,0.1035359009,0.0479937237
3.60473932,0.1036034923,0.0479938365
3.60492498,0.1036710837,0.047994227
3.60509874,0.1037386752,0.0479937938
3.60527417,0.1038062666,0.0479940348
3.60545822,0.103873858,0.0479937267
3.60562541,0.1039414495,0.0479937755
3.60580893,0.1040091743,0.0479942056
3.60598131,0.1040767657,0.0479938487
3.60615262,0.1041443571,0.0479940165
3.60633667,0.1042119486,0.0479936657
3.60650027,0.10427954,0.0479939097
3.60668097,0.1043471314,0.0479941721
3.60685037,0.1044147229,0.0479938731
3.60702084,0.1044823143,0.0479940378
3.60720154,0.1045499058,0.047993745
3.60736193,0.1046174972,0.0479939158
3.60754072,0.1046850887,0.0479941965
3.60770867,0.1047526802,0.0479938548
3.60787685,0.1048202716,0.0479940073
3.60805396,0.1048878631,0.0479936017
3.60821496,0.1049554546,0.0479937999
3.60839009,0.105023046,0.0479942392
3.60855651,0.1050906374,0.0479939006
3.60872003,0.1051582289,0.0479940683
3.60889699,0.1052258203,0.0479937237
3.60905463,0.1052934118,0.0479938884
3.60922693,0.1053610033,0.0479941172
3.60939061,0.1054285947,0.0479937938
3.60955611,0.1054961862,0.0479940531
3.60972895,0.1055637776,0.0479937267
3.60988499,0.1056313691,0.0479939311
3.61005698,0.1056989606,0.0479942666
3.61021783,0.105766552,0.0479938396
3.61037761,0.1058341435,0.0479940622
3.61054969,0.1059017349,0.0479937847
3.61070565,0.1059693263,0.047993925
3.61087543,0.1060369178,0.047994169
3.61103262,0.1061045092,0.0479937999
3.61119148,0.1061721007,0.04799405
3.61136233,0.1062396921,0.0479937816
3.61151486,0.1063072836,0.047993867
3.61168144,0.106374875,0.0479941751
3.61183893,0.1064424665,0.0479938823
3.61199749,0.1065100579,0.04799405
3.61216498,0.1065776494,0.047993742
3.61231636,0.1066452408,0.0479938792
3.61248218,0.1067128323,0.0479941568
3.61263478,0.1067804237,0.0479938182
3.61279357,0.1068480151,0.047993989
3.612959,0.1069156066,0.0479935956
3.61310855,0.106983198,0.0479938335
3.61327131,0.1070507894,0.0479941446
3.61342476,0.1071183809,0.0479937145
3.61357957,0.1071859723,0.0479940073
3.61374501,0.1072535638,0.0479937298
3.6138941,0.1073211552,0.047993989
3.61405709,0.1073887467,0.047994227
3.61421053,0.1074563381,0.0479937176
3.61436214,0.1075239295,0.0479940927
3.61452689,0.107591521,0.0479936993
3.61467285,0.1076591125,0.0479939036
3.61483538,0.1077267039,0.0479942483
3.61498547,0.1077942954,0.0479938945
3.61513601,0.1078618868,0.0479939982
3.61530121,0.1079294783,0.0479937725
3.61544389,0.1079970698,0.0479938365
3.61560558,0.1080646613,0.0479940653
3.61575384,0.1081322527,0.0479937999
3.61590537,0.1081998442,0.0479940348
3.61606798,0.1082674356,0.0479936383
3.61621028,0.1083350271,0.047993925
3.61636937,0.1084026186,0.0479943429
3.61651816,0.10847021,0.0479937786
3.61666771,0.1085378015,0.0479940866
3.61682849,0.1086053929,0.0479936718
3.61696949,0.1086729844,0.0479938182
3.61712896,0.1087405759,0.0479942544
3.61727623,0.1088081673,0.0479938457
3.61742555,0.1088757588,0.0479940989
3.61758281,0.1089433503,0.0479937206
3.61772572,0.1090109418,0.0479938457
3.61788085,0.1090785332,0.0479942026
3.61803002,0.1091461247,0.0479938792
3.61817613,0.1092137162,0.0479941263
3.61833546,0.1092813076,0.0479937511
3.61847608,0.1093488991,0.0479939128
3.61863326,0.1094164906,0.0479941843
3.61877777,0.109484082,0.0479937511
3.61892695,0.1095516735,0.0479940256
3.6190839,0.1096192649,0.0479936779
3.61922353,0.1096868564,0.0479939616
3.61937774,0.1097544479,0.0479940927
3.6195237,0.1098220393,0.0479938365
3.61967043,0.1098896308,0.0479940287
3.61982456,0.1099572223,0.0479937847
3.61996488,0.1100248138,0.0479938213
3.62012061,0.1100924052,0.0479942056
3.62026604,0.1101599967,0.0479937969
3.62040941,0.1102275881,0.047994047
3.62056492,0.1102951796,0.0479937054
3.62070683,0.1103627711,0.0479938823
3.62085952,0.1104303625,0.0479942361
3.62100357,0.110497954,0.0479938152
3.621149,0.1105655455,0.0479938914
3.62130474,0.1106331369,0.0479937359
3.62144268,0.1107007284,0.047993864
3.62159689,0.1107683199,0.0479943063
3.62173934,0.1108359113,0.0479937603
3.62188462,0.1109035028,0.0479941141
3.62204089,0.1109710943,0.0479937237
3.62217831,0.1110386858,0.0479939738
3.62233106,0.1111062772,0.0479941843
3.62247374,0.1111738687,0.0479937969
3.62261864,0.1112414601,0.0479939829
3.62277277,0.1113090516,0.0479936993
3.62290889,0.1113766431,0.0479939311
3.62306424,0.1114442345,0.0479942392
3.62320631,0.111511826,0.0479938487
3.62334785,0.1115794174,0.0479939341
3.62350427,0.1116470089,0.0479936901
3.62364138,0.1117146004,0.0479939402
3.62379521,0.1117821918,0.0479942575
3.62393735,0.1118497833,0.0479938975
3.62407851,0.1119173747,0.0479940531
3.6242331,0.1119849662,0.0479937176
3.62437051,0.1120525577,0.0479938426
3.62452022,0.1121201491,0.0479941324
3.62466397,0.1121877405,0.047993867
3.62480695,0.112255332,0.0479940317
3.62495979,0.1123229234,0.0479936932
3.62509751,0.1123905149,0.047993928
3.6252521,0.1124581064,0.0479941995
3.62539142,0.1125256978,0.0479939189
3.6255341,0.1125932893,0.0479940165
3.6256874,0.1126608807,0.0479936596
3.62582435,0.1127284722,0.0479939768
3.62597734,0.1127960637,0.0479941416
3.62611727,0.1128636552,0.0479937877
3.62625835,0.1129312467,0.0479940836
3.62641233,0.1129988381,0.047993684
3.62654852,0.1130664296,0.047993928
3.62669945,0.1131340211,0.0479942392
3.6268406,0.1132016125,0.0479938426
3.62698206,0.113269204,0.0479940409
3.62713604,0.1133367955,0.0479938182
3.62727086,0.113404387,0.0479938487
3.62742293,0.1134719785,0.0479941934
3.6275621,0.1135395699,0.0479939036
3.62770433,0.1136071614,0.047993986
3.62785609,0.1136747529,0.0479936352
3.62799106,0.1137423444,0.0479938457
3.62814252,0.1138099359,0.047994227
3.62828269,0.1138775273,0.0479938274
3.62842422,0.1139451188,0.0479940531
3.62857629,0.1140127103,0.047993684
3.62871157,0.1140803017,0.0479938823
3.62886181,0.1141478932,0.0479942148
3.62900319,0.1142154847,0.0479937542
3.62914229,0.1142830762,0.0479939616
3.6292939,0.1143506677,0.0479937115
3.62942986,0.1144182591,0.0479939311
3.62957904,0.1144858506,0.0479942697
3.62972027,0.114553442,0.0479937359
3.6298602,0.1146210335,0.047994105
3.6300099,0.114688625,0.0479938182
3.63014358,0.1147562165,0.0479939768
3.63029244,0.114823808,0.0479940927
3.63043398,0.1148913995,0.0479938975
3.63057193,0.1149589909,0.0479940134
3.63072194,0.1150265824,0.0479937145
3.63085622,0.1150941738,0.047993867
3.63100379,0.1151617653,0.0479942453
3.63114197,0.1152293568,0.0479937877
3.63128121,0.1152969482,0.0479939921
3.63143168,0.1153645397,0.047993803
3.63156452,0.1154321312,0.0479939951
3.63171002,0.1154997226,0.0479941995
3.63184866,0.1155673141,0.0479937542
3.63198699,0.1156349056,0.047994047
3.63213715,0.115702497,0.0479936871
3.6322693,0.1157700885,0.0479939097
3.6324148,0.1158376799,0.0479941812
3.6325526,0.1159052714,0.047993806
3.63268971,0.1159728628,0.0479940256
3.63283743,0.1160404543,0.0479936718
3.63296866,0.1161080457,0.0479938487
3.63311569,0.1161756372,0.0479941934
3.63325112,0.1162432287,0.0479938548
3.63338632,0.1163108201,0.047993989
3.63353213,0.1163784116,0.0479936749
3.63366382,0.1164460031,0.0479939372
3.63380864,0.1165135945,0.0479941263
3.63394086,0.116581186,0.0479938548
3.63407721,0.1166487774,0.0479940226
3.63422241,0.1167163689,0.0479936749
3.6343515,0.1167839603,0.0479938701
3.63449503,0.1168515518,0.0479942727
3.63462878,0.1169191433,0.0479938609
3.63476169,0.1169867347,0.0479939555
3.63490735,0.1170543261,0.0479937542
3.63503384,0.1171219176,0.0479939799
3.63517729,0.117189509,0.0479942453
3.63530959,0.1172571005,0.0479938579
3.63544166,0.117324692,0.0479939738
3.63558495,0.1173922834,0.0479936444
3.63570984,0.1174598748,0.0479938213
3.63585115,0.1175274663,0.0479941873
3.635982,0.1175950577,0.0479938853
3.636113,0.1176626492,0.047994047
3.63625622,0.1177302406,0.0479936932
3.63637913,0.1177978321,0.0479939128
3.63651876,0.1178654235,0.0479940561
3.63664678,0.117933015,0.0479937725
3.63677877,0.1180006064,0.0479940409
3.63691878,0.1180681978,0.0479936993
3.63704017,0.1181357893,0.0479937938
3.63717773,0.1182033808,0.0479942636
3.63730828,0.1182709722,0.0479938792
3.63743401,0.1183385637,0.0479941294
3.63757173,0.1184061552,0.0479937145
3.63769373,0.11847388,0.0479938853
3.637829,0.1185414714,0.0479941202
3.63795817,0.1186090629,0.0479938609
3.6380823,0.1186766543,0.0479940195
3.63821941,0.1187442458,0.0479937847
3.63833843,0.1188118372,0.0479939524
3.63847294,0.1188794287,0.0479942026
3.63859875,0.1189470202,0.0479937755
3.63872365,0.1190146117,0.0479939372
3.63885938,0.1190822031,0.0479937694
3.63897702,0.1191497946,0.0479939189
3.63910902,0.1192173861,0.0479941873
3.63923269,0.1192849775,0.0479938579
3.6393572,0.119352569,0.0479940165
3.63948851,0.1194201605,0.0479937145
3.63960432,0.1194877519,0.0479938945
3.63973593,0.1195553434,0.0479941568
3.63985716,0.1196229349,0.0479937755
3.63997687,0.1196905263,0.0479940653
3.64011107,0.1197581178,0.0479936688
3.64022497,0.1198257093,0.0479939067
3.64035399,0.1198933008,0.0479941843
3.64047438,0.1199608923,0.0479938121
3.64059508,0.1200284838,0.0479940439
3.64072257,0.1200960752,0.0479936047
3.6408354,0.1201636667,0.0479939616
3.64096312,0.1202312582,0.0479941995
3.64108267,0.1202988496,0.0479938823
3.64119932,0.1203664411,0.04799405
3.64132963,0.1204340326,0.0479937786
3.64144025,0.1205016241,0.047993986
3.64156469,0.1205692155,0.0479941873
3.64168187,0.120636807,0.0479938152
3.64179898,0.1207043985,0.0479940317
3.64192517,0.1207719899,0.0479935773
3.64203549,0.1208395814,0.0479938975
3.64216183,0.1209071729,0.0479942605
3.64227421,0.1209747643,0.0479937786
3.64239093,0.1210423558,0.0479939921
3.64251468,0.1211099473,0.0479937633
3.64262431,0.1211775387,0.0479938792
3.64274615,0.1212451302,0.0479942026
3.64285898,0.1213127217,0.047993803
3.64297349,0.1213803131,0.0479940989
3.64309846,0.1214479046,0.0479937023
3.64320435,0.121515496,0.0479938396
3.64332734,0.1215830875,0.0479942849
3.6434388,0.1216506789,0.0479938243
3.64355094,0.1217182704,0.0479939951
3.64367416,0.1217858618,0.0479937481
3.6437789,0.1218534533,0.047993806
3.64389799,0.1219210447,0.0479942026
3.64400968,0.1219886362,0.0479939463
3.6441206,0.1220562277,0.04799405
3.64424153,0.1221238191,0.0479937877
3.64434665,0.1221914106,0.0479939646
3.64446605,0.1222590021,0.047994166
3.64457369,0.1223265936,0.0479939158
3.64468331,0.1223941851,0.0479940012
3.6448021,0.1224617766,0.047993745
3.64490684,0.1225293681,0.047993925
3.64502654,0.1225969596,0.0479941172
3.64513197,0.122664551,0.0479937328
3.64524251,0.1227321425,0.0479940256
3.64535955,0.1227997339,0.0479936413
3.64545902,0.1228673254,0.0479939219
3.64557239,0.1229349169,0.0479941599
3.64567888,0.1230025083,0.0479938243
3.64578469,0.1230700998,0.047993989
3.6459044,0.1231376913,0.0479937664
3.64600341,0.1232052827,0.0479939555
3.64612128,0.1232728742,0.047994169
3.64622709,0.1233404656,0.0479938335
3.64633153,0.1234080571,0.0479940195
3.64644978,0.1234756486,0.047993684
3.64655047,0.12354324,0.0479939006
3.64666445,0.1236108315,0.047994166
3.64677095,0.123678423,0.0479937847
3.64687615,0.1237460144,0.0479939982
3.64699112,0.1238136059,0.0479937237
3.64708967,0.1238811974,0.0479939097
3.64720434,0.1239487889,0.047994227
3.64730954,0.1240163803,0.047993803
3.64741412,0.1240839718,0.0479940531
3.64752734,0.1241515632,0.0479936596
3.64762574,0.1242191547,0.0479938548
3.64773934,0.1242867462,0.0479941751
3.64784316,0.1243543376,0.0479938823
3.64794546,0.1244219291,0.0479939921
3.64806036,0.1244895205,0.0479936962
3.64815594,0.124557112,0.0479938426
3.64827068,0.1246247034,0.047994166
3.64837252,0.1246922949,0.0479938243
3.64847443,0.1247598863,0.0479940073
3.64858818,0.1248274778,0.0479937023
3.64868582,0.1248950693,0.0479939738
3.6487985,0.1249626607,0.0479941995
3.64889904,0.1250302522,0.0479938823
3.64900172,0.1250978436,0.0479939555
3.64911479,0.1251654351,0.0479937725
3.64921036,0.1252330265,0.0479938426
3.64932053,0.125300618,0.0479942148
3.64942137,0.1253682094,0.0479937999
3.64952352,0.1254358009,0.0479940195
3.64963574,0.1255033923,0.0479937084
3.64973246,0.1255709838,0.0479939189
3.6498424,0.1256385752,0.0479942209
3.64994424,0.1257061667,0.047993867
3.65004401,0.1257737581,0.0479940714
3.65015662,0.1258413496,0.0479937359
3.65024937,0.1259089411,0.0479939494
3.65035984,0.1259765326,0.0479941812
3.65046061,0.126044124,0.0479938396
3.65056077,0.1261117155,0.0479941294
3.65067108,0.126179307,0.047993684
3.65076552,0.1262468985,0.0479939341
3.65087499,0.1263144899,0.0479942483
3.65097416,0.1263820814,0.0479937572
3.65107531,0.1264496728,0.0479939951
3.65118486,0.1265172643,0.0479937786
3.65127907,0.1265848558,0.0479939067
3.65138763,0.1266524472,0.0479942758
3.65148725,0.1267200387,0.0479938396
3.6515855,0.1267876301,0.0479940012
3.65169505,0.1268552216,0.0479937145
3.65179033,0.126922813,0.0479939036
3.65189873,0.1269904045,0.0479941904
3.65199637,0.1270579959,0.047993806
3.65209547,0.1271255874,0.0479940714
3.65220532,0.1271931788,0.0479936413
3.65229678,0.1272607703,0.047993928
3.65240595,0.1273283617,0.0479941507
3.65250382,0.1273959531,0.0479937847
3.65260405,0.1274635446,0.0479940195
3.65271147,0.127531136,0.0479937023
3.65280384,0.1275987275,0.0479938396
3.65291255,0.1276663189,0.0479942239
3.65300996,0.1277339103,0.0479937847
3.65310852,0.1278015018,0.0479939311
3.65321769,0.1278690932,0.0479936627
3.65330976,0.1279366847,0.0479938914
3.65341763,0.1280042761,0.0479941782
3.65351405,0.1280718675,0.0479938091
3.65361268,0.1281394589,0.0479939921
3.65372368,0.1282070504,0.0479936901
3.65381376,0.1282746418,0.047993925
3.65391919,0.1283422333,0.0479940866
3.65401783,0.1284098247,0.0479937755
3.65411501,0.1284774161,0.0479939707
3.6542241,0.1285450075,0.0479936657
3.65431602,0.128612599,0.0479938853
3.6544219,0.1286801904,0.0479942117
3.65451962,0.1287477819,0.0479937542
3.65461734,0.1288153733,0.0479940439
3.65472521,0.1288829648,0.0479937237
3.65481483,0.1289505562,0.0479939036
3.65492202,0.1290181477,0.0479942117
3.65501699,0.1290857391,0.0479938182
3.65511432,0.1291533306,0.047994047
3.65522074,0.129220922,0.0479937694
3.65531311,0.1292885135,0.0479939097
3.65541747,0.129356105,0.0479942148
3.65551168,0.1294236964,0.0479938548
3.65560909,0.1294912878,0.0479940195
3.65571566,0.1295588793,0.0479937237
3.6558046,0.1296264707,0.0479939555
3.65590927,0.1296940622,0.04799405
3.65600233,0.1297616537,0.0479937786
3.6561005,0.1298292451,0.0479940348
3.65620669,0.1298968365,0.0479936749
3.65629777,0.1299644279,0.0479938762
3.65640297,0.1300320193,0.0479942148
3.65649916,0.1300996107,0.0479937145
3.65659695,0.1301672021,0.0479939768
3.65670765,0.1302347935,0.0479936993
3.65679949,0.1303023849,0.047993925
3.65690385,0.1303699764,0.0479941172
3.65699988,0.1304375678,0.0479937481
3.6570973,0.1305051591,0.0479939494
3.65720654,0.1305727505,0.0479936657
3.65729724,0.130640342,0.0479937481
3.65740243,0.1307079334,0.0479940989
3.65749893,0.1307755248,0.0479938731
3.65759504,0.1308431161,0.0479940775
3.65770231,0.1309107075,0.0479936749
3.65779216,0.130978299,0.0479939219
3.65789896,0.1310458904,0.047994166
3.65799538,0.1311134818,0.0479937603
3.65809195,0.1311810732,0.0479940287
3.65819914,0.1312486646,0.047993745
3.65829006,0.1313162561,0.0479938945
3.65839579,0.1313838475,0.047994169
3.65849321,0.1314514389,0.0479937267
3.65859024,0.1315190304,0.0479939982
3.65869856,0.1315866218,0.0479937176
3.65878911,0.1316542132,0.0479939158
3.65889583,0.1317218047,0.0479941538
3.65899004,0.1317893961,0.0479936535
3.65908577,0.1318569875,0.0479940592
3.65919234,0.1319245789,0.0479936993
3.6592854,0.1319921704,0.0479939372
3.65939182,0.1320597618,0.0479942087
3.65948626,0.1321273533,0.047993742
3.65958428,0.1321949447,0.0479941446
3.65969078,0.1322625362,0.0479937054
3.65978315,0.1323301276,0.0479939006
3.65988965,0.1323977191,0.0479941873
3.65998462,0.1324653105,0.0479937877
3.66008089,0.132532902,0.0479940073
3.66019013,0.1326004934,0.0479936352
3.66027983,0.1326680849,0.0479939341
3.66038656,0.1327356764,0.0479941263
3.66048076,0.1328032678,0.0479938731
3.66057833,0.1328708593,0.0479940104
3.66068712,0.132938584,0.0479937115
3.66077682,0.1330061755,0.0479938457
3.66088247,0.1330737669,0.0479940866
3.66097798,0.1331413584,0.0479938121
3.66107623,0.1332089498,0.0479940683
3.66118349,0.1332765413,0.0479936627
3.66127548,0.1333441327,0.0479939555
3.66138022,0.1334117241,0.0479941995
3.66147748,0.1334793155,0.0479938518
3.66157444,0.133546907,0.0479940836
3.66168048,0.1336144984,0.0479937176
3.661773,0.1336820899,0.0479938792
3.66187629,0.1337496813,0.0479941995
3.66197447,0.1338172727,0.0479937725
3.66207096,0.1338848641,0.0479939555
3.66218059,0.1339524556,0.0479937267
3.66227022,0.134020047,0.047993806
3.66237618,0.1340876385,0.0479941599
3.66247466,0.1341552299,0.0479937755
3.66257001,0.1342228213,0.0479940653
3.66268002,0.1342904128,0.0479936993
3.66277132,0.1343580042,0.0479939006
3.662875,0.1344255956,0.0479941294
3.66297317,0.1344931871,0.0479937298
3.66307074,0.1345607785,0.0479940775
3.66317891,0.13462837,0.0479937176
3.66327144,0.1346959614,0.0479938609
3.66337839,0.1347635529,0.04799405
3.66347474,0.1348311443,0.0479938335
3.66357192,0.1348987357,0.0479940043
3.66367972,0.1349663272,0.047993742
3.66377156,0.1350339186,0.0479938426
3.66387836,0.1351015101,0.047994227
3.66397562,0.1351691015,0.0479938121
3.66407349,0.135236693,0.0479940317
3.66418205,0.1353042844,0.047993742
3.66427274,0.1353718758,0.047993925
3.66437924,0.1354394673,0.0479942209
3.66447627,0.1355070588,0.0479937816
3.66457231,0.1355746502,0.0479939372
3.6646814,0.1356422416,0.0479937542
3.66477461,0.135709833,0.0479939036
3.66488325,0.1357774245,0.0479941721
3.66497799,0.1358450159,0.0479939067
3.66507792,0.1359126073,0.0479940104
3.66518663,0.1359801988,0.0479936596
3.66527893,0.1360477902,0.0479937999
3.66538634,0.1361153816,0.0479941324
3.66548444,0.136182973,0.0479938152
3.66558307,0.1362505644,0.0479940226
3.66569178,0.1363181558,0.0479937938
3.66578164,0.1363857473,0.0479939341
3.66589226,0.1364533387,0.0479941629
3.6659886,0.1365209301,0.0479938609
3.66608502,0.1365885215,0.0479939707
3.66619671,0.136656113,0.0479936962
3.66628878,0.1367237044,0.0479939097
3.66639573,0.1367912958,0.0479942331
3.66649574,0.1368588873,0.0479937328
3.66659353,0.1369264787,0.0479939158
3.66670316,0.1369940701,0.0479936596
3.66679729,0.1370616615,0.0479939341
3.66690524,0.137129253,0.0479942392
3.66700257,0.1371968444,0.0479937969
3.66710167,0.1372644359,0.047993989
3.66721198,0.1373320274,0.047993806
3.66730489,0.1373996188,0.0479939555
3.66741368,0.1374672103,0.0479941355
3.66751109,0.1375348018,0.0479938487
3.66761117,0.1376023933,0.0479940622
3.66772172,0.1376699847,0.0479936779
3.66781409,0.1377375762,0.0479938426
3.66792219,0.1378051677,0.0479942819
3.66802357,0.1378727592,0.0479937816
3.66812274,0.1379403506,0.0479940714
3.6682326,0.1380079421,0.0479938365
3.66832665,0.1380755336,0.0479939585
3.66843589,0.1381431251,0.0479942148
3.66853354,0.1382107166,0.0479938487
3.66863492,0.1382783081,0.0479940744
3.6687447,0.1383458995,0.0479936352
3.66883799,0.138413491,0.047993925
3.66894609,0.1384810825,0.0479942209
3.66904533,0.138548674,0.0479937755
3.66914465,0.1386162655,0.0479939799
3.6692542,0.1386838569,0.0479937359
3.6693507,0.1387514484,0.0479939067
3.6694617,0.1388190399,0.0479942605
3.66956087,0.1388866314,0.0479938823
3.66965859,0.1389542229,0.0479941294
3.66976989,0.1390218144,0.0479937206
3.66986601,0.1390894059,0.0479940165
3.66997594,0.1391569974,0.0479941995
3.67007542,0.1392245889,0.0479938213
3.6701771,0.1392921803,0.0479940439
3.67028818,0.1393597718,0.0479937298
3.6703843,0.1394273633,0.0479938609
3.67049392,0.1394949547,0.0479942392
3.67059202,0.1395625462,0.0479937999
3.67069585,0.1396301377,0.0479940653
3.6708083,0.1396977291,0.0479937572
3.67090212,0.1397653206,0.0479939189
3.67101274,0.1398329121,0.0479941843
3.6711142,0.1399005036,0.0479937603
3.67121765,0.1399680951,0.0479940805
3.67132964,0.1400356865,0.0479937389
3.67142461,0.140103278,0.0479938731
3.67153584,0.1401708695,0.0479942331
3.67163714,0.1402384609,0.0479938914
3.67173868,0.1403060524,0.0479939799
3.67185533,0.1403736438,0.0479937511
3.67194908,0.1404412353,0.0479938762
3.6720613,0.1405088267,0.0479942453
3.67216345,0.1405764182,0.0479938396
3.67226605,0.1406440096,0.0479940744
3.67238064,0.1407116011,0.0479935956
3.67247706,0.1407791926,0.0479939189
3.67258936,0.1408467841,0.0479941782
3.67269089,0.1409143756,0.0479939646
