Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W),Downsampled Voltage (V),Downsampled Capacity (Ah),dQ/dV from downsampled Voltage (Ah/V),dV/dQ from downsampled Cpacity (V/Ah),Downsampled Energy (Wh),Downsampled Power (W),dP/dE from downsampled Energy (W/Wh),dQ/dV from LEAN (Ah/V),Delta_V (V) in LEAN
-0.14999,13577.959,4.068,0.37483,,0.0,1.5345,-0.61016,,,,,1.5345,-0.610153682983685,0.0031879884821002,,0.0049
-0.14999,13637.959,4.0676,0.37733,0.0,,1.5447,-0.6101,,,,,1.5447,-0.6101229137529158,0.0032067049961064,,0.0049
-0.15,13697.959,4.0673,0.37983,,0.0,1.5548,-0.6101,,,,,1.5548,-0.6100886247086267,0.003468219456419,,0.0049
-0.15,13757.96,4.0671,0.38233,0.0,11.777,1.565,-0.61007,,,,,1.565,-0.6100524941724962,0.0042232277526395,,0.0049
-0.14999,13817.96,4.0669,0.38483,,,1.5752,-0.60999,,,,,1.5752,-0.6100024708624728,0.0043743332940522,,0.0049
-0.14999,13877.959,4.0667,0.38733,0.0,0.0,1.5853,-0.60996,,,,,1.5853,-0.6099635897435918,0.0039593212157669,,0.0049
-0.15,13937.959,4.0662,0.38983,,,1.5955,-0.60993,,,,,1.5955,-0.6099220745920766,0.0050185109008573,,0.0049
-0.14999,13997.959,4.0659,0.39233,0.0,0.0,1.6057,-0.60984,4.0659,0.39233,-8.17987585199689,-0.1345115617232366,1.6057,-0.6098612121212142,0.0052335464471617,,0.0049
-0.15,14057.959,4.0656,0.39483,,,1.6158,-0.60984,,,,,1.6158,-0.6098156876456897,0.0045399646176953,,0.0049
-0.14999,14117.96,4.0654,0.39732,0.0,0.0,1.626,-0.60977,,,,,1.626,-0.6097690442890463,0.005171971736555,,0.0049
-0.14999,14177.96,4.065,0.39982,,,1.6361,-0.60971,,,,,1.6361,-0.6097108158508179,0.0053470727230013,,0.0049
-0.14999,14237.959,4.0644,0.40232,0.0,0.0,1.6463,-0.60962,,,,,1.6463,-0.6096605827505849,0.0049574316368818,,0.0049
-0.15001,14297.96,4.0641,0.40482,,,1.6564,-0.60966,,,,,1.6564,-0.6096101864801885,0.0054406648787512,,0.0049
-0.14999,14357.959,4.0638,0.40732,0.0,0.0,1.6666,-0.60953,,,,,1.6666,-0.6095500466200486,0.0055304172951231,,0.0049
-0.14999,14417.959,4.0635,0.40982,,,1.6768,-0.60948,,,,,1.6768,-0.609497365967368,0.0054676194053122,,0.0049
-0.15,14477.959,4.0631,0.41232,0.0,0.0,1.6869,-0.60947,,,,,1.6869,-0.6094391142191163,0.0059565377441437,,0.0049
-0.15,14537.959,4.0624,0.41482,,,1.6971,-0.60936,,,,,1.6971,-0.6093764102564123,0.0069503544429707,,0.0049
-0.15,14597.959,4.062,0.41732,0.10506,7.0112,1.7072,-0.6093,4.062,0.41732,-5.711521421616318,-0.1805288600550625,1.7072,-0.6092981818181838,0.0075461526046929,,0.0049
-0.15,14657.96,4.0616,0.41982,,,1.7174,-0.60924,,,,,1.7174,-0.6092232634032656,0.0080494390075962,,0.0049
-0.14999,14717.959,4.0612,0.42231,0.0,0.0,1.7275,-0.60914,,,,,1.7275,-0.6091349184149205,0.0078959413896271,,0.0049
-0.14999,14777.959,4.0607,0.42481,,,1.7377,-0.60906,,,,,1.7377,-0.6090631468531488,0.0070702733737668,,0.0049
-0.14999,14837.959,4.06,0.42731,0.0,0.0,1.7478,-0.60896,,,,,1.7478,-0.6089913986014006,0.0074750522775417,,0.0049
-0.14999,14897.959,4.0595,0.42981,,,1.758,-0.60888,,,,,1.758,-0.6089113286713306,0.0082578133880453,,0.0049
-0.15,14957.959,4.059,0.43231,0.0,0.0,1.7681,-0.60885,,,,,1.7681,-0.6088238461538482,0.0084296891227531,,0.0049
-0.15001,15017.96,4.0586,0.43481,,,1.7782,-0.60883,,,,,1.7782,-0.608741048951051,0.0078280201691178,,0.0049
-0.14998,15077.96,4.058,0.43731,0.0,0.0,1.7884,-0.60862,4.058,0.43731,-4.505994208493767,-0.2268054846753955,1.7884,-0.6086650116550136,0.0076274013955952,,0.0049
-0.14999,15137.96,4.0573,0.43981,,,1.7985,-0.60855,,,,,1.7985,-0.6085862470862491,0.0084017116019623,,0.0049
-0.14999,15197.959,4.0567,0.44231,0.0,4.7764,1.8087,-0.60846,,,,,1.8087,-0.6084943356643377,0.0092018674038172,,0.0049
-0.15,15257.96,4.0562,0.4448,,,1.8188,-0.60843,,,,,1.8188,-0.6083994871794892,0.0095051812873556,,0.0049
-0.15,15317.96,4.0557,0.4473,0.0,0.0,1.8289,-0.60836,,,,,1.8289,-0.6083023310023331,0.0083433837666433,,0.0049
-0.14999,15377.959,4.055,0.4498,,,1.8391,-0.60821,,,,,1.8391,-0.608230372960375,0.0084744237747607,,0.0049
-0.14999,15437.96,4.0543,0.4523,0.0,0.0,1.8492,-0.6081,4.0543,0.4523,-3.9770424082620366,-0.2516580465580773,1.8492,-0.6081305827505848,0.0094982575180573,,0.0049
-0.15,15497.96,4.0536,0.4548,,,1.8593,-0.60804,,,,,1.8593,-0.6080385081585102,0.0097763622516175,,0.0049
-0.14999,15557.959,4.0531,0.4573,0.0,0.0,1.8694,-0.60792,,,,,1.8694,-0.6079331002331022,0.0102854636042124,,0.0049
-0.15,15617.959,4.0525,0.4598,,,1.8796,-0.60788,,,,,1.8796,-0.6078297435897456,0.0093473099176648,,0.0049
-0.14999,15677.96,4.0516,0.4623,0.22531,4.0026,1.8897,-0.6077,,,,,1.8897,-0.6077431934731955,0.0092293844769066,,0.0049
-0.15001,15737.959,4.0509,0.4648,,,1.8998,-0.60768,,,,,1.8998,-0.6076433100233121,0.0099787909379678,,0.0049
-0.14999,15797.96,4.0503,0.46729,0.0,0.0,1.91,-0.6075,,,,,1.91,-0.6075406060606081,0.0103185672422263,,0.0049
-0.14999,15857.96,4.0498,0.46979,,,1.9201,-0.60743,4.0498,0.46979,-3.607727971874496,-0.2798654051064488,1.9201,-0.6074338927738948,0.0109545569941609,,0.0049
-0.15,15917.959,4.0491,0.47229,0.0,0.0,1.9302,-0.60737,,,,,1.9302,-0.6073193240093261,0.0107953103002529,,0.0049
-0.14999,15977.959,4.0482,0.47479,,,1.9403,-0.60719,,,,,1.9403,-0.6072158275058297,0.0111599621500637,,0.0049
-0.15,16037.959,4.0474,0.47729,0.0,0.0,1.9504,-0.60711,,,,,1.9504,-0.6070938927738948,0.0111611161116158,,0.0049
-0.14999,16097.959,4.0467,0.47979,,3.5616,1.9605,-0.60696,,,,,1.9605,-0.6069903729603751,0.0112103016467131,,0.0049
-0.14999,16157.959,4.0461,0.48229,0.0,,1.9707,-0.60687,4.0461,0.48229,-3.333220483641412,-0.30012334669658,1.9707,-0.6068661305361326,0.0116382110537891,,0.0049
-0.14999,16217.96,4.0454,0.48479,,0.0,1.9808,-0.60677,,,,,1.9808,-0.6067540093240114,0.0109337856862623,,0.0049
-0.14999,16277.959,4.0445,0.48729,0.0,,1.9909,-0.60663,,,,,1.9909,-0.6066452680652701,0.010804541992659,,0.0049
-0.15,16337.958,4.0437,0.48979,,0.0,2.001,-0.60656,,,,,2.001,-0.6065357575757596,0.0104756629509097,,0.0049
-0.14999,16397.959,4.0429,0.49229,0.0,,2.0111,-0.60639,,,,,2.0111,-0.6064336596736617,0.0109153223014679,,0.0049
-0.15,16457.959,4.0423,0.49478,0.29031,0.0,2.0212,-0.60635,4.0423,0.49478,-3.2079959514168195,-0.3121185447758421,2.0212,-0.60631526806527,0.011461146114609,,0.0049
-0.14999,16517.959,4.0415,0.49728,,3.3084,2.0313,-0.60618,,,,,2.0313,-0.6062021445221466,0.0111438066883522,,0.0049
-0.15,16577.959,4.0408,0.49978,0.0,,2.0414,-0.60612,,,,,2.0414,-0.6060901631701653,0.0114207574603639,,0.0049
-0.15,16637.959,4.0398,0.50228,,0.0,2.0515,-0.60597,,,,,2.0515,-0.6059714452214473,0.0117946410025666,,0.0049
-0.14999,16697.959,4.039,0.50478,0.0,,2.0616,-0.60581,,,,,2.0616,-0.6058519114219134,0.0129659119758187,,0.0049
-0.15,16757.96,4.0383,0.50728,,0.0,2.0717,-0.60575,4.0383,0.50728,-3.0873607347185086,-0.3239999999999838,2.0717,-0.6057095337995357,0.0130790002077141,,0.0049
-0.14999,16817.959,4.0376,0.50978,0.0,,2.0818,-0.6056,,,,,2.0818,-0.6055877156177176,0.0121731403909564,,0.0049
-0.14999,16877.96,4.0367,0.51228,,3.1158,2.0919,-0.60546,,,,,2.0919,-0.6054636363636384,0.0116768222172325,,0.0049
-0.14999,16937.959,4.0357,0.51478,0.0,,2.1019,-0.60531,,,,,2.1019,-0.6053528904428925,0.01153788754306,,0.0049
-0.14999,16997.96,4.0349,0.51728,,0.0,2.112,-0.60519,,,,,2.112,-0.6052316317016337,0.0125204828175071,,0.0049
-0.15001,17057.959,4.0342,0.51978,0.0,,2.1221,-0.60517,4.0342,0.51978,-2.9784316505956383,-0.3361409665547512,2.1221,-0.6050999766899788,0.0123358489695135,,0.0049
-0.15,17117.96,4.0334,0.52227,,0.0,2.1322,-0.60501,,,,,2.1322,-0.6049824475524496,0.0117750236562201,,0.0049
-0.15,17177.959,4.0324,0.52477,,,2.1423,-0.60486,,,,,2.1423,-0.6048621212121232,0.012475850455317,5.510151815081112,0.0049
-0.14999,17237.96,4.0315,0.52727,0.33046,2.9384,2.1523,-0.60468,,,,,2.1523,-0.6047317948717967,0.0133197924844132,5.510151815081112,0.0049
-0.15,17297.959,4.0306,0.52977,,,2.1624,-0.60459,,,,,2.1624,-0.6045943356643377,0.0135221214429073,5.510151815081112,0.0049
-0.15,17357.959,4.0299,0.53227,0.0,0.0,2.1725,-0.60449,4.0299,0.53227,-2.7961038654934427,-0.3585617698249166,2.1725,-0.60445864801865,0.0135463546354657,5.510151815081112,0.0049
-0.14999,17417.96,4.0291,0.53477,,,2.1826,-0.60432,,,,,2.1826,-0.6043206993007013,0.0137503461023449,5.510151815081112,0.0049
-0.14999,17477.959,4.0281,0.53727,0.0,0.0,2.1926,-0.60417,,,,,2.1926,-0.6041822843822864,0.0133783226772727,7.067584601144562,0.0049
-0.15,17537.959,4.0271,0.53977,,,2.2027,-0.60407,,,,,2.2027,-0.6040518881118901,0.013410187172564,7.067584601144562,0.0049
-0.15,17597.96,4.0262,0.54227,0.0,2.8966,2.2128,-0.60393,4.0262,0.54227,-2.7082815397904625,-0.3692417233029914,2.2128,-0.6039113986014006,0.0142995126148619,7.067584601144562,0.0049
-0.14997,17657.96,4.0255,0.54477,,,2.2228,-0.6037,,,,,2.2228,-0.6037645454545475,0.0137345881545734,7.067584601144562,0.0049
-0.14999,17717.959,4.0246,0.54727,0.0,0.0,2.2329,-0.60365,,,,,2.2329,-0.6036355244755265,0.0130165814514811,7.067584601144562,0.0049
-0.15,17777.959,4.0236,0.54977,,,2.2429,-0.60354,,,,,2.2429,-0.6035029603729625,0.013379419112983,7.067584601144562,0.0049
-0.14999,17837.959,4.0226,0.55226,0.0,0.0,2.253,-0.60335,,,,,2.253,-0.6033665734265754,0.0135082620776465,6.641725583700709,0.0049
-0.14999,17897.96,4.0216,0.55476,0.35447,2.7375,2.263,-0.6032,4.0216,0.55476,-2.6694153862918317,-0.3747953026716857,2.263,-0.6032314452214472,0.013793020748686,6.641725583700709,0.0049
-0.15,17957.959,4.0209,0.55726,,,2.2731,-0.60314,,,,,2.2731,-0.6030892773892794,0.0147488012865579,6.641725583700709,0.0049
-0.14999,18017.959,4.0199,0.55976,0.0,0.0,2.2831,-0.60294,,,,,2.2831,-0.6029351282051302,0.0147132064526793,6.641725583700709,0.0049
-0.14999,18077.959,4.0189,0.56226,,,2.2932,-0.60279,,,,,2.2932,-0.6027936829836851,0.0133310728317326,6.641725583700709,0.0049
-0.14999,18137.959,4.0178,0.56476,0.0,0.0,2.3032,-0.60263,4.0178,0.56476,-2.70665402244326,-0.3700000000000329,2.3032,-0.6026670396270416,0.0132415116368136,5.174193504587386,0.0049
-0.14999,18197.96,4.0169,0.56726,,2.6607,2.3133,-0.60249,,,,,2.3133,-0.6025274125874147,0.0142593710576512,5.174193504587386,0.0049
-0.15,18257.959,4.0161,0.56976,0.0,,2.3233,-0.60242,,,,,2.3233,-0.6023805128205149,0.0139428904428946,5.174193504587386,0.0049
-0.15,18317.959,4.0152,0.57226,,0.0,2.3333,-0.60228,,,,,2.3333,-0.6022485547785568,0.0138817396090971,5.174193504587386,0.0049
-0.15,18377.959,4.0142,0.57476,0.0,,2.3434,-0.60213,4.0142,0.57476,-2.6739829059827684,-0.3752027965934701,2.3434,-0.602101351981354,0.0140398650657225,5.174193504587386,0.0049
-0.14999,18437.959,4.0131,0.57726,,0.0,2.3534,-0.60192,,,,,2.3534,-0.6019662470862491,0.0138682983682976,4.096737977216162,0.0049
-0.15,18497.959,4.012,0.57976,0.38035,,2.3634,-0.6018,,,,,2.3634,-0.601823986013988,0.0149391176775566,4.096737977216162,0.0049
-0.15,18557.96,4.0111,0.58225,,2.5757,2.3735,-0.60167,,,,,2.3735,-0.6016658275058295,0.0156336983870595,4.096737977216162,0.0049
-0.14999,18617.96,4.0103,0.58475,0.0,,2.3835,-0.6015,4.0103,0.58475,-2.501812851782361,-0.4001902903403618,2.3835,-0.6015097435897455,0.0151538461538471,4.096737977216162,0.0049
-0.15001,18677.96,4.0093,0.58725,,0.0,2.3935,-0.60144,,,,,2.3935,-0.6013627505827526,0.0145384615384571,4.096737977216162,0.0049
-0.15,18737.959,4.008,0.58975,0.0,,2.4035,-0.6012,,,,,2.4035,-0.6012189743589763,0.0152575757575803,3.6337048821530757,0.0049
-0.14999,18797.959,4.007,0.59225,,0.0,2.4135,-0.60101,,,,,2.4135,-0.601057599067601,0.0159324009323995,3.6337048821530757,0.0049
-0.14999,18857.959,4.0062,0.59475,0.0,2.5029,2.4235,-0.60089,4.0062,0.59475,-2.410338216979355,-0.414999999999992,2.4235,-0.6009003263403283,0.0156417647505335,3.6337048821530757,0.0049
-0.15,18917.959,4.0052,0.59725,,,2.4336,-0.60078,,,,,2.4336,-0.6007432167832187,0.0156534777473105,3.6337048821530757,0.0049
-0.14999,18977.959,4.0042,0.59975,0.0,0.0,2.4436,-0.60059,,,,,2.4436,-0.600585710955713,0.0152948717948682,3.6337048821530757,0.0049
-0.14999,19037.96,4.003,0.60225,,,2.4536,-0.60041,,,,,2.4536,-0.6004373193473214,0.0152342657342643,3.358784216610715,0.0049
-0.15,19097.96,4.002,0.60475,0.40113,0.0,2.4636,-0.6003,4.002,0.60475,-2.409104011866347,-0.4152028066085051,2.4636,-0.6002810256410277,0.0160547785547784,3.358784216610715,0.0049
-0.14999,19157.959,4.0011,0.60725,,2.4574,2.4736,-0.60012,,,,,2.4736,-0.6001162237762258,0.0164393939393932,3.358784216610715,0.0049
-0.14999,19217.959,4.0001,0.60975,0.0,,2.4836,-0.59997,,,,,2.4836,-0.5999522377622398,0.0156153846153834,3.358784216610715,0.0049
-0.14998,19277.958,3.999,0.61224,,0.0,2.4936,-0.59977,,,,,2.4936,-0.5998039160839181,0.0148776223776252,3.1408294426302295,0.0049
-0.14999,19337.96,3.9979,0.61474,0.0,,2.5036,-0.59965,3.9979,0.61474,-2.409104011866347,-0.4152028066085336,2.5036,-0.5996546853146872,0.0146643356643423,3.1408294426302295,0.0049
-0.14999,19397.96,3.9969,0.61724,,2.4073,2.5136,-0.5995,,,,,2.5136,-0.5995106293706314,0.0150845087437083,3.1408294426302295,0.0049
-0.14999,19457.959,3.996,0.61974,0.0,,2.5235,-0.59936,,,,,2.5235,-0.5993546386946407,0.0155599629377576,3.1408294426302295,0.0049
-0.15,19517.959,3.9949,0.62224,,0.0,2.5335,-0.59924,,,,,2.5335,-0.5992010256410277,0.0147808857808797,3.1408294426302295,0.0049
-0.15,19577.959,3.9937,0.62474,0.0,,2.5435,-0.59906,3.9937,0.62474,-2.475919142585738,-0.4050000000000295,2.5435,-0.5990590209790231,0.0151573426573463,2.9722253505501466,0.0049
-0.15,19637.96,3.9927,0.62724,,0.0,2.5535,-0.59891,,,,,2.5535,-0.5988978787878808,0.0156899766899805,2.9722253505501466,0.0049
-0.14998,19697.959,3.9916,0.62974,0.41559,2.4236,2.5635,-0.59866,,,,,2.5635,-0.5987452214452235,0.0156579498703735,2.9722253505501466,0.0049
-0.15,19757.959,3.9908,0.63224,,,2.5734,-0.59862,,,,,2.5734,-0.5985863636363656,0.0161728319732006,2.9722253505501466,0.0049
-0.15,19817.96,3.9898,0.63474,0.0,0.0,2.5834,-0.59847,3.9898,0.63474,-2.4747727581060133,-0.4052178191197413,2.5834,-0.5984233566433587,0.0156585081585056,2.9722253505501466,0.0049
-0.14999,19877.959,3.9885,0.63724,,,2.5934,-0.59824,,,,,2.5934,-0.5982731934731955,0.0149067772996538,2.843372395196492,0.0049
-0.15001,19937.96,3.9874,0.63973,0.0,0.0,2.6033,-0.59815,,,,,2.6033,-0.5981266899766919,0.0148708283240104,2.843372395196492,0.0049
-0.14999,19997.959,3.9865,0.64223,,2.4019,2.6133,-0.59794,,,,,2.6133,-0.5979772494172514,0.0160244755244711,2.843372395196492,0.0049
-0.14999,20057.96,3.9856,0.64473,0.0,,2.6233,-0.5978,3.9856,0.64473,-2.3192987012987487,-0.4316039538680911,2.6233,-0.5978062004662025,0.0164131786525523,2.843372395196492,0.0049
-0.15,20117.959,3.9846,0.64723,,0.0,2.6332,-0.59769,,,,,2.6332,-0.5976504895104916,0.0153161550731226,2.843372395196492,0.0049
-0.15,20177.959,3.9834,0.64973,0.0,,2.6432,-0.59751,,,,,2.6432,-0.5975014918414938,0.0158355754189543,2.7456631991517786,0.0049
-0.14999,20237.959,3.9823,0.65223,,0.0,2.6531,-0.59731,3.9823,0.65223,-2.3468867981064108,-0.4271428571427691,2.6531,-0.5973355477855498,0.0159538591452736,2.7456631991517786,0.0049
-0.14999,20297.958,3.9814,0.65473,0.41457,2.4263,2.6631,-0.59717,,,,,2.6631,-0.5971841724941744,0.0159751565626322,2.7456631991517786,0.0049
-0.14999,20357.959,3.9805,0.65723,,,2.673,-0.59704,,,,,2.673,-0.5970178088578109,0.0160609702464427,2.7456631991517786,0.0049
-0.14999,20417.959,3.9794,0.65973,0.0,0.0,2.683,-0.59687,,,,,2.683,-0.5968647086247106,0.0151475476792981,2.6661609256985845,0.0049
-0.14999,20477.959,3.9782,0.66223,,,2.6929,-0.59669,3.9782,0.66223,-2.537592011829574,-0.3951827815809281,2.6929,-0.5967163403263422,0.0151058004817734,2.6661609256985845,0.0049
-0.15,20537.96,3.9772,0.66473,0.0,0.0,2.7029,-0.59658,,,,,2.7029,-0.5965640792540813,0.0155731604740161,2.6661609256985845,0.0049
-0.14999,20597.959,3.9762,0.66722,,2.4442,2.7128,-0.59639,,,,,2.7128,-0.5964065034965056,0.0154340608886123,2.6661609256985845,0.0049
-0.15,20657.96,3.9754,0.66972,0.0,,2.7227,-0.59631,,,,,2.7227,-0.5962584848484868,0.0147795872300271,2.6661609256985845,0.0049
-0.14998,20717.96,3.9744,0.67222,,0.0,2.7327,-0.59608,3.9744,0.67222,-2.566126855600544,-0.3901852828316237,2.7327,-0.5961124242424263,0.01448497295641,2.5856664844892037,0.0049
-0.14999,20777.959,3.9732,0.67472,0.0,,2.7426,-0.59594,,,,,2.7426,-0.5959702097902119,0.0147182783546426,2.5856664844892037,0.0049
-0.15,20837.959,3.9722,0.67722,,0.0,2.7525,-0.59583,,,,,2.7525,-0.5958210023310043,0.0146137992593047,2.5856664844892037,0.0049
-0.15,20897.959,3.9714,0.67972,0.40431,2.4902,2.7625,-0.59571,,,,,2.7625,-0.5956794871794893,0.0147238359157029,2.5856664844892037,0.0049
-0.14999,20957.96,3.9704,0.68222,,,2.7724,-0.59552,3.9704,0.68222,-2.5324569944822173,-0.3950000000000102,2.7724,-0.5955281118881138,0.0144192507828933,2.5856664844892037,0.0049
-0.15,21017.96,3.9693,0.68472,0.0,0.0,2.7823,-0.5954,,,,,2.7823,-0.595393986013988,0.0141826187280678,2.527708425171193,0.0049
-0.15,21077.96,3.9682,0.68722,,,2.7922,-0.59523,,,,,2.7922,-0.5952472960372981,0.014907819453267,2.527708425171193,0.0049
-0.15,21137.96,3.9673,0.68972,0.0,0.0,2.8021,-0.5951,,,,,2.8021,-0.5950988111888132,0.0150270623916135,2.527708425171193,0.0049
-0.14999,21197.959,3.9665,0.69222,,2.5365,2.8121,-0.59494,3.9665,0.69222,-2.5811284261714604,-0.3874688510256874,2.8121,-0.5949482517482538,0.0148519502932522,2.527708425171193,0.0049
-0.15,21257.959,3.9655,0.69471,0.0,,2.822,-0.59483,,,,,2.822,-0.5948032167832187,0.0148006875279627,2.527708425171193,0.0049
-0.15,21317.96,3.9643,0.69721,,0.0,2.8319,-0.59465,,,,,2.8319,-0.5946551981352002,0.0147771420498621,2.4975568336185336,0.0049
-0.15,21377.959,3.9634,0.69971,0.0,,2.8418,-0.59451,,,,,2.8418,-0.5945106293706314,0.0147936238845396,2.4975568336185336,0.0049
-0.14999,21437.959,3.9625,0.70221,,0.0,2.8517,-0.59434,,,,,2.8517,-0.5943622843822863,0.015092651456289,2.4975568336185336,0.0049
-0.14999,21497.959,3.9617,0.70471,0.38964,2.6093,2.8616,-0.59422,3.9617,0.70471,-2.54640151515153,-0.393022430394268,2.8616,-0.5942117948717969,0.0152280379553069,2.4975568336185336,0.0049
-0.14999,21557.959,3.9608,0.70721,,,2.8715,-0.59408,,,,,2.8715,-0.5940607692307712,0.0147877375150144,2.4975568336185336,0.0049
-0.14999,21617.959,3.9597,0.70971,0.0,0.0,2.8814,-0.59392,,,,,2.8814,-0.5939189976689996,0.0141272868545563,2.448206151718175,0.0049
-0.14999,21677.958,3.9587,0.71221,,,2.8913,-0.59377,,,,,2.8913,-0.593781048951051,0.0141119822938016,2.448206151718175,0.0049
-0.14999,21737.96,3.9577,0.71471,0.0,0.0,2.9012,-0.59362,3.9577,0.71471,-2.644736842105232,-0.3801702653127847,2.9012,-0.5936395804195823,0.0140966777330433,2.448206151718175,0.0049
-0.14999,21797.96,3.957,0.71721,,2.6764,2.9111,-0.59351,,,,,2.9111,-0.5935019347319367,0.0136975865138495,2.448206151718175,0.0049
-0.14999,21857.959,3.9561,0.71971,0.0,,2.9209,-0.59338,,,,,2.9209,-0.593369696969699,0.0133461971453883,2.448206151718175,0.0049
-0.15,21917.96,3.955,0.7222,,0.0,2.9308,-0.59325,,,,,2.9308,-0.5932390442890463,0.0130795130795142,2.448206151718175,0.0049
-0.14999,21977.96,3.9541,0.7247,0.0,,2.9407,-0.59308,3.9541,0.7247,-2.8046590909090696,-0.3566467098490307,2.9407,-0.5931107226107246,0.0132973087518557,2.407462847235311,0.0049
-0.15,22037.959,3.9533,0.7272,,0.0,2.9506,-0.593,,,,,2.9506,-0.5929757575757596,0.0137105318923573,2.407462847235311,0.0049
-0.14999,22097.958,3.9525,0.7297,0.0,,2.9605,-0.59284,,,,,2.9605,-0.592839254079256,0.0137046455228322,2.407462847235311,0.0049
-0.14999,22157.96,3.9516,0.7322,0.36826,2.7611,2.9704,-0.5927,,,,,2.9704,-0.5927044055944075,0.0132151681330867,2.407462847235311,0.0049
-0.15,22217.959,3.9505,0.7347,,,2.9802,-0.59258,,,,,2.9802,-0.5925788344988365,0.0131870569836145,2.407462847235311,0.0049
-0.14999,22277.959,3.9497,0.7372,0.0,0.0,2.9901,-0.59242,3.9497,0.7372,-2.849950682229234,-0.3508888888888748,2.9901,-0.5924445454545474,0.014273268818723,2.4084550149914556,0.0049
-0.15,22337.959,3.9488,0.7397,,,3.0,-0.59232,,,,,3.0,-0.5922962237762258,0.0143069557071768,2.4084550149914556,0.0049
-0.14999,22397.959,3.9481,0.7422,0.0,0.0,3.0098,-0.59218,,,,,3.0098,-0.5921625641025662,0.0132387320270552,2.4084550149914556,0.0049
-0.14999,22457.96,3.9473,0.7447,,,3.0197,-0.59206,,,,,3.0197,-0.5920355011655032,0.0124661533752501,2.4084550149914556,0.0049
