Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W),Downsampled Voltage (V),Downsampled Capacity (Ah),dQ/dV from downsampled Voltage (Ah/V),dV/dQ from downsampled Cpacity (V/Ah),Downsampled Energy (Wh),Downsampled Power (W),dP/dE from downsampled Energy (W/Wh),dQ/dV from LEAN (Ah/V),Delta_V (V) in LEAN
-0.15001,12571.22,4.0641,0.31744,0.0,0.0,1.298,-0.60966,,,,,1.298,-0.609633310023312,0.0045437375915646,5.556185029469885,0.005599999999999999
-0.15,12631.218,4.0635,0.31994,,,1.3082,-0.60953,,,,,1.3082,-0.6095917482517503,0.004954522601583,5.556185029469885,0.005599999999999999
-0.15001,12691.218,4.0632,0.32244,0.0,0.0,1.3184,-0.60952,,,,,1.3184,-0.6095322377622397,0.0063434804573034,5.556185029469885,0.005599999999999999
-0.15002,12751.219,4.0628,0.32494,0.10665,7.6008,1.3285,-0.6095,,,,,1.3285,-0.609463076923079,0.006739163205939,5.556185029469885,0.005599999999999999
-0.15001,12811.221,4.0625,0.32744,,,1.3387,-0.60942,,,,,1.3387,-0.6093954545454566,0.0065269479715333,5.556185029469885,0.005599999999999999
-0.15,12871.219,4.0621,0.32994,0.0,0.0,1.3488,-0.60932,4.0621,0.32994,-5.759620415657736,-0.1815079747030665,1.3488,-0.6093305594405614,0.0061631017659031,5.2642483003472265,0.005599999999999999
-0.15001,12931.218,4.0614,0.33244,,,1.359,-0.60925,,,,,1.359,-0.6092703962703984,0.0064878026709855,5.2642483003472265,0.005599999999999999
-0.15001,12991.219,4.061,0.33494,0.0,0.0,1.3691,-0.60919,,,,,1.3691,-0.6091989743589764,0.0072211801792327,5.2642483003472265,0.005599999999999999
-0.15001,13051.22,4.0605,0.33744,,,1.3793,-0.60912,,,,,1.3793,-0.6091237762237783,0.0069127143193661,5.2642483003472265,0.005599999999999999
-0.15001,13111.218,4.0602,0.33994,0.0,0.0,1.3894,-0.60907,,,,,1.3894,-0.609058554778557,0.0065011132992616,5.2642483003472265,0.005599999999999999
-0.15001,13171.218,4.0598,0.34243,,,1.3996,-0.60901,,,,,1.3996,-0.608991794871797,0.006799142344299,5.2642483003472265,0.005599999999999999
-0.15001,13231.219,4.0592,0.34493,0.0,0.0,1.4097,-0.60892,,,,,1.4097,-0.6089205827505848,0.0072835126055537,5.2642483003472265,0.005599999999999999
-0.15001,13291.22,4.0585,0.34743,,,1.4199,-0.60882,,,,,1.4199,-0.6088438927738948,0.0074377455354692,5.2642483003472265,0.005599999999999999
-0.15002,13351.218,4.058,0.34993,0.0,0.0,1.43,-0.60878,4.058,0.34993,-4.73530329373898,-0.2115225489893077,1.43,-0.6087695804195824,0.0075901061340886,5.2642483003472265,0.005599999999999999
-0.15001,13411.219,4.0576,0.35243,,5.2614,1.4402,-0.60868,,,,,1.4402,-0.6086897668997688,0.0083114060018374,5.2642483003472265,0.005599999999999999
-0.15001,13471.218,4.0571,0.35493,0.0,,1.4503,-0.60861,,,,,1.4503,-0.6086009557109577,0.0086685591636062,5.2642483003472265,0.005599999999999999
-0.15001,13531.218,4.0565,0.35743,,0.0,1.4604,-0.60852,,,,,1.4604,-0.608514662004664,0.0084476786844653,4.450244437413209,0.005599999999999999
-0.15002,13591.219,4.0558,0.35993,0.0,,1.4706,-0.60845,,,,,1.4706,-0.6084294871794892,0.0087932532191707,4.450244437413209,0.005599999999999999
-0.15001,13651.218,4.0552,0.36243,,0.0,1.4807,-0.60832,,,,,1.4807,-0.6083362470862491,0.0091936116688593,4.450244437413209,0.005599999999999999
-0.15,13711.218,4.0547,0.36493,0.0,,1.4908,-0.60821,,,,,1.4908,-0.6082437762237782,0.0090221844554818,4.450244437413209,0.005599999999999999
-0.15001,13771.22,4.0542,0.36743,,0.0,1.501,-0.60817,4.0542,0.36743,-4.242944317315029,-0.2399999999999948,1.501,-0.6081531235431256,0.0091543841096957,4.450244437413209,0.005599999999999999
-0.15001,13831.218,4.0536,0.36993,0.0,,1.5111,-0.60808,,,,,1.5111,-0.6080579953379974,0.0090955249371056,4.450244437413209,0.005599999999999999
-0.15001,13891.219,4.0528,0.37243,0.20705,4.3285,1.5212,-0.60796,,,,,1.5212,-0.6079693939393961,0.0086648153926738,4.450244437413209,0.005599999999999999
-0.15001,13951.219,4.0522,0.37493,,,1.5314,-0.60787,,,,,1.5314,-0.6078821212121233,0.0091240352441701,4.450244437413209,0.005599999999999999
-0.15001,14011.217,4.0517,0.37743,0.0,0.0,1.5415,-0.6078,,,,,1.5415,-0.6077842890442912,0.0095951902882518,4.450244437413209,0.005599999999999999
-0.15,14071.219,4.0511,0.37993,,,1.5516,-0.60767,,,,,1.5516,-0.6076882983683005,0.0094372021068593,3.8530242832315325,0.005599999999999999
-0.15001,14131.22,4.0505,0.38243,0.0,0.0,1.5618,-0.60762,,,,,1.5618,-0.6075927272727294,0.0091565677531555,3.8530242832315325,0.005599999999999999
-0.15001,14191.218,4.0496,0.38493,,,1.5719,-0.60748,4.0496,0.38493,-3.792993779289695,-0.26364737157229,1.5719,-0.6075023776223797,0.0093066999007618,3.8530242832315325,0.005599999999999999
-0.15001,14251.219,4.049,0.38743,0.0,0.0,1.582,-0.60739,,,,,1.582,-0.607404731934734,0.0099067599067659,3.8530242832315325,0.005599999999999999
-0.15002,14311.218,4.0484,0.38993,,,1.5921,-0.60734,,,,,1.5921,-0.607302261072263,0.0095744189803639,3.8530242832315325,0.005599999999999999
-0.15,14371.219,4.0479,0.39243,0.0,3.9102,1.6022,-0.60719,,,,,1.6022,-0.6072113286713307,0.0095084724129002,3.8530242832315325,0.005599999999999999
-0.15001,14431.218,4.0472,0.39492,,,1.6124,-0.60712,,,,,1.6124,-0.6071091375291395,0.0097972242892154,3.8530242832315325,0.005599999999999999
-0.15001,14491.218,4.0463,0.39742,0.0,0.0,1.6225,-0.60699,4.0463,0.39742,-3.69094372294353,-0.2713848867380477,1.6225,-0.6070124009324029,0.0104064252579121,3.8530242832315325,0.005599999999999999
-0.15001,14551.219,4.0457,0.39992,,,1.6326,-0.6069,,,,,1.6326,-0.6068989277389297,0.0113907544600699,3.8530242832315325,0.005599999999999999
-0.15002,14611.219,4.045,0.40242,0.0,0.0,1.6427,-0.60683,,,,,1.6427,-0.6067823076923096,0.0112984375360625,3.554525428606906,0.005599999999999999
-0.15,14671.218,4.0444,0.40492,,,1.6528,-0.60666,,,,,1.6528,-0.6066706993007013,0.0107376122227549,3.554525428606906,0.005599999999999999
-0.15,14731.218,4.0437,0.40742,0.0,0.0,1.6629,-0.60656,,,,,1.6629,-0.6065654079254099,0.0100186941771092,3.554525428606906,0.005599999999999999
-0.15,14791.217,4.0428,0.40992,0.26583,3.6212,1.673,-0.60642,,,,,1.673,-0.6064683216783237,0.0100336956772615,3.554525428606906,0.005599999999999999
-0.15001,14851.218,4.0421,0.41242,,,1.6831,-0.60636,4.0421,0.41242,-3.5714285714285907,-0.2800000000000011,1.6831,-0.6063627272727292,0.0103371875649109,3.554525428606906,0.005599999999999999
-0.15001,14911.218,4.0415,0.41492,0.0,,1.6932,-0.60627,,,,,1.6932,-0.6062595104895124,0.0096448106349029,3.554525428606906,0.005599999999999999
-0.15002,14971.218,4.0409,0.41742,,0.0,1.7033,-0.60622,,,,,1.7033,-0.6061679020979042,0.0096240393270079,3.554525428606906,0.005599999999999999
-0.15001,15031.219,4.0401,0.41992,0.0,,1.7134,-0.60606,,,,,1.7134,-0.6060651048951069,0.0105772115673126,3.554525428606906,0.005599999999999999
-0.15001,15091.22,4.0392,0.42242,,0.0,1.7235,-0.60592,,,,,1.7235,-0.6059542424242444,0.0115038426919618,3.355270380518234,0.005599999999999999
-0.15002,15151.217,4.0384,0.42492,0.0,,1.7336,-0.60584,,,,,1.7336,-0.6058327272727293,0.0121431373906624,3.355270380518234,0.005599999999999999
-0.15001,15211.219,4.0379,0.42742,,3.4181,1.7437,-0.60573,4.0379,0.42742,-3.422020676691737,-0.2932284802014209,1.7437,-0.6057089510489531,0.0121662166216616,3.355270380518234,0.005599999999999999
-0.15,15271.219,4.0372,0.42992,0.0,,1.7538,-0.60558,,,,,1.7538,-0.6055869696969717,0.0113884465369693,3.355270380518234,0.005599999999999999
-0.15,15331.22,4.0364,0.43241,,0.0,1.7639,-0.60546,,,,,1.7639,-0.6054789044289063,0.0104652772969622,3.355270380518234,0.005599999999999999
-0.15001,15391.218,4.0355,0.43491,0.0,,1.774,-0.60537,,,,,1.774,-0.605375571095573,0.011024948648707,3.355270380518234,0.005599999999999999
-0.15001,15451.219,4.0347,0.43741,,0.0,1.7841,-0.60525,,,,,1.7841,-0.6052562004662024,0.0116697712251152,3.355270380518234,0.005599999999999999
-0.15001,15511.218,4.0341,0.43991,,,1.7941,-0.60516,4.0341,0.43991,-3.246515764936888,-0.3081201454160407,1.7941,-0.605140979020981,0.0113574552633224,3.2217144431780715,0.005599999999999999
-0.15001,15571.218,4.0334,0.44241,0.0,0.0,1.8042,-0.60505,,,,,1.8042,-0.6050279487179507,0.0112984375360589,3.2217144431780715,0.005599999999999999
-0.15001,15631.218,4.0326,0.44491,0.29723,3.2964,1.8143,-0.60493,,,,,1.8143,-0.6049127505827526,0.0112015047658644,3.2217144431780715,0.005599999999999999
-0.15,15691.218,4.0316,0.44741,,,1.8244,-0.60474,,,,,1.8244,-0.6048016783216803,0.0112949724363922,3.2217144431780715,0.005599999999999999
-0.15001,15751.218,4.0309,0.44991,0.0,0.0,1.8344,-0.60468,,,,,1.8344,-0.604685780885783,0.012089540986242,3.2217144431780715,0.005599999999999999
-0.15001,15811.218,4.0302,0.45241,,,1.8445,-0.60457,4.0302,0.45241,-3.1655712431031304,-0.3159999999999741,1.8445,-0.6045585780885802,0.0124431673936591,3.2217144431780715,0.005599999999999999
-0.15001,15871.218,4.0295,0.45491,0.0,0.0,1.8546,-0.60447,,,,,1.8546,-0.604434428904431,0.0118604168109079,3.2217144431780715,0.005599999999999999
-0.15001,15931.22,4.0287,0.45741,,,1.8647,-0.60435,,,,,1.8647,-0.6043189976689998,0.0114827497675165,3.0910836566974855,0.005599999999999999
-0.15,15991.218,4.0277,0.45991,0.0,3.1957,1.8747,-0.60416,,,,,1.8747,-0.6042036363636384,0.0118444392085663,3.0910836566974855,0.005599999999999999
-0.15,16051.221,4.0269,0.46241,,,1.8848,-0.60404,,,,,1.8848,-0.6040808624708645,0.0121927577373135,3.0910836566974855,0.005599999999999999
-0.15001,16111.22,4.0262,0.46491,0.0,0.0,1.8949,-0.60397,4.0262,0.46491,-3.123749999999994,-0.3201281537434965,1.8949,-0.6039573426573447,0.0121669793844993,3.0910836566974855,0.005599999999999999
-0.15001,16171.218,4.0255,0.46741,,,1.9049,-0.60387,,,,,1.9049,-0.6038362937062958,0.0115905727197329,3.0910836566974855,0.005599999999999999
-0.15001,16231.22,4.0245,0.4699,0.0,0.0,1.915,-0.60372,,,,,1.915,-0.6037244755244775,0.0111033120533647,3.0910836566974855,0.005599999999999999
-0.15002,16291.218,4.0236,0.4724,,,1.925,-0.60362,,,,,1.925,-0.6036131235431256,0.0115545626893336,3.0910836566974855,0.005599999999999999
-0.15001,16351.219,4.0228,0.4749,0.3188,0.0,1.9351,-0.60346,,,,,1.9351,-0.6034921445221465,0.012715502319466,2.983553776434058,0.005599999999999999
-0.15001,16411.219,4.0222,0.4774,,3.0923,1.9452,-0.60337,4.0222,0.4774,-3.018633370691965,-0.3321233518227302,1.9452,-0.6033562703962724,0.0133213618721157,2.983553776434058,0.005599999999999999
-0.15001,16471.22,4.0214,0.4799,0.0,,1.9552,-0.60325,,,,,1.9552,-0.6032243589743611,0.0128000697888381,2.983553776434058,0.005599999999999999
-0.15001,16531.219,4.0203,0.4824,,0.0,1.9653,-0.60309,,,,,1.9653,-0.6030990675990696,0.0125318421624065,2.983553776434058,0.005599999999999999
-0.15001,16591.218,4.0195,0.4849,0.0,,1.9753,-0.60297,,,,,1.9753,-0.6029724941724962,0.012734265734263,2.983553776434058,0.005599999999999999
-0.15,16651.219,4.0187,0.4874,,0.0,1.9853,-0.60281,,,,,1.9853,-0.6028443822843843,0.0128479777943368,2.983553776434058,0.005599999999999999
-0.15001,16711.219,4.0179,0.4899,0.0,2.9567,1.9954,-0.60273,4.0179,0.4899,-2.8366532561412825,-0.3528888888888275,1.9954,-0.6027142424242444,0.0126757967415578,2.983553776434058,0.005599999999999999
-0.15001,16771.219,4.0171,0.4924,,,2.0054,-0.60261,,,,,2.0054,-0.6025895571095591,0.0122222496646919,2.8917841196224674,0.005599999999999999
-0.15001,16831.218,4.0162,0.4949,0.0,0.0,2.0155,-0.60247,,,,,2.0155,-0.6024686247086267,0.0121344021887814,2.8917841196224674,0.005599999999999999
-0.15001,16891.218,4.0152,0.4974,,,2.0255,-0.60232,,,,,2.0255,-0.6023456876456896,0.0121456876456846,2.8917841196224674,0.005599999999999999
-0.15002,16951.219,4.0143,0.4999,,0.0,2.0355,-0.60223,4.0143,0.4999,-2.8051641414141955,-0.3565681749490181,2.0355,-0.602225710955713,0.0128410713631659,2.8917841196224674,0.005599999999999999
-0.15002,17011.218,4.0134,0.5024,0.0,,2.0456,-0.60209,,,,,2.0456,-0.6020874125874146,0.0137570277119571,2.8917841196224674,0.005599999999999999
-0.15001,17071.218,4.0128,0.5049,0.34215,2.8991,2.0556,-0.60196,,,,,2.0556,-0.6019492074592094,0.0138205128205122,2.8917841196224674,0.005599999999999999
-0.15001,17131.219,4.0119,0.5074,,,2.0656,-0.60183,,,,,2.0656,-0.6018110023310044,0.0137593241528506,2.8223034450252285,0.005599999999999999
-0.15001,17191.219,4.0109,0.50989,0.0,0.0,2.0757,-0.60168,,,,,2.0757,-0.6016726573426594,0.0137522963547773,2.8223034450252285,0.005599999999999999
-0.15,17251.22,4.0099,0.51239,,,2.0857,-0.60149,4.0099,0.51239,-2.8964795008911253,-0.3454610162118285,2.0857,-0.601534592074594,0.0137039627039641,2.8223034450252285,0.005599999999999999
-0.15001,17311.218,4.009,0.51489,0.0,0.0,2.0957,-0.60139,,,,,2.0957,-0.6013985780885801,0.0137529137529135,2.8223034450252285,0.005599999999999999
-0.15001,17371.218,4.0082,0.51739,,,2.1057,-0.60127,,,,,2.1057,-0.6012595337995358,0.0134405594405642,2.8223034450252285,0.005599999999999999
-0.15001,17431.218,4.0074,0.51989,0.0,2.7417,2.1157,-0.60115,,,,,2.1157,-0.6011297668997688,0.0126291580937696,2.8223034450252285,0.005599999999999999
-0.15001,17491.218,4.0065,0.52239,,,2.1258,-0.60102,4.0065,0.52239,-2.8460677749360315,-0.3524444444444725,2.1258,-0.6010057575757596,0.0123105645811349,2.8223034450252285,0.005599999999999999
-0.15001,17551.218,4.0054,0.52489,0.0,0.0,2.1358,-0.60085,,,,,2.1358,-0.600882331002333,0.0127867132867081,2.773131992745079,0.005599999999999999
-0.15001,17611.218,4.0046,0.52739,,,2.1458,-0.60073,,,,,2.1458,-0.6007500233100254,0.0137750582750548,2.773131992745079,0.005599999999999999
-0.15002,17671.219,4.0037,0.52989,0.0,0.0,2.1558,-0.60064,,,,,2.1558,-0.6006068298368319,0.0141386946387029,2.773131992745079,0.005599999999999999
-0.15001,17731.218,4.0029,0.53239,0.3571,2.8247,2.1658,-0.60048,,,,,2.1658,-0.6004672494172514,0.0138648018647984,2.773131992745079,0.005599999999999999
-0.15001,17791.219,4.0019,0.53489,,,2.1758,-0.60033,4.0019,0.53489,-2.751266643101218,-0.3635555555555356,2.1758,-0.6003295337995359,0.0139813519813571,2.773131992745079,0.005599999999999999
-0.15001,17851.218,4.0009,0.53739,0.0,0.0,2.1858,-0.60018,,,,,2.1858,-0.6001876223776242,0.0145780885780943,2.773131992745079,0.005599999999999999
-0.15,17911.219,4.0,0.53989,,,2.1958,-0.6,,,,,2.1958,-0.600037972027974,0.0154020979020828,2.7267967133514257,0.005599999999999999
-0.15001,17971.218,3.9992,0.54239,0.0,0.0,2.2058,-0.59992,,,,,2.2058,-0.5998795804195826,0.0151340326340303,2.7267967133514257,0.005599999999999999
-0.15,18031.218,3.9983,0.54489,,,2.2158,-0.59975,3.9983,0.54489,-2.7503122422528463,-0.3636881439344677,2.2158,-0.5997352913752935,0.0138822843822943,2.7267967133514257,0.005599999999999999
-0.15,18091.218,3.9972,0.54739,0.0,2.7214,2.2258,-0.59958,,,,,2.2258,-0.5996019347319367,0.0133473193473179,2.7267967133514257,0.005599999999999999
-0.15,18151.218,3.9963,0.54988,,,2.2358,-0.59945,,,,,2.2358,-0.5994683449883471,0.0135244755244769,2.7267967133514257,0.005599999999999999
-0.15,18211.219,3.9953,0.55238,0.0,0.0,2.2458,-0.5993,,,,,2.2458,-0.5993314452214472,0.0143427780280234,2.7267967133514257,0.005599999999999999
-0.15001,18271.219,3.9946,0.55488,,,2.2557,-0.59923,,,,,2.2557,-0.5991830536130557,0.0142384100342063,2.6805059229442314,0.005599999999999999
-0.15001,18331.218,3.9937,0.55738,0.0,0.0,2.2657,-0.59909,3.9937,0.55738,-2.6334376024656763,-0.3803488820402947,2.2657,-0.5990482517482538,0.0135058275058241,2.6805059229442314,0.005599999999999999
-0.15,18391.219,3.9926,0.55988,0.37548,2.6997,2.2757,-0.59889,,,,,2.2757,-0.5989129370629391,0.0139696969697027,2.6805059229442314,0.005599999999999999
-0.15,18451.219,3.9916,0.56238,,,2.2857,-0.59874,,,,,2.2857,-0.5987688578088598,0.0141445221445266,2.6805059229442314,0.005599999999999999
-0.15,18511.219,3.9907,0.56488,0.0,0.0,2.2957,-0.59861,,,,,2.2957,-0.5986300466200486,0.0144035563610707,2.6805059229442314,0.005599999999999999
-0.15001,18571.219,3.9898,0.56738,,,2.3056,-0.59851,3.9898,0.56738,-2.598278914068459,-0.3849999999999909,2.3056,-0.598482331002333,0.0146238887924567,2.6805059229442314,0.005599999999999999
-0.15,18631.219,3.989,0.56988,0.0,0.0,2.3156,-0.59835,,,,,2.3156,-0.598339090909093,0.0140617715617672,2.6730317732196416,0.005599999999999999
-0.15,18691.219,3.988,0.57238,,,2.3256,-0.5982,,,,,2.3256,-0.5982010955710976,0.0135453846189292,2.6730317732196416,0.005599999999999999
-0.15001,18751.219,3.987,0.57488,0.0,2.6571,2.3355,-0.59809,,,,,2.3355,-0.5980694871794893,0.013225322771234,2.6730317732196416,0.005599999999999999
-0.15,18811.219,3.986,0.57738,,,2.3455,-0.5979,3.986,0.57738,-2.706654022443629,-0.3699999999999761,2.3455,-0.5979379254079275,0.0135687645687667,2.6730317732196416,0.005599999999999999
-0.15,18871.218,3.9851,0.57988,0.0,0.0,2.3555,-0.59777,,,,,2.3555,-0.5977981118881139,0.0135423648817969,2.6730317732196416,0.005599999999999999
-0.15001,18931.218,3.9843,0.58238,,,2.3654,-0.59768,,,,,2.3654,-0.5976683449883469,0.0130182056239647,2.6730317732196416,0.005599999999999999
-0.15002,18991.219,3.9834,0.58488,0.0,0.0,2.3754,-0.59759,,,,,2.3754,-0.5975390675990696,0.0133565979221472,2.673076262206059,0.005599999999999999
-0.15001,19051.219,3.9824,0.58738,0.37144,2.6886,2.3853,-0.5974,3.9824,0.58738,-2.703373015872913,-0.3706666666666933,2.3853,-0.597402634032636,0.0136279547060773,2.673076262206059,0.005599999999999999
-0.15001,19111.218,3.9813,0.58988,,,2.3953,-0.59723,,,,,2.3953,-0.597267902097904,0.0139817284723662,2.673076262206059,0.005599999999999999
-0.15002,19171.218,3.9804,0.59238,0.0,0.0,2.4052,-0.59714,,,,,2.4052,-0.5971244988345008,0.015108902805565,2.673076262206059,0.005599999999999999
-0.15001,19231.218,3.9796,0.59488,,,2.4152,-0.59698,,,,,2.4152,-0.5969671095571115,0.0154579438124393,2.673076262206059,0.005599999999999999
-0.15,19291.218,3.9787,0.59738,0.0,0.0,2.4251,-0.59681,,,,,2.4251,-0.5968168298368318,0.0144015077861645,2.673076262206059,0.005599999999999999
-0.15001,19351.218,3.9776,0.59988,,2.6612,2.4351,-0.59668,3.9776,0.59988,-2.748813826735514,-0.3652974379448324,2.4351,-0.5966806759906779,0.0137247231897781,2.699914243285499,0.005599999999999999
-0.15001,19411.218,3.9767,0.60237,0.0,,2.445,-0.59654,,,,,2.445,-0.5965437296037315,0.0139636099311744,2.699914243285499,0.005599999999999999
-0.15,19471.219,3.9758,0.60487,,0.0,2.455,-0.59637,,,,,2.455,-0.5964027738927759,0.0139943728673657,2.699914243285499,0.005599999999999999
-0.15001,19531.219,3.975,0.60737,0.0,,2.4649,-0.59629,,,,,2.4649,-0.5962652214452234,0.0137199500835905,2.699914243285499,0.005599999999999999
-0.15001,19591.218,3.9741,0.60987,,0.0,2.4748,-0.59615,3.9741,0.60987,-2.780599528099671,-0.360170260305324,2.4748,-0.5961311188811208,0.0131455073867208,2.699914243285499,0.005599999999999999
-0.15001,19651.218,3.9731,0.61237,0.0,,2.4848,-0.596,,,,,2.4848,-0.5960037062937081,0.0137595829208407,2.699914243285499,0.005599999999999999
-0.15001,19711.218,3.9721,0.61487,0.36814,2.7141,2.4947,-0.59585,,,,,2.4947,-0.5958575058275077,0.0144592780956394,2.7305337882136986,0.005599999999999999
-0.15001,19771.219,3.9711,0.61737,,,2.5046,-0.5957,,,,,2.5046,-0.5957174125874145,0.0145099008735307,2.7305337882136986,0.005599999999999999
-0.15001,19831.218,3.9704,0.61987,0.0,0.0,2.5145,-0.5956,3.9704,0.61987,-2.736578041456113,-0.3655555555555736,2.5145,-0.5955702097902118,0.0143253421873801,2.7305337882136986,0.005599999999999999
-0.15001,19891.219,3.9695,0.62237,,,2.5245,-0.59546,,,,,2.5245,-0.5954324475524495,0.0134344002274531,2.7305337882136986,0.005599999999999999
-0.14999,19951.219,3.9684,0.62487,0.0,0.0,2.5344,-0.59522,,,,,2.5344,-0.5953027972027992,0.0131689858962573,2.7305337882136986,0.005599999999999999
-0.15002,20011.219,3.9675,0.62737,,2.7415,2.5443,-0.5952,,,,,2.5443,-0.5951717016317036,0.0133079042169939,2.7305337882136986,0.005599999999999999
-0.15001,20071.219,3.9667,0.62987,0.0,,2.5542,-0.59504,,,,,2.5542,-0.5950393006993027,0.0137211273574884,2.795420974959334,0.005599999999999999
-0.15001,20131.218,3.9659,0.63237,,0.0,2.5641,-0.59492,3.9659,0.63237,-2.698513351652167,-0.3711111111111052,2.5641,-0.5949000233100253,0.0136222363495086,2.795420974959334,0.005599999999999999
-0.15001,20191.219,3.965,0.63487,0.0,,2.574,-0.59479,,,,,2.574,-0.5947695804195824,0.012873490146223,2.795420974959334,0.005599999999999999
-0.15001,20251.218,3.9639,0.63737,,0.0,2.5839,-0.59462,,,,,2.5839,-0.5946451282051302,0.013386242743941,2.795420974959334,0.005599999999999999
-0.15001,20311.219,3.963,0.63987,0.0,,2.5939,-0.59449,,,,,2.5939,-0.5945030303030323,0.0139861199998208,2.795420974959334,0.005599999999999999
-0.15001,20371.218,3.9621,0.64237,0.36371,2.7714,2.6038,-0.59435,3.9621,0.64237,-2.7275323841755466,-0.3676753336862361,2.6038,-0.5943667599067619,0.0141908596454101,2.795420974959334,0.005599999999999999
-0.15001,20431.218,3.9614,0.64487,,,2.6137,-0.59425,,,,,2.6137,-0.5942220512820532,0.0143756916484178,2.876924798146211,0.005599999999999999
-0.15001,20491.218,3.9605,0.64736,0.0,0.0,2.6236,-0.59411,,,,,2.6236,-0.5940821212121232,0.0137811683266235,2.876924798146211,0.005599999999999999
-0.15001,20551.218,3.9594,0.64986,,,2.6335,-0.59395,,,,,2.6335,-0.5939491841491861,0.0134138588684074,2.876924798146211,0.005599999999999999
-0.15,20611.218,3.9585,0.65236,0.0,0.0,2.6434,-0.59378,,,,,2.6434,-0.5938165268065287,0.0133787953024508,2.876924798146211,0.005599999999999999
