Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W),Downsampled Voltage (V),Downsampled Capacity (Ah),dQ/dV from downsampled Voltage (Ah/V),dV/dQ from downsampled Cpacity (V/Ah),Downsampled Energy (Wh),Downsampled Power (W),dP/dE from downsampled Energy (W/Wh),dQ/dV from LEAN (Ah/V),Delta_V (V) in LEAN
-0.15002,15589.462,4.0624,0.45256,0.0,0.0,1.8527,-0.60944,,,,,1.8527,-0.6094238694638715,0.0069707646154064,4.905821739494985,0.0049
-0.15002,15649.462,4.0618,0.45506,,,1.8628,-0.60935,4.0618,0.45506,-5.4241741741737215,-0.1914285714285881,1.8628,-0.6093620979020999,0.006846829501633,4.905821739494985,0.0049
-0.15002,15709.463,4.0612,0.45756,0.0,0.0,1.873,-0.60926,,,,,1.873,-0.6092847319347339,0.0076794553939869,4.905821739494985,0.0049
-0.15002,15769.462,4.0609,0.46006,,,1.8831,-0.60922,,,,,1.8831,-0.6092062237762258,0.0078807078264837,4.905821739494985,0.0049
-0.15002,15829.462,4.0604,0.46256,0.0,0.0,1.8933,-0.60914,,,,,1.8933,-0.6091247319347339,0.0078018518923812,4.905821739494985,0.0049
-0.15002,15889.463,4.0599,0.46506,,,1.9034,-0.60907,,,,,1.9034,-0.6090478088578108,0.0075812701302275,4.905821739494985,0.0049
-0.15001,15949.464,4.0591,0.46756,0.0,0.0,1.9136,-0.60891,,,,,1.9136,-0.6089708391608412,0.0078665430682711,4.905821739494985,0.0049
-0.15003,16009.464,4.0586,0.47006,,5.1734,1.9237,-0.60891,,,,,1.9237,-0.6088881818181838,0.008622660964356,4.905821739494985,0.0049
-0.15002,16069.464,4.0581,0.47256,0.0,,1.9339,-0.6088,4.0581,0.47256,-4.3860148026814585,-0.2314285714285517,1.9339,-0.608795710955713,0.0090354949722737,4.905821739494985,0.0049
-0.15002,16129.463,4.0576,0.47506,,0.0,1.944,-0.60872,,,,,1.944,-0.6087047552447572,0.0091230454655075,4.140711358661753,0.0049
-0.15002,16189.462,4.0569,0.47756,0.0,,1.9542,-0.60862,,,,,1.9542,-0.6086104895104916,0.0087925463299498,4.140711358661753,0.0049
-0.15002,16249.462,4.0562,0.48006,,0.0,1.9643,-0.60851,,,,,1.9643,-0.6085261771561791,0.0089358107734192,4.140711358661753,0.0049
-0.15002,16309.462,4.0555,0.48256,0.0,,1.9745,-0.60841,,,,,1.9745,-0.6084289743589765,0.0092199240653698,4.140711358661753,0.0049
-0.15002,16369.463,4.055,0.48506,,0.0,1.9846,-0.60833,,,,,1.9846,-0.6083389510489531,0.0097325117127198,4.140711358661753,0.0049
-0.15002,16429.462,4.0544,0.48756,0.0,,1.9947,-0.60824,,,,,1.9947,-0.6082323776223796,0.0097988136196356,4.140711358661753,0.0049
-0.15003,16489.465,4.0537,0.49006,0.21581,4.08,2.0049,-0.60818,4.0537,0.49006,-3.7528242643435448,-0.2679591656802387,2.0049,-0.6081401864801884,0.0094903477597831,4.140711358661753,0.0049
-0.15003,16549.464,4.0528,0.49256,,,2.015,-0.60804,,,,,2.015,-0.6080398135198155,0.0102137136790538,3.5788919816869855,0.0049
-0.15002,16609.464,4.0522,0.49506,0.0,0.0,2.0251,-0.60791,,,,,2.0251,-0.6079338694638715,0.0108601788114874,3.5788919816869855,0.0049
-0.15001,16669.463,4.0516,0.49756,,,2.0353,-0.60778,,,,,2.0353,-0.6078192773892795,0.0114829087616463,3.5788919816869855,0.0049
-0.15003,16729.463,4.051,0.50006,0.0,0.0,2.0454,-0.60777,,,,,2.0454,-0.6077008158508178,0.0113826767292231,3.5788919816869855,0.0049
-0.15001,16789.463,4.0502,0.50257,,,2.0555,-0.60757,4.0502,0.50257,-3.438858983206927,-0.2920044596819764,2.0555,-0.6075893473193492,0.0104277888725441,3.5788919816869855,0.0049
-0.15002,16849.464,4.0493,0.50507,0.0,0.0,2.0657,-0.60748,,,,,2.0657,-0.6074892540792561,0.0100381477864175,3.5788919816869855,0.0049
-0.15002,16909.464,4.0485,0.50757,,3.5503,2.0758,-0.60736,,,,,2.0758,-0.6073856177156198,0.0106337556832656,3.5788919816869855,0.0049
-0.15002,16969.463,4.0479,0.51007,0.0,,2.0859,-0.60727,,,,,2.0859,-0.6072744522144542,0.0115673105772167,3.3146098262192614,0.0049
-0.15003,17029.463,4.0472,0.51257,,0.0,2.096,-0.6072,,,,,2.096,-0.6071519580419601,0.0109557109557094,3.3146098262192614,0.0049
-0.15002,17089.462,4.0465,0.51507,0.0,,2.1061,-0.60706,,,,,2.1061,-0.6070531468531488,0.0104689424875026,3.3146098262192614,0.0049
-0.15002,17149.462,4.0456,0.51757,,0.0,2.1163,-0.60692,4.0456,0.51757,-3.188195146612607,-0.313939393939421,2.1163,-0.6069393006993027,0.0110638409314951,3.3146098262192614,0.0049
-0.15002,17209.464,4.0448,0.52007,0.0,,2.1264,-0.6068,,,,,2.1264,-0.6068285314685334,0.0115303838076137,3.3146098262192614,0.0049
-0.15002,17269.463,4.0441,0.52257,0.29322,3.2836,2.1365,-0.6067,,,,,2.1365,-0.6067063869463889,0.0123981628932057,3.3146098262192614,0.0049
-0.15003,17329.463,4.0434,0.52507,,,2.1466,-0.60663,,,,,2.1466,-0.6065780885780907,0.0116665512705083,3.3146098262192614,0.0049
-0.15002,17389.463,4.0425,0.52757,0.0,0.0,2.1567,-0.60646,,,,,2.1567,-0.6064707226107247,0.0107041473378082,3.119956668537621,0.0049
-0.15003,17449.462,4.0416,0.53007,,,2.1668,-0.60636,4.0416,0.53007,-3.181792367105785,-0.3144444444444332,2.1668,-0.6063618648018669,0.0112592028433589,3.119956668537621,0.0049
-0.15002,17509.463,4.0408,0.53257,0.0,0.0,2.1769,-0.6062,,,,,2.1769,-0.6062432867132888,0.0121685245447693,3.119956668537621,0.0049
-0.15002,17569.463,4.0402,0.53507,,,2.187,-0.60611,,,,,2.187,-0.6061160606060626,0.0126681898959155,3.119956668537621,0.0049
-0.15004,17629.464,4.0393,0.53757,0.0,0.0,2.1971,-0.60606,,,,,2.1971,-0.6059873892773913,0.012356620277405,3.119956668537621,0.0049
-0.15002,17689.463,4.0385,0.54007,,3.0813,2.2072,-0.60586,4.0385,0.54007,-3.092242655258559,-0.3251111111111129,2.2072,-0.605866456876459,0.0123762376237621,3.119956668537621,0.0049
-0.15002,17749.462,4.0375,0.54257,0.0,,2.2173,-0.60571,,,,,2.2173,-0.6057373892773913,0.0127166562810252,2.969160153332486,0.0049
-0.15002,17809.464,4.0367,0.54507,,0.0,2.2274,-0.60559,,,,,2.2274,-0.6056095804195823,0.0133559509797152,2.969160153332486,0.0049
-0.15002,17869.464,4.036,0.54757,0.0,,2.2375,-0.60548,,,,,2.2375,-0.6054675990676011,0.0137517597913578,2.969160153332486,0.0049
-0.15002,17929.463,4.0351,0.55007,,0.0,2.2476,-0.60535,,,,,2.2476,-0.6053317948717969,0.012575872971908,2.969160153332486,0.0049
-0.15002,17989.463,4.0342,0.55257,0.32895,,2.2577,-0.60521,4.0342,0.55257,-2.941990749788374,-0.339999999999975,2.2577,-0.6052135664335685,0.0119919684276084,2.969160153332486,0.0049
-0.15002,18049.462,4.0333,0.55507,,2.9906,2.2678,-0.60508,,,,,2.2678,-0.6050895571095593,0.0123503887702227,2.8632599025063055,0.0049
-0.15002,18109.463,4.0324,0.55757,0.0,,2.2778,-0.60494,,,,,2.2778,-0.60496533799534,0.0125616613326151,2.8632599025063055,0.0049
-0.15003,18169.463,4.0316,0.56007,,0.0,2.2879,-0.60486,,,,,2.2879,-0.6048370396270417,0.0126958849731089,2.8632599025063055,0.0049
-0.15002,18229.462,4.0309,0.56257,,,2.298,-0.60472,,,,,2.298,-0.6047088811188832,0.012505481317369,2.8632599025063055,0.0049
-0.15002,18289.462,4.03,0.56507,0.0,0.0,2.3081,-0.60458,4.03,0.56507,-2.911255411255489,-0.3437777777777455,2.3081,-0.6045844289044309,0.0126289552032154,2.8632599025063055,0.0049
-0.15003,18349.462,4.0289,0.56757,,2.8199,2.3182,-0.60446,,,,,2.3182,-0.6044537762237783,0.0130360492995329,2.8632599025063055,0.0049
-0.15002,18409.462,4.0281,0.57007,0.0,,2.3282,-0.6043,,,,,2.3282,-0.6043224242424262,0.0139408470123711,2.784068950185679,0.0049
-0.15002,18469.463,4.0273,0.57257,,0.0,2.3383,-0.60418,,,,,2.3383,-0.6041734032634053,0.0140898705255096,2.784068950185679,0.0049
-0.15002,18529.462,4.0265,0.57507,0.0,,2.3484,-0.60406,4.0265,0.57507,-2.797695728855018,-0.3578657642522103,2.3484,-0.6040378088578109,0.0139529693497486,2.784068950185679,0.0049
-0.15002,18589.462,4.0254,0.57758,,0.0,2.3584,-0.60389,,,,,2.3584,-0.6038930536130556,0.0140402341037777,2.784068950185679,0.0049
-0.15002,18649.463,4.0245,0.58008,0.0,,2.3685,-0.60376,,,,,2.3685,-0.6037556876456898,0.0131078492464631,2.784068950185679,0.0049
-0.15001,18709.464,4.0236,0.58258,0.35141,2.8452,2.3786,-0.60358,,,,,2.3786,-0.603628275058277,0.0131353038863011,2.784068950185679,0.0049
-0.15002,18769.463,4.0229,0.58508,,,2.3886,-0.60352,,,,,2.3886,-0.6034917715617736,0.0134418787458514,2.6867423713447867,0.0049
-0.15001,18829.465,4.0219,0.58758,0.0,0.0,2.3987,-0.60333,4.0219,0.58758,-2.710219727322965,-0.368980824225531,2.3987,-0.6033581351981372,0.0131970771129914,2.6867423713447867,0.0049
-0.15003,18889.464,4.021,0.59008,,,2.4087,-0.60327,,,,,2.4087,-0.6032265034965055,0.0132613774580718,2.6867423713447867,0.0049
-0.15003,18949.462,4.0199,0.59258,0.0,0.0,2.4188,-0.60311,,,,,2.4188,-0.6030915617715638,0.0133761648265888,2.6867423713447867,0.0049
-0.15002,19009.464,4.0189,0.59508,,2.7253,2.4288,-0.60292,,,,,2.4288,-0.6029576456876476,0.0138297119034511,2.6867423713447867,0.0049
-0.15002,19069.463,4.0182,0.59758,0.0,,2.4389,-0.60281,4.0182,0.59758,-2.6053001053002305,-0.3849999999999909,2.4389,-0.6028134965034986,0.0146414225808335,2.584115004285327,0.0049
-0.15002,19129.463,4.0172,0.60008,,0.0,2.4489,-0.60266,,,,,2.4489,-0.6026634265734285,0.0150226317695008,2.584115004285327,0.0049
-0.15002,19189.464,4.0163,0.60258,0.0,,2.459,-0.60253,,,,,2.459,-0.6025115384615404,0.0147872005340516,2.584115004285327,0.0049
-0.15002,19249.463,4.0153,0.60508,,0.0,2.469,-0.60238,,,,,2.469,-0.6023661538461559,0.0148717948717838,2.584115004285327,0.0049
-0.15002,19309.462,4.0142,0.60758,0.37747,,2.479,-0.60221,4.0142,0.60758,-2.5324569944822457,-0.3950000000000102,2.479,-0.6022141025641047,0.0150165559609938,2.584115004285327,0.0049
-0.15001,19369.462,4.0132,0.61008,,2.6021,2.4891,-0.60202,,,,,2.4891,-0.6020643589743611,0.0155366130183622,2.5178102296193723,0.0049
-0.15003,19429.463,4.0122,0.61258,0.0,,2.4991,-0.60195,,,,,2.4991,-0.6019019580419601,0.0156398601398599,2.5178102296193723,0.0049
-0.15001,19489.463,4.0113,0.61508,,0.0,2.5091,-0.60174,,,,,2.5091,-0.6017515617715639,0.0144626233002256,2.5178102296193723,0.0049
-0.15001,19549.464,4.0103,0.61758,,,2.5192,-0.60159,4.0103,0.61758,-2.5324569944824877,-0.3949999999999534,2.5192,-0.6016113752913773,0.0142588171561151,2.5178102296193723,0.0049
-0.15003,19609.463,4.0091,0.62008,0.0,0.0,2.5292,-0.60149,,,,,2.5292,-0.601465034965037,0.0144125874125933,2.5178102296193723,0.0049
-0.15001,19669.462,4.0081,0.62258,,2.5031,2.5392,-0.60126,,,,,2.5392,-0.6013231235431254,0.0153065268065333,2.4963503799791584,0.0049
-0.15004,19729.462,4.0071,0.62508,0.0,,2.5492,-0.60123,,,,,2.5492,-0.6011589044289064,0.015494780821367,2.4963503799791584,0.0049
-0.15002,19789.462,4.0063,0.62758,,0.0,2.5593,-0.60103,4.0063,0.62758,-2.415942841131951,-0.414999999999992,2.5593,-0.6010118648018667,0.0150051775556434,2.4963503799791584,0.0049
-0.15001,19849.462,4.0052,0.63008,0.0,,2.5693,-0.60082,,,,,2.5693,-0.6008573892773912,0.0158286713286699,2.4963503799791584,0.0049
-0.15002,19909.464,4.0042,0.63258,0.40215,2.4473,2.5793,-0.60071,,,,,2.5793,-0.6006952913752933,0.0157529137529017,2.4963503799791584,0.0049
-0.15001,19969.462,4.003,0.63508,,,2.5893,-0.60049,,,,,2.5893,-0.6005423310023331,0.0161421911421939,2.46106740948819,0.0049
-0.15003,20029.465,4.002,0.63758,0.0,0.0,2.5993,-0.60042,4.002,0.63758,-2.383653404640256,-0.4200000000000159,2.5993,-0.6003724475524495,0.0155233100233225,2.46106740948819,0.0049
-0.15002,20089.463,4.001,0.64008,,,2.6093,-0.60023,,,,,2.6093,-0.6002318648018667,0.0145920745920662,2.46106740948819,0.0049
-0.15001,20149.463,4.0001,0.64258,0.0,0.0,2.6193,-0.60006,,,,,2.6193,-0.6000806060606081,0.01593356643356,2.46106740948819,0.0049
-0.15002,20209.463,3.999,0.64508,,2.4244,2.6293,-0.59993,,,,,2.6293,-0.5999131934731955,0.0158601398601412,2.416171145109359,0.0049
-0.15002,20269.465,3.9979,0.64758,0.0,,2.6393,-0.59976,3.9979,0.64758,-2.440243902439022,-0.4097953071416214,2.6393,-0.5997634032634053,0.0155617715617744,2.416171145109359,0.0049
-0.15003,20329.464,3.9968,0.65008,,0.0,2.6493,-0.59964,,,,,2.6493,-0.59960195804196,0.0155827505827481,2.416171145109359,0.0049
-0.15001,20389.463,3.9957,0.65259,0.0,,2.6593,-0.59939,,,,,2.6593,-0.5994517482517503,0.0158764568764588,2.416171145109359,0.0049
-0.15001,20449.462,3.9949,0.65509,,0.0,2.6693,-0.59927,,,,,2.6693,-0.5992844289044309,0.0163799533799604,2.416171145109359,0.0049
-0.15003,20509.465,3.9938,0.65759,0.41592,2.3976,2.6793,-0.59919,3.9938,0.65759,-2.411572422092476,-0.4147978058922774,2.6793,-0.5991241491841511,0.0156317016317011,2.3894618466037865,0.0049
-0.15002,20569.464,3.9926,0.66009,,,2.6893,-0.59897,,,,,2.6893,-0.5989717948717969,0.0153423442706177,2.3894618466037865,0.0049
-0.15002,20629.464,3.9915,0.66259,0.0,0.0,2.6992,-0.5988,,,,,2.6992,-0.5988188578088598,0.0151069364623523,2.3894618466037865,0.0049
-0.15001,20689.462,3.9905,0.66509,,,2.7092,-0.59861,,,,,2.7092,-0.5986712354312375,0.0156689976689996,2.3894618466037865,0.0049
-0.15003,20749.463,3.9896,0.66759,0.0,0.0,2.7192,-0.59856,3.9896,0.66759,-2.32034632034636,-0.4314285714285972,2.7192,-0.5985054778554798,0.0163962703962674,2.3894618466037865,0.0049
-0.15002,20809.464,3.9886,0.67009,,2.3997,2.7292,-0.59837,,,,,2.7292,-0.5983433100233121,0.0152649898026737,2.407597473123839,0.0049
-0.15002,20869.462,3.9874,0.67259,0.0,,2.7391,-0.59819,,,,,2.7391,-0.5982015151515171,0.0148104092074028,2.407597473123839,0.0049
-0.15002,20929.464,3.9863,0.67509,,0.0,2.7491,-0.59802,3.9863,0.67509,-2.3468867981064108,-0.4271428571427691,2.7491,-0.5980484848484868,0.0158344988344971,2.407597473123839,0.0049
-0.15002,20989.462,3.9853,0.67759,0.0,,2.7591,-0.59787,,,,,2.7591,-0.5978848251748271,0.0168986512700435,2.407597473123839,0.0049
-0.15002,21049.463,3.9845,0.68009,,0.0,2.769,-0.59775,,,,,2.769,-0.5977123076923098,0.0164220374316315,2.407597473123839,0.0049
-0.15002,21109.462,3.9834,0.68259,0.41646,2.3998,2.779,-0.59759,,,,,2.779,-0.5975582284382305,0.0150256410256446,2.4300456053132375,0.0049
-0.15001,21169.463,3.9822,0.68509,,,2.789,-0.59737,3.9822,0.68509,-2.4698885877748467,-0.4050000000000011,2.789,-0.5974117948717969,0.0152524864439023,2.4300456053132375,0.0049
-0.15001,21229.463,3.9812,0.68759,0.0,0.0,2.7989,-0.59722,,,,,2.7989,-0.5972548251748271,0.0159366766255786,2.4300456053132375,0.0049
-0.15002,21289.464,3.9802,0.69009,,,2.8089,-0.59711,,,,,2.8089,-0.5970946386946406,0.0161200710529136,2.4300456053132375,0.0049
-0.15002,21349.465,3.9793,0.69259,0.0,0.0,2.8188,-0.59697,,,,,2.8188,-0.5969340559440579,0.0154532755368776,2.447192949284123,0.0049
-0.15002,21409.464,3.9782,0.69509,,2.4203,2.8288,-0.59681,3.9782,0.69509,-2.5,-0.4000000000000057,2.8288,-0.5967872727272747,0.0144960749451357,2.447192949284123,0.0049
-0.15001,21469.463,3.977,0.69759,0.0,,2.8387,-0.59659,,,,,2.8387,-0.5966455477855498,0.0150573428229883,2.447192949284123,0.0049
-0.15002,21529.462,3.976,0.70009,,0.0,2.8487,-0.59648,,,,,2.8487,-0.5964874825174845,0.016297325789786,2.447192949284123,0.0049
-0.15002,21589.463,3.9751,0.70259,0.0,,2.8586,-0.59634,,,,,2.8586,-0.5963213286713307,0.0159379341197514,2.447192949284123,0.0049
-0.15002,21649.462,3.9742,0.70509,0.40975,0.0,2.8685,-0.59621,3.9742,0.70509,-2.5,-0.3999999999999772,2.8685,-0.5961719114219134,0.0145432728616903,2.486788425444489,0.0049
-0.15001,21709.462,3.9732,0.70759,,2.4648,2.8785,-0.59602,,,,,2.8785,-0.5960320279720299,0.0140439667433724,2.486788425444489,0.0049
-0.15001,21769.463,3.972,0.71009,0.0,,2.8884,-0.59584,,,,,2.8884,-0.5958924475524495,0.0144910644910645,2.486788425444489,0.0049
-0.15002,21829.462,3.971,0.71259,,0.0,2.8983,-0.59573,,,,,2.8983,-0.5957451048951069,0.0152068131858023,2.486788425444489,0.0049
-0.15003,21889.463,3.9702,0.71509,0.0,,2.9083,-0.59565,3.9702,0.71509,-2.4698885877747045,-0.4050000000000011,2.9083,-0.5955897668997688,0.0153748261450452,2.486788425444489,0.0049
-0.15002,21949.463,3.9692,0.71759,,0.0,2.9182,-0.59546,,,,,2.9182,-0.5954391142191161,0.0149290103835539,2.566967660314468,0.0049
-0.15002,22009.462,3.968,0.72009,0.0,2.5202,2.9281,-0.59528,,,,,2.9281,-0.5952941724941745,0.0146017282380874,2.566967660314468,0.0049
-0.15002,22069.464,3.9671,0.72259,,,2.938,-0.59514,,,,,2.938,-0.595150000000002,0.0149490240399288,2.566967660314468,0.0049
-0.15001,22129.464,3.9661,0.72509,0.0,0.0,2.9479,-0.59495,3.9661,0.72509,-2.5403235241545445,-0.3948177809197375,2.9479,-0.5949981818181839,0.0151429148994211,2.566967660314468,0.0049
-0.15002,22189.464,3.9653,0.72759,,,2.9579,-0.59487,,,,,2.9579,-0.5948486946386967,0.0147216993114724,2.566967660314468,0.0049
-0.15002,22249.463,3.9643,0.7301,0.0,0.0,2.9678,-0.59472,,,,,2.9678,-0.5947051748251767,0.0140472322290534,2.6557205671699156,0.0049
-0.15002,22309.464,3.9634,0.7326,0.39404,2.5581,2.9777,-0.59459,,,,,2.9777,-0.5945705594405615,0.0141967460149246,2.6557205671699156,0.0049
-0.15002,22369.462,3.9623,0.7351,,,2.9876,-0.59442,3.9623,0.7351,-2.645549700283212,-0.3780104284875278,2.9876,-0.5944240792540813,0.0144969508605825,2.6557205671699156,0.0049
-0.15002,22429.463,3.9613,0.7376,0.0,0.0,2.9975,-0.59427,,,,,2.9975,-0.5942835198135219,0.0150467377740035,2.6557205671699156,0.0049
-0.15001,22489.463,3.9605,0.7401,,,3.0074,-0.59411,,,,,3.0074,-0.594126153846156,0.0155176473358373,2.6557205671699156,0.0049
-0.15002,22549.463,3.9596,0.7426,0.0,0.0,3.0173,-0.59402,,,,,3.0173,-0.5939762703962723,0.014592310046865,2.734911519490615,0.0049
-0.15001,22609.464,3.9585,0.7451,,2.6366,3.0272,-0.59381,,,,,3.0272,-0.593837226107228,0.0134597725506822,2.734911519490615,0.0049
-0.15002,22669.462,3.9576,0.7476,0.0,,3.0371,-0.59372,3.9576,0.7476,-2.7265088723690383,-0.3671111111110576,3.0371,-0.5937097668997688,0.0125721080266529,2.734911519490615,0.0049
-0.15001,22729.465,3.9567,0.7501,,0.0,3.047,-0.59354,,,,,3.047,-0.5935882983683003,0.0128640719549757,2.734911519490615,0.0049
-0.15002,22789.464,3.9559,0.7526,0.0,,3.0569,-0.59346,,,,,3.0569,-0.5934550582750603,0.013039485766761,2.734911519490615,0.0049
-0.15003,22849.463,3.955,0.7551,,0.0,3.0668,-0.59337,,,,,3.0668,-0.5933301165501185,0.0127392809211031,2.734911519490615,0.0049
-0.15003,22909.462,3.954,0.7576,0.37319,2.7346,3.0767,-0.59322,3.954,0.7576,-2.836653256141105,-0.3528888888888843,3.0767,-0.5932028205128225,0.0133424849457526,2.823664426345908,0.0049
-0.15003,22969.463,3.953,0.7601,,,3.0865,-0.59307,,,,,3.0865,-0.5930673659673679,0.0136645918668492,2.823664426345908,0.0049
-0.15001,23029.462,3.9523,0.7626,0.0,0.0,3.0964,-0.59288,,,,,3.0964,-0.5929336596736616,0.0142014551105447,2.823664426345908,0.0049
-0.15003,23089.462,3.9514,0.7651,,,3.1063,-0.59283,,,,,3.1063,-0.5927861771561791,0.0148654375927108,2.823664426345908,0.0049
-0.15001,23149.464,3.9505,0.7676,0.0,0.0,3.1162,-0.59261,,,,,3.1162,-0.592639324009326,0.0142826870099632,2.823664426345908,0.0049
-0.15002,23209.464,3.9497,0.7701,,,3.1261,-0.59253,3.9497,0.7701,-2.879504216713528,-0.3473333333333244,3.1261,-0.5925033799533819,0.0135499249251012,2.912417333201219,0.0049
-0.15002,23269.462,3.9486,0.7726,0.0,2.8179,3.1359,-0.59237,,,,,3.1359,-0.5923723543123562,0.0127487571649922,2.912417333201219,0.0049
-0.15002,23329.462,3.9477,0.7751,,,3.1458,-0.59223,,,,,3.1458,-0.5922523543123563,0.0128228673683139,2.912417333201219,0.0049
-0.15002,23389.463,3.9469,0.7776,0.0,0.0,3.1557,-0.59211,,,,,3.1557,-0.5921184615384636,0.0126615808433996,2.912417333201219,0.0049
-0.15002,23449.462,3.9462,0.7801,,,3.1656,-0.59201,3.9462,0.7801,-2.945397029158229,-0.3402222222222235,3.1656,-0.592001655011657,0.0123372713358911,2.912417333201219,0.0049
-0.15002,23509.464,3.9454,0.7826,0.0,0.0,3.1754,-0.59189,,,,,3.1754,-0.5918755244755265,0.0122763638453591,2.912417333201219,0.0049
-0.15003,23569.464,3.9444,0.7851,,,3.1853,-0.59178,,,,,3.1853,-0.591759930069932,0.0121508548366051,3.0087556294928017,0.0049
-0.15002,23629.462,3.9435,0.7876,0.34647,2.9523,3.1951,-0.5916,,,,,3.1951,-0.591636247086249,0.0126650546124444,3.0087556294928017,0.0049
-0.15003,23689.463,3.9427,0.7901,,,3.205,-0.59152,,,,,3.205,-0.5915104195804215,0.0125214852487509,3.0087556294928017,0.0049
-0.15002,23749.464,3.9421,0.7926,0.0,0.0,3.2149,-0.59139,3.9421,0.7926,-3.0487804878049047,-0.3279999999999745,3.2149,-0.5913883216783237,0.0126868286305246,3.0087556294928017,0.0049
-0.15002,23809.463,3.9413,0.7951,,,3.2247,-0.59127,,,,,3.2247,-0.5912605594405614,0.0127418796315943,3.0087556294928017,0.0049
-0.15002,23869.463,3.9403,0.7976,0.0,0.0,3.2346,-0.59112,,,,,3.2346,-0.5911373659673679,0.0120653263081926,3.0087556294928017,0.0049
-0.15003,23929.462,3.9394,0.8001,,,3.2444,-0.59103,,,,,3.2444,-0.5910227972027992,0.0123815767398021,3.1595521446979915,0.0049
-0.15003,23989.464,3.9386,0.80261,0.0,3.0053,3.2543,-0.59091,,,,,3.2543,-0.590893310023312,0.0127640803855406,3.1595521446979915,0.0049
