Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W),Downsampled Voltage (V),Downsampled Capacity (Ah),dQ/dV from downsampled Voltage (Ah/V),dV/dQ from downsampled Cpacity (V/Ah),Downsampled Energy (Wh),Downsampled Power (W),dP/dE from downsampled Energy (W/Wh),dQ/dV from LEAN (Ah/V),Delta_V (V) in LEAN
-0.14999,22396.735,3.9419,0.73478,,,2.9756,-0.59125,3.9419,0.73478,-2.9783182076006938,-0.3361281563065574,2.9756,-0.591273006993009,0.0130996839415367,3.054063272740257,0.005599999999999999
-0.14999,22456.736,3.9412,0.73728,0.0,0.0,2.9854,-0.59114,,,,,2.9854,-0.5911390209790229,0.012782262212017,3.054063272740257,0.005599999999999999
-0.15,22516.736,3.9404,0.73978,,,2.9953,-0.59106,,,,,2.9953,-0.5910213752913773,0.0120961462974698,3.054063272740257,0.005599999999999999
-0.14999,22576.736,3.9395,0.74228,0.0,,3.0051,-0.59089,,,,,3.0051,-0.5909007692307713,0.011897025655351,3.054063272740257,0.005599999999999999
-0.14999,22636.737,3.9386,0.74477,,0.0,3.015,-0.59075,,,,,3.015,-0.5907870862470882,0.0118719238536044,3.2018615441217464,0.005599999999999999
-0.14999,22696.735,3.9378,0.74727,0.33089,,3.0248,-0.59063,3.9378,0.74727,-3.1277196685427957,-0.3201345588675792,3.0248,-0.5906669696969716,0.012325769468628,3.2018615441217464,0.005599999999999999
-0.15001,22756.736,3.9372,0.74977,,3.0861,3.0346,-0.59062,,,,,3.0346,-0.5905455011655032,0.0124777070752344,3.2018615441217464,0.005599999999999999
-0.14999,22816.735,3.9365,0.75227,0.0,,3.0445,-0.59044,,,,,3.0445,-0.5904211421911442,0.0117067231643019,3.2018615441217464,0.005599999999999999
-0.14999,22876.735,3.9356,0.75477,,0.0,3.0543,-0.5903,,,,,3.0543,-0.5903147086247106,0.0112850559221442,3.2018615441217464,0.005599999999999999
-0.14999,22936.735,3.9346,0.75727,0.0,,3.0642,-0.59015,,,,,3.0642,-0.5901987412587433,0.0117416696492433,3.2018615441217464,0.005599999999999999
-0.15,22996.734,3.9339,0.75977,,0.0,3.074,-0.59009,3.9339,0.75977,-3.2478486425853816,-0.3080000000000211,3.074,-0.5900834032634052,0.0122722515579738,3.2018615441217464,0.005599999999999999
-0.14999,23056.736,3.9333,0.76227,0.0,,3.0838,-0.58996,,,,,3.0838,-0.5899582051282071,0.0118502216695901,3.3606094577747707,0.005599999999999999
-0.15,23116.736,3.9326,0.76477,,3.2145,3.0937,-0.58989,,,,,3.0937,-0.5898501398601418,0.0111724730222988,3.3606094577747707,0.005599999999999999
-0.14999,23176.736,3.9317,0.76727,0.0,,3.1035,-0.58972,,,,,3.1035,-0.5897381585081605,0.0111840540411982,3.3606094577747707,0.005599999999999999
-0.15,23236.737,3.9309,0.76977,,0.0,3.1133,-0.58964,,,,,3.1133,-0.5896309324009343,0.011867894010745,3.3606094577747707,0.005599999999999999
-0.14999,23296.737,3.9301,0.77227,0.0,,3.1231,-0.58948,3.9301,0.77227,-3.3816930353447106,-0.29620530432436,3.1231,-0.5895055477855498,0.0122392847786692,3.3606094577747707,0.005599999999999999
-0.14999,23356.737,3.9295,0.77477,,0.0,3.133,-0.58939,,,,,3.133,-0.5893899300699321,0.0122560193131704,3.3606094577747707,0.005599999999999999
-0.14999,23416.736,3.9288,0.77726,0.0,,3.1428,-0.58928,,,,,3.1428,-0.5892642191142211,0.0122056514913744,3.3606094577747707,0.005599999999999999
-0.14999,23476.735,3.9281,0.77976,0.30803,0.0,3.1526,-0.58918,,,,,3.1526,-0.5891506993007013,0.0117549117549096,3.3606094577747707,0.005599999999999999
-0.14998,23536.735,3.9272,0.78226,,3.3613,3.1624,-0.589,,,,,3.1624,-0.5890338228438248,0.0112078397792778,3.5185142489728682,0.005599999999999999
-0.14999,23596.736,3.9265,0.78476,0.0,,3.1722,-0.58894,,,,,3.1722,-0.5889310256410275,0.0104752390466629,3.5185142489728682,0.005599999999999999
-0.14998,23656.736,3.9258,0.78726,,0.0,3.182,-0.58879,3.9258,0.78726,-3.533116108697456,-0.283118363618712,3.182,-0.5888285081585102,0.0101945673374288,3.5185142489728682,0.005599999999999999
-0.14999,23716.736,3.9252,0.78976,0.0,,3.1918,-0.58874,,,,,3.1918,-0.588731212121214,0.0103350855213264,3.5185142489728682,0.005599999999999999
-0.14999,23776.736,3.9245,0.79226,,0.0,3.2017,-0.58864,,,,,3.2017,-0.5886248251748271,0.0100613563498406,3.5185142489728682,0.005599999999999999
-0.15,23836.736,3.9237,0.79476,0.0,,3.2115,-0.58856,,,,,3.2115,-0.588532867132869,0.0097152847152806,3.5185142489728682,0.005599999999999999
-0.15,23896.735,3.9229,0.79726,,0.0,3.2213,-0.58844,,,,,3.2213,-0.5884344055944075,0.0098960563246244,3.5185142489728682,0.005599999999999999
-0.14999,23956.736,3.9223,0.79976,0.0,3.523,3.2311,-0.58831,3.9223,0.79976,-3.700153450153408,-0.2709846530401592,3.2311,-0.5883389044289065,0.0107927786499217,3.7000921667621123,0.005599999999999999
-0.14998,24016.736,3.9217,0.80226,,,3.2409,-0.58818,,,,,3.2409,-0.588222867132869,0.011262546976841,3.7000921667621123,0.005599999999999999
-0.15,24076.736,3.9211,0.80476,0.0,0.0,3.2507,-0.58817,,,,,3.2507,-0.5881181585081604,0.0109604681033061,3.7000921667621123,0.005599999999999999
-0.15,24136.737,3.9202,0.80726,,,3.2605,-0.58803,,,,,3.2605,-0.588008041958044,0.0110508539079923,3.7000921667621123,0.005599999999999999
-0.14999,24196.735,3.9195,0.80976,0.0,0.0,3.2703,-0.58789,,,,,3.2703,-0.5879015617715638,0.0109188430617024,3.7000921667621123,0.005599999999999999
-0.14998,24256.735,3.9189,0.81225,,,3.2801,-0.58776,,,,,3.2801,-0.5877940326340345,0.011130536130544,3.7000921667621123,0.005599999999999999
-0.14999,24316.735,3.9184,0.81475,0.28225,0.0,3.2899,-0.58772,3.9184,0.81475,-3.754940318302516,-0.2666844633440064,3.2899,-0.5876834032634052,0.0110996185064387,3.7000921667621123,0.005599999999999999
-0.14998,24376.736,3.9176,0.81725,,3.6807,3.2996,-0.58756,,,,,3.2996,-0.5875775524475544,0.00957093961512,3.7000921667621123,0.005599999999999999
-0.14999,24436.734,3.9168,0.81975,0.0,,3.3094,-0.58748,,,,,3.3094,-0.5874970396270416,0.0086901194043989,3.7000921667621123,0.005599999999999999
-0.14999,24496.735,3.9162,0.82225,,0.0,3.3192,-0.58739,,,,,3.3192,-0.5874072261072281,0.0091646448789397,3.867840686362337,0.005599999999999999
-0.14999,24556.735,3.9157,0.82475,,,3.329,-0.58732,,,,,3.329,-0.5873174125874144,0.0100696922125358,3.867840686362337,0.005599999999999999
-0.15,24616.737,3.9151,0.82725,0.0,0.0,3.3388,-0.58727,,,,,3.3388,-0.5872098601398622,0.0103004138718389,3.867840686362337,0.005599999999999999
-0.14999,24676.735,3.9145,0.82975,,,3.3486,-0.58714,,,,,3.3486,-0.5871155244755264,0.0101612673041415,3.867840686362337,0.005599999999999999
-0.14998,24736.735,3.9136,0.83225,0.0,0.0,3.3584,-0.58696,3.9136,0.83225,-3.8126631986944233,-0.2630912193818773,3.3584,-0.5870106993007012,0.0103025975949933,3.867840686362337,0.005599999999999999
-0.14999,24796.736,3.913,0.83475,,,3.3681,-0.58691,,,,,3.3681,-0.5869145454545475,0.0100399298597899,3.867840686362337,0.005599999999999999
-0.14998,24856.736,3.9123,0.83725,0.0,3.8289,3.3779,-0.58677,,,,,3.3779,-0.5868148951048971,0.0101874316160071,3.867840686362337,0.005599999999999999
-0.14999,24916.736,3.9119,0.83975,,,3.3877,-0.58675,,,,,3.3877,-0.5867148717948738,0.0094512630226901,3.867840686362337,0.005599999999999999
-0.14999,24976.735,3.9112,0.84225,0.0,0.0,3.3975,-0.58664,,,,,3.3975,-0.5866296503496523,0.0084486941629826,3.867840686362337,0.005599999999999999
-0.15,25036.737,3.9105,0.84475,,,3.4073,-0.58658,,,,,3.4073,-0.5865492773892794,0.0090614333867975,3.912613773610674,0.005599999999999999
-0.14999,25096.735,3.9098,0.84724,0.0,0.0,3.417,-0.58643,3.9098,0.84724,-4.000124229492485,-0.2500856404361968,3.417,-0.5864531235431255,0.0094033747177633,3.912613773610674,0.005599999999999999
-0.14999,25156.735,3.9092,0.84974,,,3.4268,-0.58634,,,,,3.4268,-0.5863660139860158,0.0095678131392311,3.912613773610674,0.005599999999999999
-0.14999,25216.735,3.9088,0.85224,0.0,0.0,3.4366,-0.58628,,,,,3.4366,-0.5862655944055964,0.009917142007314,3.912613773610674,0.005599999999999999
-0.14999,25276.735,3.9081,0.85474,,,3.4463,-0.58618,,,,,3.4463,-0.5861725641025661,0.0097917240797045,3.912613773610674,0.005599999999999999
-0.14999,25336.736,3.9074,0.85724,0.24988,3.9749,3.4561,-0.58607,,,,,3.4561,-0.5860746153846174,0.0092859521430916,3.912613773610674,0.005599999999999999
-0.15,25396.736,3.9067,0.85974,,,3.4659,-0.58601,,,,,3.4659,-0.5859905594405614,0.008787032108664,3.912613773610674,0.005599999999999999
-0.14999,25456.734,3.9061,0.86224,0.0,0.0,3.4756,-0.58588,3.9061,0.86224,-4.105681540491517,-0.2436521489393612,3.4756,-0.585903310023312,0.0093360313389752,3.912613773610674,0.005599999999999999
-0.14999,25516.737,3.9056,0.86474,,,3.4854,-0.5858,,,,,3.4854,-0.5858084382284402,0.0096879311165061,3.912613773610674,0.005599999999999999
-0.14999,25576.736,3.905,0.86724,0.0,0.0,3.4952,-0.58571,,,,,3.4952,-0.5857134265734286,0.0091619740605821,3.8515257193776944,0.005599999999999999
-0.15,25636.736,3.9044,0.86974,,,3.5049,-0.58566,,,,,3.5049,-0.5856296736596756,0.0092365149043622,3.8515257193776944,0.005599999999999999
-0.15,25696.736,3.9036,0.87224,0.0,0.0,3.5147,-0.58554,,,,,3.5147,-0.5855331934731953,0.0094575257201263,3.8515257193776944,0.005599999999999999
-0.14999,25756.734,3.903,0.87474,,,3.5244,-0.58541,,,,,3.5244,-0.5854451748251768,0.0097474067792369,3.8515257193776944,0.005599999999999999
-0.14999,25816.734,3.9025,0.87723,0.0,3.9369,3.5342,-0.58534,,,,,3.5342,-0.5853429836829855,0.010468409276612,3.8515257193776944,0.005599999999999999
-0.15,25876.737,3.9019,0.87973,,,3.5439,-0.58529,3.9019,0.87973,-3.908364468326369,-0.2580073351504666,3.5439,-0.5852410489510509,0.0101939096614422,3.8515257193776944,0.005599999999999999
-0.14999,25936.735,3.901,0.88223,0.0,0.0,3.5537,-0.58511,,,,,3.5537,-0.5851442657342677,0.0096407787673271,3.8515257193776944,0.005599999999999999
-0.15,25996.735,3.9004,0.88473,,,3.5634,-0.58506,,,,,3.5634,-0.5850530069930089,0.0096644425272529,3.8515257193776944,0.005599999999999999
-0.14999,26056.735,3.8997,0.88723,0.0,0.0,3.5732,-0.58492,,,,,3.5732,-0.5849557575757595,0.0105352009872241,3.723721494784158,0.005599999999999999
-0.15,26116.737,3.8991,0.88973,,,3.5829,-0.58487,,,,,3.5829,-0.5848476923076942,0.0113421352007421,3.723721494784158,0.005599999999999999
-0.15,26176.737,3.8985,0.89223,0.0,0.0,3.5927,-0.58478,,,,,3.5927,-0.5847345454545474,0.010838520391033,3.723721494784158,0.005599999999999999
-0.14999,26236.735,3.8978,0.89473,0.25715,3.8311,3.6024,-0.58463,3.8978,0.89473,-3.658536585365837,-0.2733333333333121,3.6024,-0.5846362004662023,0.010195131329155,3.723721494784158,0.005599999999999999
-0.14999,26296.735,3.897,0.89723,,,3.6121,-0.58451,,,,,3.6121,-0.5845367599067618,0.0097783532631048,3.723721494784158,0.005599999999999999
-0.14999,26356.735,3.8963,0.89973,0.0,0.0,3.6219,-0.58441,,,,,3.6219,-0.5844456177156198,0.0103314841572483,3.723721494784158,0.005599999999999999
-0.14999,26416.735,3.8957,0.90223,,,3.6316,-0.58432,,,,,3.6316,-0.584335501165503,0.0108710178835949,3.723721494784158,0.005599999999999999
-0.15,26476.736,3.8952,0.90473,0.0,0.0,3.6414,-0.58428,,,,,3.6414,-0.5842337296037315,0.010465227533313,3.723721494784158,0.005599999999999999
-0.15,26536.735,3.8945,0.90723,,,3.6511,-0.58418,,,,,3.6511,-0.5841314452214471,0.0106625333429413,3.723721494784158,0.005599999999999999
-0.14999,26596.735,3.8937,0.90973,0.0,,3.6608,-0.58402,3.8937,0.90973,-3.610002750779401,-0.2770933438881826,3.6608,-0.5840268764568785,0.010926707571091,3.5157220901936115,0.005599999999999999
-0.14998,26656.734,3.8929,0.91222,,0.0,3.6706,-0.58386,,,,,3.6706,-0.5839183449883469,0.0115957785653044,3.5157220901936115,0.005599999999999999
-0.14999,26716.735,3.8923,0.91472,0.0,3.734,3.6803,-0.58381,,,,,3.6803,-0.5838008624708645,0.011896522721269,3.5157220901936115,0.005599999999999999
-0.14998,26776.737,3.8917,0.91722,,,3.69,-0.58368,,,,,3.69,-0.5836875524475543,0.0112200514262319,3.5157220901936115,0.005599999999999999
-0.14999,26836.735,3.891,0.91972,0.0,0.0,3.6997,-0.58361,,,,,3.6997,-0.5835831934731955,0.0100248976254349,3.5157220901936115,0.005599999999999999
-0.14999,26896.735,3.8902,0.92222,,,3.7095,-0.58349,3.8902,0.92222,-3.4656547619048013,-0.2892092648290827,3.7095,-0.5834922144522164,0.0094186275187801,3.5157220901936115,0.005599999999999999
-0.14999,26956.735,3.8894,0.92472,0.0,0.0,3.7192,-0.58337,,,,,3.7192,-0.5833995571095592,0.010266022637154,3.5157220901936115,0.005599999999999999
-0.15,27016.737,3.8887,0.92722,,,3.7289,-0.58331,,,,,3.7289,-0.5832930536130556,0.0110770672626436,3.258427396096539,0.005599999999999999
-0.14999,27076.735,3.8881,0.92972,0.27856,0.0,3.7386,-0.58318,,,,,3.7386,-0.5831846620046639,0.0113269891620433,3.258427396096539,0.005599999999999999
-0.15,27136.734,3.8873,0.93222,,3.4633,3.7483,-0.5831,,,,,3.7483,-0.583073310023312,0.0115703984345501,3.258427396096539,0.005599999999999999
-0.15,27196.735,3.8864,0.93472,0.0,,3.7581,-0.58296,,,,,3.7581,-0.5829590209790231,0.0120426128005135,3.258427396096539,0.005599999999999999
-0.14999,27256.735,3.8857,0.93722,,0.0,3.7678,-0.58282,3.8857,0.93722,-3.2230392156861853,-0.3109090909091065,3.7678,-0.5828385547785567,0.0129707062696908,3.258427396096539,0.005599999999999999
-0.14999,27316.736,3.8849,0.93972,0.0,,3.7775,-0.5827,,,,,3.7775,-0.5827073892773912,0.0131317136471764,3.258427396096539,0.005599999999999999
-0.14999,27376.735,3.8843,0.94222,,0.0,3.7872,-0.58261,,,,,3.7872,-0.5825837995338015,0.0124852810419788,3.258427396096539,0.005599999999999999
-0.14998,27436.735,3.8835,0.94472,0.0,,3.7969,-0.58245,,,,,3.7969,-0.5824651748251768,0.011812414389734,3.258427396096539,0.005599999999999999
-0.14999,27496.735,3.8825,0.94722,,3.2214,3.8066,-0.58234,,,,,3.8066,-0.5823546386946407,0.0117559416528436,3.0194405038775898,0.005599999999999999
-0.14999,27556.735,3.8817,0.94972,,,3.8163,-0.58222,3.8817,0.94972,-3.0731112494811725,-0.3255555555555247,3.8163,-0.5822371095571116,0.0120094681950391,3.0194405038775898,0.005599999999999999
-0.15,27616.735,3.8809,0.95222,0.0,0.0,3.826,-0.58214,,,,,3.826,-0.5821216550116569,0.0125645831831455,3.0194405038775898,0.005599999999999999
-0.15,27676.735,3.8802,0.95472,,,3.8357,-0.58203,,,,,3.8357,-0.5819933566433586,0.0128301252012548,3.0194405038775898,0.005599999999999999
-0.14999,27736.736,3.8794,0.95722,0.0,0.0,3.8454,-0.58187,,,,,3.8454,-0.5818727505827526,0.0125585754451726,3.0194405038775898,0.005599999999999999
-0.14999,27796.736,3.8784,0.95972,,,3.8551,-0.58172,3.8784,0.95972,-2.9757436667779587,-0.3363474523504806,3.8551,-0.5817497202797223,0.0127964818686479,3.0194405038775898,0.005599999999999999
-0.15,27856.734,3.8775,0.96222,0.32013,2.9868,3.8648,-0.58163,,,,,3.8648,-0.5816244988345007,0.0134369067358868,2.872529153520136,0.005599999999999999
-0.14999,27916.735,3.8766,0.96471,,,3.8745,-0.58145,,,,,3.8745,-0.5814890442890461,0.0141061687453429,2.872529153520136,0.005599999999999999
-0.15,27976.736,3.8759,0.96721,0.0,0.0,3.8842,-0.58139,,,,,3.8842,-0.5813508391608411,0.0139800062480368,2.872529153520136,0.005599999999999999
-0.15,28036.737,3.875,0.96971,,,3.8939,-0.58125,,,,,3.8939,-0.5812178321678342,0.0138526422031546,2.872529153520136,0.005599999999999999
-0.14999,28096.735,3.8741,0.97221,0.0,0.0,3.9036,-0.58108,3.8741,0.97221,-2.84265621329574,-0.3521345639937578,3.9036,-0.5810820979020999,0.0144496734851529,2.872529153520136,0.005599999999999999
-0.14999,28156.736,3.873,0.97471,,,3.9132,-0.58091,,,,,3.9132,-0.5809390442890462,0.014203437161786,2.872529153520136,0.005599999999999999
-0.14999,28216.735,3.8721,0.97721,0.0,2.8153,3.9229,-0.58078,,,,,3.9229,-0.5808081118881138,0.0144317881431312,2.872529153520136,0.005599999999999999
-0.15,28276.737,3.8712,0.97971,,,3.9326,-0.58068,,,,,3.9326,-0.5806590675990695,0.0143596952875313,2.8021339033562813,0.005599999999999999
-0.14999,28336.734,3.8705,0.98221,0.0,0.0,3.9423,-0.58054,,,,,3.9423,-0.5805295337995356,0.013430014179498,2.8021339033562813,0.005599999999999999
-0.14999,28396.734,3.8696,0.98471,,,3.9519,-0.5804,3.8696,0.98471,-2.7777777777778283,-0.3599999999999852,3.9519,-0.5803998834498854,0.0131670433487158,2.8021339033562813,0.005599999999999999
-0.15,28456.736,3.8686,0.98721,0.0,0.0,3.9616,-0.58029,,,,,3.9616,-0.5802754778554798,0.0131100857905011,2.8021339033562813,0.005599999999999999
-0.14999,28516.734,3.8676,0.98971,0.35668,,3.9713,-0.5801,,,,,3.9713,-0.5801455477855497,0.0138078984332885,2.8021339033562813,0.005599999999999999
-0.15,28576.737,3.8669,0.99221,,2.7793,3.9809,-0.58004,,,,,3.9809,-0.5800090675990694,0.0138915709703582,2.8021339033562813,0.005599999999999999
-0.14999,28636.734,3.866,0.99471,0.0,,3.9906,-0.57986,3.866,0.99471,-2.7053737948474748,-0.3701952878340648,3.9906,-0.5798775058275077,0.0136940379208354,2.7146243623220183,0.005599999999999999
-0.15,28696.734,3.8651,0.99721,,0.0,4.0003,-0.57977,,,,,4.0003,-0.5797434032634052,0.0142537283617123,2.7146243623220183,0.005599999999999999
-0.15,28756.737,3.864,0.99971,0.0,,4.0099,-0.5796,,,,,4.0099,-0.5796024941724961,0.0141114850486978,2.7146243623220183,0.005599999999999999
-0.15,28816.737,3.863,1.0022,,0.0,4.0196,-0.57945,,,,,4.0196,-0.5794711655011675,0.0148180701302891,2.7146243623220183,0.005599999999999999
-0.15,28876.735,3.8622,1.0047,0.0,2.7353,4.0292,-0.57933,3.8622,1.0047,-2.630263157894717,-0.3801902853328727,4.0292,-0.5793167599067618,0.0156775066181573,2.7146243623220183,0.005599999999999999
-0.14999,28936.735,3.8614,1.0072,,,4.0389,-0.57917,,,,,4.0389,-0.5791686713286733,0.0155090977386151,2.7146243623220183,0.005599999999999999
-0.14999,28996.734,3.8604,1.0097,0.0,0.0,4.0485,-0.57902,,,,,4.0485,-0.5790174825174844,0.0150907350532918,2.6498572282857644,0.005599999999999999
-0.15,29056.735,3.8593,1.0122,,,4.0582,-0.5789,,,,,4.0582,-0.5788775524475542,0.0146562889581929,2.6498572282857644,0.005599999999999999
-0.14998,29116.735,3.8584,1.0147,0.0,0.0,4.0678,-0.57868,3.8584,1.0147,-2.6194665442676524,-0.3817777777777849,4.0678,-0.5787346620046641,0.0150626984239607,2.6498572282857644,0.005599999999999999
-0.14999,29176.735,3.8575,1.0172,0.37098,2.5688,4.0775,-0.57859,,,,,4.0775,-0.5785868065268084,0.0152774807631033,2.6498572282857644,0.005599999999999999
-0.14999,29236.735,3.8567,1.0197,,,4.0871,-0.57847,,,,,4.0871,-0.5784398135198154,0.0147336092721523,2.6498572282857644,0.005599999999999999
-0.14999,29296.735,3.8557,1.0222,0.0,0.0,4.0968,-0.57832,,,,,4.0968,-0.5783025641025661,0.0141234321723544,2.6498572282857644,0.005599999999999999
-0.14999,29356.735,3.8546,1.0247,,,4.1064,-0.57815,,,,,4.1064,-0.5781672261072279,0.0142227564102626,2.635228506210951,0.005599999999999999
-0.14999,29416.734,3.8536,1.0272,0.0,0.0,4.116,-0.578,3.8536,1.0272,-2.6194665442676524,-0.381777777777728,4.116,-0.5780294871794891,0.014785828214098,2.635228506210951,0.005599999999999999
-0.14999,29476.734,3.8528,1.0297,,,4.1257,-0.57788,,,,,4.1257,-0.5778817715617734,0.0150408822418093,2.635228506210951,0.005599999999999999
-0.15,29536.737,3.8519,1.0322,0.0,2.703,4.1353,-0.57779,,,,,4.1353,-0.5777391608391629,0.0143259518259455,2.635228506210951,0.005599999999999999
-0.14999,29596.734,3.8509,1.0347,,,4.1449,-0.5776,,,,,4.1449,-0.5776067132867153,0.0137711247086329,2.635228506210951,0.005599999999999999
-0.14999,29656.735,3.8498,1.0372,0.0,0.0,4.1545,-0.57743,3.8498,1.0372,-2.706654022443473,-0.3700000000000045,4.1545,-0.5774747552447571,0.0142632411323084,2.635228506210951,0.005599999999999999
-0.15,29716.735,3.8489,1.0397,,,4.1642,-0.57734,,,,,4.1642,-0.5773313286713306,0.0150674545498397,2.661693791581319,0.005599999999999999
-0.15,29776.735,3.848,1.0422,0.37948,0.0,4.1738,-0.5772,,,,,4.1738,-0.5771840093240114,0.0150471056721102,2.661693791581319,0.005599999999999999
-0.15,29836.736,3.8471,1.0447,,2.6373,4.1834,-0.57707,,,,,4.1834,-0.5770424242424261,0.0146209693084777,2.661693791581319,0.005599999999999999
-0.14999,29896.735,3.8462,1.0472,0.0,,4.193,-0.57689,3.8462,1.0472,-2.7066540224435016,-0.3700000000000045,4.193,-0.5769032867132886,0.0142543220668187,2.661693791581319,0.005599999999999999
-0.14999,29956.736,3.8451,1.0497,,0.0,4.2026,-0.57673,,,,,4.2026,-0.5767687412587432,0.0146573912198988,2.661693791581319,0.005599999999999999
-0.15,30016.735,3.8442,1.0522,,,4.2122,-0.57663,,,,,4.2122,-0.5766218648018666,0.0149730477855491,2.661693791581319,0.005599999999999999
-0.15,30076.734,3.8433,1.0547,0.0,0.0,4.2218,-0.5765,,,,,4.2218,-0.5764812587412607,0.0150506826886207,2.703630921481365,0.005599999999999999
-0.14999,30136.735,3.8424,1.0572,,2.6599,4.2315,-0.57632,3.8424,1.0572,-2.6703988231448363,-0.374666666666684,4.2315,-0.5763313053613073,0.0152593632567707,2.703630921481365,0.005599999999999999
-0.15,30196.735,3.8415,1.0597,0.0,,4.2411,-0.57623,,,,,4.2411,-0.5761867132867151,0.0149900446775461,2.703630921481365,0.005599999999999999
-0.14999,30256.735,3.8404,1.0622,,0.0,4.2507,-0.57602,,,,,4.2507,-0.5760434965034984,0.0152437839937782,2.703630921481365,0.005599999999999999
-0.14999,30316.735,3.8395,1.0647,0.0,,4.2603,-0.57589,,,,,4.2603,-0.5758940326340346,0.0155220320079756,2.703630921481365,0.005599999999999999
-0.14998,30376.736,3.8386,1.0672,,0.0,4.2698,-0.57571,,,,,4.2698,-0.5757470163170183,0.0148179386173623,2.703630921481365,0.005599999999999999
-0.14999,30436.737,3.8378,1.0697,0.37432,,4.2794,-0.57563,3.8378,1.0697,-2.6703988231448648,-0.3746666666666272,4.2794,-0.5756111421911442,0.01429924242424,2.730096206851678,0.005599999999999999
-0.14999,30496.737,3.8369,1.0722,,2.7045,4.289,-0.5755,,,,,4.289,-0.5754724708624729,0.0139204545454525,2.730096206851678,0.005599999999999999
-0.14999,30556.736,3.8358,1.0747,0.0,,4.2986,-0.57533,,,,,4.2986,-0.5753438694638714,0.0133692696192753,2.730096206851678,0.005599999999999999
-0.14999,30616.735,3.8349,1.0772,,0.0,4.3082,-0.5752,,,,,4.3082,-0.5752157808857828,0.0134336149961207,2.730096206851678,0.005599999999999999
-0.15,30676.735,3.834,1.0797,0.0,,4.3178,-0.5751,3.834,1.0797,-2.7066540224434164,-0.3700000000000045,4.3178,-0.5750859440559459,0.0141705516705563,2.730096206851678,0.005599999999999999
-0.14999,30736.736,3.8332,1.0822,,0.0,4.3274,-0.57494,,,,,4.3274,-0.5749437062937082,0.014383012820506,2.730096206851678,0.005599999999999999
-0.14999,30796.736,3.8323,1.0847,0.0,2.7362,4.337,-0.57481,,,,,4.337,-0.5748097902097922,0.0140320282385992,2.7520392899639,0.005599999999999999
-0.15,30856.735,3.8313,1.0872,,,4.3465,-0.5747,,,,,4.3465,-0.5746757109557128,0.0140344436533155,2.7520392899639,0.005599999999999999
-0.14999,30916.736,3.8304,1.0897,0.0,0.0,4.3561,-0.57452,3.8304,1.0897,-2.777777777777686,-0.3600000000000136,4.3561,-0.5745417482517501,0.0143733003107904,2.7520392899639,0.005599999999999999
-0.14999,30976.735,3.8295,1.0922,,,4.3657,-0.57439,,,,,4.3657,-0.5743997435897455,0.01419604700855,2.7520392899639,0.005599999999999999
-0.14999,31036.734,3.8288,1.0947,0.0,0.0,4.3753,-0.57428,,,,,4.3753,-0.5742691841491859,0.0138877167771198,2.7520392899639,0.005599999999999999
-0.14999,31096.735,3.8278,1.0972,0.36273,,4.3848,-0.57413,,,,,4.3848,-0.5741345454545473,0.0136872373554162,2.7520392899639,0.005599999999999999
-0.15,31156.735,3.8268,1.0997,,2.7696,4.3944,-0.57402,,,,,4.3944,-0.5740078554778575,0.0130961052836013,2.7976554996672487,0.005599999999999999
-0.14999,31216.736,3.8259,1.1022,0.0,,4.404,-0.57385,3.8259,1.1022,-2.777777777777729,-0.3599999999999852,4.404,-0.5738831002331022,0.0137337563694757,2.7976554996672487,0.005599999999999999
-0.15,31276.736,3.8251,1.1047,,0.0,4.4135,-0.57377,,,,,4.4135,-0.5737456876456896,0.0144306035159225,2.7976554996672487,0.005599999999999999
-0.14999,31336.735,3.8243,1.1072,0.0,,4.4231,-0.57361,,,,,4.4231,-0.5736074825174844,0.0143652403863683,2.7976554996672487,0.005599999999999999
-0.15,31396.735,3.8233,1.1097,,0.0,4.4326,-0.5735,,,,,4.4326,-0.5734713053613071,0.01453190400197,2.7976554996672487,0.005599999999999999
-0.14999,31456.736,3.8223,1.1122,0.0,2.7921,4.4422,-0.57331,3.8223,1.1122,-2.8366532561410907,-0.3528888888888843,4.4422,-0.5733298834498853,0.0141705568894501,2.7976554996672487,0.005599999999999999
-0.14999,31516.736,3.8214,1.1147,,,4.4517,-0.57317,,,,,4.4517,-0.573200536130538,0.0143130663578787,2.8623788351343706,0.005599999999999999
-0.14999,31576.736,3.8207,1.1172,0.0,0.0,4.4613,-0.57307,,,,,4.4613,-0.5730563636363655,0.0142612691608654,2.8623788351343706,0.005599999999999999
-0.14999,31636.734,3.8198,1.1197,,,4.4708,-0.57293,,,,,4.4708,-0.5729279953379972,0.0133530732264794,2.8623788351343706,0.005599999999999999
-0.14999,31696.734,3.8189,1.1222,0.0,0.0,4.4804,-0.5728,,,,,4.4804,-0.572801351981354,0.0130768215090668,2.8623788351343706,0.005599999999999999
-0.15,31756.735,3.818,1.1247,0.35619,,4.4899,-0.5727,3.818,1.1247,-2.8795042167134994,-0.3473333333333528,4.4899,-0.5726782051282071,0.0132362388805269,2.8623788351343706,0.005599999999999999
