Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15002,59149.463,3.5122,2.2678,0.0,,8.7019,-0.5269
-0.15002,59209.462,3.5112,2.2703,,0.0,8.7107,-0.52675
-0.15002,59269.462,3.5104,2.2728,0.0,,8.7195,-0.52663
-0.15,59329.462,3.5096,2.2753,,0.0,8.7283,-0.52644
-0.15002,59389.464,3.509,2.2778,0.0,,8.737,-0.52642
-0.15001,59449.463,3.5082,2.2803,,3.1469,8.7458,-0.52627
-0.15002,59509.464,3.5073,2.2828,0.0,,8.7546,-0.52617
-0.15002,59569.463,3.5064,2.2853,,0.0,8.7633,-0.52603
-0.15001,59629.462,3.5056,2.2878,0.0,,8.7721,-0.52588
-0.15002,59689.462,3.5049,2.2903,,0.0,8.7809,-0.52581
-0.15002,59749.462,3.5041,2.2928,0.0,,8.7896,-0.52569
-0.15002,59809.463,3.5032,2.2953,0.32229,3.0496,8.7984,-0.52555
-0.15002,59869.463,3.5023,2.2978,,,8.8071,-0.52542
-0.15002,59929.463,3.5015,2.3003,0.0,0.0,8.8159,-0.5253
-0.15002,59989.464,3.5008,2.3028,,,8.8247,-0.52519
-0.15002,60049.464,3.5,2.3053,0.0,0.0,8.8334,-0.52507
-0.15002,60109.463,3.4991,2.3078,,,8.8422,-0.52493
-0.15001,60169.463,3.4982,2.3103,0.0,3.0777,8.8509,-0.52476
-0.15002,60229.462,3.4974,2.3128,,,8.8597,-0.52468
-0.15002,60289.463,3.4967,2.3153,0.0,,8.8684,-0.52457
-0.15001,60349.463,3.4959,2.3178,,0.0,8.8771,-0.52442
-0.15003,60409.463,3.4949,2.3203,0.0,,8.8859,-0.52434
-0.15002,60469.464,3.494,2.3228,,0.0,8.8946,-0.52417
-0.15003,60529.464,3.4931,2.3253,0.33168,2.9468,8.9033,-0.52407
-0.15003,60589.462,3.4924,2.3278,,,8.9121,-0.52396
-0.15002,60649.462,3.4916,2.3303,0.0,0.0,8.9208,-0.52381
-0.15002,60709.462,3.4906,2.3328,,,8.9295,-0.52366
-0.15002,60769.463,3.4897,2.3353,0.0,0.0,8.9383,-0.52352
-0.15003,60829.463,3.4888,2.3378,,,8.947,-0.52342
-0.15002,60889.463,3.4881,2.3403,0.0,2.8758,8.9557,-0.52328
-0.15001,60949.463,3.4871,2.3428,,,8.9644,-0.5231
-0.15002,61009.462,3.4861,2.3453,0.0,0.0,8.9732,-0.52298
-0.15002,61069.462,3.4852,2.3478,,,8.9819,-0.52285
-0.15002,61129.462,3.4844,2.3503,0.0,0.0,8.9906,-0.52273
-0.15002,61189.462,3.4835,2.3528,0.35352,,8.9993,-0.52259
-0.15002,61249.464,3.4826,2.3553,,2.6792,9.008,-0.52246
-0.15002,61309.463,3.4815,2.3578,0.0,,9.0167,-0.52229
-0.15002,61369.464,3.4806,2.3603,,0.0,9.0254,-0.52216
-0.15003,61429.462,3.4798,2.3628,0.0,,9.0341,-0.52207
-0.15003,61489.462,3.4789,2.3653,,0.0,9.0428,-0.52194
-0.15003,61549.462,3.4777,2.3678,0.0,2.7535,9.0515,-0.52176
-0.15002,61609.463,3.4768,2.3703,,,9.0602,-0.52159
-0.15001,61669.462,3.4759,2.3728,0.0,0.0,9.0689,-0.52142
-0.15002,61729.462,3.475,2.3753,,,9.0776,-0.52132
-0.15002,61789.463,3.474,2.3778,0.0,0.0,9.0863,-0.52117
-0.15002,61849.462,3.4729,2.3803,0.37906,2.5903,9.095,-0.521
-0.15001,61909.463,3.4719,2.3828,,,9.1036,-0.52082
-0.15003,61969.463,3.471,2.3853,0.0,0.0,9.1123,-0.52075
-0.15002,62029.463,3.4701,2.3878,,,9.121,-0.52058
-0.15002,62089.463,3.4691,2.3903,0.0,0.0,9.1297,-0.52043
-0.15002,62149.463,3.468,2.3928,,2.5397,9.1383,-0.52027
-0.15003,62209.465,3.467,2.3953,0.0,,9.147,-0.52015
-0.15001,62269.463,3.4661,2.3978,,0.0,9.1557,-0.51995
-0.15002,62329.463,3.4651,2.4003,0.0,,9.1643,-0.51983
-0.15002,62389.462,3.464,2.4028,,0.0,9.173,-0.51967
-0.15002,62449.463,3.463,2.4053,0.39582,2.4978,9.1817,-0.51952
-0.15002,62509.463,3.4619,2.4078,,,9.1903,-0.51935
-0.15002,62569.464,3.4611,2.4103,0.0,0.0,9.199,-0.51923
-0.15002,62629.463,3.4601,2.4128,,,9.2076,-0.51908
-0.15002,62689.464,3.4589,2.4153,0.0,0.0,9.2163,-0.5189
-0.15002,62749.462,3.4579,2.4178,,2.4672,9.2249,-0.51875
-0.15003,62809.462,3.4569,2.4203,0.0,,9.2336,-0.51864
-0.15002,62869.463,3.456,2.4228,,0.0,9.2422,-0.51847
-0.15001,62929.463,3.4549,2.4253,0.0,,9.2509,-0.51827
-0.15002,62989.465,3.4537,2.4278,,0.0,9.2595,-0.51812
-0.15002,63049.463,3.4526,2.4303,0.41184,2.3779,9.2681,-0.51796
-0.15002,63109.463,3.4516,2.4328,,,9.2768,-0.51781
-0.15002,63169.462,3.4507,2.4353,0.0,0.0,9.2854,-0.51767
-0.15002,63229.464,3.4496,2.4378,,,9.294,-0.51751
-0.15002,63289.462,3.4483,2.4403,0.0,0.0,9.3026,-0.51731
-0.15001,63349.463,3.4473,2.4428,,2.3261,9.3113,-0.51713
-0.15001,63409.462,3.4463,2.4453,0.0,,9.3199,-0.51698
-0.15001,63469.462,3.4452,2.4478,,0.0,9.3285,-0.51681
-0.15002,63529.464,3.4441,2.4503,0.0,,9.3371,-0.51668
-0.15003,63589.462,3.4429,2.4528,0.43397,2.2846,9.3457,-0.51654
-0.15001,63649.464,3.4418,2.4553,,,9.3543,-0.5163
-0.15002,63709.463,3.4409,2.4578,0.0,0.0,9.3629,-0.5162
-0.15002,63769.464,3.4397,2.4603,,,9.3715,-0.51602
-0.15002,63829.464,3.4386,2.4628,0.0,0.0,9.3801,-0.51586
-0.15002,63889.462,3.4374,2.4653,,2.266,9.3887,-0.51568
-0.15002,63949.464,3.4364,2.4678,0.0,,9.3973,-0.51553
-0.15002,64009.462,3.4355,2.4703,,0.0,9.4059,-0.51539
-0.15002,64069.462,3.4345,2.4728,0.0,,9.4145,-0.51524
-0.15002,64129.463,3.4334,2.4753,0.42541,0.0,9.4231,-0.51508
-0.15003,64189.463,3.4324,2.4778,,2.4682,9.4317,-0.51496
-0.15002,64249.463,3.4314,2.4803,0.0,,9.4402,-0.51478
-0.15002,64309.462,3.4306,2.4828,,0.0,9.4488,-0.51466
-0.15002,64369.463,3.4297,2.4853,0.0,,9.4574,-0.51452
-0.15003,64429.462,3.4288,2.4878,,0.0,9.466,-0.51442
-0.15002,64489.464,3.4278,2.4903,0.0,2.65,9.4745,-0.51424
-0.15003,64549.462,3.427,2.4928,,,9.4831,-0.51415
-0.15001,64609.463,3.4263,2.4953,0.0,0.0,9.4917,-0.51398
-0.15001,64669.464,3.4255,2.4978,,,9.5003,-0.51386
-0.15001,64729.464,3.4247,2.5003,0.0,0.0,9.5088,-0.51374
-0.15002,64789.463,3.4239,2.5028,,,9.5174,-0.51365
-0.15003,64849.463,3.4231,2.5053,0.34663,0.0,9.5259,-0.51357
-0.15002,64909.464,3.4223,2.5078,,3.2244,9.5345,-0.51341
-0.15002,64969.463,3.4218,2.5103,0.0,,9.5431,-0.51334
-0.15002,65029.463,3.4211,2.5128,,0.0,9.5516,-0.51323
-0.15003,65089.464,3.4202,2.5153,0.0,,9.5602,-0.51313
-0.15002,65149.463,3.4195,2.5178,,0.0,9.5687,-0.51299
-0.15003,65209.463,3.4188,2.5203,0.0,,9.5773,-0.51292
-0.15001,65269.462,3.4183,2.5228,,0.0,9.5858,-0.51278
-0.15002,65329.463,3.4176,2.5253,0.0,3.5371,9.5944,-0.51271
-0.15001,65389.464,3.4169,2.5278,,,9.6029,-0.51257
-0.15001,65449.463,3.4161,2.5303,0.0,0.0,9.6114,-0.51245
-0.15002,65509.463,3.4155,2.5328,,,9.62,-0.51239
-0.15001,65569.463,3.4149,2.5353,0.0,0.0,9.6285,-0.51227
-0.15002,65629.465,3.4143,2.5378,,,9.6371,-0.51221
-0.15002,65689.462,3.4135,2.5403,0.27591,0.0,9.6456,-0.51209
-0.15002,65749.463,3.4128,2.5428,,3.7504,9.6541,-0.51199
-0.15001,65809.463,3.4122,2.5453,0.0,,9.6627,-0.51186
-0.15001,65869.464,3.4117,2.5478,,0.0,9.6712,-0.51179
-0.15002,65929.463,3.4111,2.5503,0.0,,9.6797,-0.51173
-0.15002,65989.463,3.4103,2.5528,,0.0,9.6882,-0.51161
-0.15002,66049.462,3.4097,2.5553,0.0,,9.6968,-0.51152
-0.15002,66109.464,3.4089,2.5578,,0.0,9.7053,-0.5114
-0.15002,66169.463,3.4084,2.5603,0.0,,9.7138,-0.51133
-0.15003,66229.462,3.4077,2.5628,,3.735,9.7223,-0.51126
-0.15002,66289.463,3.407,2.5653,0.0,,9.7309,-0.51112
-0.15003,66349.464,3.4063,2.5678,,0.0,9.7394,-0.51105
-0.15001,66409.462,3.4057,2.5703,0.0,,9.7479,-0.51089
-0.15002,66469.463,3.4051,2.5728,,0.0,9.7564,-0.51083
-0.15002,66529.462,3.4045,2.5753,0.0,,9.7649,-0.51074
-0.15001,66589.464,3.4036,2.5778,0.26629,0.0,9.7734,-0.51057
-0.15002,66649.462,3.4029,2.5803,,3.8412,9.7819,-0.5105
-0.15002,66709.464,3.4024,2.5828,0.0,,9.7904,-0.51043
-0.15001,66769.463,3.4017,2.5853,,0.0,9.799,-0.51029
-0.15001,66829.462,3.401,2.5878,0.0,,9.8075,-0.51018
-0.15001,66889.463,3.4002,2.5903,,0.0,9.816,-0.51006
-0.15002,66949.463,3.3995,2.5928,0.0,,9.8245,-0.50999
-0.15003,67009.463,3.3989,2.5953,,0.0,9.833,-0.50994
-0.15002,67069.464,3.3982,2.5978,0.0,,9.8415,-0.5098
-0.15001,67129.462,3.3975,2.6003,,3.6088,9.85,-0.50966
-0.15003,67189.462,3.3967,2.6028,0.0,,9.8584,-0.50961
-0.15002,67249.462,3.3959,2.6053,,0.0,9.8669,-0.50945
-0.15002,67309.462,3.3952,2.6078,0.0,,9.8754,-0.50935
-0.15003,67369.463,3.3946,2.6103,,0.0,9.8839,-0.50929
-0.15,67429.462,3.3938,2.6128,0.0,,9.8924,-0.50907
-0.15003,67489.463,3.3929,2.6153,0.28005,3.311,9.9009,-0.50904
-0.15001,67549.463,3.3921,2.6178,,,9.9094,-0.50885
-0.15002,67609.463,3.3915,2.6203,0.0,0.0,9.9179,-0.50879
-0.15002,67669.463,3.3907,2.6228,,,9.9263,-0.50867
-0.15002,67729.463,3.3899,2.6253,0.0,0.0,9.9348,-0.50855
-0.15001,67789.463,3.389,2.6278,,,9.9433,-0.50838
-0.15002,67849.463,3.3882,2.6303,0.0,0.0,9.9518,-0.5083
-0.15002,67909.463,3.3873,2.6328,,3.2646,9.9602,-0.50816
-0.15001,67969.463,3.3867,2.6354,0.0,,9.9687,-0.50804
-0.15002,68029.463,3.3858,2.6379,,0.0,9.9772,-0.50794
-0.15002,68089.463,3.3849,2.6404,0.0,,9.9856,-0.5078
-0.15002,68149.463,3.384,2.6429,,0.0,9.9941,-0.50767
-0.15002,68209.462,3.383,2.6454,0.32548,,10.003,-0.50752
-0.15001,68269.463,3.3823,2.6479,,2.9095,10.011,-0.50738
-0.15002,68329.463,3.3814,2.6504,0.0,,10.019,-0.50728
-0.15002,68389.464,3.3804,2.6529,,0.0,10.028,-0.50713
-0.15001,68449.462,3.3793,2.6554,0.0,,10.036,-0.50693
-0.15002,68509.464,3.3784,2.6579,,0.0,10.045,-0.50683
-0.15002,68569.463,3.3776,2.6604,0.0,2.667,10.053,-0.50671
-0.15002,68629.463,3.3766,2.6629,,,10.062,-0.50656
-0.15002,68689.463,3.3754,2.6654,0.0,0.0,10.07,-0.50638
-0.15002,68749.462,3.3744,2.6679,,,10.079,-0.50623
-0.15,68809.463,3.3734,2.6704,0.3868,0.0,10.087,-0.50601
-0.15002,68869.464,3.3724,2.6729,,2.4636,10.095,-0.50593
-0.15002,68929.464,3.3713,2.6754,0.0,,10.104,-0.50576
-0.15002,68989.462,3.37,2.6779,,0.0,10.112,-0.50557
-0.15001,69049.463,3.3688,2.6804,0.0,,10.121,-0.50535
-0.15002,69109.462,3.3677,2.6829,,2.1855,10.129,-0.50522
-0.15001,69169.463,3.3666,2.6854,0.0,,10.138,-0.50502
-0.15002,69229.462,3.3653,2.6879,,0.0,10.146,-0.50486
-0.15001,69289.463,3.3639,2.6904,0.0,,10.154,-0.50462
-0.15002,69349.463,3.3625,2.6929,0.46998,1.9992,10.163,-0.50444
-0.15003,69409.462,3.3613,2.6954,,,10.171,-0.5043
-0.15001,69469.462,3.36,2.6979,0.0,0.0,10.18,-0.50403
-0.15002,69529.462,3.3585,2.7004,,,10.188,-0.50384
-0.15002,69589.462,3.3569,2.7029,0.0,1.8031,10.196,-0.5036
-0.15001,69649.463,3.3554,2.7054,,,10.205,-0.50334
-0.15003,69709.462,3.354,2.7079,0.0,0.0,10.213,-0.5032
-0.15002,69769.462,3.3524,2.7104,0.58165,1.6125,10.222,-0.50293
-0.15002,69829.462,3.3507,2.7129,,,10.23,-0.50267
-0.15002,69889.465,3.3488,2.7154,0.0,0.0,10.238,-0.50239
-0.15003,69949.462,3.3469,2.7179,,1.4617,10.247,-0.50214
-0.15002,70009.464,3.3452,2.7204,0.0,,10.255,-0.50185
-0.15002,70069.463,3.3433,2.7229,0.70922,0.0,10.263,-0.50156
-0.15001,70129.462,3.3412,2.7254,,1.3251,10.272,-0.50121
-0.15002,70189.463,3.339,2.7279,0.0,,10.28,-0.50092
-0.15002,70249.463,3.3368,2.7304,,1.1976,10.288,-0.50059
-0.15002,70309.464,3.3348,2.7329,0.0,,10.297,-0.50029
-0.15001,70369.463,3.3325,2.7354,0.8563,1.106,10.305,-0.49991
-0.15001,70429.462,3.3299,2.7379,,,10.313,-0.49952
-0.15001,70489.464,3.3274,2.7404,0.0,1.0321,10.322,-0.49914
-0.15001,70549.464,3.3249,2.7429,,,10.33,-0.49877
-0.15001,70609.462,3.3223,2.7454,0.99093,0.95038,10.338,-0.49838
-0.15002,70669.464,3.3196,2.7479,,,10.347,-0.49801
-0.15002,70729.463,3.3166,2.7504,0.0,0.92716,10.355,-0.49756
-0.15001,70789.463,3.3137,2.7529,,,10.363,-0.49709
-0.15002,70849.463,3.3108,2.7554,1.1237,0.85846,10.372,-0.49669
-0.15002,70909.462,3.3077,2.7579,,0.82102,10.38,-0.49622
-0.15001,70969.463,3.3046,2.7604,0.0,,10.388,-0.49572
-0.15002,71029.464,3.3012,2.7629,1.2419,0.78046,10.396,-0.49525
-0.15001,71089.462,3.2978,2.7654,,0.7551,10.405,-0.4947
-0.15,71149.465,3.2945,2.7679,0.0,,10.413,-0.49418
-0.15002,71209.464,3.2909,2.7704,1.3723,0.71665,10.421,-0.4937
-0.15002,71269.463,3.2872,2.7729,,0.6849,10.429,-0.49315
-0.15002,71329.463,3.2834,2.7754,1.4562,,10.438,-0.49258
-0.15002,71389.463,3.2793,2.7779,,0.6613,10.446,-0.49196
-0.15003,71449.463,3.2755,2.7804,0.0,0.62965,10.454,-0.49142
-0.15001,71509.463,3.2713,2.7829,1.6089,0.60896,10.462,-0.49073
-0.15002,71569.462,3.2669,2.7854,,0.57877,10.47,-0.4901
-0.15001,71629.462,3.2623,2.7879,1.7379,0.55785,10.478,-0.48938
-0.15003,71689.462,3.2577,2.7904,,0.54385,10.487,-0.48875
-0.15001,71749.463,3.2529,2.7929,1.8801,,10.495,-0.48797
-0.15002,71809.462,3.248,2.7954,,0.5189,10.503,-0.48726
-0.15001,71869.462,3.2429,2.7979,2.0052,0.50495,10.511,-0.48647
-0.15003,71929.463,3.2376,2.8004,,0.47695,10.519,-0.48574
-0.15002,71989.462,3.2321,2.8029,2.118,0.46059,10.527,-0.48488
-0.15001,72049.463,3.2267,2.8054,,0.45172,10.535,-0.48404
-0.15002,72109.463,3.2211,2.8079,2.2248,0.44333,10.543,-0.48323
-0.15001,72169.462,3.2152,2.8104,,0.43134,10.551,-0.48231
-0.15002,72229.463,3.2091,2.8129,2.3317,0.42606,10.559,-0.48143
-0.15002,72289.463,3.2029,2.8154,2.4227,0.4144,10.567,-0.4805
-0.15,72349.462,3.1968,2.8179,,0.40321,10.575,-0.47952
-0.15002,72409.463,3.1904,2.8204,2.5173,0.3906,10.583,-0.47862
-0.15002,72469.462,3.1837,2.8229,,0.38069,10.591,-0.47762
-0.15002,72529.462,3.1769,2.8254,2.6367,0.36824,10.599,-0.4766
-0.15002,72589.464,3.1699,2.8279,2.7304,0.36313,10.607,-0.47555
-0.15001,72649.462,3.163,2.8304,2.82,0.35869,10.615,-0.47448
-0.15002,72709.463,3.1557,2.8329,,0.34479,10.623,-0.47342
-0.15002,72769.463,3.1482,2.8354,2.9188,0.33668,10.631,-0.47229
-0.15002,72829.463,3.1404,2.8379,3.0124,0.32874,10.639,-0.47112
-0.15002,72889.464,3.1325,2.8404,3.1436,0.31764,10.647,-0.46994
-0.15001,72949.463,3.1246,2.8429,,0.31169,10.655,-0.46872
-0.15001,73009.462,3.1162,2.8454,3.2415,0.3022,10.662,-0.46746
-0.15002,73069.464,3.1076,2.8479,3.3372,0.29055,10.67,-0.4662
-0.15001,73129.464,3.0987,2.8504,3.4785,0.28272,10.678,-0.46484
-0.15002,73189.463,3.0896,2.8529,3.6114,0.27365,10.686,-0.4635
-0.15001,73249.464,3.0803,2.8554,3.6877,0.26716,10.693,-0.46208
-0.15003,73309.462,3.0706,2.8579,3.865,0.25773,10.701,-0.46068
-0.15002,73369.463,3.0605,2.8604,3.9822,0.25262,10.709,-0.45914
-0.15002,73429.462,3.0499,2.8629,4.1104,0.23956,10.716,-0.45755
-0.15002,73489.464,3.0392,2.8654,4.297,0.23093,10.724,-0.45594
-0.15003,73549.462,3.0281,2.8679,4.3963,0.22554,10.731,-0.45431
-0.15002,73609.462,3.0164,2.8704,4.5836,0.21295,10.739,-0.45252
-0.15002,73669.464,3.004,2.8729,4.7456,0.20445,10.747,-0.45066
-0.15002,73729.462,2.9913,2.8754,5.0964,0.19314,10.754,-0.44875
-0.15002,73789.462,2.9779,2.8779,5.2652,0.18814,10.762,-0.44674
-0.15002,73849.462,2.964,2.8804,5.4621,0.17761,10.769,-0.44466
-0.15003,73909.463,2.9492,2.8829,5.8599,0.16767,10.776,-0.44247
-0.15002,73969.462,2.9335,2.8854,6.0791,0.16084,10.784,-0.44008
-0.15002,74029.463,2.9169,2.8879,6.5425,0.14726,10.791,-0.43759
-0.15002,74089.462,2.8993,2.8904,7.0995,0.13911,10.798,-0.43495
-0.15002,74149.462,2.8802,2.8929,7.7431,0.1261,10.806,-0.43209
-0.15002,74209.464,2.859,2.8954,8.5301,0.11437,10.813,-0.42891
-0.15002,74269.462,2.8346,2.8979,9.6428,0.097905,10.82,-0.42525
-0.15002,74329.462,2.8049,2.9004,12.015,0.07765,10.827,-0.42079
-0.15002,74389.464,2.7657,2.9029,16.693,0.056148,10.834,-0.41491
-0.15002,74449.464,2.7154,2.9054,21.207,0.046029,10.841,-0.40736
-0.15003,74509.462,2.6592,2.9079,22.858,0.04333,10.847,-0.39896
-0.15002,74569.462,2.6016,2.9104,22.902,0.043493,10.854,-0.39029
-0.15001,74629.463,2.5455,2.9129,21.994,0.045099,10.86,-0.38185
-0.15002,74681.258,2.5,2.915,20.512,0.048667,10.866,-0.37505
-0.15048,74681.365,2.4999,2.915,20.512,0.048667,10.866,-0.37618
