Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.14999,1156.42,4.2002,0.03924,0.0,0.0,0.16548,0.62999
0.148,1156.43,4.2002,0.03924,0.0,0.0,0.16549,0.62163
0.14998,76509.948,3.1527,0.03999,,0.2639,0.12226,0.47284
0.14999,76569.948,3.1616,0.04249,3.7388,0.2774,0.13015,0.47421
0.14999,76629.948,3.1702,0.04499,3.5961,0.28738,0.13806,0.4755
0.14998,76689.948,3.1787,0.04749,3.4502,0.29931,0.14599,0.47674
0.14998,76749.949,3.1869,0.04999,3.3364,0.30478,0.15395,0.47797
0.14998,76809.949,3.1948,0.05248,3.1953,0.31647,0.16192,0.47916
0.14998,76869.948,3.2024,0.05498,,0.32408,0.16992,0.4803
0.14998,76929.95,3.2098,0.05748,3.0719,0.33573,0.17793,0.48141
0.14998,76989.948,3.2172,0.05998,2.9605,0.34017,0.18596,0.48252
0.14999,77049.948,3.2242,0.06248,2.8523,0.35579,0.19401,0.4836
0.14998,77109.947,3.231,0.06498,,0.36051,0.20207,0.48459
0.14998,77169.95,3.2376,0.06748,2.734,0.36954,0.21016,0.48558
0.14999,77229.948,3.2441,0.06998,2.6353,0.38362,0.21826,0.48658
0.14998,77289.948,3.2506,0.07248,,0.39418,0.22637,0.48752
0.14999,77349.948,3.2568,0.07498,2.5451,0.39573,0.2345,0.48849
0.14998,77409.95,3.2627,0.07748,,0.40611,0.24265,0.48934
0.14998,77469.95,3.2686,0.07998,2.4329,0.42349,0.25081,0.49022
0.14998,77529.949,3.2744,0.08247,2.3408,0.431,0.25899,0.49109
0.14998,77589.949,3.2802,0.08497,,0.44252,0.26718,0.49196
0.15,77649.948,3.2857,0.08747,2.2532,0.44836,0.27538,0.49286
0.14999,77709.948,3.291,0.08997,,0.45829,0.2836,0.49362
0.14998,77769.948,3.2962,0.09247,2.1637,0.4666,0.29183,0.49436
0.14998,77829.95,3.3013,0.09497,,0.47952,0.30008,0.49513
0.14998,77889.949,3.3066,0.09747,2.0663,0.48856,0.30833,0.49592
0.14997,77949.95,3.3115,0.09997,,0.49728,0.3166,0.49663
0.14998,78009.95,3.3163,0.10247,1.9942,0.51087,0.32489,0.49738
0.14998,78069.948,3.321,0.10497,,0.51692,0.33318,0.49808
0.14997,78129.949,3.3256,0.10747,1.9011,0.53375,0.34148,0.49874
0.14999,78189.95,3.3303,0.10996,,0.54438,0.3498,0.49951
0.14998,78249.948,3.3347,0.11246,1.8212,0.5608,0.35813,0.50014
0.14998,78309.949,3.3389,0.11496,,0.56913,0.36647,0.50077
0.14998,78369.95,3.3432,0.11746,1.7295,,0.37482,0.50141
0.14999,78429.948,3.3474,0.11996,,0.58647,0.38318,0.50208
0.14998,78489.948,3.3515,0.12246,0.0,0.60364,0.39155,0.50266
0.14998,78549.948,3.3554,0.12496,1.6354,0.62281,0.39993,0.50324
0.14998,78609.949,3.3591,0.12746,,0.65155,0.40832,0.5038
0.14999,78669.949,3.3628,0.12996,1.5147,,0.41672,0.50439
0.14998,78729.949,3.3663,0.13246,,0.68191,0.42513,0.50488
0.14998,78789.949,3.3698,0.13496,,0.71601,0.43355,0.5054
0.15,78849.949,3.3729,0.13745,1.3358,,0.44197,0.50594
0.14999,78909.948,3.3758,0.13995,,0.7912,0.4504,0.50634
0.14998,78969.949,3.3785,0.14245,0.0,0.87562,0.45884,0.50671
0.14998,79029.95,3.381,0.14495,,,0.46729,0.50708
0.14998,79089.949,3.3834,0.14745,1.0614,1.035,0.47574,0.50744
0.14998,79149.949,3.3856,0.14995,,,0.4842,0.50777
0.14999,79209.949,3.3873,0.15245,0.0,0.0,0.49267,0.50806
0.14998,79269.95,3.3892,0.15495,,1.2504,0.50113,0.50831
0.14999,79329.948,3.391,0.15745,0.0,,0.50961,0.50862
0.14998,79389.949,3.3925,0.15995,,0.0,0.51808,0.50881
0.14998,79449.948,3.394,0.16245,0.72853,1.5682,0.52656,0.50903
0.14998,79509.948,3.3952,0.16495,,,0.53505,0.50921
0.14998,79569.95,3.3964,0.16744,0.0,0.0,0.54353,0.50939
0.14998,79629.949,3.3977,0.16994,,,0.55202,0.50959
0.14998,79689.947,3.399,0.17244,0.0,1.9454,0.56051,0.50978
0.14999,79749.95,3.4001,0.17494,,,0.56901,0.50998
0.14999,79809.95,3.401,0.17744,0.0,0.0,0.57751,0.51012
0.14999,79869.948,3.402,0.17994,,,0.58601,0.51027
0.14999,79929.949,3.4032,0.18244,0.47255,0.0,0.59451,0.51045
0.14997,79989.948,3.4041,0.18494,,2.3716,0.60302,0.51051
0.14999,80049.951,3.4049,0.18744,0.0,,0.61153,0.5107
0.14999,80109.949,3.4059,0.18994,,0.0,0.62004,0.51085
0.14999,80169.948,3.4068,0.19244,0.0,,0.62855,0.51099
0.14999,80229.95,3.4078,0.19493,,0.0,0.63707,0.51114
0.14998,80289.948,3.4087,0.19743,0.0,2.722,0.64558,0.51124
0.14999,80349.948,3.4094,0.19993,,,0.6541,0.51138
0.14999,80409.948,3.4103,0.20243,0.0,0.0,0.66263,0.51151
0.14999,80469.948,3.4112,0.20493,,,0.67115,0.51165
0.14999,80529.948,3.412,0.20743,0.0,0.0,0.67968,0.51177
0.14998,80589.95,3.4128,0.20993,,,0.6882,0.51185
0.14999,80649.949,3.4134,0.21243,0.35211,3.0046,0.69673,0.51198
0.14998,80709.95,3.4143,0.21493,,,0.70527,0.51208
0.14999,80769.95,3.4152,0.21743,0.0,0.0,0.7138,0.51225
0.14998,80829.949,3.416,0.21993,,,0.72234,0.51233
0.15,80889.948,3.4166,0.22243,0.0,0.0,0.73087,0.51249
0.14998,80949.948,3.4173,0.22492,,,0.73941,0.51253
0.14998,81009.949,3.4181,0.22742,0.0,0.0,0.74795,0.51265
0.14998,81069.949,3.419,0.22992,,3.2769,0.7565,0.51278
0.14999,81129.949,3.4197,0.23242,0.0,,0.76504,0.51292
0.14999,81189.948,3.4202,0.23492,,0.0,0.77359,0.513
0.14998,81249.949,3.4209,0.23742,0.0,,0.78214,0.51307
0.14998,81309.948,3.4217,0.23992,,0.0,0.79069,0.51319
0.14998,81369.948,3.4226,0.24242,0.0,,0.79924,0.51332
0.14998,81429.949,3.4233,0.24492,0.29775,0.0,0.8078,0.51343
0.14998,81489.949,3.4238,0.24742,,3.5003,0.81635,0.5135
0.14999,81549.949,3.4244,0.24992,0.0,,0.82491,0.51363
0.14998,81609.949,3.4253,0.25242,,0.0,0.83347,0.51373
0.14998,81669.948,3.426,0.25491,0.0,,0.84203,0.51383
0.14998,81729.948,3.4266,0.25741,,0.0,0.85059,0.51392
0.14998,81789.948,3.4272,0.25991,0.0,,0.85916,0.51401
0.14998,81849.948,3.4278,0.26241,,0.0,0.86772,0.5141
0.14998,81909.948,3.4286,0.26491,0.0,3.7105,0.87629,0.51422
0.14998,81969.949,3.4293,0.26741,,,0.88486,0.51433
0.14999,82029.95,3.4299,0.26991,0.0,0.0,0.89343,0.51445
0.14998,82089.947,3.4304,0.27241,,,0.902,0.51449
0.14998,82149.949,3.4311,0.27491,0.0,0.0,0.91058,0.5146
0.14998,82209.95,3.4319,0.27741,,,0.91915,0.51472
0.14998,82269.947,3.4326,0.27991,0.0,0.0,0.92773,0.51482
0.14999,82329.949,3.433,0.2824,0.26573,,0.93631,0.51492
0.14998,82389.949,3.4336,0.2849,,3.8455,0.94489,0.51497
0.14999,82449.947,3.4343,0.2874,0.0,,0.95347,0.51511
0.14998,82509.949,3.4351,0.2899,,0.0,0.96206,0.5152
0.14998,82569.949,3.4357,0.2924,0.0,,0.97064,0.51529
0.14999,82629.949,3.4362,0.2949,,0.0,0.97923,0.5154
0.14998,82689.95,3.4369,0.2974,0.0,,0.98782,0.51547
0.14998,82749.949,3.4375,0.2999,,0.0,0.99641,0.51556
0.14998,82809.948,3.4382,0.3024,0.0,,1.005,0.51566
0.14998,82869.949,3.439,0.3049,,3.9094,1.0136,0.51578
0.14998,82929.948,3.4396,0.3074,0.0,,1.0222,0.51587
0.14999,82989.948,3.44,0.3099,,0.0,1.0308,0.51597
0.14999,83049.948,3.4407,0.31239,0.0,,1.0394,0.51607
0.14999,83109.949,3.4413,0.31489,,0.0,1.048,0.51616
0.14998,83169.948,3.4421,0.31739,0.0,,1.0566,0.51625
0.14998,83229.948,3.4428,0.31989,,0.0,1.0652,0.51635
0.14998,83289.949,3.4433,0.32239,0.25654,,1.0738,0.51643
0.14998,83349.948,3.4439,0.32489,,3.8723,1.0824,0.51652
0.14999,83409.948,3.4447,0.32739,0.0,,1.091,0.51667
0.14998,83469.949,3.4454,0.32989,,0.0,1.0996,0.51674
0.14999,83529.949,3.4461,0.33239,0.0,,1.1082,0.51688
0.14998,83589.949,3.4466,0.33489,,0.0,1.1168,0.51692
0.14999,83649.95,3.4472,0.33739,0.0,,1.1255,0.51705
0.14998,83709.95,3.4479,0.33989,,0.0,1.1341,0.51712
0.14998,83769.948,3.4487,0.34238,0.0,3.7873,1.1427,0.51724
0.14999,83829.95,3.4494,0.34488,,,1.1513,0.51738
0.14999,83889.948,3.4499,0.34738,0.0,0.0,1.1599,0.51745
0.14999,83949.948,3.4506,0.34988,,,1.1685,0.51756
0.14998,84009.948,3.4513,0.35238,0.0,0.0,1.1772,0.51763
0.14999,84069.948,3.4521,0.35488,,,1.1858,0.51778
0.14998,84129.949,3.4529,0.35738,0.0,0.0,1.1944,0.51787
0.14999,84189.949,3.4534,0.35988,0.268,3.665,1.2031,0.51798
0.14999,84249.949,3.4539,0.36238,,,1.2117,0.51805
0.14998,84309.948,3.4549,0.36488,0.0,0.0,1.2203,0.51817
0.14998,84369.947,3.4557,0.36738,,,1.229,0.51829
0.14998,84429.948,3.4564,0.36987,0.0,0.0,1.2376,0.51839
0.14998,84489.949,3.4569,0.37237,,,1.2462,0.51847
0.14998,84549.949,3.4577,0.37487,0.0,0.0,1.2549,0.51859
0.14999,84609.949,3.4585,0.37737,,3.4563,1.2635,0.51874
0.14999,84669.949,3.4593,0.37987,0.0,,1.2722,0.51886
0.14999,84729.95,3.4601,0.38237,,0.0,1.2808,0.51898
0.14998,84789.949,3.4608,0.38487,0.0,,1.2895,0.51905
0.14997,84849.949,3.4615,0.38737,,0.0,1.2981,0.51912
0.14999,84909.948,3.4622,0.38987,0.0,,1.3068,0.5193
0.14999,84969.949,3.4631,0.39237,0.29535,0.0,1.3154,0.51943
0.14998,85029.949,3.4639,0.39487,,3.2537,1.3241,0.51952
0.14998,85089.949,3.4647,0.39736,0.0,,1.3327,0.51964
0.14998,85149.948,3.4655,0.39986,,0.0,1.3414,0.51976
0.14998,85209.948,3.4662,0.40236,0.0,,1.35,0.51986
0.14998,85269.95,3.4671,0.40486,,0.0,1.3587,0.52
0.14998,85329.948,3.468,0.40736,0.0,,1.3674,0.52013
0.14998,85389.949,3.4689,0.40986,,3.0773,1.376,0.52027
0.14998,85449.95,3.4697,0.41236,0.0,,1.3847,0.52039
0.14998,85509.949,3.4704,0.41486,,0.0,1.3934,0.52049
0.14999,85569.95,3.4713,0.41736,0.0,,1.4021,0.52066
0.14999,85629.948,3.4723,0.41986,,0.0,1.4107,0.52081
0.14998,85689.95,3.4732,0.42236,0.33335,,1.4194,0.52091
0.14999,85749.949,3.4741,0.42486,,2.8801,1.4281,0.52108
0.14999,85809.949,3.4749,0.42735,0.0,,1.4368,0.5212
0.14997,85869.949,3.4758,0.42985,,0.0,1.4455,0.52127
0.14999,85929.948,3.4768,0.43235,0.0,,1.4542,0.52149
0.14999,85989.948,3.4779,0.43485,,0.0,1.4628,0.52165
0.14998,86049.949,3.4789,0.43735,0.0,2.6641,1.4715,0.52177
0.14998,86109.95,3.4796,0.43985,,,1.4802,0.52187
0.14998,86169.949,3.4806,0.44235,0.0,0.0,1.4889,0.52202
0.14998,86229.949,3.4816,0.44485,,,1.4976,0.52217
0.14999,86289.948,3.4827,0.44735,0.0,0.0,1.5063,0.52237
0.14999,86349.948,3.4837,0.44985,0.38033,2.5654,1.515,0.52252
0.14999,86409.948,3.4845,0.45235,,,1.5237,0.52264
0.14999,86469.948,3.4855,0.45484,0.0,0.0,1.5325,0.52279
0.14999,86529.95,3.4867,0.45734,,,1.5412,0.52297
0.14997,86589.95,3.4877,0.45984,0.0,0.0,1.5499,0.52305
0.14998,86649.948,3.4886,0.46234,,2.5094,1.5586,0.52322
0.14998,86709.948,3.4896,0.46484,0.0,,1.5673,0.52337
0.14999,86769.948,3.4906,0.46734,,0.0,1.576,0.52356
0.14999,86829.95,3.4917,0.46984,0.0,,1.5848,0.52372
0.14998,86889.95,3.4928,0.47234,,0.0,1.5935,0.52385
0.14998,86949.95,3.4938,0.47484,0.40267,2.4545,1.6022,0.524
0.14998,87009.948,3.4947,0.47734,,,1.611,0.52414
0.14999,87069.948,3.4957,0.47984,0.0,0.0,1.6197,0.52432
0.14998,87129.949,3.4969,0.48234,,,1.6284,0.52447
0.14999,87189.949,3.498,0.48483,0.0,0.0,1.6372,0.52467
0.14998,87249.948,3.4989,0.48733,,2.4159,1.6459,0.52477
0.14999,87309.949,3.4999,0.48983,0.0,,1.6547,0.52495
0.14998,87369.951,3.5009,0.49233,,0.0,1.6634,0.52506
0.14998,87429.949,3.5021,0.49483,0.0,,1.6722,0.52524
0.14999,87489.95,3.5032,0.49733,0.41563,0.0,1.6809,0.52544
0.14998,87549.949,3.504,0.49983,,2.3978,1.6897,0.52553
0.14998,87609.949,3.5051,0.50233,0.0,,1.6984,0.52569
0.14999,87669.948,3.5061,0.50483,,0.0,1.7072,0.52588
0.14999,87729.949,3.5073,0.50733,0.0,,1.7159,0.52606
0.14998,87789.948,3.5084,0.50983,,0.0,1.7247,0.52619
0.14999,87849.949,3.5094,0.51233,0.0,2.383,1.7335,0.52637
0.14998,87909.95,3.5103,0.51482,,,1.7423,0.52647
0.14998,87969.948,3.5113,0.51732,0.0,0.0,1.751,0.52662
0.14999,88029.948,3.5126,0.51982,,,1.7598,0.52685
0.14998,88089.948,3.5136,0.52232,0.41805,2.3924,1.7686,0.52697
0.14999,88149.95,3.5145,0.52482,,,1.7774,0.52714
0.14998,88209.948,3.5155,0.52732,0.0,0.0,1.7862,0.52725
0.14999,88269.948,3.5166,0.52982,,,1.7949,0.52745
0.14998,88329.95,3.5178,0.53232,0.0,0.0,1.8037,0.5276
0.14999,88389.949,3.5188,0.53482,,2.3879,1.8125,0.52778
0.14999,88449.948,3.5197,0.53732,0.0,,1.8213,0.52792
0.14999,88509.948,3.5208,0.53982,,0.0,1.8301,0.52808
0.14998,88569.948,3.5219,0.54232,0.0,,1.8389,0.52821
0.14998,88629.947,3.5229,0.54481,,0.0,1.8477,0.52836
0.14998,88689.95,3.5239,0.54731,0.4147,2.4368,1.8565,0.52851
0.14998,88749.95,3.5249,0.54981,,,1.8653,0.52866
0.14998,88809.95,3.5258,0.55231,0.0,0.0,1.8741,0.5288
0.14998,88869.951,3.527,0.55481,,,1.883,0.52898
0.14998,88929.948,3.5281,0.55731,0.0,0.0,1.8918,0.52914
0.14998,88989.948,3.529,0.55981,,2.4582,1.9006,0.52928
0.14998,89049.948,3.5299,0.56231,0.0,,1.9094,0.52941
0.14997,89109.948,3.5309,0.56481,,0.0,1.9182,0.52953
0.14998,89169.949,3.5319,0.56731,0.0,,1.9271,0.52971
0.14999,89229.949,3.533,0.56981,,0.0,1.9359,0.52991
0.14998,89289.948,3.5339,0.57231,0.40166,2.5405,1.9447,0.53001
0.14998,89349.949,3.5347,0.5748,,,1.9535,0.53013
0.14997,89409.95,3.5357,0.5773,0.0,0.0,1.9624,0.53025
0.14999,89469.949,3.5368,0.5798,,,1.9712,0.53048
0.14998,89529.948,3.5378,0.5823,0.0,0.0,1.9801,0.5306
0.14998,89589.948,3.5387,0.5848,,2.5663,1.9889,0.53073
0.14998,89649.948,3.5396,0.5873,0.0,,1.9977,0.53087
0.14999,89709.948,3.5406,0.5898,,0.0,2.0066,0.53105
0.14997,89769.95,3.5415,0.5923,0.0,,2.0154,0.53112
0.14998,89829.95,3.5427,0.5948,,0.0,2.0243,0.53133
0.14998,89889.948,3.5436,0.5973,0.38769,2.5975,2.0332,0.53147
0.14998,89949.95,3.5445,0.5998,,,2.042,0.5316
0.14999,90009.949,3.5454,0.6023,0.0,0.0,2.0509,0.53177
0.14998,90069.948,3.5464,0.60479,,,2.0597,0.53189
0.14998,90129.95,3.5474,0.60729,0.0,0.0,2.0686,0.53204
0.14998,90189.948,3.5484,0.60979,,,2.0775,0.53219
0.14998,90249.948,3.5493,0.61229,0.0,2.6202,2.0863,0.53232
0.14998,90309.949,3.5501,0.61479,,,2.0952,0.53244
0.14998,90369.948,3.5511,0.61729,0.0,0.0,2.1041,0.53259
0.14998,90429.948,3.5521,0.61979,,,2.113,0.53274
0.14999,90489.949,3.5531,0.62229,0.37939,0.0,2.1218,0.53293
0.14997,90549.948,3.5539,0.62479,,2.6722,2.1307,0.53298
0.14998,90609.948,3.5548,0.62729,0.0,,2.1396,0.53315
0.14998,90669.95,3.5557,0.62979,,0.0,2.1485,0.53328
0.14997,90729.95,3.5568,0.63228,0.0,,2.1574,0.53341
0.14998,90789.949,3.5576,0.63478,,0.0,2.1663,0.53357
0.14998,90849.948,3.5585,0.63728,0.0,,2.1751,0.5337
0.14999,90909.949,3.5593,0.63978,,2.7599,2.184,0.53386
0.14998,90969.948,3.5601,0.64228,0.0,,2.1929,0.53394
0.14998,91029.948,3.5612,0.64478,,0.0,2.2018,0.53411
0.14998,91089.948,3.5621,0.64728,0.0,,2.2107,0.53424
0.14998,91149.948,3.5628,0.64978,,0.0,2.2196,0.53435
0.14999,91209.95,3.5636,0.65228,0.35827,2.8197,2.2285,0.5345
0.14998,91269.949,3.5646,0.65478,,,2.2375,0.53462
0.14999,91329.949,3.5655,0.65728,0.0,0.0,2.2464,0.53479
0.14998,91389.948,3.5664,0.65978,,,2.2553,0.53489
0.14999,91449.949,3.5671,0.66227,0.0,0.0,2.2642,0.53503
0.14998,91509.948,3.568,0.66477,,,2.2731,0.53513
0.14998,91569.95,3.5688,0.66727,0.0,2.9244,2.282,0.53525
0.14998,91629.95,3.5698,0.66977,,,2.2909,0.5354
0.14998,91689.949,3.5706,0.67227,0.0,0.0,2.2999,0.53552
0.14998,91749.949,3.5713,0.67477,,,2.3088,0.53562
0.14999,91809.949,3.5721,0.67727,0.0,0.0,2.3177,0.53578
0.14998,91869.948,3.5729,0.67977,0.33934,,2.3266,0.53586
0.14997,91929.949,3.5738,0.68227,,3.0052,2.3356,0.53596
0.14998,91989.948,3.5747,0.68477,0.0,,2.3445,0.53613
0.14999,92049.948,3.5756,0.68727,,0.0,2.3534,0.5363
0.14998,92109.949,3.5762,0.68976,0.0,,2.3624,0.53636
0.14998,92169.947,3.577,0.69226,,0.0,2.3713,0.53648
0.14998,92229.948,3.5778,0.69476,0.0,,2.3803,0.5366
0.14998,92289.95,3.5787,0.69726,,3.0913,2.3892,0.53673
0.14998,92349.949,3.5796,0.69976,0.0,,2.3981,0.53687
0.14998,92409.949,3.5802,0.70226,,0.0,2.4071,0.53696
0.14998,92469.949,3.581,0.70476,0.0,,2.416,0.53708
0.14998,92529.948,3.5818,0.70726,,0.0,2.425,0.5372
0.14998,92589.947,3.5827,0.70976,0.0,,2.4339,0.53733
0.14997,92649.948,3.5835,0.71226,0.31793,0.0,2.4429,0.53742
0.14998,92709.95,3.584,0.71476,,3.1875,2.4519,0.53753
0.14998,92769.95,3.5848,0.71726,0.0,,2.4608,0.53765
0.14998,92829.949,3.5857,0.71975,,0.0,2.4698,0.53778
0.14999,92889.95,3.5865,0.72225,0.0,,2.4787,0.53794
0.14998,92949.948,3.5871,0.72475,,0.0,2.4877,0.53799
0.14998,93009.949,3.5878,0.72725,0.0,,2.4967,0.5381
0.14999,93069.949,3.5885,0.72975,,3.3083,2.5056,0.53824
0.14998,93129.95,3.5894,0.73225,0.0,,2.5146,0.53834
0.14998,93189.949,3.5902,0.73475,,0.0,2.5236,0.53846
0.14998,93249.949,3.5909,0.73725,0.0,,2.5325,0.53856
0.14998,93309.949,3.5915,0.73975,,0.0,2.5415,0.53865
0.14998,93369.949,3.5922,0.74225,0.0,,2.5505,0.53876
0.14998,93429.948,3.5931,0.74475,0.29774,0.0,2.5595,0.53889
0.14998,93489.948,3.5938,0.74724,,3.459,2.5685,0.539
0.14998,93549.949,3.5944,0.74974,0.0,,2.5774,0.53909
0.14998,93609.95,3.5951,0.75224,,0.0,2.5864,0.53919
0.14998,93669.949,3.5957,0.75474,0.0,,2.5954,0.53928
0.14999,93729.948,3.5966,0.75724,,0.0,2.6044,0.53945
0.14999,93789.95,3.5973,0.75974,0.0,,2.6134,0.53956
0.14998,93849.95,3.5978,0.76224,,0.0,2.6224,0.5396
0.14997,93909.948,3.5985,0.76474,0.0,3.6145,2.6314,0.53967
0.14997,93969.948,3.5992,0.76724,,,2.6404,0.53977
0.14999,94029.948,3.6,0.76974,0.0,0.0,2.6494,0.53996
0.14999,94089.948,3.6006,0.77224,,,2.6583,0.54005
0.14998,94149.948,3.6011,0.77473,0.0,0.0,2.6673,0.54009
0.14999,94209.948,3.6018,0.77723,,,2.6763,0.54023
0.14999,94269.948,3.6027,0.77973,0.0,0.0,2.6854,0.54037
0.14998,94329.949,3.6033,0.78223,0.27185,,2.6944,0.54042
0.14998,94389.95,3.6039,0.78473,,3.7844,2.7034,0.54051
0.14998,94449.949,3.6043,0.78723,0.0,,2.7124,0.54057
0.14998,94509.948,3.605,0.78973,,0.0,2.7214,0.54068
0.14999,94569.949,3.6058,0.79223,0.0,,2.7304,0.54083
0.14998,94629.948,3.6064,0.79473,,0.0,2.7394,0.54089
0.14998,94689.95,3.607,0.79723,0.0,,2.7484,0.54098
0.14998,94749.95,3.6075,0.79973,,0.0,2.7574,0.54105
0.15,94809.949,3.6081,0.80222,0.0,,2.7664,0.54122
0.14998,94869.949,3.6089,0.80472,,4.0102,2.7755,0.54126
0.14998,94929.948,3.6095,0.80722,0.0,,2.7845,0.54135
0.14998,94989.948,3.61,0.80972,,0.0,2.7935,0.54143
0.14998,95049.948,3.6106,0.81222,0.0,,2.8025,0.54152
0.14998,95109.949,3.6111,0.81472,,0.0,2.8115,0.54159
0.14999,95169.949,3.6119,0.81722,0.0,,2.8206,0.54175
0.14998,95229.949,3.6125,0.81972,,0.0,2.8296,0.5418
0.14998,95289.949,3.613,0.82222,0.24622,,2.8386,0.54188
0.14998,95349.949,3.6136,0.82472,,4.1584,2.8477,0.54197
0.14998,95409.948,3.6141,0.82722,0.0,,2.8567,0.54204
0.14998,95469.948,3.6149,0.82972,,0.0,2.8657,0.54216
0.14999,95529.95,3.6154,0.83221,0.0,,2.8748,0.54227
0.14998,95589.949,3.6159,0.83471,,0.0,2.8838,0.54231
0.14999,95649.95,3.6164,0.83721,0.0,,2.8928,0.54242
0.14998,95709.949,3.6171,0.83971,,0.0,2.9019,0.54249
0.14997,95769.948,3.6178,0.84221,0.0,,2.9109,0.54256
0.14999,95829.948,3.6184,0.84471,,0.0,2.92,0.54272
0.14998,95889.949,3.6187,0.84721,0.0,4.2838,2.929,0.54273
0.14999,95949.95,3.6194,0.84971,,,2.938,0.54287
0.14999,96009.949,3.62,0.85221,0.0,0.0,2.9471,0.54296
0.14998,96069.948,3.6207,0.85471,,,2.9561,0.54303
0.14999,96129.95,3.6212,0.85721,0.0,0.0,2.9652,0.54314
0.14998,96189.948,3.6217,0.8597,,,2.9742,0.54318
0.14998,96249.948,3.6222,0.8622,0.0,0.0,2.9833,0.54326
0.14998,96309.95,3.6228,0.8647,,,2.9923,0.54335
0.14999,96369.948,3.6235,0.8672,0.23202,0.0,3.0014,0.54349
0.14998,96429.948,3.6241,0.8697,,4.3694,3.0104,0.54354
0.14998,96489.949,3.6245,0.8722,0.0,,3.0195,0.5436
0.14999,96549.95,3.625,0.8747,,0.0,3.0286,0.54371
0.14998,96609.948,3.6256,0.8772,0.0,,3.0376,0.54377
0.14998,96669.949,3.6264,0.8797,,0.0,3.0467,0.54389
0.14998,96729.949,3.6269,0.8822,0.0,,3.0558,0.54396
0.14998,96789.948,3.6274,0.8847,,0.0,3.0648,0.54404
0.14998,96849.948,3.6279,0.88719,0.0,,3.0739,0.54411
0.14997,96909.948,3.6284,0.88969,,0.0,3.0829,0.54415
0.14998,96969.949,3.6291,0.89219,0.0,4.434,3.092,0.54429
0.14999,97029.948,3.6297,0.89469,,,3.1011,0.54442
0.14998,97089.95,3.6301,0.89719,0.0,0.0,3.1102,0.54444
0.14998,97149.948,3.6306,0.89969,,,3.1192,0.54452
0.14998,97209.949,3.6312,0.90219,0.0,0.0,3.1283,0.54461
0.14999,97269.947,3.6319,0.90469,,,3.1374,0.54475
0.14998,97329.949,3.6324,0.90719,0.0,0.0,3.1465,0.54479
0.14998,97389.948,3.6329,0.90969,,,3.1555,0.54486
0.14999,97449.947,3.6334,0.91219,0.22365,0.0,3.1646,0.54497
0.14998,97509.948,3.6339,0.91469,,4.516,3.1737,0.54501
0.14999,97569.949,3.6346,0.91718,0.0,,3.1828,0.54515
0.14998,97629.95,3.6352,0.91968,,0.0,3.1919,0.54521
0.14998,97689.948,3.6356,0.92218,0.0,,3.201,0.54527
0.14998,97749.949,3.6361,0.92468,,0.0,3.21,0.54534
0.14999,97809.948,3.6367,0.92718,0.0,,3.2191,0.54547
0.14998,97869.948,3.6374,0.92968,,0.0,3.2282,0.54554
0.14998,97929.949,3.6379,0.93218,0.0,,3.2373,0.54561
0.14998,97989.948,3.6383,0.93468,,0.0,3.2464,0.54567
0.14998,98049.948,3.6388,0.93718,0.0,4.5783,3.2555,0.54575
0.14999,98109.948,3.6394,0.93968,,,3.2646,0.54587
0.14998,98169.949,3.6401,0.94218,0.0,0.0,3.2737,0.54594
0.14999,98229.948,3.6406,0.94468,,,3.2828,0.54605
0.14998,98289.948,3.6412,0.94717,0.0,0.0,3.2919,0.54611
0.14998,98349.949,3.6415,0.94967,,,3.301,0.54615
0.14999,98409.95,3.642,0.95217,0.0,0.0,3.3101,0.54626
0.14999,98469.948,3.6427,0.95467,,,3.3192,0.54637
0.14997,98529.948,3.6433,0.95717,0.21767,0.0,3.3283,0.54639
0.14998,98589.948,3.6438,0.95967,,4.6198,3.3374,0.5465
0.14999,98649.948,3.6442,0.96217,0.0,,3.3465,0.54659
0.14998,98709.949,3.6448,0.96467,,0.0,3.3556,0.54665
0.14997,98769.948,3.6455,0.96717,0.0,,3.3647,0.54672
0.14998,98829.948,3.646,0.96967,,0.0,3.3738,0.54683
0.14999,98889.949,3.6465,0.97217,0.0,,3.3829,0.54694
0.14998,98949.95,3.647,0.97467,,0.0,3.3921,0.54698
0.14999,99009.948,3.6475,0.97716,0.0,,3.4012,0.54709
0.14999,99069.948,3.6482,0.97966,,0.0,3.4103,0.54719
0.14998,99129.948,3.6487,0.98216,0.0,4.6037,3.4194,0.54723
0.14998,99189.948,3.6492,0.98466,,,3.4285,0.54731
0.14998,99249.949,3.6496,0.98716,0.0,0.0,3.4376,0.54737
0.15,99309.948,3.6502,0.98966,,,3.4468,0.54753
0.14998,99369.948,3.6509,0.99216,0.0,0.0,3.4559,0.54756
0.14999,99429.949,3.6514,0.99466,,,3.465,0.54767
0.14998,99489.95,3.6519,0.99716,0.0,0.0,3.4741,0.54771
0.14998,99549.947,3.6523,0.99966,,,3.4833,0.54777
0.14998,99609.949,3.6529,1.0022,0.21691,0.0,3.4924,0.54786
0.14998,99669.948,3.6536,1.0047,,,3.5015,0.54797
0.14998,99729.949,3.6542,1.0072,0.0,4.6,3.5107,0.54806
0.14998,99789.95,3.6547,1.0097,,,3.5198,0.54813
0.14998,99849.949,3.6552,1.0122,0.0,0.0,3.5289,0.54821
