Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.15001,128769.948,4.0416,2.2169,0.0,0.0,8.1525,0.60628
0.15002,128829.948,4.0426,2.2194,,,8.1626,0.60647
0.15002,128889.948,4.0434,2.2219,0.4152,0.0,8.1727,0.60659
0.15001,128949.952,4.0444,2.2244,,2.4407,8.1828,0.6067
0.15002,129009.949,4.0454,2.2269,0.0,,8.1929,0.60689
0.15003,129069.95,4.0466,2.2294,,0.0,8.2031,0.60711
0.15003,129129.948,4.0476,2.2319,0.0,,8.2132,0.60726
0.15003,129189.948,4.0484,2.2344,,0.0,8.2233,0.60738
0.15003,129249.949,4.0494,2.2369,0.0,2.5069,8.2334,0.60753
0.15002,129309.95,4.0504,2.2394,,,8.2435,0.60764
0.15002,129369.948,4.0515,2.2419,0.0,0.0,8.2537,0.60781
0.15002,129429.948,4.0525,2.2444,,,8.2638,0.60796
0.15002,129489.949,4.0533,2.2469,0.39379,0.0,8.2739,0.60808
0.15003,129549.949,4.0542,2.2494,,2.5958,8.2841,0.60825
0.15002,129609.949,4.0552,2.2519,0.0,,8.2942,0.60836
0.15001,129669.949,4.0562,2.2544,,0.0,8.3043,0.60847
0.15002,129729.949,4.0572,2.2569,0.0,,8.3145,0.60866
0.15001,129789.949,4.058,2.2594,,0.0,8.3246,0.60874
0.15002,129849.949,4.0589,2.2619,0.0,2.6865,8.3348,0.60892
0.15001,129909.949,4.0598,2.2644,,,8.3449,0.60901
0.15002,129969.948,4.0608,2.2669,0.0,0.0,8.3551,0.6092
0.15002,130029.948,4.0617,2.2694,,,8.3652,0.60934
0.15002,130089.949,4.0626,2.2719,0.0,0.0,8.3754,0.60947
0.15001,130149.948,4.0632,2.2744,0.36499,,8.3855,0.60952
0.15001,130209.948,4.0641,2.2769,,2.8292,8.3957,0.60966
0.15002,130269.948,4.0652,2.2794,0.0,,8.4058,0.60986
0.15001,130329.948,4.066,2.2819,,0.0,8.416,0.60994
0.15001,130389.948,4.0667,2.2844,0.0,,8.4262,0.61005
0.15001,130449.95,4.0674,2.2869,,0.0,8.4363,0.61015
0.15002,130509.948,4.0682,2.2894,0.0,,8.4465,0.61031
0.15002,130569.949,4.0692,2.2919,,3.0377,8.4567,0.61046
