Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15001,35903.9725,3.7874,1.3026,0.0,,5.1972,-0.56815
-0.15002,35963.9739,3.7865,1.3051,,0.0,5.2066,-0.56805
-0.15001,36023.9748,3.7855,1.3076,0.0,,5.2161,-0.56786
-0.15001,36083.9736,3.7846,1.3101,,2.8857998847961426,5.2256,-0.56773
-0.15002,36143.9743,3.7839,1.3126,0.0,,5.235,-0.56766
-0.15002,36203.9738,3.7831,1.3151,,0.0,5.2445,-0.56754
-0.15003,36263.9743,3.7823,1.3176,0.0,,5.254,-0.56746
-0.15002,36323.9739,3.7813,1.3201,,0.0,5.2634,-0.56727
-0.15002,36383.9741,3.7805,1.3226,0.34351998567581177,,5.2729,-0.56715
-0.15002,36443.973,3.7797,1.3251,,2.974299907684326,5.2823,-0.56703
-0.15001,36503.9729,3.7791,1.3276,0.0,,5.2918,-0.5669
-0.15002,36563.9727,3.7782,1.3301,,0.0,5.3012,-0.56681
-0.15001,36623.9725,3.7772,1.3326,0.0,,5.3107,-0.56662
-0.15001,36683.9735,3.7765,1.3351,,0.0,5.3201,-0.56651
-0.15001,36743.9732,3.7757,1.3376,0.0,,5.3295,-0.56639
-0.15002,36803.9734,3.775,1.3401,,3.089200019836426,5.339,-0.56633
-0.15002,36863.9738,3.7742,1.3426,0.0,,5.3484,-0.56621
-0.15002,36923.9737,3.7732,1.3451,,0.0,5.3578,-0.56606
-0.15002,36983.9743,3.7724,1.3476,0.0,,5.3673,-0.56594
-0.15001,37043.9745,3.7716,1.3501,,0.0,5.3767,-0.56578
-0.15002,37103.975,3.771,1.3526,0.3243800103664398,,5.3861,-0.56573
-0.15002,37163.974,3.7702,1.3551,,3.1552000045776367,5.3956,-0.56561
-0.15002,37223.9729,3.7693,1.3576,0.0,,5.405,-0.56547
-0.15001,37283.9738,3.7686,1.3601,,0.0,5.4144,-0.56533
-0.15002,37343.9739,3.7677,1.3626,0.0,,5.4238,-0.56523
-0.15001,37403.9727,3.767,1.3651,,0.0,5.4333,-0.56509
-0.15001,37463.9742,3.7663,1.3676,0.0,,5.4427,-0.56498
-0.15001,37523.973,3.7656,1.3701,,0.0,5.4521,-0.56488
-0.15,37583.9738,3.7646,1.3726,0.0,3.1821999549865723,5.4615,-0.56469
-0.15,37643.9727,3.7638,1.3751,,,5.4709,-0.56457
-0.15002,37703.9734,3.763,1.3776,0.0,0.0,5.4803,-0.56453
-0.15001,37763.9727,3.7623,1.3801,,,5.4897,-0.56438
-0.15001,37823.9734,3.7616,1.3826,0.0,0.0,5.4991,-0.56428
-0.15003,37883.9734,3.7608,1.3851,0.30990999937057495,,5.5085,-0.56423
-0.15001,37943.9741,3.7599,1.3876,,3.1800999641418457,5.5179,-0.56402
-0.15002,38003.9725,3.7591,1.3901,0.0,,5.5273,-0.56394
-0.15002,38063.9749,3.7585,1.3926,,0.0,5.5367,-0.56385
-0.15002,38123.9725,3.7577,1.3951,0.0,,5.5461,-0.56373
-0.15001,38183.973,3.7568,1.3976,,0.0,5.5555,-0.56356
-0.15002,38243.9735,3.756,1.4001,0.0,,5.5649,-0.56348
-0.15002,38303.9746,3.7551,1.4026,,3.201900005340576,5.5743,-0.56334
-0.15001,38363.9734,3.7546,1.4051,0.0,,5.5837,-0.56323
-0.15001,38423.9757,3.7537,1.4076,,0.0,5.5931,-0.56309
-0.15001,38483.973,3.7528,1.4101,0.0,,5.6025,-0.56296
-0.15001,38543.9731,3.752,1.4126,,0.0,5.6119,-0.56284
-0.15001,38603.9736,3.7512,1.4151,0.0,,5.6212,-0.56272
-0.15001,38663.9734,3.7506,1.4176,0.31499001383781433,0.0,5.6306,-0.56263
-0.15001,38723.9732,3.7499,1.4201,,3.164099931716919,5.64,-0.56252
-0.15001,38783.9754,3.7489,1.4226,0.0,,5.6494,-0.56237
-0.15002,38843.9738,3.748,1.4251,,0.0,5.6587,-0.56227
-0.15002,38903.9729,3.7472,1.4276,0.0,,5.6681,-0.56215
-0.15001,38963.9747,3.7467,1.4301,,0.0,5.6775,-0.56204
-0.15001,39023.9735,3.7458,1.4326,0.0,,5.6868,-0.56191
-0.15002,39083.9743,3.7449,1.4351,,3.1528000831604004,5.6962,-0.56181
-0.15002,39143.9733,3.7441,1.4376,0.0,,5.7056,-0.56169
-0.15002,39203.9734,3.7433,1.4401,,0.0,5.7149,-0.56157
-0.15001,39263.9741,3.7426,1.4426,0.0,,5.7243,-0.56143
-0.15001,39323.9734,3.7418,1.4451,,0.0,5.7336,-0.56131
-0.15002,39383.9732,3.7409,1.4476,0.31902000308036804,,5.743,-0.56121
-0.15002,39443.9741,3.74,1.4501,,3.125200033187866,5.7523,-0.56107
-0.15001,39503.9731,3.7392,1.4526,0.0,,5.7617,-0.56092
-0.15002,39563.9736,3.7386,1.4551,,0.0,5.771,-0.56086
-0.15001,39623.9729,3.7378,1.4576,,,5.7804,-0.56071
-0.15001,39683.9737,3.7368,1.4601,0.0,0.0,5.7897,-0.56056
-0.15002,39743.9742,3.736,1.4626,,,5.7991,-0.56047
-0.15002,39803.9742,3.7352,1.4651,0.0,3.099900007247925,5.8084,-0.56035
-0.15001,39863.9742,3.7346,1.4676,,,5.8178,-0.56023
-0.15001,39923.9727,3.7338,1.4701,0.0,0.0,5.8271,-0.56011
-0.15001,39983.9731,3.7329,1.4726,,,5.8364,-0.55997
-0.15001,40043.9739,3.732,1.4751,0.0,0.0,5.8458,-0.55984
-0.15001,40103.973,3.7313,1.4776,,,5.8551,-0.55973
-0.15001,40163.9736,3.7306,1.4801,0.3218800127506256,0.0,5.8644,-0.55963
-0.15001,40223.9729,3.7297,1.4826,,3.1040000915527344,5.8737,-0.55949
-0.15001,40283.9734,3.7288,1.4851,0.0,,5.8831,-0.55936
-0.15002,40343.9736,3.728,1.4876,,0.0,5.8924,-0.55927
-0.15001,40403.974,3.7271,1.4901,0.0,,5.9017,-0.5591
-0.15001,40463.9738,3.7265,1.4926,,0.0,5.911,-0.55901
-0.15001,40523.9729,3.7257,1.4951,0.0,,5.9203,-0.55889
-0.15001,40583.9737,3.7247,1.4976,,3.093400001525879,5.9297,-0.55874
-0.15001,40643.9743,3.7239,1.5001,0.0,,5.939,-0.55862
-0.15002,40703.9726,3.7232,1.5026,,0.0,5.9483,-0.55855
-0.15001,40763.9742,3.7225,1.5051,0.0,,5.9576,-0.55841
-0.15002,40823.9732,3.7217,1.5076,,0.0,5.9669,-0.55833
-0.15001,40883.9732,3.7207,1.5101,0.3235200047492981,,5.9762,-0.55814
-0.15001,40943.9744,3.7199,1.5127,,3.10260009765625,5.9855,-0.55802
-0.15,41003.9735,3.7191,1.5152,0.0,,5.9948,-0.55787
-0.15001,41063.9735,3.7185,1.5177,,0.0,6.0041,-0.55781
-0.15002,41123.9725,3.7177,1.5202,0.0,,6.0134,-0.55773
-0.15001,41183.9744,3.7167,1.5227,,0.0,6.0227,-0.55754
-0.15001,41243.9749,3.7159,1.5252,0.0,,6.032,-0.55742
-0.15002,41303.9745,3.7151,1.5277,,3.1231000423431396,6.0413,-0.55734
-0.15001,41363.9751,3.7145,1.5302,0.0,,6.0506,-0.55721
-0.15002,41423.9728,3.7137,1.5327,,0.0,6.0598,-0.55713
-0.15001,41483.9747,3.7127,1.5352,0.0,,6.0691,-0.55694
-0.15001,41543.9732,3.7119,1.5377,,0.0,6.0784,-0.55682
-0.15001,41603.9749,3.7112,1.5402,0.0,,6.0877,-0.55672
-0.15001,41663.9755,3.7105,1.5427,0.31981998682022095,0.0,6.097,-0.55661
-0.15002,41723.9736,3.7096,1.5452,,3.140500068664551,6.1062,-0.55651
-0.15,41783.9728,3.7088,1.5477,0.0,,6.1155,-0.55632
-0.15002,41843.973,3.7079,1.5502,,0.0,6.1248,-0.55626
-0.15002,41903.9735,3.7072,1.5527,0.0,,6.134,-0.55615
-0.15001,41963.9742,3.7066,1.5552,,0.0,6.1433,-0.55603
-0.15002,42023.9757,3.7058,1.5577,0.0,,6.1526,-0.55594
-0.15001,42083.9731,3.7048,1.5602,,3.1977999210357666,6.1618,-0.55576
-0.15001,42143.9726,3.704,1.5627,0.0,,6.1711,-0.55564
-0.15002,42203.9733,3.7033,1.5652,,0.0,6.1804,-0.55557
-0.15001,42263.9744,3.7026,1.5677,0.0,,6.1896,-0.55543
-0.15002,42323.9746,3.7019,1.5702,,0.0,6.1989,-0.55536
-0.15001,42383.9746,3.7011,1.5727,0.0,,6.2081,-0.5552
-0.15001,42443.9743,3.7002,1.5752,0.31248000264167786,3.215399980545044,6.2174,-0.55507
-0.15001,42503.9744,3.6994,1.5777,,,6.2266,-0.55495
-0.15002,42563.9737,3.6987,1.5802,0.0,0.0,6.2359,-0.55488
-0.15002,42623.9738,3.6981,1.5827,,,6.2451,-0.55479
-0.15002,42683.973,3.6973,1.5852,0.0,0.0,6.2544,-0.55467
-0.15002,42743.9736,3.6964,1.5877,,,6.2636,-0.55453
-0.15001,42803.9731,3.6956,1.5902,0.0,0.0,6.2729,-0.55438
-0.15002,42863.9739,3.6949,1.5927,,3.277400016784668,6.2821,-0.55431
-0.15001,42923.974,3.6943,1.5952,0.0,,6.2913,-0.55418
-0.15001,42983.9725,3.6936,1.5977,,0.0,6.3006,-0.55408
-0.15002,43043.974,3.6928,1.6002,0.0,,6.3098,-0.55399
-0.15002,43103.9727,3.6919,1.6027,,0.0,6.319,-0.55386
-0.15002,43163.9728,3.6912,1.6052,0.0,,6.3283,-0.55375
-0.15,43223.9728,3.6906,1.6077,0.2996399998664856,0.0,6.3375,-0.55359
-0.15001,43283.9736,3.6899,1.6102,,3.381999969482422,6.3467,-0.55352
-0.15002,43343.9744,3.689,1.6127,0.0,,6.356,-0.55342
-0.15,43403.974,3.6882,1.6152,,0.0,6.3652,-0.55323
-0.15002,43463.9755,3.6875,1.6177,0.0,,6.3744,-0.5532
-0.15002,43523.9732,3.687,1.6202,,0.0,6.3836,-0.55312
-0.15001,43583.974,3.6863,1.6227,0.0,,6.3928,-0.55298
-0.15002,43643.9736,3.6854,1.6252,,0.0,6.402,-0.55288
-0.15001,43703.9726,3.6846,1.6277,0.0,3.466200113296509,6.4113,-0.55273
-0.15001,43763.9753,3.6841,1.6302,,,6.4205,-0.55265
-0.15002,43823.9726,3.6834,1.6327,0.0,0.0,6.4297,-0.55258
-0.15002,43883.9734,3.6827,1.6352,,,6.4389,-0.55248
-0.15002,43943.9757,3.6818,1.6377,0.0,0.0,6.4481,-0.55234
-0.15001,44003.9738,3.6811,1.6402,,,6.4573,-0.5522
-0.15001,44063.9739,3.6806,1.6427,0.2867499887943268,0.0,6.4665,-0.55213
-0.15001,44123.9739,3.6799,1.6452,,3.5420000553131104,6.4757,-0.55202
-0.15001,44183.9742,3.6791,1.6477,0.0,,6.4849,-0.5519
-0.15001,44243.9733,3.6784,1.6502,,0.0,6.4941,-0.5518
-0.15001,44303.9733,3.6776,1.6527,0.0,,6.5033,-0.55168
-0.15001,44363.9738,3.6772,1.6552,,0.0,6.5125,-0.55162
-0.15001,44423.9733,3.6765,1.6577,0.0,,6.5217,-0.55151
-0.15001,44483.9745,3.6757,1.6602,,0.0,6.5309,-0.55139
-0.15001,44543.9739,3.675,1.6627,0.0,3.668600082397461,6.5401,-0.55129
-0.15001,44603.973,3.6743,1.6652,,,6.5493,-0.55118
-0.15001,44663.9746,3.6738,1.6677,0.0,0.0,6.5584,-0.55111
-0.15001,44723.9728,3.6731,1.6702,,,6.5676,-0.551
-0.15,44783.9726,3.6723,1.6727,0.0,0.0,6.5768,-0.55085
-0.15001,44843.9746,3.6717,1.6752,,,6.586,-0.55079
-0.15001,44903.9747,3.6711,1.6777,0.0,0.0,6.5952,-0.5507
-0.15001,44963.9734,3.6705,1.6802,0.27028000354766846,,6.6043,-0.55061
-0.15001,45023.9743,3.6698,1.6827,,3.743799924850464,6.6135,-0.55051
-0.15002,45083.9742,3.6691,1.6852,0.0,,6.6227,-0.55044
-0.15,45143.9734,3.6684,1.6877,,0.0,6.6319,-0.55026
-0.15002,45203.9747,3.6678,1.6902,0.0,,6.641,-0.55024
-0.15001,45263.9737,3.6673,1.6927,,0.0,6.6502,-0.55013
-0.15001,45323.9729,3.6667,1.6952,0.0,,6.6594,-0.55004
-0.15002,45383.9737,3.6659,1.6977,,0.0,6.6685,-0.54996
-0.15002,45443.9728,3.6652,1.7002,0.0,3.937000036239624,6.6777,-0.54985
-0.15001,45503.9737,3.6646,1.7027,,,6.6869,-0.54973
-0.15002,45563.9727,3.6642,1.7052,0.0,0.0,6.696,-0.5497
-0.15,45623.9753,3.6636,1.7077,,,6.7052,-0.54954
-0.15001,45683.9738,3.6628,1.7102,0.0,0.0,6.7143,-0.54946
-0.15001,45743.9732,3.6621,1.7127,,,6.7235,-0.54935
-0.15001,45803.9741,3.6615,1.7152,0.0,0.0,6.7327,-0.54926
-0.15002,45863.9726,3.6611,1.7177,,,6.7418,-0.54924
-0.15001,45923.9729,3.6605,1.7202,0.2517699897289276,0.0,6.751,-0.54911
-0.15002,45983.973,3.6598,1.7227,,4.053899765014648,6.7601,-0.54904
-0.15002,46043.9736,3.659,1.7252,0.0,,6.7693,-0.54892
-0.15001,46103.9729,3.6585,1.7277,,0.0,6.7784,-0.54881
-0.15001,46163.9735,3.6579,1.7302,0.0,,6.7876,-0.54872
-0.15002,46223.9741,3.6574,1.7327,,0.0,6.7967,-0.54868
-0.15002,46283.9746,3.6569,1.7352,0.0,,6.8059,-0.54861
-0.15,46343.9729,3.6561,1.7377,,0.0,6.815,-0.54842
-0.15002,46403.9743,3.6555,1.7402,0.0,,6.8241,-0.5484
-0.15002,46463.9732,3.6549,1.7427,,4.177499771118164,6.8333,-0.54831
-0.15001,46523.9743,3.6545,1.7452,0.0,,6.8424,-0.54821
-0.15002,46583.9741,3.6539,1.7477,,0.0,6.8515,-0.54816
-0.15002,46643.974,3.6532,1.7502,0.0,,6.8607,-0.54805
-0.15001,46703.9755,3.6526,1.7527,,0.0,6.8698,-0.54793
-0.15002,46763.9748,3.652,1.7552,0.0,,6.8789,-0.54787
-0.15002,46823.9739,3.6516,1.7577,,0.0,6.8881,-0.54781
-0.15002,46883.9741,3.651,1.7602,0.0,,6.8972,-0.54772
-0.15002,46943.973,3.6503,1.7627,0.23699000477790833,0.0,6.9063,-0.54762
-0.15001,47003.9736,3.6497,1.7652,,4.318399906158447,6.9155,-0.54749
-0.15002,47063.9734,3.6492,1.7677,0.0,,6.9246,-0.54745
-0.15002,47123.9726,3.6488,1.7702,,0.0,6.9337,-0.54739
-0.15002,47183.975,3.6482,1.7727,0.0,,6.9428,-0.5473
-0.15002,47243.9756,3.6474,1.7752,,0.0,6.952,-0.54718
-0.15001,47303.9727,3.647,1.7777,0.0,,6.9611,-0.54709
-0.15001,47363.9754,3.6465,1.7802,,0.0,6.9702,-0.54701
-0.15001,47423.973,3.646,1.7827,0.0,,6.9793,-0.54694
-0.15001,47483.9736,3.6453,1.7852,,4.46619987487793,6.9884,-0.54683
-0.15001,47543.9743,3.6446,1.7877,0.0,,6.9975,-0.54673
-0.15003,47603.9733,3.6441,1.7902,,,7.0066,-0.54672
-0.15002,47663.973,3.6438,1.7927,0.0,0.0,7.0158,-0.54664
-0.15002,47723.9753,3.6432,1.7952,,,7.0249,-0.54655
-0.15001,47783.974,3.6426,1.7977,0.0,0.0,7.034,-0.54643
-0.15001,47843.9747,3.642,1.8002,,,7.0431,-0.54634
-0.15002,47903.9738,3.6414,1.8027,0.0,0.0,7.0522,-0.54628
-0.15003,47963.9745,3.6411,1.8052,,,7.0613,-0.54627
-0.15001,48023.9727,3.6405,1.8077,0.2226399928331375,0.0,7.0704,-0.54611
-0.15002,48083.9742,3.6398,1.8102,,4.566199779510498,7.0795,-0.54604
-0.15001,48143.9751,3.6393,1.8127,0.0,,7.0886,-0.54593
-0.15002,48203.9739,3.6388,1.8152,,0.0,7.0977,-0.54589
-0.15002,48263.9732,3.6384,1.8177,0.0,,7.1068,-0.54583
-0.15002,48323.973,3.6378,1.8202,,0.0,7.1159,-0.54574
-0.15001,48383.9735,3.6372,1.8227,0.0,,7.125,-0.54562
-0.15002,48443.9746,3.6366,1.8252,,0.0,7.1341,-0.54556
-0.15002,48503.9756,3.6361,1.8277,0.0,,7.1432,-0.54549
-0.15,48563.9747,3.6357,1.8302,,0.0,7.1523,-0.54536
-0.15002,48623.9744,3.6352,1.8327,0.0,4.7153000831604,7.1613,-0.54535
-0.15002,48683.9751,3.6346,1.8352,,,7.1704,-0.54526
-0.15001,48743.9733,3.634,1.8377,0.0,0.0,7.1795,-0.54514
-0.15002,48803.9739,3.6334,1.8402,,,7.1886,-0.54508
-0.15001,48863.9739,3.633,1.8427,0.0,0.0,7.1977,-0.54499
-0.15002,48923.9739,3.6326,1.8452,,,7.2068,-0.54496
-0.15002,48983.9753,3.632,1.8477,0.0,0.0,7.2159,-0.54487
-0.15002,49043.9744,3.6313,1.8502,,,7.2249,-0.54477
-0.15002,49103.974,3.6309,1.8527,0.0,0.0,7.234,-0.54471
-0.15001,49163.973,3.6305,1.8552,0.21020999550819397,,7.2431,-0.54461
-0.15001,49223.9733,3.63,1.8577,,4.735899925231934,7.2522,-0.54454
-0.15002,49283.9751,3.6294,1.8602,0.0,,7.2612,-0.54448
-0.15002,49343.9733,3.6288,1.8627,,0.0,7.2703,-0.54439
-0.15002,49403.9747,3.6282,1.8652,0.0,,7.2794,-0.5443
-0.15002,49463.9756,3.6278,1.8677,,0.0,7.2885,-0.54424
-0.15002,49523.9738,3.6274,1.8702,0.0,,7.2975,-0.54418
-0.15002,49583.9728,3.6269,1.8727,,0.0,7.3066,-0.54411
-0.15001,49643.9736,3.6262,1.8752,0.0,,7.3157,-0.54397
-0.15002,49703.9742,3.6256,1.8777,,0.0,7.3247,-0.54391
-0.15001,49763.9727,3.6253,1.8802,0.0,4.922599792480469,7.3338,-0.54383
-0.15002,49823.9748,3.6248,1.8827,,,7.3429,-0.54379
-0.15002,49883.974,3.6243,1.8852,0.0,0.0,7.3519,-0.54372
-0.15002,49943.974,3.6237,1.8877,,,7.361,-0.54363
-0.15001,50003.9739,3.6231,1.8902,0.0,,7.37,-0.5435
-0.15003,50063.9735,3.6228,1.8927,,0.0,7.3791,-0.54353
-0.15001,50123.9736,3.6222,1.8952,0.0,,7.3882,-0.54337
-0.15002,50183.9742,3.6217,1.8977,,0.0,7.3972,-0.54333
-0.15002,50243.9748,3.6211,1.9002,0.0,,7.4063,-0.54324
-0.15002,50303.9755,3.6206,1.9027,0.20444999635219574,0.0,7.4153,-0.54316
-0.15002,50363.9731,3.6202,1.9052,,4.898399829864502,7.4244,-0.5431
-0.15001,50423.9754,3.6197,1.9077,0.0,,7.4334,-0.54299
-0.15002,50483.9755,3.6192,1.9102,,0.0,7.4425,-0.54295
-0.15001,50543.9752,3.6186,1.9127,0.0,,7.4515,-0.54283
-0.15002,50603.9752,3.618,1.9152,,0.0,7.4606,-0.54277
-0.15002,50663.9751,3.6175,1.9177,0.0,,7.4696,-0.5427
-0.15002,50723.9735,3.6172,1.9202,,0.0,7.4787,-0.54265
-0.15001,50783.9734,3.6166,1.9227,0.0,,7.4877,-0.54253
-0.15001,50843.9742,3.6161,1.9252,,0.0,7.4967,-0.54245
-0.15001,50903.974,3.6155,1.9277,0.0,,7.5058,-0.54236
-0.15002,50963.9729,3.615,1.9302,,4.8933000564575195,7.5148,-0.54232
-0.15001,51023.973,3.6147,1.9327,0.0,,7.5239,-0.54224
-0.15002,51083.9735,3.6142,1.9352,,0.0,7.5329,-0.5422
-0.15002,51143.9749,3.6135,1.9377,0.0,,7.5419,-0.5421
-0.15002,51203.9742,3.6129,1.9402,,0.0,7.551,-0.54201
-0.15002,51263.9738,3.6125,1.9427,0.0,,7.56,-0.54195
-0.15002,51323.9731,3.6121,1.9452,,0.0,7.569,-0.54189
-0.15002,51383.9739,3.6116,1.9477,0.0,,7.5781,-0.54181
-0.15001,51443.9752,3.6109,1.9502,,0.0,7.5871,-0.54167
-0.15002,51503.9731,3.6105,1.9527,0.20545999705791473,,7.5961,-0.54165
-0.15003,51563.9744,3.6098,1.9552,,4.9156999588012695,7.6051,-0.54158
-0.15001,51623.9727,3.6095,1.9577,0.0,,7.6142,-0.54146
-0.15002,51683.9732,3.609,1.9602,,0.0,7.6232,-0.54142
-0.15002,51743.9747,3.6084,1.9627,0.0,,7.6322,-0.54133
-0.15001,51803.9747,3.6078,1.9652,,0.0,7.6412,-0.54121
-0.15001,51863.9729,3.6074,1.9677,0.0,,7.6503,-0.54115
-0.15001,51923.9734,3.6067,1.9702,,0.0,7.6593,-0.54104
-0.15002,51983.9743,3.6064,1.9727,0.0,,7.6683,-0.54103
-0.15001,52043.9738,3.606,1.9752,,0.0,7.6773,-0.54094
-0.15002,52103.9746,3.6054,1.9777,0.0,,7.6863,-0.54088
-0.15002,52163.9745,3.6047,1.9802,,4.862500190734863,7.6953,-0.54078
-0.15001,52223.9728,3.6042,1.9827,0.0,,7.7044,-0.54067
-0.15001,52283.9749,3.6038,1.9852,,0.0,7.7134,-0.54061
-0.15001,52343.9749,3.6033,1.9877,0.0,,7.7224,-0.54053
-0.15001,52403.9744,3.6027,1.9902,,0.0,7.7314,-0.54044
-0.15001,52463.973,3.6021,1.9927,0.0,,7.7404,-0.54035
-0.15002,52523.9736,3.6016,1.9952,,0.0,7.7494,-0.54031
-0.15,52583.9734,3.6012,1.9977,0.0,,7.7584,-0.54018
-0.15001,52643.9733,3.6007,2.0002,0.20685000717639923,0.0,7.7674,-0.54014
-0.15003,52703.973,3.6001,2.0027,,4.771900177001953,7.7764,-0.54012
-0.15003,52763.9737,3.5995,2.0052,0.0,,7.7854,-0.54003
-0.15001,52823.973,3.599,2.0077,,0.0,7.7944,-0.53989
-0.15001,52883.9734,3.5986,2.0102,0.0,,7.8034,-0.53983
-0.15002,52943.9748,3.598,2.0127,,0.0,7.8124,-0.53977
-0.15001,53003.973,3.5974,2.0152,0.0,,7.8214,-0.53965
-0.15003,53063.974,3.5968,2.0177,,0.0,7.8304,-0.53963
-0.15001,53123.9747,3.5963,2.0202,0.0,,7.8394,-0.53948
-0.15003,53183.9745,3.5959,2.0227,,0.0,7.8484,-0.53949
-0.15001,53243.9726,3.5954,2.0252,0.0,,7.8574,-0.53935
-0.15002,53303.9735,3.5947,2.0277,,4.674300193786621,7.8664,-0.53928
-0.15001,53363.9753,3.5941,2.0302,0.0,,7.8753,-0.53915
-0.15001,53423.9743,3.5935,2.0327,,0.0,7.8843,-0.53906
-0.15002,53483.9728,3.5932,2.0352,0.0,,7.8933,-0.53905
-0.15002,53543.9725,3.5927,2.0377,,0.0,7.9023,-0.53898
-0.15003,53603.9741,3.592,2.0402,0.0,,7.9113,-0.53891
-0.15002,53663.9732,3.5913,2.0427,,0.0,7.9203,-0.53877
-0.15002,53723.9739,3.5909,2.0452,0.0,,7.9292,-0.53871
-0.15001,53783.9732,3.5904,2.0477,0.2151000052690506,0.0,7.9382,-0.5386
-0.15001,53843.9754,3.5899,2.0502,,4.52269983291626,7.9472,-0.53852
-0.15001,53903.9737,3.5891,2.0527,0.0,,7.9562,-0.5384
-0.15001,53963.9754,3.5885,2.0552,,0.0,7.9651,-0.53831
-0.15001,54023.973,3.5881,2.0577,0.0,,7.9741,-0.53825
-0.15002,54083.9737,3.5876,2.0602,,0.0,7.9831,-0.53821
-0.15004,54143.9734,3.5869,2.0627,0.0,,7.992,-0.53818
-0.15001,54203.9742,3.5862,2.0652,,0.0,8.001,-0.53797
-0.15001,54263.9747,3.5857,2.0677,0.0,,8.01,-0.53789
-0.15002,54323.9738,3.5852,2.0702,,4.356200218200684,8.0189,-0.53785
-0.15001,54383.9744,3.5847,2.0727,0.0,,8.0279,-0.53774
-0.15002,54443.9744,3.584,2.0752,,0.0,8.0369,-0.53767
-0.15002,54503.9738,3.5833,2.0777,0.0,,8.0458,-0.53757
-0.15002,54563.9726,3.5828,2.0802,,0.0,8.0548,-0.53749
-0.15001,54623.9756,3.5823,2.0827,0.0,,8.0637,-0.53738
-0.15003,54683.9742,3.5817,2.0852,,0.0,8.0727,-0.53736
-0.15003,54743.9741,3.581,2.0877,0.0,,8.0817,-0.53726
-0.15002,54803.9749,3.5802,2.0902,0.23356999456882477,0.0,8.0906,-0.5371
-0.15001,54863.974,3.5797,2.0927,,4.189599990844727,8.0996,-0.53699
-0.15002,54923.9739,3.5792,2.0952,0.0,,8.1085,-0.53695
-0.15001,54983.9746,3.5786,2.0977,,0.0,8.1175,-0.53683
-0.15002,55043.9739,3.5779,2.1002,0.0,,8.1264,-0.53676
-0.15002,55103.9729,3.5772,2.1027,,0.0,8.1354,-0.53665
-0.15002,55163.9752,3.5766,2.1052,0.0,,8.1443,-0.53656
-0.15002,55223.9736,3.5761,2.1077,,0.0,8.1532,-0.53649
-0.15002,55283.9733,3.5755,2.1102,0.0,,8.1622,-0.5364
-0.15001,55343.9742,3.5747,2.1127,,4.033899784088135,8.1711,-0.53624
-0.15003,55403.9758,3.5741,2.1152,0.0,,8.1801,-0.53622
-0.15002,55463.9748,3.5735,2.1177,,0.0,8.189,-0.5361
-0.15001,55523.9758,3.573,2.1202,0.0,,8.1979,-0.53599
-0.15,55583.973,3.5723,2.1227,,0.0,8.2069,-0.53585
-0.15,55643.9753,3.5715,2.1252,0.0,,8.2158,-0.53573
-0.15002,55703.9733,3.5709,2.1277,,0.0,8.2247,-0.53571
-0.15001,55763.9727,3.5703,2.1302,0.24929000437259674,,8.2336,-0.53558
-0.15001,55823.975,3.5698,2.1327,,3.900599956512451,8.2426,-0.53551
-0.15003,55883.9734,3.5692,2.1352,0.0,,8.2515,-0.53549
-0.15002,55943.9741,3.5685,2.1377,,0.0,8.2604,-0.53535
-0.15002,56003.9741,3.5677,2.1402,0.0,,8.2693,-0.53523
-0.15003,56063.9749,3.567,2.1427,,0.0,8.2783,-0.53516
-0.15002,56123.9733,3.5666,2.1452,0.0,,8.2872,-0.53506
-0.15002,56183.974,3.5659,2.1477,,0.0,8.2961,-0.53496
-0.15002,56243.9739,3.5653,2.1502,0.0,,8.305,-0.53487
-0.15002,56303.9748,3.5646,2.1527,,3.9632999897003174,8.3139,-0.53476
-0.15002,56363.9732,3.5639,2.1552,0.0,,8.3228,-0.53466
-0.15002,56423.9755,3.5632,2.1577,,0.0,8.3317,-0.53455
-0.15002,56483.9728,3.5627,2.1602,0.0,,8.3406,-0.53448
-0.15002,56543.9745,3.5621,2.1627,,0.0,8.3496,-0.53439
-0.15002,56603.9736,3.5613,2.1652,0.0,,8.3585,-0.53427
-0.15003,56663.9741,3.5605,2.1677,0.258650004863739,0.0,8.3674,-0.53418
-0.15002,56723.9748,3.5599,2.1702,,3.7583000659942627,8.3763,-0.53406
-0.15001,56783.974,3.5593,2.1727,0.0,,8.3852,-0.53393
-0.15001,56843.9747,3.5587,2.1752,,0.0,8.3941,-0.53384
-0.15002,56903.9739,3.558,2.1777,0.0,,8.403,-0.53377
-0.15002,56963.9747,3.5572,2.1802,,0.0,8.4119,-0.53365
-0.15001,57023.9736,3.5565,2.1827,0.0,,8.4208,-0.53351
-0.15002,57083.9743,3.556,2.1852,,0.0,8.4296,-0.53347
-0.15003,57143.9751,3.5553,2.1877,0.0,,8.4385,-0.5334
-0.15002,57203.9732,3.5547,2.1902,,3.745500087738037,8.4474,-0.53328
-0.15001,57263.9733,3.5538,2.1927,0.0,,8.4563,-0.53311
-0.15002,57323.9756,3.5531,2.1952,,0.0,8.4652,-0.53304
-0.15001,57383.9754,3.5525,2.1977,0.0,,8.4741,-0.53291
-0.15002,57443.9736,3.5518,2.2002,,0.0,8.483,-0.53284
