Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15001,26543.974,3.9142,0.9126,0.0,0.0,3.6915,-0.58717
-0.15001,26603.9731,3.9138,0.9151,,,3.7013,-0.58711
-0.15001,26663.9744,3.9132,0.9176,0.0,0.0,3.7111,-0.58702
-0.15001,26723.9744,3.9125,0.9201,,,3.7209,-0.58691
-0.15002,26783.973,3.9118,0.9226,0.0,0.0,3.7307,-0.58685
-0.15001,26843.9733,3.9112,0.9251,,,3.7405,-0.58672
-0.15001,26903.9731,3.9108,0.9276,0.24913999438285828,4.05810022354126,3.7502,-0.58666
-0.15002,26963.9747,3.9102,0.9301,,,3.76,-0.58661
-0.15001,27023.9738,3.9094,0.9326,0.0,0.0,3.7698,-0.58645
-0.15,27083.9738,3.9089,0.9351,,,3.7796,-0.58634
-0.15002,27143.9751,3.9083,0.9376,0.0,0.0,3.7893,-0.58632
-0.15002,27203.9725,3.9078,0.9401,,,3.7991,-0.58625
-0.15001,27263.973,3.9073,0.9426,0.0,0.0,3.8089,-0.58613
-0.15001,27323.975,3.9067,0.9451,,,3.8186,-0.58604
-0.15001,27383.9725,3.906,0.9476,0.0,0.0,3.8284,-0.58594
-0.15001,27443.9752,3.9054,0.9501,,4.357800006866455,3.8382,-0.58585
-0.15001,27503.9731,3.905,0.9526,0.0,,3.8479,-0.58579
-0.15001,27563.9731,3.9044,0.9551,,0.0,3.8577,-0.5857
-0.15001,27623.9745,3.9037,0.9576,0.0,,3.8675,-0.58559
-0.15001,27683.9735,3.9031,0.9601,,0.0,3.8772,-0.5855
-0.15001,27743.9735,3.9025,0.9626,0.0,,3.887,-0.58541
-0.15001,27803.9735,3.9022,0.9651,,0.0,3.8967,-0.58537
-0.15001,27863.9736,3.9016,0.9676,0.0,,3.9065,-0.58528
-0.15001,27923.9741,3.901,0.9701,0.2334900051355362,0.0,3.9162,-0.58519
-0.15002,27983.9729,3.9003,0.9726,,4.274899959564209,3.926,-0.58512
-0.15001,28043.9736,3.8997,0.9751,0.0,,3.9358,-0.58499
-0.15001,28103.9736,3.8994,0.9776,,0.0,3.9455,-0.58495
-0.15001,28163.9743,3.8988,0.9801,0.0,,3.9552,-0.58486
-0.15002,28223.9726,3.8982,0.9826,,0.0,3.965,-0.58481
-0.15001,28283.973,3.8975,0.9851,0.0,,3.9747,-0.58466
-0.15002,28343.9728,3.897,0.9876,,0.0,3.9845,-0.58463
-0.15001,28403.9733,3.8965,0.9901,0.0,,3.9942,-0.58451
-0.15002,28463.974,3.896,0.99261,,4.365200042724609,4.004,-0.58448
-0.15001,28523.9749,3.8954,0.99511,0.0,,4.0137,-0.58435
-0.15,28583.9739,3.8947,0.99761,,0.0,4.0234,-0.58421
-0.15002,28643.9744,3.8941,1.0001,0.0,,4.0332,-0.58419
-0.15002,28703.9745,3.8937,1.0026,,0.0,4.0429,-0.58413
-0.15001,28763.974,3.8932,1.0051,0.0,,4.0527,-0.58402
-0.15002,28823.9746,3.8926,1.0076,,0.0,4.0624,-0.58397
-0.15002,28883.9728,3.8918,1.0101,0.0,,4.0721,-0.58385
-0.15001,28943.9728,3.8913,1.0126,,0.0,4.0818,-0.58373
-0.15001,29003.9728,3.8909,1.0151,0.22134000062942505,,4.0916,-0.58367
-0.15001,29063.9734,3.8903,1.0176,,4.553299903869629,4.1013,-0.58358
-0.15001,29123.9726,3.8895,1.0201,0.0,,4.111,-0.58346
-0.15002,29183.974,3.889,1.0226,,0.0,4.1208,-0.58343
-0.15001,29243.9744,3.8884,1.0251,0.0,,4.1305,-0.5833
-0.15002,29303.974,3.888,1.0276,,0.0,4.1402,-0.58328
-0.15001,29363.9728,3.8875,1.0301,0.0,,4.1499,-0.58316
-0.15001,29423.9743,3.8867,1.0326,,0.0,4.1596,-0.58304
-0.15001,29483.9737,3.8861,1.0351,0.0,,4.1694,-0.58295
-0.15001,29543.9743,3.8855,1.0376,,0.0,4.1791,-0.58286
-0.15,29603.9733,3.885,1.0401,0.0,4.394700050354004,4.1888,-0.58275
-0.15001,29663.9749,3.8845,1.0426,,,4.1985,-0.58271
-0.15001,29723.9742,3.8837,1.0451,0.0,0.0,4.2082,-0.58259
-0.15001,29783.9748,3.8831,1.0476,,,4.2179,-0.5825
-0.15001,29843.973,3.8826,1.0501,0.0,0.0,4.2276,-0.58243
-0.15002,29903.9747,3.882,1.0526,,,4.2373,-0.58238
-0.15001,29963.9727,3.8814,1.0551,0.0,0.0,4.247,-0.58225
-0.15001,30023.9743,3.8806,1.0576,0.23993000388145447,,4.2567,-0.58213
-0.15,30083.9727,3.88,1.0601,,4.115799903869629,4.2664,-0.582
-0.15002,30143.9739,3.8796,1.0626,0.0,,4.2761,-0.58202
-0.15002,30203.9741,3.8789,1.0651,,0.0,4.2858,-0.58191
-0.15001,30263.9726,3.8781,1.0676,0.0,,4.2955,-0.58175
-0.15001,30323.9748,3.8774,1.0701,,0.0,4.3052,-0.58165
-0.15001,30383.9747,3.8768,1.0726,0.0,,4.3149,-0.58156
-0.15001,30443.9754,3.8763,1.0751,,0.0,4.3246,-0.58148
-0.15002,30503.973,3.8757,1.0776,0.0,,4.3343,-0.58143
-0.15002,30563.9737,3.8749,1.0801,,3.895900011062622,4.344,-0.58131
-0.15001,30623.9726,3.8742,1.0826,0.0,,4.3537,-0.58117
-0.15001,30683.9741,3.8735,1.0851,,0.0,4.3634,-0.58106
-0.15001,30743.9753,3.873,1.0876,0.0,,4.3731,-0.58099
-0.15001,30803.9727,3.8723,1.0901,,0.0,4.3827,-0.58088
-0.15001,30863.974,3.8714,1.0926,0.0,,4.3924,-0.58075
-0.15001,30923.9741,3.8707,1.0951,0.25960999727249146,0.0,4.4021,-0.58064
-0.15001,30983.9737,3.8701,1.0976,,3.680500030517578,4.4118,-0.58055
-0.15001,31043.9734,3.8695,1.1001,0.0,,4.4214,-0.58046
-0.15001,31103.9731,3.8688,1.1026,,0.0,4.4311,-0.58036
-0.15001,31163.9738,3.8679,1.1051,0.0,,4.4408,-0.58022
-0.15002,31223.974,3.8673,1.1076,,0.0,4.4505,-0.58017
-0.15001,31283.9744,3.8664,1.1101,0.0,,4.4601,-0.58
-0.15002,31343.9734,3.8659,1.1126,,0.0,4.4698,-0.57996
-0.15001,31403.9738,3.8651,1.1151,0.0,3.47160005569458,4.4795,-0.5798
-0.15,31463.973,3.8642,1.1176,,,4.4891,-0.57963
-0.15001,31523.9731,3.8634,1.1201,0.0,0.0,4.4988,-0.57955
-0.15001,31583.9729,3.8627,1.1226,,,4.5084,-0.57944
-0.15001,31643.9728,3.862,1.1251,0.0,0.0,4.5181,-0.57934
-0.15001,31703.9728,3.8613,1.1276,,,4.5278,-0.57923
-0.15001,31763.9727,3.8603,1.1301,0.29600998759269714,3.2367000579833984,4.5374,-0.57908
-0.15001,31823.9738,3.8595,1.1326,,,4.5471,-0.57896
-0.15,31883.9737,3.8588,1.1351,0.0,0.0,4.5567,-0.57882
-0.15001,31943.9731,3.858,1.1376,,,4.5664,-0.57874
-0.15001,32003.9744,3.8572,1.1401,0.0,0.0,4.576,-0.57862
-0.15001,32063.9745,3.8562,1.1426,,,4.5856,-0.57847
-0.15001,32123.9737,3.8553,1.1451,0.0,2.9939000606536865,4.5953,-0.57833
-0.15002,32183.9736,3.8545,1.1476,,,4.6049,-0.57825
-0.15001,32243.9731,3.8536,1.1501,0.0,0.0,4.6146,-0.57808
-0.15001,32303.9741,3.8529,1.1526,,,4.6242,-0.57797
-0.15001,32363.9729,3.8519,1.1551,0.0,0.0,4.6338,-0.57782
-0.15002,32423.9751,3.8509,1.1576,0.3422600030899048,,4.6434,-0.57771
-0.15001,32483.9745,3.8497,1.1601,,2.7853000164031982,4.6531,-0.57749
-0.15001,32543.9728,3.849,1.1626,0.0,,4.6627,-0.57739
-0.15001,32603.9725,3.8482,1.1651,,0.0,4.6723,-0.57727
-0.15,32663.9734,3.8472,1.1676,0.0,,4.6819,-0.57708
-0.15001,32723.975,3.8461,1.1701,,0.0,4.6916,-0.57695
-0.15001,32783.9737,3.845,1.1726,0.0,2.5903000831604004,4.7012,-0.57679
-0.15001,32843.9728,3.844,1.1751,,,4.7108,-0.57664
-0.15001,32903.9739,3.8431,1.1776,0.0,0.0,4.7204,-0.5765
-0.15002,32963.974,3.8421,1.1801,,,4.73,-0.57639
-0.15002,33023.9748,3.8409,1.1826,0.4001300036907196,0.0,4.7396,-0.57621
-0.15001,33083.973,3.8397,1.1851,,2.3696000576019287,4.7492,-0.57599
-0.15001,33143.9746,3.8387,1.1876,0.0,,4.7588,-0.57584
-0.15001,33203.9745,3.8377,1.1901,,0.0,4.7684,-0.57569
-0.15002,33263.973,3.8365,1.1926,0.0,,4.778,-0.57555
-0.15001,33323.9745,3.8352,1.1951,,2.218899965286255,4.7876,-0.57532
-0.15001,33383.9748,3.834,1.1976,0.0,,4.7972,-0.57514
-0.15001,33443.9745,3.8328,1.2001,,0.0,4.8068,-0.57496
-0.15,33503.9738,3.8316,1.2026,0.0,,4.8163,-0.57474
-0.15001,33563.9743,3.8306,1.2051,0.46195000410079956,2.0992000102996826,4.8259,-0.57463
-0.15,33623.9743,3.8293,1.2076,,,4.8355,-0.5744
-0.15,33683.9744,3.828,1.2101,0.0,0.0,4.8451,-0.5742
-0.15001,33743.9748,3.8266,1.2126,,,4.8546,-0.57403
-0.15,33803.9732,3.8255,1.2151,0.0,,4.8642,-0.57383
-0.15002,33863.9726,3.8243,1.2176,,2.0209999084472656,4.8738,-0.57372
-0.15,33923.9737,3.823,1.2201,0.0,,4.8833,-0.57345
-0.15001,33983.9726,3.8216,1.2226,,0.0,4.8929,-0.57328
-0.15001,34043.9742,3.8204,1.2251,0.49876999855041504,1.9714000225067139,4.9024,-0.5731
-0.15001,34103.9726,3.8193,1.2276,,,4.912,-0.57293
-0.15001,34163.9727,3.818,1.2301,0.0,0.0,4.9215,-0.57274
-0.15002,34223.9753,3.8168,1.2326,,,4.9311,-0.5726
-0.15001,34283.973,3.8153,1.2351,0.0,1.9835000038146973,4.9406,-0.57233
-0.15002,34343.9754,3.8141,1.2376,,,4.9502,-0.57219
-0.15001,34403.9745,3.813,1.2401,0.0,0.0,4.9597,-0.57199
-0.15002,34463.9738,3.8119,1.2426,,,4.9692,-0.57186
-0.15002,34523.9729,3.8106,1.2451,0.49729999899864197,0.0,4.9788,-0.57167
-0.15002,34583.9728,3.8093,1.2476,,2.063699960708618,4.9883,-0.57147
-0.15001,34643.9744,3.8081,1.2501,0.0,,4.9978,-0.57125
-0.15001,34703.9734,3.8071,1.2526,,0.0,5.0073,-0.5711
-0.15002,34763.9749,3.806,1.2551,0.0,,5.0168,-0.57098
-0.15001,34823.9726,3.8047,1.2576,,2.1522998809814453,5.0264,-0.57074
-0.15002,34883.9738,3.8036,1.2601,0.0,,5.0359,-0.57062
-0.15002,34943.9737,3.8025,1.2626,,0.0,5.0454,-0.57045
-0.15002,35003.9745,3.8016,1.2651,0.0,,5.0549,-0.57032
-0.15001,35063.9738,3.8006,1.2676,0.4496900141239166,0.0,5.0644,-0.57013
-0.15001,35123.9752,3.7994,1.2701,,2.309799909591675,5.0739,-0.56995
-0.15002,35183.9737,3.7984,1.2726,0.0,,5.0834,-0.56984
-0.15002,35243.9749,3.7974,1.2751,,0.0,5.0929,-0.56969
-0.15002,35303.9727,3.7966,1.2776,0.0,,5.1024,-0.56957
-0.15001,35363.974,3.7956,1.2801,,0.0,5.1119,-0.56938
-0.15001,35423.973,3.7945,1.2826,0.0,2.5058999061584473,5.1214,-0.56921
-0.15002,35483.973,3.7935,1.2851,,,5.1308,-0.5691
-0.15002,35543.9726,3.7926,1.2876,0.0,0.0,5.1403,-0.56897
-0.15001,35603.9754,3.7918,1.2901,,,5.1498,-0.56881
-0.15002,35663.9735,3.7909,1.2926,0.3881300091743469,0.0,5.1593,-0.56871
-0.15002,35723.9729,3.7899,1.2951,,2.6847000122070312,5.1688,-0.56856
-0.15001,35783.974,3.789,1.2976,0.0,,5.1782,-0.56839
-0.15002,35843.9733,3.7881,1.3001,,0.0,5.1877,-0.56829
