Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15,54316.735,3.5448,2.0645,,,7.9422,-0.53172
-0.14999,54376.737,3.5441,2.067,0.0,0.0,7.9511,-0.53158
-0.15,54436.737,3.5435,2.0695,,,7.9599,-0.53153
-0.15,54496.735,3.5427,2.072,0.0,0.0,7.9688,-0.53141
-0.15,54556.735,3.5419,2.0745,,3.2827,7.9776,-0.53129
-0.14999,54616.738,3.541,2.077,0.0,,7.9865,-0.53111
-0.14998,54676.734,3.5402,2.0795,,0.0,7.9953,-0.53096
-0.14999,54736.735,3.5395,2.082,0.0,,8.0042,-0.53089
-0.15,54796.736,3.5388,2.0845,,0.0,8.013,-0.53082
-0.14999,54856.735,3.538,2.087,0.0,,8.0219,-0.53066
-0.15,54916.735,3.5371,2.0895,0.30944,3.207,8.0307,-0.53057
-0.14999,54976.737,3.5363,2.092,,,8.0396,-0.53041
-0.15,55036.735,3.5355,2.0945,0.0,0.0,8.0484,-0.53033
-0.15,55096.735,3.5349,2.097,,,8.0572,-0.53024
-0.14999,55156.735,3.5341,2.0995,0.0,0.0,8.0661,-0.53008
-0.14999,55216.734,3.5332,2.102,,,8.0749,-0.52994
-0.15,55276.736,3.5323,2.1045,0.0,0.0,8.0837,-0.52985
-0.15,55336.735,3.5317,2.107,,3.1799,8.0926,-0.52976
-0.15,55396.736,3.5309,2.1095,0.0,,8.1014,-0.52964
-0.14998,55456.736,3.5301,2.112,,0.0,8.1102,-0.52944
-0.14999,55516.735,3.5291,2.1145,0.0,,8.119,-0.52933
-0.15,55576.736,3.5283,2.117,,0.0,8.1279,-0.52925
-0.15,55636.734,3.5276,2.1195,0.31753,,8.1367,-0.52914
-0.15,55696.735,3.5269,2.122,,3.1373,8.1455,-0.52904
-0.15,55756.735,3.5261,2.1245,0.0,,8.1543,-0.52892
-0.14999,55816.736,3.5253,2.127,,0.0,8.1631,-0.52876
-0.14999,55876.736,3.5243,2.1295,0.0,,8.1719,-0.52861
-0.14999,55936.735,3.5236,2.132,,0.0,8.1807,-0.5285
-0.15,55996.734,3.5229,2.1345,0.0,,8.1895,-0.52844
-0.14999,56056.735,3.5221,2.137,,3.0891,8.1983,-0.52828
-0.14998,56116.734,3.5211,2.1395,0.0,,8.2072,-0.52809
-0.14999,56176.735,3.5203,2.142,,0.0,8.216,-0.52801
-0.14998,56236.735,3.5195,2.1445,0.0,,8.2248,-0.52785
-0.14999,56296.736,3.5188,2.147,,0.0,8.2335,-0.52778
-0.15001,56356.737,3.518,2.1495,0.0,,8.2423,-0.52774
-0.15,56416.735,3.517,2.152,0.32523,3.0441,8.2511,-0.52755
-0.15,56476.736,3.5162,2.1545,,,8.2599,-0.52743
-0.14999,56536.735,3.5153,2.157,0.0,0.0,8.2687,-0.52726
-0.15,56596.737,3.5146,2.1595,,,8.2775,-0.52719
-0.15,56656.737,3.5138,2.162,0.0,0.0,8.2863,-0.52707
-0.14999,56716.735,3.5128,2.1645,,,8.2951,-0.52688
-0.14999,56776.736,3.5119,2.167,0.0,2.9848,8.3039,-0.52675
-0.14998,56836.735,3.5112,2.1695,,,8.3126,-0.52661
-0.14999,56896.738,3.5104,2.172,0.0,0.0,8.3214,-0.52652
-0.14999,56956.735,3.5096,2.1745,,,8.3302,-0.5264
-0.15001,57016.737,3.5086,2.177,0.0,0.0,8.3389,-0.52633
-0.14998,57076.735,3.5077,2.1795,0.33923,,8.3477,-0.52608
-0.14999,57136.736,3.507,2.182,,2.8794,8.3565,-0.52601
-0.15001,57196.735,3.5061,2.1845,0.0,,8.3653,-0.52595
-0.14999,57256.735,3.5053,2.187,,0.0,8.374,-0.52576
-0.14999,57316.736,3.5042,2.1895,0.0,,8.3828,-0.52559
-0.15001,57376.736,3.5033,2.192,,0.0,8.3915,-0.52553
-0.15,57436.737,3.5025,2.1945,0.0,,8.4003,-0.52538
-0.14999,57496.735,3.5017,2.197,,2.8975,8.409,-0.52522
-0.14999,57556.735,3.5008,2.1995,0.0,,8.4178,-0.52508
-0.14998,57616.737,3.4998,2.202,,0.0,8.4265,-0.5249
-0.14999,57676.734,3.4989,2.2045,0.0,,8.4353,-0.5248
-0.14999,57736.734,3.4981,2.207,,0.0,8.444,-0.52468
-0.15,57796.734,3.4972,2.2095,0.35036,2.7351,8.4528,-0.52458
-0.15001,57856.736,3.4964,2.212,,,8.4615,-0.52449
-0.14999,57916.734,3.4953,2.2145,0.0,0.0,8.4703,-0.52426
-0.15,57976.735,3.4943,2.217,,,8.479,-0.52415
-0.14999,58036.736,3.4936,2.2195,0.0,0.0,8.4877,-0.52401
-0.14999,58096.736,3.4927,2.222,,,8.4965,-0.52387
-0.14999,58156.735,3.4916,2.2245,0.0,2.7869,8.5052,-0.52371
-0.15,58216.735,3.4906,2.227,,,8.5139,-0.52359
-0.14999,58276.736,3.4897,2.2295,0.0,0.0,8.5226,-0.52342
-0.14999,58336.735,3.4889,2.232,,,8.5314,-0.5233
-0.14999,58396.735,3.488,2.2345,0.0,0.0,8.5401,-0.52317
-0.14998,58456.735,3.4871,2.237,0.36938,2.6535,8.5488,-0.523
-0.15,58516.734,3.4859,2.2395,,,8.5575,-0.52289
-0.14999,58576.735,3.4851,2.242,0.0,0.0,8.5662,-0.52273
-0.15,58636.735,3.4842,2.2445,,,8.5749,-0.52263
-0.14999,58696.736,3.4833,2.247,0.0,0.0,8.5836,-0.52246
-0.14999,58756.735,3.4823,2.2495,,,8.5924,-0.52231
-0.14999,58816.736,3.4812,2.252,0.0,2.6393,8.6011,-0.52215
-0.14999,58876.735,3.4802,2.2545,,,8.6098,-0.522
-0.14999,58936.735,3.4793,2.257,0.0,0.0,8.6185,-0.52186
-0.14999,58996.735,3.4784,2.2595,,,8.6272,-0.52173
-0.15,59056.734,3.4774,2.262,0.38296,0.0,8.6358,-0.52161
-0.15,59116.737,3.4763,2.2645,,2.596,8.6445,-0.52145
-0.15,59176.735,3.4754,2.267,0.0,,8.6532,-0.52131
-0.14999,59236.736,3.4745,2.2695,,0.0,8.6619,-0.52114
-0.14999,59296.736,3.4736,2.272,0.0,,8.6706,-0.52101
-0.14999,59356.735,3.4725,2.2745,,0.0,8.6793,-0.52084
-0.14999,59416.737,3.4714,2.277,0.0,2.5444,8.688,-0.52068
-0.14999,59476.737,3.4704,2.2795,,,8.6966,-0.52053
-0.15,59536.736,3.4694,2.282,0.0,0.0,8.7053,-0.52041
-0.14999,59596.735,3.4685,2.2845,,,8.714,-0.52024
-0.15,59656.735,3.4676,2.287,0.39794,0.0,8.7226,-0.52014
-0.14999,59716.736,3.4664,2.2895,,2.4364,8.7313,-0.51993
-0.14999,59776.736,3.4653,2.292,0.0,,8.74,-0.51976
-0.14999,59836.735,3.4643,2.2945,,0.0,8.7486,-0.51961
-0.15,59896.735,3.4634,2.297,0.0,,8.7573,-0.51951
-0.15,59956.736,3.4624,2.2995,,0.0,8.766,-0.51936
-0.14999,60016.735,3.4612,2.302,0.0,2.4757,8.7746,-0.51915
-0.15,60076.735,3.4602,2.3045,,,8.7833,-0.51903
-0.14999,60136.737,3.459,2.307,0.0,0.0,8.7919,-0.51882
-0.14999,60196.735,3.4583,2.3095,,,8.8006,-0.51871
-0.14999,60256.734,3.4572,2.312,0.4104,0.0,8.8092,-0.51855
-0.14999,60316.737,3.456,2.3145,,2.4238,8.8178,-0.51837
-0.14999,60376.735,3.455,2.317,0.0,,8.8265,-0.51822
-0.14999,60436.735,3.454,2.3195,,0.0,8.8351,-0.51807
-0.14999,60496.735,3.4531,2.322,0.0,,8.8437,-0.51793
-0.15,60556.738,3.4521,2.3245,,2.4086,8.8524,-0.51782
-0.14999,60616.736,3.451,2.327,0.0,,8.861,-0.51762
-0.15,60676.735,3.4499,2.3295,,0.0,8.8696,-0.51749
-0.15,60736.736,3.4489,2.332,0.0,,8.8782,-0.51734
-0.15,60796.737,3.448,2.3345,,0.0,8.8869,-0.5172
-0.14999,60856.735,3.4471,2.337,0.40823,2.5064,8.8955,-0.51703
-0.15,60916.735,3.446,2.3395,,,8.9041,-0.5169
-0.14998,60976.735,3.445,2.342,0.0,0.0,8.9127,-0.51668
-0.15,61036.735,3.444,2.3445,,,8.9213,-0.5166
-0.14998,61096.735,3.443,2.347,0.0,0.0,8.9299,-0.51638
-0.14999,61156.738,3.4422,2.3495,,,8.9385,-0.5163
-0.15,61216.736,3.4413,2.352,0.0,2.5891,8.9471,-0.5162
-0.15,61276.735,3.4403,2.3545,,,8.9557,-0.51605
-0.14999,61336.736,3.4393,2.357,0.0,0.0,8.9643,-0.51586
-0.14999,61396.735,3.4384,2.3595,,,8.9729,-0.51573
-0.15,61456.736,3.4377,2.362,0.37578,0.0,8.9815,-0.51566
-0.14999,61516.736,3.4368,2.3645,,2.7688,8.9901,-0.51549
-0.15,61576.735,3.4358,2.367,0.0,,8.9987,-0.51537
-0.14998,61636.736,3.4349,2.3695,,0.0,9.0073,-0.51517
-0.15,61696.736,3.4341,2.372,0.0,,9.0159,-0.51512
-0.15,61756.735,3.4334,2.3745,,0.0,9.0245,-0.51501
-0.14999,61816.735,3.4326,2.377,0.0,,9.033,-0.51486
-0.14999,61876.737,3.4318,2.3795,,2.9775,9.0416,-0.51474
-0.14999,61936.734,3.4309,2.382,0.0,,9.0502,-0.5146
-0.15,61996.735,3.4301,2.3845,,0.0,9.0588,-0.51452
-0.15,62056.735,3.4294,2.387,0.0,,9.0674,-0.51441
-0.15,62116.735,3.4287,2.3895,,0.0,9.0759,-0.51431
-0.14999,62176.735,3.4278,2.392,0.33017,,9.0845,-0.51414
-0.14999,62236.735,3.427,2.3945,,0.0,9.0931,-0.51402
-0.15,62296.735,3.4262,2.397,0.0,3.212,9.1016,-0.51393
-0.15,62356.737,3.4255,2.3995,,,9.1102,-0.51383
-0.15,62416.736,3.4249,2.402,0.0,0.0,9.1188,-0.51374
-0.14999,62476.736,3.4241,2.4045,,,9.1273,-0.51358
-0.14999,62536.734,3.4232,2.407,0.0,0.0,9.1359,-0.51345
-0.14999,62596.735,3.4225,2.4095,,,9.1444,-0.51334
-0.15,62656.736,3.4218,2.412,,3.3347,9.153,-0.51327
-0.15,62716.737,3.4212,2.4145,0.0,,9.1615,-0.51318
-0.15,62776.735,3.4205,2.417,,0.0,9.1701,-0.51308
-0.15,62836.735,3.4196,2.4195,0.0,,9.1786,-0.51294
-0.14999,62896.735,3.4189,2.422,,0.0,9.1872,-0.5128
-0.15,62956.736,3.4183,2.4245,0.0,,9.1957,-0.51275
-0.14999,63016.734,3.4176,2.427,0.2927,0.0,9.2043,-0.51261
-0.14999,63076.737,3.4169,2.4295,,3.4632,9.2128,-0.5125
-0.14998,63136.737,3.4161,2.432,0.0,,9.2214,-0.51235
-0.15,63196.735,3.4153,2.4345,,0.0,9.2299,-0.5123
-0.15,63256.736,3.4145,2.437,0.0,,9.2384,-0.51218
-0.14999,63316.736,3.4139,2.4395,,0.0,9.247,-0.51205
-0.15,63376.736,3.4133,2.442,0.0,,9.2555,-0.512
-0.14999,63436.735,3.4125,2.4445,,0.0,9.264,-0.51184
-0.15,63496.736,3.4117,2.447,0.0,3.4718,9.2726,-0.51176
-0.15,63556.734,3.4109,2.4495,,,9.2811,-0.51164
-0.14999,63616.735,3.4104,2.452,0.0,0.0,9.2896,-0.51153
-0.14999,63676.736,3.4096,2.4545,,,9.2981,-0.51141
-0.14999,63736.734,3.4087,2.457,0.0,0.0,9.3067,-0.51127
-0.15,63796.737,3.408,2.4595,,,9.3152,-0.5112
-0.14999,63856.736,3.4072,2.462,0.29364,0.0,9.3237,-0.51105
-0.14999,63916.735,3.4066,2.4645,,3.381,9.3322,-0.51096
-0.14998,63976.737,3.4059,2.467,0.0,,9.3407,-0.51082
-0.14999,64036.737,3.4051,2.4695,,0.0,9.3492,-0.51073
-0.14998,64096.735,3.4042,2.472,0.0,,9.3577,-0.51056
-0.15,64156.736,3.4035,2.4745,,0.0,9.3663,-0.51053
-0.14999,64216.736,3.4027,2.477,0.0,,9.3748,-0.51037
-0.14999,64276.736,3.402,2.4795,,3.2487,9.3833,-0.51027
-0.15,64336.735,3.4012,2.482,0.0,,9.3918,-0.51018
-0.14999,64396.737,3.4002,2.4845,,0.0,9.4003,-0.51
-0.15001,64456.735,3.3994,2.487,0.0,,9.4088,-0.50994
-0.14999,64516.735,3.3986,2.4895,,0.0,9.4173,-0.50976
-0.15,64576.734,3.3979,2.492,0.0,,9.4258,-0.50969
-0.15,64636.737,3.3971,2.4945,0.31151,3.0586,9.4343,-0.50957
-0.15,64696.737,3.3961,2.497,,,9.4427,-0.50942
-0.15,64756.734,3.3952,2.4995,0.0,0.0,9.4512,-0.50928
-0.14999,64816.735,3.3945,2.502,,,9.4597,-0.50914
-0.14999,64876.736,3.3936,2.5045,0.0,0.0,9.4682,-0.50901
-0.14999,64936.735,3.3926,2.507,,,9.4767,-0.50886
-0.15,64996.737,3.3917,2.5095,0.0,2.8539,9.4852,-0.50876
-0.14999,65056.737,3.3908,2.512,,,9.4936,-0.50859
-0.14999,65116.735,3.39,2.5145,0.0,0.0,9.5021,-0.50847
-0.15,65176.735,3.389,2.517,,,9.5106,-0.50835
-0.15,65236.737,3.388,2.5195,0.0,0.0,9.5191,-0.5082
-0.14999,65296.737,3.3869,2.522,0.36079,2.612,9.5275,-0.508
-0.14999,65356.737,3.3858,2.5245,,,9.536,-0.50784
-0.15,65416.736,3.385,2.527,0.0,0.0,9.5445,-0.50775
-0.15,65476.735,3.3838,2.5295,,,9.5529,-0.50757
-0.15,65536.736,3.3827,2.532,0.0,0.0,9.5614,-0.50741
-0.14999,65596.736,3.3815,2.5345,,2.3064,9.5698,-0.50719
-0.14999,65656.736,3.3803,2.537,0.0,,9.5783,-0.50701
-0.14999,65716.735,3.3793,2.5395,,0.0,9.5867,-0.50686
-0.14999,65776.737,3.3781,2.542,0.0,,9.5952,-0.50668
-0.14999,65836.736,3.3768,2.5445,0.44184,2.1365,9.6036,-0.50649
-0.14999,65896.735,3.3755,2.547,,,9.6121,-0.50629
-0.15001,65956.735,3.3743,2.5495,0.0,0.0,9.6205,-0.50618
-0.15,66016.735,3.3731,2.552,,,9.6289,-0.50597
-0.15,66076.735,3.3717,2.5545,0.0,1.95,9.6374,-0.50576
-0.14999,66136.735,3.3701,2.557,,,9.6458,-0.50548
-0.15,66196.735,3.3688,2.5595,0.0,0.0,9.6542,-0.50532
-0.14999,66256.736,3.3675,2.562,0.53257,,9.6626,-0.50509
-0.14998,66316.737,3.366,2.5645,,1.751,9.671,-0.50483
-0.14999,66376.737,3.3644,2.567,0.0,,9.6795,-0.50463
-0.15001,66436.736,3.3627,2.5695,,0.0,9.6879,-0.50444
-0.14998,66496.736,3.3611,2.572,0.0,1.629,9.6963,-0.5041
-0.14999,66556.736,3.3596,2.5745,,,9.7047,-0.50391
-0.14999,66616.734,3.3579,2.577,0.0,0.0,9.7131,-0.50365
-0.14999,66676.734,3.3561,2.5795,0.64087,1.4767,9.7215,-0.50338
-0.15,66736.735,3.3542,2.582,,,9.7298,-0.50313
-0.14999,66796.735,3.3522,2.5845,0.0,0.0,9.7382,-0.5028
-0.15,66856.737,3.3504,2.587,,1.359,9.7466,-0.50256
-0.15,66916.736,3.3484,2.5895,0.0,,9.755,-0.50226
-0.15,66976.737,3.3464,2.592,0.7535,1.2577,9.7633,-0.50196
-0.14999,67036.735,3.3441,2.5945,,,9.7717,-0.50158
-0.14999,67096.735,3.342,2.597,0.0,0.0,9.7801,-0.50127
-0.14998,67156.737,3.3397,2.5995,,1.1831,9.7884,-0.50089
-0.15,67216.735,3.3376,2.602,0.87287,,9.7968,-0.50064
-0.15,67276.736,3.3352,2.6045,,1.087,9.8051,-0.50028
-0.14999,67336.737,3.3326,2.607,0.0,,9.8134,-0.49986
-0.14999,67396.736,3.3302,2.6095,,1.0384,9.8218,-0.4995
-0.15001,67456.736,3.3276,2.612,0.98768,,9.8301,-0.49917
-0.15,67516.736,3.325,2.6145,,0.95972,9.8384,-0.49875
-0.14999,67576.736,3.3223,2.617,0.0,,9.8467,-0.49831
-0.14999,67636.737,3.3193,2.6195,,0.92288,9.855,-0.49786
-0.15,67696.735,3.3164,2.622,1.12,0.86676,9.8633,-0.49746
-0.14999,67756.735,3.3135,2.6245,,,9.8716,-0.49699
-0.14999,67816.737,3.3105,2.627,0.0,0.8292,9.8799,-0.49654
-0.14998,67876.736,3.3073,2.6295,1.2213,,9.8881,-0.49603
-0.15,67936.736,3.3039,2.632,,0.79745,9.8964,-0.49559
-0.15,67996.735,3.3006,2.6345,0.0,0.75801,9.9046,-0.49509
-0.14999,68056.736,3.2971,2.637,1.3297,,9.9129,-0.49453
-0.14999,68116.735,3.2937,2.6395,,0.73132,9.9211,-0.49402
-0.14999,68176.735,3.2901,2.642,0.0,0.69992,9.9294,-0.49348
-0.15,68236.735,3.2862,2.6445,1.439,0.68161,9.9376,-0.49293
-0.15,68296.735,3.2824,2.647,,,9.9458,-0.49236
-0.14999,68356.737,3.2784,2.6495,0.0,0.64483,9.954,-0.49173
-0.14999,68416.736,3.2745,2.652,1.5498,0.63236,9.9622,-0.49114
-0.14999,68476.735,3.2704,2.6545,,0.61143,9.9704,-0.49053
-0.15,68536.736,3.266,2.657,1.651,0.58645,9.9785,-0.4899
-0.14999,68596.737,3.2616,2.6595,,0.57873,9.9867,-0.48921
-0.14999,68656.735,3.2573,2.662,1.7505,,9.9948,-0.48856
-0.15,68716.735,3.2528,2.6645,,0.56746,10.003,-0.48792
-0.14999,68776.737,3.2483,2.667,0.0,0.5534,10.011,-0.48721
-0.14999,68836.738,3.2435,2.6695,1.8266,0.54473,10.019,-0.48649
-0.14999,68896.736,3.2386,2.672,,0.5256,10.027,-0.48576
-0.15,68956.735,3.2338,2.6745,1.9033,0.51477,10.035,-0.48507
-0.14999,69016.736,3.2288,2.677,,0.5001,10.043,-0.48429
-0.14999,69076.734,3.2237,2.6795,2.0028,0.49305,10.052,-0.48352
-0.14999,69136.734,3.2182,2.682,,0.47916,10.06,-0.4827
-0.15,69196.735,3.2128,2.6845,2.1016,0.46596,10.068,-0.48192
-0.14999,69256.736,3.2073,2.687,2.1997,0.45968,10.076,-0.48106
-0.14999,69316.735,3.2017,2.6895,,0.4353,10.084,-0.48022
-0.15,69376.735,3.1958,2.6919,2.2971,0.43015,10.092,-0.47937
-0.14999,69436.735,3.1897,2.6944,,0.41846,10.1,-0.47842
-0.14999,69496.736,3.1835,2.6969,2.4073,0.40747,10.108,-0.47749
-0.14999,69556.735,3.1772,2.6994,2.5082,0.40127,10.116,-0.47655
-0.14999,69616.736,3.1708,2.7019,,0.38543,10.123,-0.47559
-0.14998,69676.736,3.1643,2.7044,2.5955,0.37831,10.131,-0.47458
-0.14998,69736.735,3.1573,2.7069,2.7135,0.376,10.139,-0.47353
-0.14999,69796.736,3.1503,2.7094,,0.35736,10.147,-0.47251
-0.14999,69856.735,3.1432,2.7119,2.8028,0.35411,10.155,-0.47145
-0.15,69916.736,3.1359,2.7144,2.9097,0.33797,10.163,-0.47039
-0.14999,69976.736,3.1284,2.7169,,0.33259,10.171,-0.46923
-0.14999,70036.734,3.1205,2.7194,3.0309,0.3245,10.179,-0.46804
-0.14999,70096.735,3.1125,2.7219,3.1168,0.31269,10.186,-0.46684
-0.14999,70156.736,3.1044,2.7244,3.2237,0.30693,10.194,-0.46563
-0.14999,70216.737,3.0961,2.7269,3.3642,0.29334,10.202,-0.46438
-0.15,70276.735,3.0873,2.7294,3.4368,0.2896,10.21,-0.4631
-0.15,70336.736,3.0782,2.7319,,0.27701,10.217,-0.46173
-0.15,70396.735,3.069,2.7344,3.578,0.27105,10.225,-0.46035
-0.15,70456.734,3.0595,2.7369,3.7078,0.263,10.233,-0.45893
-0.14999,70516.737,3.0498,2.7394,3.8556,0.25443,10.24,-0.45744
-0.14999,70576.735,3.0396,2.7419,3.931,0.24428,10.248,-0.45591
-0.15001,70636.736,3.0291,2.7444,4.1401,0.23512,10.255,-0.4544
-0.14999,70696.734,3.018,2.7469,4.2342,0.22842,10.263,-0.45267
-0.15001,70756.736,3.0067,2.7494,4.5568,0.22044,10.271,-0.45104
-0.14999,70816.736,2.995,2.7519,4.6828,0.21277,10.278,-0.44922
-0.15,70876.735,2.9827,2.7544,4.8363,0.20522,10.286,-0.44741
-0.14999,70936.735,2.9699,2.7569,5.0377,0.19459,10.293,-0.44546
-0.15,70996.736,2.9564,2.7594,5.3734,0.1874,10.3,-0.44346
-0.15,71056.734,2.9424,2.7619,5.5477,0.17673,10.308,-0.44136
-0.15001,71116.735,2.9278,2.7644,5.7511,0.16803,10.315,-0.4392
-0.15,71176.736,2.9121,2.7669,6.1856,0.15978,10.322,-0.43682
-0.15,71236.736,2.8954,2.7694,6.7033,0.14663,10.33,-0.43431
-0.15,71296.737,2.8772,2.7719,7.033,0.13577,10.337,-0.43158
-0.14999,71356.737,2.8573,2.7744,7.7971,0.12339,10.344,-0.42857
-0.14999,71416.735,2.8346,2.7769,9.3298,0.1058,10.351,-0.42516
-0.15,71476.736,2.8083,2.7794,10.502,0.08999,10.358,-0.42125
-0.14999,71536.734,2.777,2.7819,13.348,0.076542,10.365,-0.41652
-0.15,71596.736,2.7408,2.7844,14.756,0.066336,10.372,-0.41112
-0.14999,71656.735,2.7014,2.7869,15.908,0.063012,10.379,-0.40518
-0.15,71716.735,2.6607,2.7894,16.335,0.060678,10.386,-0.39911
-0.14999,71776.735,2.6193,2.7919,16.634,0.05927,10.392,-0.39287
-0.15,71836.737,2.5774,2.7944,16.751,0.060259,10.399,-0.38661
-0.15,71896.737,2.5357,2.7969,16.567,0.060969,10.405,-0.38036
-0.15,71949.849,2.5,2.7991,16.171,0.061643,10.411,-0.375
-0.15,71949.862,2.5,2.7991,16.171,0.061643,10.411,-0.375
