Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.14998,86771.5071,3.419,0.29248,0.0,0.0,0.96276,0.51278
0.14999,86831.5063,3.4194,0.29498,,,0.97131,0.51288
0.14998,86891.5081,3.4201,0.29748,0.0,0.0,0.97985,0.51295
0.14999,86951.5079,3.4207,0.29998,,,0.9884,0.51307
0.14999,87011.5084,3.4215,0.30248,0.0,,0.99696,0.51319
0.14999,87071.5068,3.4221,0.30498,,0.0,1.0055,0.51328
0.14998,87131.507,3.4226,0.30748,0.25738000869750977,3.9374001026153564,1.0141,0.51332
0.14999,87191.5062,3.4232,0.30998,,,1.0226,0.51345
0.14997,87251.5079,3.4239,0.31248,0.0,0.0,1.0312,0.51348
0.14999,87311.507,3.4246,0.31498,,,1.0397,0.51366
0.14999,87371.5066,3.4253,0.31747,0.0,0.0,1.0483,0.51376
0.14999,87431.5059,3.4258,0.31997,,,1.0569,0.51384
0.14999,87491.5065,3.4264,0.32247,0.0,0.0,1.0654,0.51393
0.14999,87551.5066,3.4271,0.32497,,,1.074,0.51403
0.15,87611.5073,3.4279,0.32747,0.0,3.9467999935150146,1.0826,0.51419
0.14999,87671.5062,3.4285,0.32997,,,1.0911,0.51424
0.14998,87731.5077,3.429,0.33247,0.0,0.0,1.0997,0.51428
0.14999,87791.5065,3.4296,0.33497,,,1.1083,0.51441
0.14998,87851.5074,3.4301,0.33747,0.0,0.0,1.1169,0.51445
0.14999,87911.5066,3.4311,0.33997,,,1.1254,0.51463
0.14999,87971.5075,3.4318,0.34247,0.0,0.0,1.134,0.51474
0.14998,88031.5059,3.4322,0.34497,0.2572599947452545,,1.1426,0.51476
0.14998,88091.5068,3.4329,0.34747,,3.822700023651123,1.1512,0.51487
0.15,88151.5066,3.4336,0.34997,0.0,,1.1597,0.51504
0.14999,88211.5073,3.4345,0.35247,,0.0,1.1683,0.51514
0.14998,88271.5062,3.4351,0.35497,0.0,,1.1769,0.5152
0.15,88331.506,3.4357,0.35747,,0.0,1.1855,0.51536
0.14998,88391.5074,3.4363,0.35997,0.0,,1.1941,0.51538
0.14999,88451.5066,3.4371,0.36247,,0.0,1.2027,0.51553
0.14999,88511.5073,3.4379,0.36497,0.0,3.625200033187866,1.2113,0.51565
0.14999,88571.5059,3.4387,0.36747,,,1.2199,0.51577
0.14999,88631.5076,3.4392,0.36997,0.0,0.0,1.2285,0.51585
0.14998,88691.5071,3.44,0.37247,,,1.2371,0.51593
0.14998,88751.5063,3.4408,0.37497,0.0,0.0,1.2457,0.51605
0.14999,88811.5075,3.4416,0.37747,,,1.2543,0.51621
0.14999,88871.5075,3.4423,0.37997,0.2835899889469147,0.0,1.2629,0.51631
0.14999,88931.5076,3.443,0.38247,,3.3808999061584473,1.2715,0.51642
0.14999,88991.5074,3.4438,0.38497,0.0,,1.2801,0.51654
0.14999,89051.5075,3.4446,0.38747,,0.0,1.2887,0.51666
0.14998,89111.5068,3.4455,0.38997,0.0,,1.2973,0.51676
0.14998,89171.5059,3.4463,0.39247,,0.0,1.3059,0.51688
0.14998,89231.5065,3.4469,0.39497,0.0,,1.3145,0.51697
0.14999,89291.5079,3.4477,0.39747,,3.1514999866485596,1.3232,0.51712
0.14998,89351.5074,3.4487,0.39997,0.0,,1.3318,0.51724
0.14999,89411.5067,3.4496,0.40247,,0.0,1.3404,0.51741
0.14999,89471.5067,3.4504,0.40497,0.0,,1.349,0.51753
0.14999,89531.509,3.4511,0.40747,,0.0,1.3577,0.51763
0.14998,89591.5065,3.452,0.40997,,,1.3663,0.51773
0.14998,89651.5067,3.453,0.41247,0.32649001479148865,2.9356000423431396,1.3749,0.51788
0.14998,89711.5065,3.4539,0.41497,,,1.3835,0.51802
0.14999,89771.5082,3.4548,0.41747,0.0,0.0,1.3922,0.51819
0.14998,89831.5083,3.4556,0.41997,,,1.4008,0.51827
0.14998,89891.5059,3.4565,0.42247,0.0,0.0,1.4095,0.51841
0.14998,89951.5059,3.4575,0.42497,,,1.4181,0.51856
0.15,90011.5085,3.4585,0.42747,0.0,2.7743000984191895,1.4267,0.51878
0.14999,90071.5065,3.4594,0.42997,,,1.4354,0.51888
0.14998,90131.5071,3.4602,0.43247,0.0,0.0,1.444,0.51896
0.14998,90191.5078,3.4612,0.43497,,,1.4527,0.51911
0.14998,90251.5066,3.4621,0.43746,0.0,0.0,1.4613,0.51925
0.15,90311.5074,3.4632,0.43996,0.36844998598098755,2.6461000442504883,1.47,0.51948
0.14999,90371.5064,3.4642,0.44246,,,1.4787,0.5196
0.14999,90431.5072,3.4651,0.44496,0.0,0.0,1.4873,0.51973
0.14998,90491.5079,3.466,0.44746,,,1.496,0.51983
0.14999,90551.5071,3.467,0.44996,0.0,0.0,1.5046,0.52002
0.14999,90611.5075,3.468,0.45246,,2.561000108718872,1.5133,0.52017
0.14999,90671.5066,3.4691,0.45496,0.0,,1.522,0.52033
0.14998,90731.5062,3.4701,0.45746,,0.0,1.5307,0.52045
0.14999,90791.5059,3.4709,0.45996,0.0,,1.5393,0.5206
0.14998,90851.5069,3.4719,0.46246,,0.0,1.548,0.52072
0.14999,90911.5078,3.473,0.46496,0.39414000511169434,2.498300075531006,1.5567,0.52092
0.15,90971.5071,3.4741,0.46746,,,1.5654,0.52112
0.14999,91031.5077,3.4751,0.46996,0.0,0.0,1.5741,0.52123
0.14999,91091.5066,3.476,0.47246,,,1.5827,0.52137
0.15,91151.5081,3.477,0.47496,0.0,0.0,1.5914,0.52155
0.14999,91211.508,3.478,0.47746,,2.490299940109253,1.6001,0.52167
0.14999,91271.5079,3.4791,0.47996,0.0,,1.6088,0.52183
0.14998,91331.5061,3.4801,0.48246,,0.0,1.6175,0.52195
0.14998,91391.5062,3.4811,0.48496,0.0,,1.6262,0.5221
0.14998,91451.508,3.4819,0.48746,,0.0,1.6349,0.52222
0.14998,91511.5059,3.4829,0.48996,0.39941999316215515,2.520900011062622,1.6436,0.52237
0.14999,91571.5077,3.484,0.49246,,,1.6523,0.52257
0.14999,91631.5073,3.4851,0.49496,0.0,0.0,1.6611,0.52273
0.14999,91691.5069,3.486,0.49746,,,1.6698,0.52287
0.14998,91751.507,3.4869,0.49996,0.0,0.0,1.6785,0.52297
0.14999,91811.5073,3.4878,0.50246,,2.567500114440918,1.6872,0.52314
0.15,91871.5065,3.4888,0.50496,0.0,,1.6959,0.52332
0.14999,91931.5058,3.4899,0.50746,,0.0,1.7046,0.52345
0.14999,91991.5082,3.4908,0.50996,0.0,,1.7134,0.52359
0.14998,92051.5079,3.4917,0.51246,,0.0,1.7221,0.52369
0.15,92111.5071,3.4926,0.51496,0.3884100019931793,2.56820011138916,1.7308,0.52389
0.14999,92171.5069,3.4936,0.51746,,,1.7396,0.52401
0.14999,92231.5075,3.4947,0.51996,0.0,0.0,1.7483,0.52417
0.14998,92291.506,3.4957,0.52246,,,1.757,0.52429
0.14999,92351.508,3.4966,0.52496,0.0,0.0,1.7658,0.52446
0.14999,92411.5065,3.4976,0.52746,,2.5492000579833984,1.7745,0.52461
0.14999,92471.506,3.4986,0.52996,0.0,,1.7833,0.52476
0.14998,92531.5079,3.4997,0.53246,,0.0,1.792,0.52489
0.14998,92591.5064,3.5008,0.53496,0.0,,1.8007,0.52505
0.14999,92651.5079,3.5018,0.53746,,0.0,1.8095,0.52523
0.14999,92711.5061,3.5027,0.53996,0.4005900025367737,2.4535000324249268,1.8183,0.52537
0.14998,92771.5077,3.5037,0.54246,,,1.827,0.52548
0.14999,92831.507,3.5049,0.54495,0.0,0.0,1.8358,0.5257
0.14998,92891.5075,3.506,0.54745,,,1.8445,0.52583
0.14998,92951.5076,3.5069,0.54995,0.0,0.0,1.8533,0.52596
0.14998,93011.5063,3.5079,0.55245,,2.381999969482422,1.8621,0.52611
0.14999,93071.5078,3.5089,0.55495,0.0,,1.8708,0.5263
0.14998,93131.5069,3.5102,0.55745,,0.0,1.8796,0.52646
0.14999,93191.5075,3.5112,0.55995,0.0,,1.8884,0.52664
0.14999,93251.5063,3.5122,0.56245,,0.0,1.8972,0.52679
0.14998,93311.5059,3.513,0.56495,0.41565001010894775,2.4277000427246094,1.9059,0.52688
0.14999,93371.5066,3.5141,0.56745,,,1.9147,0.52708
0.14998,93431.5072,3.5151,0.56995,0.0,0.0,1.9235,0.52719
0.14998,93491.5069,3.5162,0.57245,,,1.9323,0.52736
0.14999,93551.5078,3.5172,0.57495,0.0,0.0,1.9411,0.52754
0.14999,93611.5083,3.5179,0.57745,,2.526599884033203,1.9499,0.52765
0.14999,93671.506,3.5188,0.57995,0.0,,1.9587,0.52778
0.14998,93731.5084,3.5198,0.58245,,0.0,1.9675,0.5279
0.14999,93791.5067,3.5208,0.58495,0.0,,1.9763,0.52808
0.14997,93851.5072,3.5217,0.58745,,0.0,1.9851,0.52815
0.14999,93911.5062,3.5224,0.58995,0.3780199885368347,,1.9939,0.52832
0.14999,93971.5085,3.5233,0.59245,,2.8124001026153564,2.0027,0.52846
0.14999,94031.5061,3.5242,0.59495,0.0,,2.0115,0.52859
0.14998,94091.5071,3.5252,0.59745,,0.0,2.0203,0.52871
0.14998,94151.5084,3.526,0.59995,0.0,,2.0291,0.52883
0.14999,94211.5068,3.5267,0.60245,,0.0,2.0379,0.52897
0.14998,94271.5084,3.5275,0.60495,0.0,,2.0468,0.52905
0.14999,94331.5076,3.5284,0.60745,,2.9052999019622803,2.0556,0.52922
0.14999,94391.5073,3.5294,0.60995,0.0,,2.0644,0.52937
0.14999,94451.5089,3.5303,0.61245,,0.0,2.0732,0.52951
0.14998,94511.5077,3.531,0.61495,0.0,,2.082,0.52958
0.14999,94571.5069,3.5319,0.61745,,0.0,2.0909,0.52975
0.14998,94631.5076,3.5328,0.61995,0.34586000442504883,2.843400001525879,2.0997,0.52985
0.14998,94691.5064,3.5339,0.62245,,,2.1085,0.53001
0.14998,94751.5061,3.5348,0.62495,0.0,0.0,2.1174,0.53015
0.14998,94811.5078,3.5356,0.62745,,,2.1262,0.53027
0.14999,94871.5072,3.5366,0.62995,0.0,0.0,2.1351,0.53045
0.14999,94931.5068,3.5374,0.63245,,,2.1439,0.53057
0.14998,94991.5077,3.5386,0.63495,0.0,2.6796998977661133,2.1527,0.53072
0.14999,95051.506,3.5396,0.63745,,,2.1616,0.5309
0.14998,95111.5067,3.5404,0.63995,0.0,0.0,2.1704,0.53099
0.14999,95171.506,3.5414,0.64245,,,2.1793,0.53117
0.14999,95231.5075,3.5425,0.64495,0.3825699985027313,0.0,2.1881,0.53134
0.14999,95291.5075,3.5436,0.64745,,2.5237998962402344,2.197,0.5315
0.14999,95351.5065,3.5446,0.64995,0.0,,2.2059,0.53165
0.14998,95411.5082,3.5455,0.65244,,0.0,2.2147,0.53175
0.14998,95471.5069,3.5465,0.65494,0.0,,2.2236,0.5319
0.14999,95531.5071,3.5478,0.65744,,0.0,2.2324,0.53213
0.14999,95591.506,3.5488,0.65994,0.0,2.43530011177063,2.2413,0.53228
0.14998,95651.506,3.5497,0.66244,,,2.2502,0.53238
0.14999,95711.507,3.5507,0.66494,0.0,0.0,2.2591,0.53257
0.14999,95771.5072,3.5518,0.66744,,,2.2679,0.53273
0.14999,95831.5071,3.5528,0.66994,0.4138300120830536,2.4114999771118164,2.2768,0.53288
0.14999,95891.507,3.5539,0.67244,,,2.2857,0.53305
0.14999,95951.506,3.5549,0.67494,0.0,0.0,2.2946,0.5332
0.14998,96011.506,3.5558,0.67744,,,2.3035,0.5333
0.14999,96071.5072,3.5567,0.67994,0.0,0.0,2.3124,0.53347
0.14998,96131.5065,3.5577,0.68244,,2.5625,2.3213,0.53358
0.14999,96191.5063,3.5587,0.68494,0.0,,2.3302,0.53377
0.14999,96251.5083,3.5596,0.68744,,0.0,2.3391,0.5339
0.14998,96311.5084,3.5603,0.68994,0.0,,2.3479,0.53397
0.14999,96371.5058,3.5611,0.69244,,,2.3569,0.53413
0.14999,96431.5083,3.562,0.69494,0.0,0.0,2.3658,0.53426
0.14999,96491.5078,3.5629,0.69744,0.36702999472618103,2.94569993019104,2.3747,0.5344
0.14999,96551.5062,3.5636,0.69994,,,2.3836,0.5345
0.14998,96611.5064,3.5642,0.70244,0.0,0.0,2.3925,0.53456
0.14999,96671.507,3.5649,0.70494,,,2.4014,0.5347
0.14999,96731.5076,3.5657,0.70744,0.0,0.0,2.4103,0.53482
0.14999,96791.5072,3.5665,0.70994,,,2.4192,0.53494
0.14998,96851.5072,3.5672,0.71244,0.0,0.0,2.4281,0.53501
0.14998,96911.507,3.5677,0.71494,,3.500499963760376,2.437,0.53508
0.14999,96971.5078,3.5684,0.71744,0.0,,2.446,0.53522
0.14999,97031.5064,3.5692,0.71994,,0.0,2.4549,0.53534
0.14998,97091.5062,3.5698,0.72244,0.0,,2.4638,0.5354
0.14998,97151.5076,3.5704,0.72494,,0.0,2.4727,0.53549
0.14999,97211.5078,3.5709,0.72744,0.0,,2.4817,0.5356
0.14999,97271.5072,3.5716,0.72994,,0.0,2.4906,0.5357
0.14998,97331.5075,3.5723,0.73244,0.2746700048446655,,2.4995,0.53577
0.14999,97391.5071,3.5731,0.73494,,3.8292999267578125,2.5084,0.53593
0.14998,97451.508,3.5736,0.73744,0.0,,2.5174,0.53597
0.14999,97511.5081,3.5741,0.73994,,0.0,2.5263,0.53608
0.14999,97571.5065,3.5748,0.74244,0.0,,2.5352,0.53618
0.14999,97631.5073,3.5754,0.74494,,0.0,2.5442,0.53627
0.14997,97691.5062,3.5762,0.74744,0.0,,2.5531,0.53632
0.14998,97751.5077,3.5768,0.74994,,0.0,2.5621,0.53645
0.14998,97811.5061,3.5773,0.75244,0.0,,2.571,0.53652
0.14999,97871.5067,3.5779,0.75493,,3.9684998989105225,2.5799,0.53665
0.14999,97931.5062,3.5787,0.75743,0.0,,2.5889,0.53677
0.14998,97991.5073,3.5793,0.75993,,0.0,2.5978,0.53682
0.14999,98051.5075,3.5799,0.76243,0.0,,2.6068,0.53695
0.14999,98111.5082,3.5804,0.76493,,0.0,2.6157,0.53702
0.14999,98171.507,3.581,0.76743,,,2.6247,0.53711
0.14998,98231.5082,3.5818,0.76993,0.0,0.0,2.6336,0.5372
0.15,98291.5064,3.5825,0.77243,0.25143998861312866,,2.6426,0.53738
0.14999,98351.5065,3.5831,0.77493,,3.9941000938415527,2.6516,0.53743
0.14999,98411.5064,3.5836,0.77743,0.0,,2.6605,0.5375
0.14998,98471.508,3.5842,0.77993,,0.0,2.6695,0.53756
0.14998,98531.508,3.5849,0.78243,0.0,,2.6784,0.53766
0.14999,98591.5065,3.5856,0.78493,,0.0,2.6874,0.5378
0.14999,98651.5071,3.5862,0.78743,0.0,,2.6964,0.53789
0.14998,98711.5063,3.5866,0.78993,,0.0,2.7053,0.53792
0.14998,98771.5079,3.5873,0.79243,0.0,,2.7143,0.53802
0.14999,98831.5061,3.588,0.79493,,4.065199851989746,2.7233,0.53816
0.14999,98891.5067,3.5886,0.79743,0.0,,2.7322,0.53825
0.14998,98951.506,3.5891,0.79993,,0.0,2.7412,0.53829
0.14998,99011.5075,3.5896,0.80243,0.0,,2.7502,0.53837
0.15,99071.5066,3.5903,0.80493,,0.0,2.7591,0.53855
0.14999,99131.5074,3.591,0.80743,0.0,,2.7681,0.53861
0.14999,99191.5079,3.5916,0.80993,,0.0,2.7771,0.5387
0.14999,99251.5087,3.5921,0.81243,0.0,,2.7861,0.53878
0.14999,99311.5071,3.5926,0.81493,0.24214999377727509,0.0,2.7951,0.53885
0.14998,99371.507,3.5931,0.81743,,4.203700065612793,2.804,0.53889
0.14998,99431.506,3.5937,0.81993,0.0,,2.813,0.53898
0.14999,99491.5066,3.5944,0.82243,,0.0,2.822,0.53912
0.14998,99551.5064,3.595,0.82493,0.0,,2.831,0.53918
0.14999,99611.508,3.5954,0.82743,,0.0,2.84,0.53927
0.14998,99671.5063,3.5959,0.82993,0.0,,2.849,0.53931
0.14999,99731.5072,3.5966,0.83243,,0.0,2.858,0.53945
0.14999,99791.5061,3.5971,0.83493,0.0,,2.8669,0.53953
0.14998,99851.506,3.5976,0.83743,,0.0,2.8759,0.53957
0.14999,99911.5074,3.5981,0.83993,0.0,4.551599979400635,2.8849,0.53968
0.14999,99971.5061,3.5986,0.84243,,,2.8939,0.53975
0.14998,100031.506,3.5993,0.84493,0.0,0.0,2.9029,0.53982
0.14999,100091.5061,3.5998,0.84743,,,2.9119,0.53993
0.14998,100151.5066,3.6003,0.84993,0.0,0.0,2.9209,0.53997
0.14999,100211.5061,3.6008,0.85242,,,2.9299,0.54008
0.14999,100271.5058,3.6012,0.85492,0.0,0.0,2.9389,0.54014
0.14998,100331.5069,3.6019,0.85742,,,2.9479,0.54021
0.14998,100391.507,3.6025,0.85992,0.216839998960495,0.0,2.9569,0.5403
0.14999,100451.5061,3.6029,0.86242,,4.76170015335083,2.9659,0.5404
0.14999,100511.506,3.6033,0.86492,0.0,,2.9749,0.54046
0.14998,100571.5078,3.6038,0.86742,,0.0,2.9839,0.5405
0.14998,100631.5084,3.6046,0.86992,0.0,,2.993,0.54062
0.14998,100691.5082,3.6051,0.87242,,0.0,3.002,0.54069
0.14998,100751.5081,3.6054,0.87492,0.0,,3.011,0.54074
0.14998,100811.5072,3.6059,0.87742,,0.0,3.02,0.54081
0.14999,100871.5065,3.6064,0.87992,0.0,,3.029,0.54092
0.14999,100931.5072,3.6071,0.88242,,0.0,3.038,0.54103
0.14998,100991.5071,3.6077,0.88492,0.0,,3.047,0.54108
0.14999,101051.5063,3.608,0.88742,,4.822800159454346,3.0561,0.54116
0.14999,101111.5064,3.6085,0.88992,0.0,,3.0651,0.54124
0.14998,101171.5084,3.609,0.89242,,0.0,3.0741,0.54128
0.14999,101231.5069,3.6097,0.89492,0.0,,3.0831,0.54142
0.14999,101291.5061,3.6102,0.89742,,0.0,3.0921,0.54149
0.14999,101351.5073,3.6106,0.89992,0.0,,3.1012,0.54155
0.14998,101411.5059,3.6111,0.90242,,0.0,3.1102,0.54159
0.14998,101471.5071,3.6115,0.90492,0.0,,3.1192,0.54165
0.14998,101531.5089,3.6123,0.90742,,0.0,3.1283,0.54177
0.14998,101591.5072,3.6128,0.90992,0.20586000382900238,,3.1373,0.54185
0.14998,101651.5069,3.6131,0.91242,,4.880799770355225,3.1463,0.54189
0.14999,101711.5081,3.6136,0.91492,0.0,,3.1553,0.542
0.14998,101771.5078,3.6141,0.91742,,0.0,3.1644,0.54204
0.14998,101831.507,3.6148,0.91992,0.0,,3.1734,0.54215
0.14999,101891.5062,3.6153,0.92242,,0.0,3.1825,0.54226
