Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.14998,99526.486,3.6686,1.0346,0.0,,3.6211,0.55022
0.14998,99586.488,3.6693,1.0371,,0.0,3.6303,0.55032
0.14997,99646.488,3.6699,1.0396,0.0,,3.6395,0.55037
0.14998,99706.488,3.6705,1.0421,,0.0,3.6486,0.5505
0.14998,99766.487,3.6709,1.0446,0.0,,3.6578,0.55056
0.14997,99826.487,3.6715,1.0471,,4.2209,3.667,0.55061
0.14997,99886.487,3.6723,1.0496,0.0,,3.6762,0.55073
0.14998,99946.487,3.6729,1.0521,,0.0,3.6853,0.55086
0.14998,100006.487,3.6734,1.0546,0.0,,3.6945,0.55094
0.14997,100066.489,3.6739,1.0571,,0.0,3.7037,0.55097
0.14998,100126.487,3.6745,1.0596,0.0,,3.7129,0.5511
0.14998,100186.487,3.6753,1.0621,,0.0,3.7221,0.55122
0.14997,100246.487,3.676,1.0646,0.0,,3.7313,0.55129
0.14998,100306.489,3.6765,1.0671,0.23951,4.1094,3.7405,0.5514
0.14998,100366.488,3.677,1.0696,,,3.7496,0.55148
0.14998,100426.489,3.6777,1.0721,0.0,0.0,3.7588,0.55158
0.14997,100486.487,3.6784,1.0746,,,3.768,0.55165
0.14997,100546.488,3.6791,1.0771,0.0,0.0,3.7772,0.55175
0.14997,100606.489,3.6797,1.0796,,,3.7864,0.55184
0.14998,100666.489,3.6802,1.0821,0.0,0.0,3.7956,0.55196
0.14998,100726.488,3.6808,1.0846,,,3.8048,0.55205
0.14997,100786.488,3.6816,1.0871,0.0,3.9873,3.814,0.55213
0.14998,100846.487,3.6822,1.0896,,,3.8232,0.55226
0.14998,100906.487,3.6829,1.0921,0.0,0.0,3.8324,0.55236
0.14998,100966.486,3.6834,1.0946,,,3.8416,0.55244
0.14998,101026.488,3.684,1.0971,0.0,0.0,3.8508,0.55253
0.14998,101086.487,3.6846,1.0996,,,3.86,0.55262
0.14998,101146.488,3.6854,1.1021,0.0,0.0,3.8692,0.55274
0.14998,101206.488,3.6861,1.1046,0.25361,,3.8785,0.55284
0.14997,101266.488,3.6868,1.1071,,3.8766,3.8877,0.55291
0.14997,101326.487,3.6872,1.1096,0.0,,3.8969,0.55297
0.14998,101386.487,3.6879,1.1121,,0.0,3.9061,0.55311
0.14998,101446.488,3.6885,1.1146,0.0,,3.9153,0.5532
0.14998,101506.489,3.6893,1.1171,,0.0,3.9245,0.55332
0.14997,101566.487,3.6901,1.1196,0.0,,3.9338,0.5534
0.14998,101626.489,3.6907,1.1221,,0.0,3.943,0.55353
0.14997,101686.487,3.6913,1.1246,0.0,,3.9522,0.55358
0.14997,101746.487,3.6919,1.1271,,3.7692,3.9614,0.55367
0.14998,101806.487,3.6927,1.1296,,,3.9707,0.55383
0.14998,101866.487,3.6935,1.1321,0.0,0.0,3.9799,0.55395
0.14998,101926.488,3.6941,1.1346,,,3.9891,0.55404
0.14997,101986.488,3.6947,1.1371,0.0,0.0,3.9984,0.55409
0.14996,102046.487,3.6954,1.1396,,,4.0076,0.55416
0.14998,102106.488,3.6962,1.1421,0.2704,0.0,4.0168,0.55436
0.14998,102166.487,3.6969,1.1446,,3.6169,4.0261,0.55446
0.14998,102226.488,3.6975,1.1471,0.0,,4.0353,0.55455
0.14998,102286.486,3.6982,1.1496,,0.0,4.0445,0.55466
0.14998,102346.487,3.6989,1.1521,0.0,,4.0538,0.55476
0.14998,102406.488,3.6996,1.1546,,0.0,4.063,0.55487
0.14997,102466.488,3.7005,1.1571,0.0,,4.0723,0.55496
0.14998,102526.488,3.7012,1.1596,,0.0,4.0815,0.55511
0.14997,102586.488,3.7018,1.1621,0.0,3.5169,4.0908,0.55516
0.14997,102646.487,3.7024,1.1646,,,4.1,0.55525
0.14998,102706.488,3.7033,1.1671,0.0,0.0,4.1093,0.55542
0.14997,102766.487,3.7041,1.1696,,,4.1185,0.5555
0.14998,102826.488,3.7048,1.1721,0.0,0.0,4.1278,0.55565
0.14999,102886.487,3.7054,1.1746,,,4.1371,0.55577
0.14998,102946.487,3.7061,1.1771,0.28786,0.0,4.1463,0.55584
0.14998,103006.487,3.7071,1.1796,,3.4177,4.1556,0.55599
0.14998,103066.488,3.7078,1.1821,0.0,,4.1649,0.5561
0.14998,103126.487,3.7084,1.1846,,0.0,4.1741,0.55619
0.14998,103186.487,3.7091,1.1871,0.0,,4.1834,0.55629
0.14998,103246.487,3.7099,1.1896,,0.0,4.1927,0.55641
0.14998,103306.489,3.7108,1.1921,0.0,,4.2019,0.55655
0.14998,103366.486,3.7116,1.1946,,3.3202,4.2112,0.55667
0.14998,103426.487,3.7122,1.1971,0.0,,4.2205,0.55676
0.14998,103486.488,3.713,1.1996,,0.0,4.2298,0.55688
0.14997,103546.486,3.7138,1.2021,0.0,,4.2391,0.55696
0.14998,103606.487,3.7147,1.2046,,0.0,4.2483,0.55713
0.14998,103666.487,3.7155,1.2071,0.0,,4.2576,0.55725
0.14997,103726.487,3.716,1.2096,0.30429,0.0,4.2669,0.55729
0.14997,103786.486,3.7169,1.2121,,3.2206,4.2762,0.55742
0.14998,103846.487,3.7177,1.2146,0.0,,4.2855,0.55758
0.14998,103906.488,3.7186,1.2171,,0.0,4.2948,0.55772
0.14998,103966.487,3.7194,1.2196,0.0,,4.3041,0.55784
0.14997,104026.487,3.7201,1.2221,,0.0,4.3134,0.5579
0.14998,104086.487,3.7208,1.2246,0.0,,4.3227,0.55805
0.14997,104146.487,3.7217,1.2271,,3.1392,4.332,0.55814
0.14998,104206.487,3.7226,1.2296,0.0,,4.3413,0.55832
0.14998,104266.487,3.7234,1.2321,,0.0,4.3506,0.55844
0.14997,104326.486,3.724,1.2346,0.0,,4.3599,0.55849
0.14997,104386.487,3.7249,1.2371,,0.0,4.3692,0.55862
0.14998,104446.488,3.7256,1.2396,0.0,,4.3785,0.55877
0.14998,104506.487,3.7267,1.2421,0.32087,3.0776,4.3878,0.55893
0.14998,104566.487,3.7275,1.2446,,,4.3971,0.55905
0.14998,104626.486,3.7282,1.2471,0.0,0.0,4.4064,0.55916
0.14998,104686.487,3.729,1.2496,,,4.4158,0.55928
0.14997,104746.488,3.7298,1.2521,0.0,0.0,4.4251,0.55936
0.14997,104806.487,3.7306,1.2546,,,4.4344,0.55948
0.14998,104866.487,3.7315,1.2571,0.0,3.0482,4.4437,0.55965
0.14998,104926.488,3.7325,1.2596,,,4.4531,0.5598
0.14997,104986.487,3.7332,1.2621,0.0,0.0,4.4624,0.55987
0.14998,105046.487,3.7339,1.2646,,,4.4717,0.56001
0.14998,105106.488,3.7348,1.2671,0.0,0.0,4.4811,0.56015
0.14997,105166.487,3.7358,1.2696,,,4.4904,0.56026
0.14997,105226.488,3.7366,1.2721,0.33243,2.9728,4.4997,0.56038
0.14997,105286.486,3.7374,1.2746,,,4.5091,0.5605
0.14998,105346.489,3.7382,1.2771,0.0,0.0,4.5184,0.56066
0.14998,105406.489,3.739,1.2796,,,4.5278,0.56078
0.14998,105466.488,3.74,1.2821,0.0,0.0,4.5371,0.56093
0.14998,105526.488,3.7409,1.2846,,,4.5464,0.56106
0.14998,105586.487,3.7418,1.2871,0.0,2.9381,4.5558,0.5612
0.14997,105646.487,3.7424,1.2896,,,4.5652,0.56125
0.14998,105706.488,3.7433,1.2921,0.0,0.0,4.5745,0.56142
0.14997,105766.488,3.7443,1.2946,,,4.5839,0.56153
0.14998,105826.487,3.7452,1.2971,0.0,0.0,4.5932,0.56171
0.14998,105886.487,3.7459,1.2996,,,4.6026,0.56181
0.14998,105946.486,3.7467,1.3021,0.34106,2.9252,4.6119,0.56193
0.14998,106006.488,3.7476,1.3046,,,4.6213,0.56207
0.14998,106066.487,3.7486,1.3071,0.0,0.0,4.6307,0.56222
0.14997,106126.488,3.7495,1.3096,,,4.6401,0.56231
0.14998,106186.487,3.7502,1.3121,0.0,0.0,4.6494,0.56245
0.14997,106246.488,3.751,1.3146,,,4.6588,0.56254
0.14997,106306.487,3.7519,1.3171,0.0,2.8976,4.6682,0.56267
0.14998,106366.487,3.7529,1.3196,,,4.6776,0.56286
0.14998,106426.489,3.7538,1.3221,0.0,0.0,4.6869,0.56299
0.14998,106486.487,3.7545,1.3246,,,4.6963,0.5631
0.14998,106546.486,3.7553,1.3271,0.0,0.0,4.7057,0.56322
0.14997,106606.487,3.7562,1.3296,0.34557,,4.7151,0.56332
0.14998,106666.488,3.7573,1.3321,,2.8853,4.7245,0.56352
0.14997,106726.487,3.7581,1.3346,0.0,,4.7339,0.5636
0.14998,106786.487,3.7588,1.3371,,0.0,4.7433,0.56374
0.14998,106846.488,3.7597,1.3396,0.0,,4.7527,0.56388
0.14998,106906.486,3.7606,1.3421,,0.0,4.7621,0.56401
0.14998,106966.487,3.7616,1.3446,0.0,2.8874,4.7715,0.56416
0.14999,107026.487,3.7625,1.3471,,,4.7809,0.56434
0.14998,107086.488,3.7631,1.3496,0.0,0.0,4.7903,0.56439
0.14997,107146.487,3.764,1.3521,,,4.7997,0.56449
0.14998,107206.487,3.7649,1.3546,0.0,0.0,4.8091,0.56466
0.14998,107266.487,3.7659,1.3571,,,4.8185,0.56481
0.14998,107326.488,3.7668,1.3596,0.34614,2.8747,4.8279,0.56494
0.14998,107386.488,3.7675,1.3621,,,4.8373,0.56505
0.14997,107446.487,3.7683,1.3645,0.0,0.0,4.8467,0.56513
0.14997,107506.488,3.7692,1.367,,,4.8562,0.56527
0.14998,107566.488,3.7703,1.3695,0.0,0.0,4.8656,0.56547
0.14997,107626.488,3.7711,1.372,,,4.875,0.56555
0.14998,107686.488,3.7718,1.3745,0.0,2.891,4.8844,0.56569
0.14997,107746.487,3.7727,1.377,,,4.8939,0.56579
0.14997,107806.487,3.7735,1.3795,0.0,0.0,4.9033,0.56591
0.14997,107866.487,3.7746,1.382,,,4.9127,0.56608
0.14997,107926.486,3.7755,1.3845,0.0,0.0,4.9221,0.56621
0.14997,107986.487,3.7762,1.387,0.34634,,4.9316,0.56632
0.14998,108046.487,3.777,1.3895,,2.901,4.941,0.56647
0.14997,108106.487,3.7778,1.392,0.0,,4.9505,0.56656
0.14998,108166.486,3.7789,1.3945,,0.0,4.9599,0.56676
0.14997,108226.487,3.7797,1.397,0.0,,4.9694,0.56684
0.14997,108286.488,3.7805,1.3995,,0.0,4.9788,0.56696
0.14998,108346.487,3.7813,1.402,0.0,,4.9883,0.56712
0.14997,108406.489,3.7821,1.4045,,2.9057,4.9977,0.5672
0.14997,108466.487,3.7832,1.407,0.0,,5.0072,0.56737
0.14997,108526.488,3.784,1.4095,,0.0,5.0166,0.56749
0.14998,108586.488,3.7847,1.412,0.0,,5.0261,0.56763
0.14998,108646.487,3.7855,1.4145,,0.0,5.0355,0.56775
0.14997,108706.488,3.7864,1.417,0.34243,,5.045,0.56785
0.14998,108766.487,3.7873,1.4195,,2.935,5.0545,0.56802
0.14997,108826.487,3.7883,1.422,0.0,,5.0639,0.56813
0.14998,108886.488,3.7891,1.4245,,0.0,5.0734,0.56829
0.14997,108946.488,3.7898,1.427,0.0,,5.0829,0.56836
0.14999,109006.486,3.7906,1.4295,,0.0,5.0923,0.56855
0.14998,109066.488,3.7916,1.432,0.0,2.957,5.1018,0.56866
0.14999,109126.488,3.7925,1.4345,,,5.1113,0.56884
0.14996,109186.489,3.7933,1.437,0.0,0.0,5.1208,0.56884
0.14998,109246.489,3.794,1.4395,,,5.1303,0.56902
0.14998,109306.487,3.7948,1.442,0.0,0.0,5.1397,0.56914
0.14998,109366.487,3.7958,1.4445,,,5.1492,0.56929
0.14998,109426.487,3.7967,1.447,0.33797,2.9803,5.1587,0.56943
0.14998,109486.488,3.7975,1.4495,,,5.1682,0.56955
0.14997,109546.486,3.7982,1.452,0.0,0.0,5.1777,0.56962
0.14999,109606.487,3.799,1.4545,,,5.1872,0.56981
0.14998,109666.488,3.7999,1.457,0.0,0.0,5.1967,0.56991
0.14998,109726.488,3.8008,1.4595,,,5.2062,0.57004
0.14997,109786.487,3.8016,1.462,0.0,3.0004,5.2157,0.57013
0.14998,109846.488,3.8023,1.4645,,,5.2252,0.57027
0.14996,109906.488,3.8031,1.467,0.0,0.0,5.2347,0.57031
0.14998,109966.488,3.8042,1.4695,,,5.2442,0.57055
0.14998,110026.487,3.805,1.472,0.0,0.0,5.2537,0.57067
0.14997,110086.489,3.8057,1.4745,,,5.2632,0.57074
0.14997,110146.486,3.8065,1.477,0.33137,3.0213,5.2727,0.57086
0.14998,110206.488,3.8073,1.4795,,,5.2822,0.57102
0.14997,110266.487,3.8083,1.482,0.0,0.0,5.2917,0.57113
0.14998,110326.487,3.8091,1.4845,,,5.3013,0.57129
0.14998,110386.488,3.8099,1.487,0.0,0.0,5.3108,0.57141
0.14997,110446.488,3.8106,1.4895,,,5.3203,0.57148
0.14997,110506.489,3.8114,1.492,0.0,0.0,5.3298,0.5716
0.14999,110566.488,3.8124,1.4945,,3.0395,5.3394,0.57182
0.14997,110626.487,3.8132,1.497,0.0,,5.3489,0.57187
0.14998,110686.488,3.8138,1.4995,,0.0,5.3584,0.57199
0.14998,110746.487,3.8146,1.502,0.0,,5.368,0.57211
0.14997,110806.488,3.8155,1.5045,,0.0,5.3775,0.57221
0.14998,110866.486,3.8165,1.507,0.32792,,5.387,0.5724
0.14998,110926.488,3.8172,1.5095,,3.0621,5.3966,0.5725
0.14998,110986.488,3.818,1.512,0.0,,5.4061,0.57262
0.14999,111046.487,3.8187,1.5145,,0.0,5.4157,0.57277
0.14998,111106.487,3.8195,1.517,0.0,,5.4252,0.57285
0.14998,111166.488,3.8205,1.5195,,0.0,5.4347,0.573
0.14998,111226.489,3.8213,1.522,0.0,,5.4443,0.57312
0.14997,111286.487,3.8221,1.5245,,3.0908,5.4538,0.5732
0.14997,111346.487,3.8228,1.527,0.0,,5.4634,0.57331
0.14998,111406.488,3.8235,1.5295,,0.0,5.473,0.57345
0.14998,111466.487,3.8244,1.532,0.0,,5.4825,0.57358
0.14998,111526.489,3.8253,1.5345,,0.0,5.4921,0.57372
0.14998,111586.488,3.8261,1.537,0.0,,5.5016,0.57384
0.14998,111646.487,3.8268,1.5395,0.32125,3.1247,5.5112,0.57394
0.14998,111706.488,3.8275,1.542,,,5.5208,0.57405
0.14998,111766.487,3.8284,1.5445,0.0,0.0,5.5303,0.57418
0.14998,111826.486,3.8293,1.547,,,5.5399,0.57432
0.14997,111886.487,3.8301,1.5495,0.0,0.0,5.5495,0.5744
0.14998,111946.487,3.8308,1.552,,,5.559,0.57454
0.14997,112006.489,3.8315,1.5545,0.0,3.1211,5.5686,0.57461
0.14998,112066.487,3.8324,1.557,,,5.5782,0.57478
0.14997,112126.488,3.8332,1.5595,0.0,0.0,5.5878,0.57487
0.14998,112186.486,3.8341,1.562,,,5.5974,0.57504
0.14997,112246.486,3.8349,1.5645,0.0,0.0,5.6069,0.57512
0.14997,112306.486,3.8355,1.567,,,5.6165,0.57521
0.14998,112366.487,3.8363,1.5695,0.32069,0.0,5.6261,0.57537
0.14997,112426.488,3.8372,1.572,,3.1246,5.6357,0.57546
0.14998,112486.487,3.8381,1.5745,0.0,,5.6453,0.57564
0.14997,112546.488,3.8389,1.577,,0.0,5.6549,0.57572
0.14998,112606.487,3.8395,1.5795,0.0,,5.6645,0.57585
0.14998,112666.487,3.8403,1.582,,0.0,5.6741,0.57597
0.14997,112726.488,3.8412,1.5845,0.0,,5.6837,0.57606
0.14997,112786.487,3.8421,1.587,,3.1189,5.6933,0.5762
0.14998,112846.488,3.8429,1.5895,0.0,,5.7029,0.57636
0.14997,112906.489,3.8435,1.592,,0.0,5.7125,0.57641
0.14998,112966.488,3.8443,1.5945,0.0,,5.7221,0.57657
0.14998,113026.488,3.8452,1.597,,0.0,5.7317,0.5767
0.14998,113086.487,3.8461,1.5995,0.0,,5.7413,0.57684
0.14998,113146.488,3.8469,1.602,0.3205,3.1229,5.7509,0.57696
0.14997,113206.487,3.8476,1.6045,,,5.7605,0.57702
0.14998,113266.489,3.8483,1.607,0.0,0.0,5.7702,0.57717
0.14998,113326.486,3.8492,1.6095,,,5.7798,0.5773
0.14997,113386.488,3.8501,1.612,0.0,0.0,5.7894,0.5774
0.14997,113446.487,3.8509,1.6145,,,5.799,0.57752
0.14997,113506.487,3.8516,1.617,0.0,3.1424,5.8086,0.57762
0.14998,113566.487,3.8523,1.6195,,,5.8183,0.57777
0.14997,113626.487,3.8531,1.622,0.0,0.0,5.8279,0.57785
0.14997,113686.489,3.8541,1.6245,,,5.8375,0.578
0.14998,113746.487,3.8549,1.627,0.0,0.0,5.8472,0.57816
0.14998,113806.487,3.8555,1.6295,,,5.8568,0.57825
0.14998,113866.487,3.8563,1.632,0.31943,0.0,5.8664,0.57837
0.14998,113926.488,3.8571,1.6345,,3.1289,5.8761,0.57849
0.14998,113986.488,3.858,1.637,0.0,,5.8857,0.57862
0.14996,114046.487,3.8589,1.6395,,0.0,5.8954,0.57868
0.14998,114106.486,3.8596,1.642,0.0,,5.905,0.57886
0.14997,114166.487,3.8604,1.6445,,0.0,5.9147,0.57894
0.14997,114226.488,3.8611,1.647,0.0,,5.9243,0.57905
0.14997,114286.488,3.862,1.6495,,3.1206,5.934,0.57918
0.14997,114346.489,3.8629,1.652,0.0,,5.9436,0.57932
0.14997,114406.487,3.8637,1.6545,,0.0,5.9533,0.57944
0.14998,114466.487,3.8643,1.657,0.0,,5.9629,0.57957
0.14998,114526.486,3.8651,1.6595,,0.0,5.9726,0.57969
0.14998,114586.489,3.8661,1.662,0.0,,5.9822,0.57984
0.14998,114646.487,3.8669,1.6645,0.32019,3.1336,5.9919,0.57996
0.14998,114706.488,3.8676,1.667,,,6.0016,0.58006
0.14998,114766.487,3.8683,1.6695,0.0,0.0,6.0112,0.58017
0.14998,114826.489,3.8691,1.672,,,6.0209,0.58029
0.15,114886.488,3.8701,1.6745,0.0,0.0,6.0306,0.58052
0.15,114946.489,3.871,1.677,,,6.0403,0.58065
0.14998,115006.487,3.8717,1.6795,0.0,3.0765,6.0499,0.58068
0.14998,115066.489,3.8723,1.682,,,6.0596,0.58077
0.14997,115126.488,3.8732,1.6845,0.0,0.0,6.0693,0.58086
0.14997,115186.487,3.8741,1.687,,,6.079,0.581
0.14998,115246.487,3.875,1.6895,0.0,0.0,6.0887,0.58117
0.14997,115306.488,3.8758,1.692,,,6.0983,0.58125
0.14997,115366.488,3.8764,1.6945,0.32381,0.0,6.108,0.58134
0.14998,115426.488,3.8772,1.697,,3.0842,6.1177,0.5815
0.14997,115486.487,3.8781,1.6995,0.0,,6.1274,0.5816
0.14997,115546.487,3.879,1.702,,0.0,6.1371,0.58173
0.14998,115606.487,3.8799,1.7045,0.0,,6.1468,0.58191
0.14998,115666.487,3.8807,1.707,,0.0,6.1565,0.58203
0.14998,115726.487,3.8814,1.7095,0.0,,6.1662,0.58213
0.14997,115786.486,3.8822,1.7119,,3.0625,6.1759,0.58221
0.14997,115846.487,3.8832,1.7144,0.0,,6.1856,0.58236
0.14998,115906.488,3.884,1.7169,,0.0,6.1953,0.58252
0.14997,115966.486,3.8848,1.7194,0.0,,6.205,0.5826
0.14998,116026.487,3.8854,1.7219,,0.0,6.2147,0.58273
0.14998,116086.488,3.8863,1.7244,0.32739,,6.2244,0.58287
0.14998,116146.487,3.8872,1.7269,,3.028,6.2342,0.583
0.14999,116206.487,3.8881,1.7294,0.0,,6.2439,0.58318
0.14998,116266.487,3.8889,1.7319,,0.0,6.2536,0.58326
0.14998,116326.487,3.8896,1.7344,0.0,,6.2633,0.58336
0.14998,116386.487,3.8905,1.7369,,0.0,6.273,0.5835
0.14997,116446.488,3.8914,1.7394,0.0,,6.2828,0.58359
0.14997,116506.486,3.8923,1.7419,,2.9995,6.2925,0.58373
0.14999,116566.487,3.8931,1.7444,0.0,,6.3022,0.58393
0.14998,116626.489,3.8938,1.7469,,0.0,6.3119,0.58399
0.14997,116686.486,3.8946,1.7494,0.0,,6.3217,0.58407
0.14997,116746.488,3.8956,1.7519,,0.0,6.3314,0.58422
0.14998,116806.488,3.8965,1.7544,0.33439,,6.3411,0.5844
0.14998,116866.489,3.8972,1.7569,,2.9863,6.3509,0.5845
0.14998,116926.487,3.898,1.7594,0.0,,6.3606,0.58462
0.14997,116986.488,3.8988,1.7619,,0.0,6.3704,0.5847
0.14998,117046.486,3.8997,1.7644,0.0,,6.3801,0.58488
0.14998,117106.486,3.9007,1.7669,,0.0,6.3899,0.58503
0.14999,117166.488,3.9015,1.7694,0.0,,6.3996,0.58519
0.14998,117226.488,3.9021,1.7719,,2.9937,6.4094,0.58524
0.14998,117286.488,3.903,1.7744,0.0,,6.4191,0.58537
0.14998,117346.488,3.9038,1.7769,,0.0,6.4289,0.58549
0.14997,117406.488,3.9048,1.7794,0.0,,6.4386,0.5856
0.14998,117466.486,3.9056,1.7819,,0.0,6.4484,0.58576
0.14997,117526.489,3.9063,1.7844,0.3311,,6.4582,0.58583
0.14997,117586.488,3.907,1.7869,,3.0513,6.4679,0.58593
0.14998,117646.489,3.9078,1.7894,0.0,,6.4777,0.58609
0.14998,117706.487,3.9088,1.7919,,0.0,6.4875,0.58624
0.14997,117766.486,3.9096,1.7944,0.0,,6.4972,0.58632
0.14997,117826.487,3.9102,1.7969,,0.0,6.507,0.58641
0.14998,117886.488,3.911,1.7994,0.0,,6.5168,0.58657
0.14998,117946.488,3.9117,1.8019,,3.1829,6.5265,0.58668
0.14997,118006.487,3.9127,1.8044,0.0,,6.5363,0.58679
0.14997,118066.489,3.9134,1.8069,,0.0,6.5461,0.58689
0.14998,118126.487,3.914,1.8094,0.0,,6.5559,0.58702
0.14997,118186.49,3.9147,1.8119,,0.0,6.5657,0.58709
0.14997,118246.487,3.9156,1.8144,0.0,,6.5755,0.58722
0.14998,118306.488,3.9164,1.8169,0.30776,0.0,6.5852,0.58738
0.14997,118366.487,3.917,1.8194,,3.3696,6.595,0.58743
0.14998,118426.488,3.9177,1.8219,0.0,,6.6048,0.58758
0.14998,118486.487,3.9183,1.8244,,0.0,6.6146,0.58767
0.14997,118546.488,3.9192,1.8269,0.0,,6.6244,0.58776
0.14998,118606.489,3.9199,1.8294,,0.0,6.6342,0.58791
0.14999,118666.488,3.9205,1.8319,0.0,,6.644,0.58804
0.14998,118726.488,3.9211,1.8344,,0.0,6.6538,0.58809
0.14997,118786.488,3.9218,1.8369,0.0,3.5752,6.6636,0.58815
0.14998,118846.488,3.9226,1.8394,,,6.6734,0.58831
0.14998,118906.486,3.9233,1.8419,0.0,0.0,6.6832,0.58842
0.14997,118966.488,3.924,1.8444,,,6.693,0.58848
0.14998,119026.487,3.9244,1.8469,0.0,0.0,6.7028,0.58858
0.14997,119086.488,3.9251,1.8494,,,6.7126,0.58865
0.14998,119146.488,3.9258,1.8519,0.0,0.0,6.7224,0.58879
0.14997,119206.487,3.9267,1.8544,0.27412,,6.7323,0.58889
0.14998,119266.488,3.9273,1.8569,,3.729,6.7421,0.58902
0.14997,119326.486,3.928,1.8594,0.0,,6.7519,0.58908
0.14997,119386.487,3.9284,1.8619,,0.0,6.7617,0.58914
0.14998,119446.487,3.9291,1.8644,0.0,,6.7715,0.58929
0.14998,119506.487,3.9297,1.8669,,0.0,6.7813,0.58938
0.14998,119566.487,3.9305,1.8694,0.0,,6.7912,0.5895
0.14997,119626.488,3.9312,1.8719,,0.0,6.801,0.58956
0.14998,119686.488,3.9319,1.8744,0.0,3.8085,6.8108,0.58971
0.14998,119746.487,3.9324,1.8769,,,6.8206,0.58978
0.14997,119806.487,3.933,1.8794,0.0,0.0,6.8305,0.58983
0.14998,119866.488,3.9337,1.8819,,,6.8403,0.58998
0.14997,119926.487,3.9345,1.8844,0.0,0.0,6.8501,0.59006
0.14997,119986.487,3.9352,1.8869,,,6.86,0.59016
0.14998,120046.488,3.9357,1.8894,0.0,0.0,6.8698,0.59028
0.14998,120106.487,3.9363,1.8919,0.26499,,6.8796,0.59037
0.14997,120166.488,3.9371,1.8944,,3.7659,6.8895,0.59045
0.14998,120226.487,3.9379,1.8969,0.0,,6.8993,0.59061
0.14997,120286.487,3.9386,1.8994,,0.0,6.9092,0.59067
0.14998,120346.488,3.9391,1.9019,0.0,,6.919,0.59079
0.14998,120406.488,3.9398,1.9044,,0.0,6.9289,0.59089
0.14997,120466.488,3.9405,1.9069,0.0,,6.9387,0.59096
0.14998,120526.488,3.9414,1.9094,,0.0,6.9486,0.59113
0.14998,120586.486,3.942,1.9119,0.0,3.6277,6.9584,0.59122
0.14998,120646.489,3.9427,1.9144,,,6.9683,0.59133
0.14997,120706.486,3.9433,1.9169,0.0,0.0,6.9781,0.59138
0.14998,120766.489,3.944,1.9194,,,6.988,0.59152
0.14998,120826.487,3.9449,1.9219,0.0,0.0,6.9978,0.59166
0.14997,120886.488,3.9457,1.9244,,,7.0077,0.59174
0.14998,120946.487,3.9463,1.9269,0.27912,0.0,7.0175,0.59187
0.14998,121006.488,3.9469,1.9294,,3.4983,7.0274,0.59196
0.14997,121066.487,3.9476,1.9319,0.0,,7.0373,0.59202
0.14998,121126.488,3.9485,1.9344,,0.0,7.0471,0.5922
0.14999,121186.488,3.9493,1.9369,0.0,,7.057,0.59236
0.14997,121246.487,3.95,1.9394,,0.0,7.0669,0.59238
0.14998,121306.488,3.9507,1.9419,0.0,,7.0768,0.59253
0.14997,121366.486,3.9514,1.9444,,0.0,7.0866,0.59259
0.14997,121426.488,3.9522,1.9469,0.0,3.3125,7.0965,0.59271
0.14997,121486.488,3.9532,1.9494,,,7.1064,0.59286
0.14997,121546.487,3.9539,1.9519,0.0,0.0,7.1163,0.59297
0.14998,121606.487,3.9546,1.9544,,,7.1262,0.59311
0.14998,121666.488,3.9553,1.9569,0.0,0.0,7.136,0.59322
0.14997,121726.487,3.9561,1.9594,0.30521,,7.1459,0.5933
0.14997,121786.487,3.9571,1.9619,,3.1835,7.1558,0.59345
0.14997,121846.488,3.9579,1.9644,0.0,,7.1657,0.59357
0.14998,121906.488,3.9586,1.9669,,0.0,7.1756,0.59371
0.14997,121966.489,3.9594,1.9694,0.0,,7.1855,0.59379
0.14998,122026.487,3.9603,1.9719,,0.0,7.1954,0.59397
0.14998,122086.489,3.9612,1.9744,0.0,,7.2053,0.5941
0.14998,122146.488,3.962,1.9769,,3.0499,7.2152,0.59422
0.14997,122206.488,3.9627,1.9794,0.0,,7.2251,0.59429
0.14998,122266.487,3.9635,1.9819,,0.0,7.235,0.59445
0.14998,122326.487,3.9646,1.9844,0.0,,7.2449,0.59461
0.14998,122386.487,3.9655,1.9869,,0.0,7.2548,0.59475
0.14998,122446.487,3.9662,1.9894,0.33417,,7.2647,0.59485
0.14998,122506.487,3.967,1.9919,,2.9201,7.2746,0.59497
0.14997,122566.488,3.9679,1.9944,0.0,,7.2846,0.59507
0.14998,122626.487,3.969,1.9969,,0.0,7.2945,0.59527
0.14997,122686.487,3.9699,1.9994,0.0,,7.3044,0.59537
0.14997,122746.486,3.9707,2.0019,,0.0,7.3143,0.59549
0.14998,122806.488,3.9715,2.0044,0.0,,7.3242,0.59565
0.14998,122866.489,3.9724,2.0069,,2.8055,7.3342,0.59578
0.14997,122926.487,3.9735,2.0094,0.0,,7.3441,0.59591
0.14998,122986.488,3.9744,2.0119,,0.0,7.354,0.59608
0.14998,123046.487,3.9753,2.0144,0.0,,7.364,0.59622
0.14998,123106.488,3.9761,2.0169,0.36239,0.0,7.3739,0.59634
0.14998,123166.488,3.977,2.0194,,2.7037,7.3838,0.59647
0.14997,123226.487,3.9782,2.0219,0.0,,7.3938,0.59661
0.14998,123286.488,3.9791,2.0244,,0.0,7.4037,0.59679
0.14998,123346.487,3.98,2.0269,0.0,,7.4137,0.59692
