Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15001,15391.218,4.0355,0.43491,0.0,,1.774,-0.60537
-0.15001,15451.219,4.0347,0.43741,,0.0,1.7841,-0.60525
-0.15001,15511.218,4.0341,0.43991,,,1.7941,-0.60516
-0.15001,15571.218,4.0334,0.44241,0.0,0.0,1.8042,-0.60505
-0.15001,15631.218,4.0326,0.44491,0.29723,3.2964,1.8143,-0.60493
-0.15,15691.218,4.0316,0.44741,,,1.8244,-0.60474
-0.15001,15751.218,4.0309,0.44991,0.0,0.0,1.8344,-0.60468
-0.15001,15811.218,4.0302,0.45241,,,1.8445,-0.60457
-0.15001,15871.218,4.0295,0.45491,0.0,0.0,1.8546,-0.60447
-0.15001,15931.22,4.0287,0.45741,,,1.8647,-0.60435
-0.15,15991.218,4.0277,0.45991,0.0,3.1957,1.8747,-0.60416
-0.15,16051.221,4.0269,0.46241,,,1.8848,-0.60404
-0.15001,16111.22,4.0262,0.46491,0.0,0.0,1.8949,-0.60397
-0.15001,16171.218,4.0255,0.46741,,,1.9049,-0.60387
-0.15001,16231.22,4.0245,0.4699,0.0,0.0,1.915,-0.60372
-0.15002,16291.218,4.0236,0.4724,,,1.925,-0.60362
-0.15001,16351.219,4.0228,0.4749,0.3188,0.0,1.9351,-0.60346
-0.15001,16411.219,4.0222,0.4774,,3.0923,1.9452,-0.60337
-0.15001,16471.22,4.0214,0.4799,0.0,,1.9552,-0.60325
-0.15001,16531.219,4.0203,0.4824,,0.0,1.9653,-0.60309
-0.15001,16591.218,4.0195,0.4849,0.0,,1.9753,-0.60297
-0.15,16651.219,4.0187,0.4874,,0.0,1.9853,-0.60281
-0.15001,16711.219,4.0179,0.4899,0.0,2.9567,1.9954,-0.60273
-0.15001,16771.219,4.0171,0.4924,,,2.0054,-0.60261
-0.15001,16831.218,4.0162,0.4949,0.0,0.0,2.0155,-0.60247
-0.15001,16891.218,4.0152,0.4974,,,2.0255,-0.60232
-0.15002,16951.219,4.0143,0.4999,,0.0,2.0355,-0.60223
-0.15002,17011.218,4.0134,0.5024,0.0,,2.0456,-0.60209
-0.15001,17071.218,4.0128,0.5049,0.34215,2.8991,2.0556,-0.60196
-0.15001,17131.219,4.0119,0.5074,,,2.0656,-0.60183
-0.15001,17191.219,4.0109,0.50989,0.0,0.0,2.0757,-0.60168
-0.15,17251.22,4.0099,0.51239,,,2.0857,-0.60149
-0.15001,17311.218,4.009,0.51489,0.0,0.0,2.0957,-0.60139
-0.15001,17371.218,4.0082,0.51739,,,2.1057,-0.60127
-0.15001,17431.218,4.0074,0.51989,0.0,2.7417,2.1157,-0.60115
-0.15001,17491.218,4.0065,0.52239,,,2.1258,-0.60102
-0.15001,17551.218,4.0054,0.52489,0.0,0.0,2.1358,-0.60085
-0.15001,17611.218,4.0046,0.52739,,,2.1458,-0.60073
-0.15002,17671.219,4.0037,0.52989,0.0,0.0,2.1558,-0.60064
-0.15001,17731.218,4.0029,0.53239,0.3571,2.8247,2.1658,-0.60048
-0.15001,17791.219,4.0019,0.53489,,,2.1758,-0.60033
-0.15001,17851.218,4.0009,0.53739,0.0,0.0,2.1858,-0.60018
-0.15,17911.219,4.0,0.53989,,,2.1958,-0.6
-0.15001,17971.218,3.9992,0.54239,0.0,0.0,2.2058,-0.59992
-0.15,18031.218,3.9983,0.54489,,,2.2158,-0.59975
-0.15,18091.218,3.9972,0.54739,0.0,2.7214,2.2258,-0.59958
-0.15,18151.218,3.9963,0.54988,,,2.2358,-0.59945
-0.15,18211.219,3.9953,0.55238,0.0,0.0,2.2458,-0.5993
-0.15001,18271.219,3.9946,0.55488,,,2.2557,-0.59923
-0.15001,18331.218,3.9937,0.55738,0.0,0.0,2.2657,-0.59909
-0.15,18391.219,3.9926,0.55988,0.37548,2.6997,2.2757,-0.59889
-0.15,18451.219,3.9916,0.56238,,,2.2857,-0.59874
-0.15,18511.219,3.9907,0.56488,0.0,0.0,2.2957,-0.59861
-0.15001,18571.219,3.9898,0.56738,,,2.3056,-0.59851
-0.15,18631.219,3.989,0.56988,0.0,0.0,2.3156,-0.59835
-0.15,18691.219,3.988,0.57238,,,2.3256,-0.5982
-0.15001,18751.219,3.987,0.57488,0.0,2.6571,2.3355,-0.59809
-0.15,18811.219,3.986,0.57738,,,2.3455,-0.5979
-0.15,18871.218,3.9851,0.57988,0.0,0.0,2.3555,-0.59777
-0.15001,18931.218,3.9843,0.58238,,,2.3654,-0.59768
-0.15002,18991.219,3.9834,0.58488,0.0,0.0,2.3754,-0.59759
-0.15001,19051.219,3.9824,0.58738,0.37144,2.6886,2.3853,-0.5974
-0.15001,19111.218,3.9813,0.58988,,,2.3953,-0.59723
-0.15002,19171.218,3.9804,0.59238,0.0,0.0,2.4052,-0.59714
-0.15001,19231.218,3.9796,0.59488,,,2.4152,-0.59698
-0.15,19291.218,3.9787,0.59738,0.0,0.0,2.4251,-0.59681
-0.15001,19351.218,3.9776,0.59988,,2.6612,2.4351,-0.59668
-0.15001,19411.218,3.9767,0.60237,0.0,,2.445,-0.59654
-0.15,19471.219,3.9758,0.60487,,0.0,2.455,-0.59637
-0.15001,19531.219,3.975,0.60737,0.0,,2.4649,-0.59629
-0.15001,19591.218,3.9741,0.60987,,0.0,2.4748,-0.59615
-0.15001,19651.218,3.9731,0.61237,0.0,,2.4848,-0.596
-0.15001,19711.218,3.9721,0.61487,0.36814,2.7141,2.4947,-0.59585
-0.15001,19771.219,3.9711,0.61737,,,2.5046,-0.5957
-0.15001,19831.218,3.9704,0.61987,0.0,0.0,2.5145,-0.5956
-0.15001,19891.219,3.9695,0.62237,,,2.5245,-0.59546
-0.14999,19951.219,3.9684,0.62487,0.0,0.0,2.5344,-0.59522
-0.15002,20011.219,3.9675,0.62737,,2.7415,2.5443,-0.5952
-0.15001,20071.219,3.9667,0.62987,0.0,,2.5542,-0.59504
-0.15001,20131.218,3.9659,0.63237,,0.0,2.5641,-0.59492
-0.15001,20191.219,3.965,0.63487,0.0,,2.574,-0.59479
-0.15001,20251.218,3.9639,0.63737,,0.0,2.5839,-0.59462
-0.15001,20311.219,3.963,0.63987,0.0,,2.5939,-0.59449
-0.15001,20371.218,3.9621,0.64237,0.36371,2.7714,2.6038,-0.59435
-0.15001,20431.218,3.9614,0.64487,,,2.6137,-0.59425
-0.15001,20491.218,3.9605,0.64736,0.0,0.0,2.6236,-0.59411
-0.15001,20551.218,3.9594,0.64986,,,2.6335,-0.59395
-0.15,20611.218,3.9585,0.65236,0.0,0.0,2.6434,-0.59378
-0.15,20671.218,3.9577,0.65486,,2.7886,2.6532,-0.59366
-0.15001,20731.218,3.9569,0.65736,0.0,,2.6631,-0.59357
-0.15001,20791.219,3.9561,0.65986,,0.0,2.673,-0.59345
-0.15001,20851.219,3.9552,0.66236,0.0,,2.6829,-0.59332
-0.15001,20911.218,3.9543,0.66486,,0.0,2.6928,-0.59318
-0.15001,20971.218,3.9534,0.66736,0.0,,2.7027,-0.59305
-0.15001,21031.218,3.9526,0.66986,0.34985,2.9237,2.7126,-0.59293
-0.15001,21091.219,3.9519,0.67236,,,2.7224,-0.59282
-0.15,21151.219,3.951,0.67486,0.0,0.0,2.7323,-0.59265
-0.15002,21211.219,3.95,0.67736,,,2.7422,-0.59258
-0.15,21271.221,3.9492,0.67986,0.0,0.0,2.7521,-0.59238
-0.15,21331.219,3.9483,0.68236,,,2.7619,-0.59225
-0.15001,21391.218,3.9475,0.68486,0.0,2.9919,2.7718,-0.59216
-0.15001,21451.218,3.9468,0.68736,,,2.7817,-0.59206
-0.15002,21511.22,3.946,0.68986,0.0,0.0,2.7915,-0.59198
-0.15,21571.219,3.945,0.69236,,,2.8014,-0.59175
-0.15001,21631.219,3.9442,0.69486,0.0,0.0,2.8113,-0.59167
-0.15001,21691.219,3.9434,0.69735,,,2.8211,-0.59155
-0.15001,21751.219,3.9427,0.69985,0.33462,3.034,2.831,-0.59144
-0.15002,21811.217,3.9419,0.70235,,,2.8408,-0.59136
-0.15,21871.219,3.9409,0.70485,0.0,0.0,2.8507,-0.59114
-0.15001,21931.22,3.9402,0.70735,,,2.8605,-0.59107
-0.15001,21991.219,3.9393,0.70985,0.0,0.0,2.8704,-0.59093
-0.15,22051.22,3.9388,0.71235,,,2.8802,-0.59082
-0.15,22111.219,3.938,0.71485,0.0,0.0,2.8901,-0.5907
-0.15,22171.22,3.9371,0.71735,,3.1157,2.8999,-0.59057
-0.15001,22231.218,3.9362,0.71985,0.0,,2.9097,-0.59047
-0.15001,22291.219,3.9355,0.72235,,0.0,2.9196,-0.59036
-0.15002,22351.218,3.9349,0.72485,0.0,,2.9294,-0.59031
-0.15,22411.22,3.9341,0.72735,,0.0,2.9393,-0.59012
-0.15001,22471.218,3.9332,0.72985,0.0,,2.9491,-0.59002
-0.15,22531.218,3.9325,0.73235,0.30973,3.2934,2.9589,-0.58988
-0.15001,22591.22,3.9316,0.73485,,,2.9687,-0.58978
-0.15,22651.219,3.9311,0.73735,0.0,0.0,2.9786,-0.58967
-0.15001,22711.22,3.9304,0.73985,,,2.9884,-0.5896
-0.15,22771.218,3.9295,0.74235,0.0,0.0,2.9982,-0.58943
-0.15,22831.22,3.9287,0.74485,,,3.008,-0.58931
-0.15001,22891.218,3.928,0.74735,0.0,0.0,3.0179,-0.58924
-0.15001,22951.219,3.9275,0.74985,,3.3826,3.0277,-0.58916
-0.15001,23011.219,3.9267,0.75235,0.0,,3.0375,-0.58904
-0.15001,23071.219,3.9258,0.75485,,0.0,3.0473,-0.58891
-0.15,23131.218,3.9251,0.75735,0.0,,3.0571,-0.58877
-0.15001,23191.219,3.9244,0.75985,,0.0,3.0669,-0.5887
-0.15001,23251.218,3.9239,0.76234,0.0,,3.0767,-0.58862
-0.15001,23311.218,3.9232,0.76484,,0.0,3.0866,-0.58852
-0.15001,23371.218,3.9223,0.76734,0.29105,3.5299,3.0964,-0.58838
-0.15001,23431.219,3.9217,0.76984,,,3.1062,-0.58829
-0.15002,23491.219,3.921,0.77234,0.0,0.0,3.116,-0.58823
-0.15001,23551.219,3.9204,0.77484,,,3.1258,-0.5881
-0.15001,23611.218,3.9198,0.77734,0.0,0.0,3.1356,-0.58801
-0.15,23671.218,3.9189,0.77984,,,3.1454,-0.58784
-0.15,23731.219,3.9183,0.78234,0.0,0.0,3.1552,-0.58775
-0.15001,23791.218,3.9175,0.78484,,3.5889,3.165,-0.58766
-0.15002,23851.218,3.917,0.78734,0.0,,3.1747,-0.58763
-0.15,23911.217,3.9164,0.78984,,0.0,3.1845,-0.58746
-0.15001,23971.218,3.9155,0.79234,0.0,,3.1943,-0.58736
-0.15,24031.219,3.915,0.79484,,0.0,3.2041,-0.58725
-0.15001,24091.218,3.9143,0.79734,0.0,,3.2139,-0.58718
-0.15001,24151.217,3.9138,0.79984,,0.0,3.2237,-0.58711
-0.15001,24211.219,3.9131,0.80234,0.0,,3.2335,-0.587
-0.15001,24271.218,3.9122,0.80484,0.26908,3.8254,3.2432,-0.58687
-0.15001,24331.218,3.9116,0.80734,,,3.253,-0.58678
-0.15001,24391.218,3.9111,0.80984,0.0,0.0,3.2628,-0.5867
-0.15001,24451.218,3.9105,0.81234,,,3.2726,-0.58661
-0.15001,24511.22,3.9098,0.81484,0.0,0.0,3.2824,-0.58651
-0.15,24571.219,3.909,0.81734,,,3.2921,-0.58635
-0.15001,24631.219,3.9084,0.81984,0.0,0.0,3.3019,-0.5863
-0.15001,24691.218,3.9079,0.82234,,,3.3117,-0.58622
-0.15001,24751.218,3.9073,0.82484,0.0,3.9162,3.3214,-0.58613
-0.15001,24811.218,3.9067,0.82734,,,3.3312,-0.58604
-0.15001,24871.218,3.9059,0.82984,0.0,0.0,3.341,-0.58592
-0.15001,24931.219,3.9053,0.83234,,,3.3507,-0.58583
-0.15,24991.218,3.9048,0.83484,0.0,0.0,3.3605,-0.58572
-0.15001,25051.218,3.9041,0.83734,,,3.3702,-0.58565
-0.15001,25111.218,3.9034,0.83984,0.0,0.0,3.38,-0.58555
-0.15,25171.218,3.9027,0.84234,0.25579,,3.3898,-0.58541
-0.15,25231.218,3.902,0.84484,,3.9415,3.3995,-0.5853
-0.15,25291.219,3.9014,0.84734,0.0,,3.4093,-0.58521
-0.15002,25351.218,3.9009,0.84984,,0.0,3.419,-0.58521
-0.15001,25411.219,3.9003,0.85233,0.0,,3.4288,-0.58508
-0.15001,25471.218,3.8994,0.85483,,0.0,3.4385,-0.58495
-0.15002,25531.218,3.8988,0.85733,0.0,,3.4483,-0.5849
-0.15001,25591.219,3.8982,0.85983,,0.0,3.458,-0.58477
-0.15001,25651.219,3.8977,0.86233,0.0,3.827,3.4677,-0.58469
-0.15,25711.219,3.897,0.86483,,,3.4775,-0.58455
-0.15001,25771.218,3.8961,0.86733,0.0,0.0,3.4872,-0.58445
-0.15001,25831.219,3.8954,0.86983,,,3.497,-0.58435
-0.15001,25891.218,3.8949,0.87233,0.0,0.0,3.5067,-0.58427
-0.15001,25951.22,3.8943,0.87483,,,3.5164,-0.58418
-0.15001,26011.22,3.8936,0.87733,0.0,0.0,3.5262,-0.58408
-0.15,26071.219,3.8927,0.87983,0.26471,,3.5359,-0.58391
-0.15001,26131.218,3.892,0.88233,,3.6765,3.5456,-0.58384
-0.15001,26191.219,3.8914,0.88483,0.0,,3.5554,-0.58375
-0.15002,26251.218,3.8907,0.88733,,0.0,3.5651,-0.58368
-0.15,26311.218,3.89,0.88983,0.0,,3.5748,-0.5835
-0.15001,26371.22,3.8891,0.89233,,0.0,3.5845,-0.5834
-0.15001,26431.219,3.8884,0.89483,0.0,,3.5943,-0.5833
-0.15001,26491.218,3.8876,0.89733,,3.3745,3.604,-0.58318
-0.15001,26551.218,3.8871,0.89983,0.0,,3.6137,-0.5831
-0.15,26611.219,3.8863,0.90233,,0.0,3.6234,-0.58295
-0.15,26671.219,3.8853,0.90483,0.0,,3.6331,-0.5828
-0.15001,26731.22,3.8846,0.90733,,0.0,3.6428,-0.58273
-0.15001,26791.219,3.8839,0.90983,0.0,,3.6525,-0.58262
-0.15001,26851.218,3.8832,0.91233,,0.0,3.6623,-0.58252
-0.15,26911.219,3.8824,0.91483,0.29893,3.2964,3.672,-0.58236
-0.15,26971.218,3.8814,0.91733,,,3.6817,-0.58221
-0.15001,27031.218,3.8806,0.91983,0.0,0.0,3.6914,-0.58213
-0.15001,27091.219,3.8798,0.92233,,,3.7011,-0.58201
-0.15001,27151.218,3.8792,0.92483,0.0,0.0,3.7108,-0.58192
-0.15002,27211.218,3.8784,0.92733,,,3.7205,-0.58184
-0.15001,27271.219,3.8773,0.92983,0.0,3.0786,3.7302,-0.58163
-0.15001,27331.218,3.8764,0.93233,,,3.7398,-0.5815
-0.15001,27391.219,3.8757,0.93483,0.0,0.0,3.7495,-0.58139
-0.15001,27451.219,3.8749,0.93733,,,3.7592,-0.58127
-0.15002,27511.219,3.874,0.93983,0.0,0.0,3.7689,-0.58118
-0.15001,27571.22,3.8731,0.94233,,,3.7786,-0.581
-0.15001,27631.218,3.8722,0.94483,0.33355,2.9203,3.7883,-0.58087
-0.15001,27691.219,3.8713,0.94732,,,3.798,-0.58073
-0.15001,27751.218,3.8705,0.94982,0.0,0.0,3.8076,-0.58061
-0.15001,27811.218,3.8697,0.95232,,,3.8173,-0.58049
-0.15001,27871.22,3.8688,0.95482,0.0,0.0,3.827,-0.58036
-0.15,27931.219,3.8677,0.95732,,,3.8366,-0.58016
-0.15001,27991.218,3.8668,0.95982,0.0,2.8059,3.8463,-0.58006
-0.15002,28051.218,3.8659,0.96232,,,3.856,-0.57996
-0.15001,28111.219,3.8652,0.96482,0.0,0.0,3.8656,-0.57982
-0.15001,28171.218,3.8642,0.96732,,,3.8753,-0.57967
-0.15001,28231.219,3.8631,0.96982,0.0,0.0,3.885,-0.5795
-0.15001,28291.221,3.8622,0.97232,0.362,2.7019,3.8946,-0.57937
-0.15001,28351.219,3.8612,0.97482,,,3.9043,-0.57922
-0.15,28411.218,3.8605,0.97732,0.0,0.0,3.9139,-0.57908
-0.15001,28471.219,3.8596,0.97982,,,3.9236,-0.57898
-0.15001,28531.218,3.8585,0.98232,0.0,0.0,3.9332,-0.57881
-0.15001,28591.219,3.8575,0.98482,,2.6854,3.9429,-0.57866
-0.15001,28651.219,3.8567,0.98732,0.0,,3.9525,-0.57854
-0.15,28711.218,3.8558,0.98982,,0.0,3.9621,-0.57837
-0.15,28771.218,3.8548,0.99232,0.0,,3.9718,-0.57822
-0.15001,28831.217,3.8538,0.99482,,,3.9814,-0.57811
-0.15001,28891.217,3.8529,0.99732,0.0,0.0,3.991,-0.57797
-0.15,28951.219,3.8521,0.99982,0.37247,2.6927,4.0007,-0.57782
-0.15001,29011.218,3.8511,1.0023,,,4.0103,-0.5777
-0.15002,29071.218,3.85,1.0048,0.0,0.0,4.0199,-0.57758
-0.15,29131.219,3.8491,1.0073,,,4.0296,-0.57737
-0.15,29191.218,3.8482,1.0098,0.0,0.0,4.0392,-0.57723
-0.15002,29251.218,3.8474,1.0123,,2.6218,4.0488,-0.57719
-0.15001,29311.219,3.8465,1.0148,0.0,,4.0584,-0.57701
-0.15002,29371.218,3.8455,1.0173,,0.0,4.068,-0.5769
-0.15001,29431.22,3.8445,1.0198,0.0,,4.0776,-0.57671
-0.15002,29491.218,3.8437,1.0223,,0.0,4.0872,-0.57663
-0.15001,29551.218,3.8429,1.0248,0.36827,,4.0968,-0.57647
-0.15,29611.218,3.842,1.0273,,2.778,4.1065,-0.5763
-0.15001,29671.218,3.841,1.0298,0.0,,4.1161,-0.57619
-0.15001,29731.218,3.84,1.0323,,0.0,4.1257,-0.57604
-0.15,29791.218,3.8393,1.0348,0.0,,4.1353,-0.5759
-0.15001,29851.219,3.8384,1.0373,,0.0,4.1449,-0.5758
-0.15001,29911.218,3.8375,1.0398,0.0,2.8137,4.1544,-0.57566
-0.15001,29971.218,3.8364,1.0423,,,4.164,-0.5755
-0.15001,30031.218,3.8356,1.0448,,0.0,4.1736,-0.57538
-0.15001,30091.219,3.8348,1.0473,0.0,,4.1832,-0.57526
-0.15001,30151.218,3.834,1.0498,,0.0,4.1928,-0.57514
-0.15002,30211.219,3.8331,1.0523,0.0,,4.2024,-0.57504
-0.15001,30271.218,3.8321,1.0548,0.35605,2.8152,4.212,-0.57485
-0.15,30331.219,3.8312,1.0573,,,4.2215,-0.57468
-0.15001,30391.218,3.8305,1.0598,0.0,0.0,4.2311,-0.57461
-0.15,30451.219,3.8296,1.0623,,,4.2407,-0.57444
-0.15002,30511.219,3.8288,1.0648,0.0,0.0,4.2503,-0.5744
-0.15,30571.218,3.8277,1.0673,,,4.2598,-0.57416
-0.15001,30631.219,3.8269,1.0698,0.0,2.8931,4.2694,-0.57407
-0.15,30691.218,3.826,1.0723,,,4.279,-0.5739
-0.15001,30751.219,3.8251,1.0748,0.0,0.0,4.2885,-0.5738
-0.15,30811.218,3.8244,1.0773,,,4.2981,-0.57366
-0.15001,30871.219,3.8236,1.0798,0.0,0.0,4.3076,-0.57358
-0.15,30931.219,3.8226,1.0823,0.34671,,4.3172,-0.57339
-0.15001,30991.218,3.8217,1.0848,,2.8876,4.3268,-0.57329
-0.15001,31051.218,3.8208,1.0873,0.0,,4.3363,-0.57316
-0.15002,31111.219,3.82,1.0898,,0.0,4.3459,-0.57308
-0.15001,31171.218,3.8193,1.0923,0.0,,4.3554,-0.57293
-0.15001,31231.218,3.8184,1.0948,,0.0,4.365,-0.5728
-0.15001,31291.218,3.8175,1.0973,0.0,2.9474,4.3745,-0.57266
-0.15001,31351.219,3.8166,1.0998,,,4.384,-0.57253
-0.15001,31411.219,3.8158,1.1023,0.0,0.0,4.3936,-0.57241
-0.15001,31471.219,3.815,1.1048,,,4.4031,-0.57229
-0.15001,31531.219,3.8142,1.1073,0.0,0.0,4.4127,-0.57217
-0.15001,31591.219,3.8132,1.1098,,,4.4222,-0.57202
-0.15,31651.218,3.8124,1.1123,0.3406,2.9278,4.4317,-0.57186
-0.15001,31711.218,3.8117,1.1148,,,4.4412,-0.57179
-0.15001,31771.219,3.8108,1.1173,0.0,0.0,4.4508,-0.57166
-0.15,31831.219,3.8098,1.1198,,,4.4603,-0.57147
-0.15001,31891.219,3.8089,1.1223,0.0,0.0,4.4698,-0.57137
-0.15001,31951.218,3.8082,1.1248,,,4.4793,-0.57127
-0.15001,32011.218,3.8074,1.1273,0.0,2.9745,4.4889,-0.57115
-0.15001,32071.218,3.8066,1.1298,,,4.4984,-0.57103
-0.15,32131.218,3.8057,1.1323,0.0,0.0,4.5079,-0.57086
-0.15001,32191.219,3.8047,1.1348,,,4.5174,-0.57074
-0.15001,32251.219,3.804,1.1373,0.0,0.0,4.5269,-0.57064
-0.15001,32311.218,3.8031,1.1398,,,4.5364,-0.5705
-0.15,32371.219,3.8024,1.1423,0.33665,2.9805,4.5459,-0.57036
-0.15,32431.218,3.8016,1.1448,,,4.5554,-0.57024
-0.15001,32491.218,3.8005,1.1473,0.0,0.0,4.5649,-0.57011
-0.15001,32551.218,3.7997,1.1498,,,4.5744,-0.56999
-0.15002,32611.22,3.799,1.1523,0.0,0.0,4.5839,-0.56993
-0.15001,32671.218,3.7982,1.1548,,,4.5934,-0.56977
-0.15001,32731.22,3.7974,1.1573,0.0,2.996,4.6029,-0.56965
-0.15001,32791.219,3.7963,1.1598,,,4.6124,-0.56948
-0.15001,32851.219,3.7956,1.1623,0.0,0.0,4.6219,-0.56938
-0.15001,32911.219,3.7948,1.1648,,,4.6314,-0.56926
-0.15,32971.219,3.794,1.1673,0.0,0.0,4.6409,-0.5691
-0.15001,33031.218,3.7932,1.1698,,,4.6504,-0.56902
-0.15,33091.219,3.7922,1.1723,0.33671,2.989,4.6598,-0.56883
-0.15001,33151.218,3.7914,1.1748,,,4.6693,-0.56875
-0.15001,33211.218,3.7906,1.1773,0.0,0.0,4.6788,-0.56863
-0.15002,33271.218,3.7899,1.1798,,,4.6883,-0.56856
-0.14999,33331.219,3.789,1.1823,0.0,0.0,4.6977,-0.56831
-0.15001,33391.219,3.7881,1.1848,,,4.7072,-0.56825
-0.15001,33451.218,3.7872,1.1873,0.0,3.0167,4.7167,-0.56812
-0.15001,33511.219,3.7866,1.1898,,,4.7261,-0.56803
-0.15,33571.219,3.7857,1.1923,0.0,0.0,4.7356,-0.56786
-0.15,33631.219,3.7849,1.1948,,,4.7451,-0.56774
-0.15001,33691.218,3.7839,1.1973,0.0,0.0,4.7545,-0.56762
-0.15,33751.219,3.7831,1.1998,,,4.764,-0.56747
