Current(A),Test_Time(s),Voltage(V),Discharge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Discharge_Energy(Wh),Power(W)
-0.15001,33811.218,3.7823,1.2023,0.33059,3.0325,4.7734,-0.56738
-0.15002,33871.218,3.7817,1.2048,,,4.7829,-0.56733
-0.15001,33931.218,3.7808,1.2073,0.0,0.0,4.7923,-0.56716
-0.15001,33991.217,3.7798,1.2098,,,4.8018,-0.56701
-0.15,34051.218,3.779,1.2123,0.0,0.0,4.8112,-0.56685
-0.15001,34111.218,3.7783,1.2148,,,4.8207,-0.56678
-0.15001,34171.218,3.7775,1.2173,0.0,3.0253,4.8301,-0.56666
-0.15001,34231.22,3.7766,1.2198,,,4.8396,-0.56653
-0.15001,34291.218,3.7757,1.2223,0.0,0.0,4.849,-0.56639
-0.15,34351.219,3.7749,1.2248,,,4.8585,-0.56624
-0.15,34411.219,3.7741,1.2273,0.0,0.0,4.8679,-0.56612
-0.15,34471.218,3.7734,1.2298,,,4.8773,-0.56601
-0.15001,34531.219,3.7724,1.2323,0.32929,3.0231,4.8868,-0.5659
-0.15001,34591.219,3.7715,1.2348,,,4.8962,-0.56576
-0.15001,34651.218,3.7708,1.2373,0.0,0.0,4.9056,-0.56566
-0.15001,34711.219,3.77,1.2398,,,4.915,-0.56554
-0.15002,34771.218,3.7692,1.2423,0.0,0.0,4.9245,-0.56546
-0.15002,34831.219,3.7684,1.2448,,,4.9339,-0.56534
-0.15001,34891.218,3.7674,1.2473,0.0,0.0,4.9433,-0.56515
-0.15,34951.218,3.7666,1.2498,,3.0269,4.9527,-0.56499
-0.15001,35011.22,3.7658,1.2523,0.0,,4.9621,-0.56491
-0.15001,35071.219,3.7651,1.2548,,0.0,4.9715,-0.5648
-0.15001,35131.219,3.7642,1.2573,0.0,,4.9809,-0.56467
-0.15,35191.217,3.7632,1.2598,,0.0,4.9904,-0.56448
-0.15001,35251.22,3.7625,1.2623,0.33038,,4.9998,-0.56441
-0.15001,35311.22,3.7616,1.2648,,3.0152,5.0092,-0.56428
-0.15002,35371.218,3.7609,1.2673,0.0,,5.0186,-0.56421
-0.15001,35431.219,3.7601,1.2698,,0.0,5.028,-0.56405
-0.15001,35491.218,3.7592,1.2723,0.0,,5.0374,-0.56392
-0.15001,35551.219,3.7583,1.2748,,0.0,5.0468,-0.56378
-0.15,35611.217,3.7574,1.2773,0.0,,5.0562,-0.56361
-0.15001,35671.221,3.7568,1.2798,,2.9956,5.0656,-0.56356
-0.15001,35731.219,3.7559,1.2823,0.0,,5.0749,-0.56342
-0.15,35791.219,3.755,1.2848,,0.0,5.0843,-0.56325
-0.15,35851.219,3.7541,1.2873,0.0,,5.0937,-0.56312
-0.15001,35911.218,3.7532,1.2898,,0.0,5.1031,-0.56302
-0.15,35971.218,3.7525,1.2923,0.33506,2.9319,5.1125,-0.56288
-0.15001,36031.219,3.7517,1.2948,,,5.1219,-0.56279
-0.15001,36091.218,3.7506,1.2973,0.0,0.0,5.1312,-0.56263
-0.15,36151.218,3.7498,1.2998,,,5.1406,-0.56247
-0.15,36211.218,3.749,1.3023,0.0,0.0,5.15,-0.56235
-0.15001,36271.219,3.7483,1.3048,,,5.1594,-0.56228
-0.15,36331.218,3.7474,1.3073,0.0,2.9877,5.1687,-0.56211
-0.15,36391.218,3.7466,1.3098,,,5.1781,-0.56199
-0.15001,36451.219,3.7456,1.3123,0.0,0.0,5.1875,-0.56188
-0.15,36511.218,3.7448,1.3148,,,5.1968,-0.56172
-0.15001,36571.219,3.7439,1.3173,0.0,0.0,5.2062,-0.56162
-0.15,36631.218,3.7431,1.3198,,,5.2155,-0.56147
-0.15001,36691.218,3.7423,1.3223,0.34161,2.9456,5.2249,-0.56138
-0.15,36751.218,3.7415,1.3248,,,5.2342,-0.56123
-0.15001,36811.22,3.7405,1.3273,0.0,0.0,5.2436,-0.56111
-0.15,36871.219,3.7396,1.3298,,,5.2529,-0.56094
-0.15,36931.218,3.7389,1.3323,0.0,0.0,5.2623,-0.56084
-0.15001,36991.218,3.7381,1.3348,,,5.2716,-0.56075
-0.15,37051.217,3.7372,1.3373,0.0,2.9157,5.281,-0.56058
-0.15,37111.219,3.7362,1.3398,,,5.2903,-0.56043
-0.15001,37171.218,3.7353,1.3423,0.0,0.0,5.2997,-0.56033
-0.15001,37231.218,3.7346,1.3448,,,5.309,-0.56023
-0.15001,37291.22,3.7338,1.3473,0.0,0.0,5.3183,-0.56011
-0.15001,37351.218,3.7328,1.3498,,,5.3277,-0.55996
-0.15001,37411.219,3.7319,1.3523,0.34096,2.9008,5.337,-0.55982
-0.15001,37471.217,3.731,1.3548,,,5.3463,-0.55969
-0.15001,37531.218,3.7303,1.3573,0.0,0.0,5.3556,-0.55958
-0.15,37591.218,3.7295,1.3598,,,5.365,-0.55943
-0.15,37651.219,3.7284,1.3623,0.0,0.0,5.3743,-0.55926
-0.15001,37711.218,3.7276,1.3648,,,5.3836,-0.55918
-0.15001,37771.219,3.7267,1.3673,0.0,2.8969,5.3929,-0.55904
-0.15,37831.219,3.7261,1.3698,,,5.4022,-0.55892
-0.15001,37891.218,3.7252,1.3723,0.0,0.0,5.4115,-0.55882
-0.15001,37951.218,3.7242,1.3748,,,5.4209,-0.55867
-0.15001,38011.218,3.7233,1.3773,0.0,0.0,5.4302,-0.55853
-0.15001,38071.218,3.7225,1.3798,0.34704,,5.4395,-0.55841
-0.15001,38131.219,3.7217,1.3823,,2.9071,5.4488,-0.55829
-0.15001,38191.218,3.7209,1.3848,0.0,,5.4581,-0.55817
-0.15,38251.218,3.7199,1.3873,,0.0,5.4674,-0.55799
-0.15001,38311.218,3.719,1.3898,0.0,,5.4767,-0.55789
-0.15001,38371.218,3.7181,1.3923,,0.0,5.486,-0.55775
-0.15002,38431.219,3.7175,1.3948,0.0,2.9259,5.4953,-0.5577
-0.15001,38491.218,3.7166,1.3973,,,5.5046,-0.55753
-0.15001,38551.218,3.7157,1.3998,0.0,0.0,5.5138,-0.55739
-0.15001,38611.218,3.7147,1.4023,,,5.5231,-0.55724
-0.15001,38671.219,3.7139,1.4048,0.0,0.0,5.5324,-0.55712
-0.15001,38731.219,3.7132,1.4073,,,5.5417,-0.55702
-0.15001,38791.218,3.7124,1.4098,0.33888,2.9548,5.551,-0.5569
-0.15001,38851.219,3.7114,1.4123,,,5.5603,-0.55675
-0.15,38911.218,3.7105,1.4148,0.0,0.0,5.5695,-0.55658
-0.15002,38971.219,3.7097,1.4173,,,5.5788,-0.55653
-0.15001,39031.218,3.709,1.4198,0.0,0.0,5.5881,-0.55639
-0.15001,39091.22,3.7082,1.4223,,,5.5974,-0.55627
-0.15001,39151.218,3.7072,1.4248,0.0,2.9582,5.6066,-0.55612
-0.15001,39211.219,3.7063,1.4273,,,5.6159,-0.55598
-0.15,39271.218,3.7055,1.4298,0.0,0.0,5.6252,-0.55583
-0.15001,39331.219,3.7049,1.4323,,,5.6344,-0.55577
-0.15,39391.218,3.704,1.4348,0.0,0.0,5.6437,-0.5556
-0.15,39451.22,3.703,1.4373,,,5.6529,-0.55545
-0.15001,39511.218,3.7022,1.4398,0.33322,3.0251,5.6622,-0.55537
-0.15001,39571.22,3.7014,1.4423,,,5.6714,-0.55525
-0.15,39631.218,3.7007,1.4448,0.0,0.0,5.6807,-0.55511
-0.15001,39691.218,3.6999,1.4473,,,5.6899,-0.55502
-0.15,39751.218,3.699,1.4498,0.0,0.0,5.6992,-0.55485
-0.15001,39811.219,3.6981,1.4523,,,5.7084,-0.55475
-0.15004,39871.218,3.6973,1.4548,0.0,3.0694,5.7177,-0.55474
-0.15,39931.218,3.6967,1.4573,,,5.7269,-0.55451
-0.15,39991.219,3.6959,1.4598,0.0,0.0,5.7362,-0.55439
-0.15002,40051.218,3.6949,1.4623,,,5.7454,-0.55431
-0.15001,40111.219,3.6941,1.4648,0.0,0.0,5.7546,-0.55415
-0.15001,40171.218,3.6933,1.4673,,,5.7639,-0.55403
-0.15001,40231.218,3.6927,1.4698,0.32383,0.0,5.7731,-0.55394
-0.15,40291.219,3.6919,1.4723,,3.1359,5.7823,-0.55379
-0.15002,40351.218,3.6911,1.4748,0.0,,5.7916,-0.55374
-0.15001,40411.218,3.6902,1.4773,,0.0,5.8008,-0.55357
-0.15,40471.218,3.6894,1.4798,0.0,,5.81,-0.55341
-0.15,40531.22,3.6887,1.4823,,0.0,5.8192,-0.55331
-0.15,40591.218,3.688,1.4848,0.0,,5.8285,-0.5532
-0.15,40651.219,3.6872,1.4873,,3.2026,5.8377,-0.55308
-0.15001,40711.218,3.6863,1.4898,0.0,,5.8469,-0.55298
-0.15001,40771.219,3.6855,1.4923,,0.0,5.8561,-0.55286
-0.15,40831.218,3.6848,1.4948,0.0,,5.8653,-0.55272
-0.15001,40891.218,3.6842,1.4973,,0.0,5.8745,-0.55267
-0.15001,40951.219,3.6834,1.4998,0.0,,5.8837,-0.55255
-0.15001,41011.218,3.6826,1.5023,0.30854,0.0,5.8929,-0.55243
-0.15001,41071.22,3.6817,1.5048,,3.2872,5.9021,-0.55229
-0.15001,41131.218,3.681,1.5073,0.0,,5.9113,-0.55219
-0.15001,41191.218,3.6804,1.5098,,0.0,5.9205,-0.5521
-0.15001,41251.218,3.6797,1.5123,0.0,,5.9297,-0.55199
-0.15,41311.219,3.679,1.5148,,0.0,5.9389,-0.55185
-0.15,41371.218,3.6781,1.5173,0.0,,5.9481,-0.55172
-0.15002,41431.218,3.6773,1.5198,,0.0,5.9573,-0.55167
-0.15,41491.219,3.6767,1.5223,0.0,3.3873,5.9665,-0.55151
-0.15001,41551.218,3.6761,1.5248,,,5.9757,-0.55145
-0.15001,41611.219,3.6753,1.5273,0.0,0.0,5.9849,-0.55133
-0.15,41671.219,3.6744,1.5298,,,5.9941,-0.55116
-0.15001,41731.219,3.6738,1.5323,0.0,0.0,6.0033,-0.55111
-0.15001,41791.219,3.673,1.5348,,,6.0125,-0.55099
-0.15001,41851.219,3.6724,1.5373,0.29171,3.4692,6.0216,-0.5509
-0.15001,41911.219,3.6718,1.5398,,,6.0308,-0.55081
-0.15,41971.219,3.6709,1.5423,0.0,0.0,6.04,-0.55064
-0.15001,42031.218,3.6702,1.5448,,,6.0492,-0.55057
-0.15001,42091.22,3.6695,1.5473,0.0,0.0,6.0583,-0.55046
-0.15,42151.218,3.6689,1.5498,,,6.0675,-0.55034
-0.15001,42211.219,3.6683,1.5523,0.0,0.0,6.0767,-0.55028
-0.15001,42271.218,3.6674,1.5548,,,6.0858,-0.55015
-0.15001,42331.219,3.6667,1.5573,0.0,3.5857,6.095,-0.55004
-0.15001,42391.217,3.6661,1.5598,,,6.1042,-0.54995
-0.15001,42451.218,3.6655,1.5623,0.0,0.0,6.1133,-0.54986
-0.15001,42511.218,3.6649,1.5648,,,6.1225,-0.54977
-0.15001,42571.218,3.664,1.5673,0.0,0.0,6.1317,-0.54964
-0.15,42631.218,3.6633,1.5698,,,6.1408,-0.5495
-0.15,42691.218,3.6627,1.5723,0.0,0.0,6.15,-0.54941
-0.15001,42751.218,3.6622,1.5748,0.27513,3.6804,6.1591,-0.54937
-0.15001,42811.218,3.6615,1.5773,,,6.1683,-0.54926
-0.15001,42871.218,3.6606,1.5798,0.0,0.0,6.1774,-0.54913
-0.15001,42931.218,3.66,1.5823,,,6.1866,-0.54904
-0.15001,42991.218,3.6594,1.5848,0.0,0.0,6.1957,-0.54895
-0.15001,43051.218,3.6589,1.5873,,,6.2049,-0.54887
-0.15,43111.219,3.6582,1.5898,0.0,0.0,6.214,-0.54873
-0.15001,43171.218,3.6574,1.5923,,,6.2232,-0.54865
-0.15,43231.218,3.6567,1.5948,0.0,3.7972,6.2323,-0.54851
-0.15001,43291.218,3.6562,1.5973,,,6.2415,-0.54847
-0.15001,43351.218,3.6556,1.5998,0.0,0.0,6.2506,-0.54838
-0.15001,43411.218,3.6549,1.6023,,,6.2597,-0.54827
-0.15001,43471.218,3.6542,1.6048,0.0,0.0,6.2689,-0.54817
-0.15002,43531.22,3.6535,1.6073,,,6.278,-0.5481
-0.15001,43591.218,3.6531,1.6098,0.0,0.0,6.2871,-0.548
-0.15001,43651.217,3.6524,1.6123,0.26112,3.8677,6.2963,-0.5479
-0.15001,43711.218,3.6517,1.6148,,,6.3054,-0.54779
-0.15001,43771.219,3.651,1.6173,0.0,0.0,6.3145,-0.54769
-0.15,43831.218,3.6504,1.6198,,,6.3236,-0.54756
-0.15,43891.219,3.6499,1.6223,0.0,0.0,6.3328,-0.54749
-0.15001,43951.219,3.6493,1.6248,,,6.3419,-0.54743
-0.15,44011.219,3.6486,1.6273,0.0,0.0,6.351,-0.54729
-0.15,44071.218,3.6479,1.6298,,,6.3601,-0.54719
-0.15,44131.219,3.6473,1.6323,0.0,4.0576,6.3693,-0.5471
-0.15001,44191.218,3.6468,1.6348,,,6.3784,-0.54706
-0.15001,44251.218,3.6462,1.6373,0.0,0.0,6.3875,-0.54697
-0.15,44311.218,3.6456,1.6398,,,6.3966,-0.54684
-0.15001,44371.218,3.6449,1.6423,0.0,,6.4057,-0.54677
-0.14999,44431.219,3.6442,1.6448,,0.0,6.4148,-0.54659
-0.15001,44491.218,3.6437,1.6473,0.0,,6.4239,-0.54659
-0.15001,44551.219,3.6432,1.6498,,0.0,6.433,-0.54652
-0.15001,44611.219,3.6425,1.6523,0.24711,,6.4421,-0.54641
-0.15,44671.219,3.6418,1.6548,,4.0992,6.4512,-0.54627
-0.15001,44731.218,3.6412,1.6573,0.0,,6.4604,-0.54622
-0.15,44791.218,3.6406,1.6598,,0.0,6.4695,-0.54609
-0.15001,44851.218,3.64,1.6623,0.0,,6.4786,-0.54604
-0.15001,44911.218,3.6396,1.6648,,0.0,6.4877,-0.54598
-0.15001,44971.219,3.639,1.6673,0.0,,6.4967,-0.54589
-0.15001,45031.219,3.6382,1.6698,,0.0,6.5058,-0.54577
-0.15,45091.219,3.6376,1.6723,0.0,,6.5149,-0.54564
-0.15,45151.219,3.637,1.6748,,4.1486,6.524,-0.54555
-0.15,45211.218,3.6366,1.6772,0.0,,6.5331,-0.54549
-0.15,45271.218,3.636,1.6797,,0.0,6.5422,-0.5454
-0.15,45331.218,3.6352,1.6822,0.0,,6.5513,-0.54528
-0.15001,45391.219,3.6346,1.6847,,0.0,6.5604,-0.54523
-0.15001,45451.219,3.6341,1.6872,0.0,,6.5695,-0.54515
-0.15001,45511.218,3.6336,1.6897,,0.0,6.5786,-0.54508
-0.15001,45571.218,3.633,1.6922,0.0,,6.5876,-0.54499
-0.15001,45631.218,3.6322,1.6947,0.23873,4.2499,6.5967,-0.54487
-0.15,45691.218,3.6317,1.6972,,,6.6058,-0.54476
-0.15,45751.218,3.6311,1.6997,0.0,,6.6149,-0.54467
-0.15001,45811.219,3.6306,1.7022,,0.0,6.6239,-0.54463
-0.15,45871.219,3.6301,1.7047,0.0,,6.633,-0.54452
-0.15001,45931.219,3.6294,1.7072,,0.0,6.6421,-0.54445
-0.15001,45991.221,3.6287,1.7097,0.0,,6.6512,-0.54434
-0.15,46051.218,3.6281,1.7122,,0.0,6.6602,-0.54422
-0.15001,46111.219,3.6276,1.7147,0.0,,6.6693,-0.54418
-0.15,46171.218,3.6271,1.7172,,4.2125,6.6784,-0.54407
-0.15,46231.219,3.6265,1.7197,0.0,,6.6874,-0.54398
-0.15002,46291.22,3.6258,1.7222,,0.0,6.6965,-0.54394
-0.15001,46351.218,3.6252,1.7247,0.0,,6.7056,-0.54382
-0.15002,46411.218,3.6248,1.7272,,0.0,6.7146,-0.54379
-0.15001,46471.219,3.6242,1.7297,0.0,,6.7237,-0.54367
-0.15001,46531.219,3.6236,1.7322,,0.0,6.7327,-0.54358
-0.15001,46591.218,3.6228,1.7347,0.0,,6.7418,-0.54346
-0.15001,46651.218,3.6223,1.7372,0.2353,4.2075,6.7509,-0.54338
-0.15,46711.219,3.6218,1.7397,,,6.7599,-0.54327
-0.15,46771.22,3.6213,1.7422,0.0,0.0,6.769,-0.5432
-0.14999,46831.219,3.6206,1.7447,,,6.778,-0.54305
-0.15001,46891.219,3.6199,1.7472,0.0,0.0,6.7871,-0.54302
-0.15,46951.218,3.6193,1.7497,,,6.7961,-0.5429
-0.15001,47011.218,3.6187,1.7522,0.0,0.0,6.8052,-0.54284
-0.15,47071.218,3.6182,1.7547,,,6.8142,-0.54273
-0.15,47131.219,3.6176,1.7572,0.0,0.0,6.8232,-0.54264
-0.15001,47191.22,3.6168,1.7597,,4.1862,6.8323,-0.54256
-0.15001,47251.218,3.6162,1.7622,0.0,,6.8413,-0.54247
-0.15002,47311.218,3.6157,1.7647,,0.0,6.8504,-0.54243
-0.15001,47371.219,3.6151,1.7672,0.0,,6.8594,-0.5423
-0.15001,47431.219,3.6144,1.7697,,0.0,6.8684,-0.5422
-0.15,47491.218,3.6136,1.7722,0.0,,6.8775,-0.54204
-0.14999,47551.218,3.6131,1.7747,,0.0,6.8865,-0.54193
-0.15001,47611.218,3.6126,1.7772,0.24577,,6.8955,-0.54193
-0.15001,47671.218,3.6119,1.7797,,3.9833,6.9046,-0.54182
-0.15001,47731.219,3.6112,1.7822,0.0,,6.9136,-0.54172
-0.15,47791.218,3.6105,1.7847,,0.0,6.9226,-0.54158
-0.15002,47851.218,3.6099,1.7872,0.0,,6.9316,-0.54156
-0.15002,47911.219,3.6095,1.7897,,0.0,6.9407,-0.5415
-0.15001,47971.219,3.6088,1.7922,0.0,,6.9497,-0.54136
-0.15001,48031.218,3.608,1.7947,,0.0,6.9587,-0.54124
-0.15001,48091.219,3.6074,1.7972,0.0,,6.9677,-0.54115
-0.15001,48151.218,3.6069,1.7997,,4.0082,6.9767,-0.54107
-0.15001,48211.218,3.6063,1.8022,0.0,,6.9858,-0.54098
-0.15,48271.219,3.6057,1.8047,,0.0,6.9948,-0.54086
-0.15,48331.219,3.6049,1.8072,0.0,,7.0038,-0.54074
-0.15001,48391.219,3.6043,1.8097,,0.0,7.0128,-0.54068
-0.15,48451.219,3.6038,1.8122,0.0,,7.0218,-0.54057
-0.15,48511.219,3.6032,1.8147,,0.0,7.0308,-0.54048
-0.15001,48571.218,3.6026,1.8172,0.25041,,7.0398,-0.54043
-0.15001,48631.218,3.6018,1.8197,,3.9345,7.0488,-0.54031
-0.15001,48691.218,3.6011,1.8222,0.0,,7.0578,-0.5402
-0.15001,48751.221,3.6005,1.8247,,0.0,7.0668,-0.54011
-0.15,48811.219,3.6,1.8272,0.0,,7.0758,-0.54
-0.15001,48871.219,3.5994,1.8297,,0.0,7.0848,-0.53995
-0.15,48931.218,3.5986,1.8322,0.0,,7.0938,-0.53979
-0.15,48991.219,3.598,1.8347,,0.0,7.1028,-0.5397
-0.15001,49051.219,3.5974,1.8372,0.0,,7.1118,-0.53965
-0.15,49111.218,3.5968,1.8397,,3.9324,7.1208,-0.53952
-0.15,49171.219,3.5962,1.8422,0.0,,7.1298,-0.53943
-0.15001,49231.218,3.5955,1.8447,,0.0,7.1388,-0.53936
-0.15,49291.219,3.5947,1.8472,0.0,,7.1478,-0.53921
-0.15,49351.218,3.5941,1.8497,,0.0,7.1568,-0.53912
-0.15001,49411.218,3.5936,1.8522,0.0,,7.1657,-0.53908
-0.15001,49471.218,3.593,1.8547,,0.0,7.1747,-0.53899
-0.15001,49531.218,3.5922,1.8572,0.25557,,7.1837,-0.53887
-0.15,49591.218,3.5915,1.8597,,3.9174,7.1927,-0.53873
-0.15,49651.218,3.5909,1.8622,0.0,,7.2017,-0.53864
-0.15001,49711.22,3.5903,1.8647,,0.0,7.2106,-0.53858
-0.15002,49771.218,3.5897,1.8672,0.0,,7.2196,-0.53853
-0.15,49831.219,3.5888,1.8697,,0.0,7.2286,-0.53832
-0.15001,49891.221,3.5882,1.8722,0.0,,7.2375,-0.53827
-0.15,49951.218,3.5876,1.8747,,0.0,7.2465,-0.53814
-0.15001,50011.218,3.587,1.8772,0.0,3.7913,7.2555,-0.53809
-0.15001,50071.218,3.5864,1.8797,,,7.2644,-0.538
-0.15,50131.219,3.5855,1.8822,0.0,0.0,7.2734,-0.53783
-0.15,50191.218,3.5848,1.8847,,,7.2824,-0.53772
-0.15001,50251.219,3.5843,1.8872,0.0,0.0,7.2913,-0.53768
-0.15,50311.219,3.5836,1.8897,,,7.3003,-0.53754
-0.15001,50371.218,3.5829,1.8922,0.0,0.0,7.3093,-0.53747
-0.15,50431.219,3.5821,1.8947,0.26664,,7.3182,-0.53732
-0.15,50491.218,3.5815,1.8972,,3.709,7.3272,-0.53723
-0.15001,50551.218,3.5809,1.8997,0.0,,7.3361,-0.53717
-0.15001,50611.218,3.5803,1.9022,,0.0,7.3451,-0.53708
-0.15,50671.218,3.5795,1.9047,0.0,,7.354,-0.53693
-0.15001,50731.218,3.5788,1.9072,,0.0,7.363,-0.53686
-0.15001,50791.218,3.5781,1.9097,0.0,,7.3719,-0.53675
-0.15,50851.22,3.5776,1.9122,,0.0,7.3808,-0.53664
-0.15,50911.219,3.5769,1.9147,0.0,3.7166,7.3898,-0.53654
-0.15001,50971.219,3.5761,1.9172,,,7.3987,-0.53645
-0.15001,51031.218,3.5754,1.9197,0.0,0.0,7.4077,-0.53635
-0.15,51091.218,3.5748,1.9222,,,7.4166,-0.53622
-0.15002,51151.219,3.5742,1.9247,0.0,0.0,7.4255,-0.5362
-0.15,51211.219,3.5735,1.9272,,,7.4345,-0.53603
-0.15001,51271.218,3.5727,1.9297,0.0,0.0,7.4434,-0.53594
-0.15001,51331.219,3.572,1.9322,0.27057,3.6312,7.4523,-0.53584
-0.15,51391.218,3.5714,1.9347,,,7.4613,-0.53571
-0.15001,51451.218,3.5707,1.9372,0.0,0.0,7.4702,-0.53564
-0.15001,51511.218,3.57,1.9397,,,7.4791,-0.53554
-0.15,51571.219,3.5691,1.9422,0.0,0.0,7.488,-0.53537
-0.15,51631.221,3.5684,1.9447,,,7.497,-0.53526
-0.15,51691.219,3.5677,1.9472,0.0,0.0,7.5059,-0.53516
-0.15001,51751.218,3.5671,1.9497,,3.5289,7.5148,-0.5351
-0.15001,51811.218,3.5665,1.9522,0.0,,7.5237,-0.53501
-0.15002,51871.218,3.5657,1.9547,,0.0,7.5326,-0.53493
-0.15002,51931.218,3.5648,1.9572,0.0,,7.5415,-0.53479
-0.15,51991.218,3.5641,1.9597,,0.0,7.5504,-0.53462
-0.15,52051.218,3.5634,1.9622,0.0,,7.5594,-0.53451
-0.15002,52111.219,3.5628,1.9647,,0.0,7.5683,-0.53449
-0.15,52171.218,3.562,1.9672,0.28594,3.4805,7.5772,-0.5343
-0.15001,52231.218,3.5612,1.9697,,,7.5861,-0.53422
-0.15001,52291.219,3.5604,1.9722,0.0,0.0,7.595,-0.5341
-0.15001,52351.218,3.5598,1.9747,,,7.6039,-0.53401
-0.15001,52411.218,3.5591,1.9772,0.0,0.0,7.6128,-0.5339
-0.15001,52471.219,3.5583,1.9797,,,7.6217,-0.53378
-0.15,52531.218,3.5575,1.9822,0.0,0.0,7.6306,-0.53363
-0.15001,52591.218,3.5567,1.9847,,3.3427,7.6394,-0.53354
-0.15,52651.218,3.5561,1.9872,0.0,,7.6483,-0.53342
-0.15001,52711.218,3.5554,1.9897,,0.0,7.6572,-0.53335
-0.15,52771.219,3.5545,1.9922,0.0,,7.6661,-0.53318
-0.15001,52831.219,3.5537,1.9947,,0.0,7.675,-0.53309
-0.15001,52891.218,3.5529,1.9972,0.0,,7.6839,-0.53297
-0.15001,52951.218,3.5523,1.9997,0.30161,0.0,7.6928,-0.53288
-0.15,53011.219,3.5516,2.0022,,3.3065,7.7016,-0.53274
-0.15,53071.218,3.5507,2.0047,0.0,,7.7105,-0.53261
-0.15,53131.219,3.5498,2.0072,,0.0,7.7194,-0.53247
-0.15001,53191.219,3.5491,2.0097,0.0,,7.7283,-0.5324
-0.15001,53251.219,3.5484,2.0122,,0.0,7.7371,-0.5323
-0.15001,53311.218,3.5477,2.0147,0.0,,7.746,-0.53219
-0.15,53371.218,3.5469,2.0172,,3.2373,7.7549,-0.53204
-0.15,53431.218,3.546,2.0197,0.0,,7.7637,-0.5319
-0.15,53491.218,3.5452,2.0222,,0.0,7.7726,-0.53178
-0.15,53551.218,3.5446,2.0247,0.0,,7.7815,-0.53169
-0.15001,53611.219,3.5438,2.0272,,0.0,7.7903,-0.53161
-0.15001,53671.219,3.5429,2.0297,0.0,,7.7992,-0.53147
-0.15001,53731.219,3.5421,2.0322,0.30714,0.0,7.808,-0.53135
-0.15001,53791.219,3.5413,2.0347,,3.2221,7.8169,-0.53123
-0.15001,53851.218,3.5407,2.0372,0.0,,7.8257,-0.53114
-0.15001,53911.219,3.5399,2.0397,,0.0,7.8346,-0.53102
-0.15,53971.218,3.5391,2.0422,0.0,,7.8434,-0.53087
-0.15001,54031.219,3.5382,2.0447,,0.0,7.8523,-0.53077
-0.15,54091.218,3.5373,2.0472,0.0,,7.8611,-0.5306
-0.15001,54151.218,3.5367,2.0497,,3.1687,7.87,-0.53054
-0.15001,54211.218,3.5359,2.0522,0.0,,7.8788,-0.53042
-0.15,54271.219,3.5351,2.0547,,0.0,7.8876,-0.53027
-0.15,54331.218,3.5342,2.0572,0.0,,7.8965,-0.53013
-0.15002,54391.22,3.5334,2.0597,,0.0,7.9053,-0.53008
-0.15001,54451.219,3.5327,2.0622,0.0,,7.9141,-0.52994
-0.15002,54511.218,3.532,2.0647,0.31656,3.1447,7.923,-0.52987
-0.15001,54571.218,3.531,2.0672,,,7.9318,-0.52969
-0.15001,54631.218,3.5302,2.0697,0.0,0.0,7.9406,-0.52957
-0.15001,54691.218,3.5293,2.0722,,,7.9494,-0.52943
-0.15001,54751.218,3.5287,2.0747,0.0,0.0,7.9583,-0.52934
-0.15,54811.22,3.5279,2.0772,,,7.9671,-0.52919
-0.15,54871.218,3.5269,2.0797,0.0,3.0815,7.9759,-0.52904
-0.15,54931.218,3.5261,2.0822,,,7.9847,-0.52892
-0.15001,54991.22,3.5253,2.0847,0.0,0.0,7.9935,-0.52883
-0.15002,55051.218,3.5247,2.0872,,,8.0023,-0.52878
-0.15001,55111.219,3.5238,2.0897,0.0,0.0,8.0112,-0.52861
-0.15,55171.218,3.5228,2.0922,,,8.02,-0.52842
-0.15002,55231.218,3.522,2.0947,0.32586,3.0572,8.0288,-0.52837
-0.15002,55291.219,3.5212,2.0972,,,8.0376,-0.52825
-0.15,55351.218,3.5205,2.0997,0.0,,8.0464,-0.52808
-0.15001,55411.218,3.5197,2.1022,,0.0,8.0552,-0.52799
-0.15001,55471.218,3.5187,2.1047,0.0,,8.064,-0.52784
-0.15,55531.218,3.5178,2.1072,,0.0,8.0728,-0.52767
-0.15,55591.218,3.5171,2.1097,0.0,2.9762,8.0816,-0.52757
-0.14999,55651.219,3.5163,2.1122,,,8.0903,-0.52741
-0.15002,55711.219,3.5155,2.1147,0.0,0.0,8.0991,-0.5274
-0.15001,55771.218,3.5144,2.1172,,,8.1079,-0.5272
-0.15001,55831.218,3.5136,2.1197,0.0,0.0,8.1167,-0.52708
-0.15,55891.22,3.5128,2.1222,,,8.1255,-0.52692
-0.15001,55951.218,3.5121,2.1247,0.33621,2.9373,8.1343,-0.52685
-0.15001,56011.219,3.5112,2.1272,,,8.143,-0.52672
-0.15,56071.218,3.5102,2.1297,0.0,0.0,8.1518,-0.52653
-0.15,56131.218,3.5093,2.1322,,,8.1606,-0.5264
-0.15001,56191.22,3.5084,2.1347,0.0,0.0,8.1694,-0.5263
-0.15001,56251.219,3.5076,2.1372,,,8.1781,-0.52618
-0.15001,56311.22,3.5068,2.1397,0.0,2.8833,8.1869,-0.52606
-0.15,56371.219,3.5059,2.1422,,,8.1957,-0.52589
-0.15001,56431.218,3.505,2.1447,0.0,0.0,8.2044,-0.52579
