Current(A),Test_Time(s),Voltage(V),Charge_Capacity(Ah),dV/dQ(V/Ah),dQ/dV(Ah/V),Charge_Energy(Wh),Power(W)
0.14999,126341.452,3.9323,2.0023,0.0,4.3259,7.2594,0.58981
0.14999,126401.452,3.9331,2.0048,,,7.2693,0.58993
0.14999,126461.451,3.9337,2.0073,0.0,0.0,7.2791,0.59002
0.14998,126521.451,3.9342,2.0098,,,7.2889,0.59005
0.14999,126581.451,3.9347,2.0123,0.0,0.0,7.2988,0.59017
0.14998,126641.453,3.9353,2.0148,,,7.3086,0.59022
0.15,126701.453,3.9362,2.0173,0.0,0.0,7.3184,0.59043
0.14999,126761.452,3.9368,2.0198,,,7.3283,0.59048
0.14999,126821.452,3.9372,2.0223,0.0,4.0773,7.3381,0.59054
0.14999,126881.451,3.9379,2.0248,,,7.348,0.59065
0.15,126941.452,3.9385,2.0273,0.0,0.0,7.3578,0.59078
0.14998,127001.452,3.9394,2.0298,,,7.3676,0.59083
0.14999,127061.452,3.94,2.0323,0.0,0.0,7.3775,0.59096
0.14999,127121.451,3.9404,2.0348,,,7.3873,0.59102
0.14999,127181.452,3.9412,2.0373,0.25004,0.0,7.3972,0.59114
0.14999,127241.452,3.9419,2.0398,,,7.4071,0.59125
0.14999,127301.453,3.9427,2.0423,0.0,3.8032,7.4169,0.59137
0.14999,127361.451,3.9433,2.0448,,,7.4268,0.59146
0.14999,127421.452,3.9439,2.0473,0.0,0.0,7.4366,0.59155
0.15,127481.452,3.9446,2.0498,,,7.4465,0.59169
0.14998,127541.453,3.9453,2.0523,0.0,0.0,7.4563,0.59172
0.14999,127601.452,3.9462,2.0548,,,7.4662,0.59189
0.14999,127661.454,3.9469,2.0573,0.0,0.0,7.4761,0.592
0.15,127721.451,3.9475,2.0598,,3.5656,7.4859,0.59213
0.14999,127781.451,3.9482,2.0623,0.0,,7.4958,0.59219
0.14999,127841.452,3.9489,2.0648,,0.0,7.5057,0.5923
0.15,127901.451,3.9499,2.0673,0.0,,7.5156,0.59249
0.14999,127961.452,3.9506,2.0698,,0.0,7.5254,0.59255
0.14999,128021.453,3.9512,2.0723,0.28648,,7.5353,0.59264
0.14999,128081.452,3.9519,2.0748,,0.0,7.5452,0.59275
0.14999,128141.451,3.9527,2.0773,0.0,3.3502,7.5551,0.59287
0.15,128201.452,3.9537,2.0798,,,7.5649,0.59306
0.14999,128261.453,3.9545,2.0823,0.0,0.0,7.5748,0.59314
0.14998,128321.453,3.9551,2.0848,,,7.5847,0.59319
0.14998,128381.453,3.9558,2.0873,0.0,0.0,7.5946,0.59329
0.15,128441.452,3.9567,2.0898,,,7.6045,0.59351
0.14998,128501.452,3.9576,2.0923,0.0,3.1683,7.6144,0.59356
0.14998,128561.453,3.9585,2.0948,,,7.6243,0.5937
0.14999,128621.453,3.9591,2.0973,0.0,0.0,7.6342,0.59383
0.14998,128681.453,3.96,2.0998,,,7.6441,0.59392
0.14999,128741.452,3.9608,2.1023,0.0,0.0,7.654,0.59408
0.14999,128801.454,3.9618,2.1048,0.31925,,7.6639,0.59423
0.14999,128861.452,3.9626,2.1073,,3.0195,7.6738,0.59435
0.14999,128921.453,3.9633,2.1098,0.0,,7.6837,0.59446
0.15,128981.451,3.9642,2.1123,,0.0,7.6936,0.59463
0.14999,129041.452,3.9652,2.1148,0.0,,7.7035,0.59474
0.14999,129101.451,3.9661,2.1173,,0.0,7.7134,0.59488
0.14999,129161.452,3.967,2.1198,0.0,,7.7233,0.59501
0.14998,129221.451,3.9677,2.1223,,2.8862,7.7333,0.59508
0.14999,129281.453,3.9685,2.1248,0.0,,7.7432,0.59524
0.14999,129341.452,3.9696,2.1273,,0.0,7.7531,0.5954
0.14999,129401.454,3.9706,2.1298,0.0,,7.763,0.59555
0.14999,129461.451,3.9714,2.1323,0.35001,0.0,7.7729,0.59567
0.14999,129521.452,3.9722,2.1348,,2.7726,7.7829,0.59579
0.14998,129581.453,3.9732,2.1373,0.0,,7.7928,0.5959
0.14998,129641.451,3.9742,2.1398,,0.0,7.8027,0.59605
0.15,129701.452,3.9752,2.1423,0.0,,7.8127,0.59628
0.14999,129761.453,3.976,2.1448,,0.0,7.8226,0.59636
0.14998,129821.452,3.9769,2.1473,0.0,,7.8326,0.59646
0.14999,129881.453,3.9778,2.1498,,2.6638,7.8425,0.59663
0.14999,129941.453,3.979,2.1523,0.0,,7.8524,0.59681
0.14999,130001.452,3.98,2.1548,,0.0,7.8624,0.59696
0.14998,130061.452,3.9808,2.1573,0.0,,7.8723,0.59704
0.14998,130121.453,3.9817,2.1598,0.37859,0.0,7.8823,0.59718
0.14998,130181.452,3.9827,2.1623,,2.5668,7.8922,0.59733
0.14999,130241.454,3.9839,2.1648,0.0,,7.9022,0.59755
0.14999,130301.452,3.9849,2.1673,,0.0,7.9122,0.5977
0.14998,130361.452,3.9857,2.1698,0.0,,7.9221,0.59778
0.14999,130421.452,3.9867,2.1723,,0.0,7.9321,0.59797
0.14999,130481.453,3.9877,2.1748,0.0,2.5107,7.9421,0.59812
0.14999,130541.453,3.9889,2.1773,,,7.952,0.5983
0.14999,130601.451,3.9899,2.1798,0.0,0.0,7.962,0.59845
0.14999,130661.451,3.9908,2.1823,,,7.972,0.59858
0.14999,130721.453,3.9918,2.1848,0.40294,0.0,7.982,0.59873
0.14999,130781.452,3.9929,2.1873,,2.4395,7.9919,0.5989
0.14998,130841.452,3.994,2.1898,0.0,,8.0019,0.59902
0.14998,130901.453,3.9951,2.1923,,0.0,8.0119,0.59919
0.14999,130961.451,3.996,2.1948,0.0,,8.0219,0.59936
0.14998,131021.451,3.997,2.1973,,0.0,8.0319,0.59947
0.14999,131081.453,3.9982,2.1998,0.0,2.4033,8.0419,0.59969
0.14999,131141.451,3.9993,2.2023,,,8.0519,0.59986
0.14999,131201.451,4.0003,2.2048,0.0,0.0,8.0619,0.6
0.14999,131261.452,4.0013,2.2073,0.41742,,8.0719,0.60015
0.14998,131321.452,4.0023,2.2098,,2.3545,8.0819,0.60026
0.14998,131381.453,4.0034,2.2123,0.0,,8.0919,0.60043
0.14998,131441.452,4.0046,2.2148,,0.0,8.1019,0.60061
0.14998,131501.453,4.0057,2.2173,0.0,,8.1119,0.60077
0.15,131561.453,4.0066,2.2198,,0.0,8.1219,0.60099
0.14999,131621.451,4.0076,2.2223,0.0,2.3404,8.1319,0.6011
0.14997,131681.452,4.0088,2.2248,,,8.1419,0.6012
0.14999,131741.451,4.01,2.2273,0.0,0.0,8.152,0.60146
0.14998,131801.453,4.0111,2.2298,,,8.162,0.60158
0.14999,131861.452,4.0119,2.2323,0.42796,0.0,8.172,0.60174
0.14999,131921.451,4.013,2.2348,,2.3284,8.1821,0.60191
0.14999,131981.452,4.0141,2.2373,0.0,,8.1921,0.60207
0.14999,132041.453,4.0154,2.2398,,0.0,8.2021,0.60227
0.14999,132101.453,4.0164,2.2423,0.0,,8.2122,0.60242
0.14999,132161.454,4.0173,2.2448,,2.333,8.2222,0.60255
0.14999,132221.451,4.0184,2.2473,0.0,,8.2322,0.60272
0.14998,132281.452,4.0194,2.2498,,0.0,8.2423,0.60283
0.14999,132341.451,4.0207,2.2523,0.0,,8.2523,0.60306
0.14998,132401.453,4.0218,2.2548,0.42823,0.0,8.2624,0.60319
0.14999,132461.452,4.0227,2.2573,,2.3565,8.2724,0.60336
0.14999,132521.451,4.0237,2.2598,0.0,,8.2825,0.60351
0.14999,132581.452,4.0247,2.2623,,0.0,8.2926,0.60366
0.14999,132641.452,4.026,2.2648,0.0,,8.3026,0.60386
0.14999,132701.452,4.0271,2.2673,,0.0,8.3127,0.60402
0.14998,132761.453,4.0279,2.2698,0.0,2.3767,8.3228,0.6041
0.14999,132821.453,4.0289,2.2723,,,8.3328,0.60429
0.14998,132881.452,4.0301,2.2748,0.0,0.0,8.3429,0.60443
0.14999,132941.454,4.0312,2.2773,,,8.353,0.60464
0.14999,133001.452,4.0322,2.2798,0.41871,0.0,8.3631,0.60479
0.15,133061.452,4.0331,2.2823,,2.4098,8.3731,0.60497
0.14998,133121.451,4.0341,2.2848,0.0,,8.3832,0.60503
0.14999,133181.452,4.035,2.2873,,0.0,8.3933,0.60521
0.14998,133241.453,4.0363,2.2898,0.0,,8.4034,0.60536
0.14999,133301.452,4.0373,2.2923,,0.0,8.4135,0.60555
0.14999,133361.454,4.0382,2.2948,0.0,2.4418,8.4236,0.60569
0.14998,133421.453,4.0391,2.2973,,,8.4337,0.60578
0.14998,133481.451,4.0402,2.2998,0.0,0.0,8.4438,0.60595
0.14999,133541.452,4.0413,2.3023,0.40417,,8.4539,0.60615
0.14999,133601.454,4.0422,2.3048,,0.0,8.464,0.60629
0.14999,133661.451,4.043,2.3073,0.0,2.5312,8.4741,0.60641
0.14998,133721.452,4.044,2.3098,,,8.4842,0.60652
0.14999,133781.452,4.0452,2.3123,0.0,0.0,8.4943,0.60674
0.14999,133841.453,4.0462,2.3148,,,8.5044,0.60689
0.14998,133901.451,4.047,2.3173,0.0,0.0,8.5145,0.60697
0.14998,133961.453,4.0478,2.3198,,2.6035,8.5247,0.60709
0.14998,134021.452,4.0488,2.3223,0.0,,8.5348,0.60724
0.14998,134081.451,4.0499,2.3248,,0.0,8.5449,0.6074
0.14998,134141.452,4.0508,2.3273,0.0,,8.555,0.60754
0.14999,134201.453,4.0517,2.3298,0.38211,0.0,8.5651,0.60771
0.15,134261.451,4.0525,2.3323,,2.6825,8.5753,0.60788
0.14998,134321.453,4.0534,2.3348,0.0,,8.5854,0.60793
0.14998,134381.452,4.0545,2.3373,,0.0,8.5955,0.60809
0.14999,134441.452,4.0554,2.3398,0.0,,8.6057,0.60827
0.14999,134501.452,4.0563,2.3423,,0.0,8.6158,0.6084
0.14998,134561.452,4.057,2.3448,0.0,,8.626,0.60847
0.14998,134621.452,4.0578,2.3473,,2.7811,8.6361,0.60859
0.14999,134681.454,4.0588,2.3498,0.0,,8.6462,0.60878
0.14998,134741.453,4.0598,2.3523,,0.0,8.6564,0.60889
0.14998,134801.451,4.0605,2.3548,0.0,,8.6665,0.60899
0.14999,134861.453,4.0613,2.3573,0.3538,0.0,8.6767,0.60915
0.15,134921.452,4.0621,2.3598,,,8.6868,0.60932
0.14999,134981.453,4.0631,2.3623,0.0,2.9444,8.697,0.60942
0.14998,135041.452,4.0639,2.3648,,,8.7072,0.6095
0.14999,135101.453,4.0645,2.3673,0.0,0.0,8.7173,0.60963
0.14999,135161.452,4.0653,2.3698,,,8.7275,0.60975
0.15,135221.454,4.0661,2.3723,0.0,0.0,8.7376,0.60992
0.14999,135281.452,4.067,2.3748,,,8.7478,0.61001
0.14999,135341.451,4.0678,2.3773,0.0,3.1641,8.758,0.61013
0.14998,135401.452,4.0685,2.3798,,,8.7681,0.61019
0.14999,135461.452,4.0691,2.3823,0.0,0.0,8.7783,0.61032
0.14999,135521.452,4.0698,2.3848,,,8.7885,0.61043
0.14999,135581.454,4.0706,2.3873,0.0,0.0,8.7987,0.61055
0.14998,135641.451,4.0714,2.3898,0.30743,,8.8088,0.61063
0.14999,135701.454,4.072,2.3923,,0.0,8.819,0.61076
0.14999,135761.452,4.0726,2.3948,0.0,3.4932,8.8292,0.61085
0.14998,135821.452,4.0732,2.3973,,,8.8394,0.6109
0.14998,135881.452,4.074,2.3998,0.0,0.0,8.8496,0.61102
0.14999,135941.453,4.0746,2.4023,,,8.8598,0.61115
0.14998,136001.452,4.075,2.4048,0.0,0.0,8.8699,0.61117
0.14999,136061.452,4.0756,2.4073,,,8.8801,0.6113
0.15,136121.453,4.0762,2.4098,0.0,0.0,8.8903,0.61143
0.14999,136181.451,4.0769,2.4123,,,8.9005,0.61149
0.15,136241.451,4.0774,2.4148,0.0,4.2547,8.9107,0.61161
0.14999,136301.452,4.0777,2.4173,,,8.9209,0.61161
0.14999,136361.451,4.0783,2.4198,0.0,0.0,8.9311,0.6117
0.14999,136421.451,4.0787,2.4223,,,8.9413,0.61176
0.14999,136481.454,4.0793,2.4248,0.0,,8.9515,0.61185
0.15,136541.453,4.0797,2.4273,,0.0,8.9617,0.61196
0.14998,136601.452,4.08,2.4298,0.0,,8.9719,0.61192
0.14999,136661.452,4.0803,2.4323,,0.0,8.9821,0.612
0.14999,136721.451,4.0807,2.4348,0.0,,8.9923,0.61206
0.14999,136781.452,4.0811,2.4373,,0.0,9.0025,0.61212
0.14998,136841.451,4.0815,2.4398,0.20712,,9.0127,0.61214
0.15,136901.454,4.0816,2.4423,,0.0,9.0229,0.61224
0.14998,136961.453,4.082,2.4448,0.0,,9.0331,0.61222
0.14999,137021.451,4.0823,2.4473,,6.4358,9.0433,0.6123
0.14999,137081.451,4.0827,2.4498,0.0,,9.0535,0.61236
0.14997,137141.453,4.083,2.4523,,0.0,9.0637,0.61233
